Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Department of Water and Environmental Regulation,Estuary,6131321,6131321,DWER-PHESTREACH,0.0000,-32.683243,115.677035,6131321
Department of Water and Environmental Regulation,Estuary,6131322,6131322,DWER-PHESTREACH,1.0000,-32.730063,115.694901,6131322
Department of Water and Environmental Regulation,Estuary,6131323,6131323,DWER-PHESTREACH,1.0000,-32.633273,115.660907,6131323
Department of Water and Environmental Regulation,Estuary,6140029,6140029,DWER-PHESTREACH,0.0000,-32.603628,115.671387,6140029
Department of Water and Environmental Regulation,Estuary,6140030,6140030,DWER-PHESTREACH,0.0000,-32.575745,115.754871,6140030
Department of Water and Environmental Regulation,Estuary,6140031,6140031,DWER-PHESTREACH,0.0000,-32.591805,115.713254,6140031
Department of Water and Environmental Regulation,Estuary,6140953,6140953,DWER-PHESTREACH,2.0000,-32.592114,115.821421,6140953
Department of Water and Environmental Regulation,Estuary,6141384,6141384,DWER-PHESTREACH,14.0000,-32.592726,115.916416,6141384
Department of Water and Environmental Regulation,Estuary,6141499,6141499,DWER-PHESTREACH,7.0000,-32.341158,115.837734,6141499
Department of Water and Environmental Regulation,Estuary,6142623,6142623,DWER-PHESTREACH,5.0000,-32.585137,115.88204,6142623
Department of Water and Environmental Regulation,Estuary,6142624,6142624,DWER-PHESTREACH,1.0000,-32.581407,115.787282,6142624
Department of Water and Environmental Regulation,Estuary,6142625,6142625,DWER-PHESTREACH,2.0000,-32.585905,115.827008,6142625
Department of Water and Environmental Regulation,Estuary,6142627,6142627,DWER-PHESTREACH,1.0000,-32.543329,115.76797,6142627
Department of Water and Environmental Regulation,Estuary,6142628,6142628,DWER-PHESTREACH,2.0000,-32.510069,115.786308,6142628
Department of Water and Environmental Regulation,Estuary,6142629,6142629,DWER-PHESTREACH,2.0000,-32.471222,115.808025,6142629
Department of Water and Environmental Regulation,Estuary,6142855,6142855,DWER-PHESTREACH,2.0000,-32.585856,115.834139,6142855
Department of Water and Environmental Regulation,Estuary,6143035,6143035,DWER-PHESTREACH,3.0000,-32.399,115.831,6143035
Department of Water and Environmental Regulation,Estuary,6143036,6143036,DWER-PHESTREACH,3.0000,-32.3995,115.831,6143036
Department of Water and Environmental Regulation,Estuary,6144122,6144122,DWER-PHESTREACH,3.0000,-32.401996,115.830969,6144122
Department of Water and Environmental Regulation,Estuary,6144201,6144201,DWER-PHESTREACH,3.0000,-32.383124,115.834033,6144201
