Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_100,IMOS_SRS_MODIS_CS_Outer_100_100,IMSO-SRS-MODIS-OC3,-35.2382,-32.13,115.5,IMOS_SRS_MODIS_CS_Outer_100_100
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_101,IMOS_SRS_MODIS_CS_Outer_100_101,IMSO-SRS-MODIS-OC3,-35.2262,-32.14,115.5,IMOS_SRS_MODIS_CS_Outer_100_101
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_102,IMOS_SRS_MODIS_CS_Outer_100_102,IMSO-SRS-MODIS-OC3,-36.1906,-32.15,115.5,IMOS_SRS_MODIS_CS_Outer_100_102
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_103,IMOS_SRS_MODIS_CS_Outer_100_103,IMSO-SRS-MODIS-OC3,-37.6367,-32.16,115.5,IMOS_SRS_MODIS_CS_Outer_100_103
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_104,IMOS_SRS_MODIS_CS_Outer_100_104,IMSO-SRS-MODIS-OC3,-37.9476,-32.17,115.5,IMOS_SRS_MODIS_CS_Outer_100_104
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_105,IMOS_SRS_MODIS_CS_Outer_100_105,IMSO-SRS-MODIS-OC3,-38.1207,-32.18,115.5,IMOS_SRS_MODIS_CS_Outer_100_105
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_106,IMOS_SRS_MODIS_CS_Outer_100_106,IMSO-SRS-MODIS-OC3,-38.0282,-32.19,115.5,IMOS_SRS_MODIS_CS_Outer_100_106
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_107,IMOS_SRS_MODIS_CS_Outer_100_107,IMSO-SRS-MODIS-OC3,-37.8321,-32.2,115.5,IMOS_SRS_MODIS_CS_Outer_100_107
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_108,IMOS_SRS_MODIS_CS_Outer_100_108,IMSO-SRS-MODIS-OC3,-37.5910,-32.21,115.5,IMOS_SRS_MODIS_CS_Outer_100_108
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_109,IMOS_SRS_MODIS_CS_Outer_100_109,IMSO-SRS-MODIS-OC3,-37.4429,-32.22,115.5,IMOS_SRS_MODIS_CS_Outer_100_109
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_110,IMOS_SRS_MODIS_CS_Outer_100_110,IMSO-SRS-MODIS-OC3,-37.1657,-32.23,115.5,IMOS_SRS_MODIS_CS_Outer_100_110
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_111,IMOS_SRS_MODIS_CS_Outer_100_111,IMSO-SRS-MODIS-OC3,-37.1026,-32.24,115.5,IMOS_SRS_MODIS_CS_Outer_100_111
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_112,IMOS_SRS_MODIS_CS_Outer_100_112,IMSO-SRS-MODIS-OC3,-37.0294,-32.25,115.5,IMOS_SRS_MODIS_CS_Outer_100_112
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_113,IMOS_SRS_MODIS_CS_Outer_100_113,IMSO-SRS-MODIS-OC3,-36.7482,-32.26,115.5,IMOS_SRS_MODIS_CS_Outer_100_113
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_114,IMOS_SRS_MODIS_CS_Outer_100_114,IMSO-SRS-MODIS-OC3,-36.7384,-32.27,115.5,IMOS_SRS_MODIS_CS_Outer_100_114
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_115,IMOS_SRS_MODIS_CS_Outer_100_115,IMSO-SRS-MODIS-OC3,-36.7395,-32.28,115.5,IMOS_SRS_MODIS_CS_Outer_100_115
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_116,IMOS_SRS_MODIS_CS_Outer_100_116,IMSO-SRS-MODIS-OC3,-36.2388,-32.29,115.5,IMOS_SRS_MODIS_CS_Outer_100_116
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_117,IMOS_SRS_MODIS_CS_Outer_100_117,IMSO-SRS-MODIS-OC3,-36.0124,-32.3,115.5,IMOS_SRS_MODIS_CS_Outer_100_117
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_118,IMOS_SRS_MODIS_CS_Outer_100_118,IMSO-SRS-MODIS-OC3,-36.5740,-32.31,115.5,IMOS_SRS_MODIS_CS_Outer_100_118
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_119,IMOS_SRS_MODIS_CS_Outer_100_119,IMSO-SRS-MODIS-OC3,-36.9375,-32.32,115.5,IMOS_SRS_MODIS_CS_Outer_100_119
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_120,IMOS_SRS_MODIS_CS_Outer_100_120,IMSO-SRS-MODIS-OC3,-37.0000,-32.33,115.5,IMOS_SRS_MODIS_CS_Outer_100_120
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_121,IMOS_SRS_MODIS_CS_Outer_100_121,IMSO-SRS-MODIS-OC3,-37.4395,-32.34,115.5,IMOS_SRS_MODIS_CS_Outer_100_121
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_122,IMOS_SRS_MODIS_CS_Outer_100_122,IMSO-SRS-MODIS-OC3,-39.2145,-32.35,115.5,IMOS_SRS_MODIS_CS_Outer_100_122
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_123,IMOS_SRS_MODIS_CS_Outer_100_123,IMSO-SRS-MODIS-OC3,-39.5041,-32.36,115.5,IMOS_SRS_MODIS_CS_Outer_100_123
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_124,IMOS_SRS_MODIS_CS_Outer_100_124,IMSO-SRS-MODIS-OC3,-39.5100,-32.37,115.5,IMOS_SRS_MODIS_CS_Outer_100_124
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_125,IMOS_SRS_MODIS_CS_Outer_100_125,IMSO-SRS-MODIS-OC3,-39.3078,-32.38,115.5,IMOS_SRS_MODIS_CS_Outer_100_125
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_126,IMOS_SRS_MODIS_CS_Outer_100_126,IMSO-SRS-MODIS-OC3,-39.2127,-32.39,115.5,IMOS_SRS_MODIS_CS_Outer_100_126
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_127,IMOS_SRS_MODIS_CS_Outer_100_127,IMSO-SRS-MODIS-OC3,-38.7596,-32.4,115.5,IMOS_SRS_MODIS_CS_Outer_100_127
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_128,IMOS_SRS_MODIS_CS_Outer_100_128,IMSO-SRS-MODIS-OC3,-37.7444,-32.41,115.5,IMOS_SRS_MODIS_CS_Outer_100_128
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_129,IMOS_SRS_MODIS_CS_Outer_100_129,IMSO-SRS-MODIS-OC3,-36.2205,-32.42,115.5,IMOS_SRS_MODIS_CS_Outer_100_129
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_130,IMOS_SRS_MODIS_CS_Outer_100_130,IMSO-SRS-MODIS-OC3,-35.6101,-32.43,115.5,IMOS_SRS_MODIS_CS_Outer_100_130
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_131,IMOS_SRS_MODIS_CS_Outer_100_131,IMSO-SRS-MODIS-OC3,-34.9772,-32.44,115.5,IMOS_SRS_MODIS_CS_Outer_100_131
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_132,IMOS_SRS_MODIS_CS_Outer_100_132,IMSO-SRS-MODIS-OC3,-34.1955,-32.45,115.5,IMOS_SRS_MODIS_CS_Outer_100_132
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_133,IMOS_SRS_MODIS_CS_Outer_100_133,IMSO-SRS-MODIS-OC3,-33.6816,-32.46,115.5,IMOS_SRS_MODIS_CS_Outer_100_133
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_134,IMOS_SRS_MODIS_CS_Outer_100_134,IMSO-SRS-MODIS-OC3,-32.9866,-32.47,115.5,IMOS_SRS_MODIS_CS_Outer_100_134
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_135,IMOS_SRS_MODIS_CS_Outer_100_135,IMSO-SRS-MODIS-OC3,-33.2304,-32.48,115.5,IMOS_SRS_MODIS_CS_Outer_100_135
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_136,IMOS_SRS_MODIS_CS_Outer_100_136,IMSO-SRS-MODIS-OC3,-32.6497,-32.49,115.5,IMOS_SRS_MODIS_CS_Outer_100_136
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_137,IMOS_SRS_MODIS_CS_Outer_100_137,IMSO-SRS-MODIS-OC3,-32.3749,-32.5,115.5,IMOS_SRS_MODIS_CS_Outer_100_137
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_138,IMOS_SRS_MODIS_CS_Outer_100_138,IMSO-SRS-MODIS-OC3,-32.2138,-32.51,115.5,IMOS_SRS_MODIS_CS_Outer_100_138
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_139,IMOS_SRS_MODIS_CS_Outer_100_139,IMSO-SRS-MODIS-OC3,-31.5187,-32.52,115.5,IMOS_SRS_MODIS_CS_Outer_100_139
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_140,IMOS_SRS_MODIS_CS_Outer_100_140,IMSO-SRS-MODIS-OC3,-30.6590,-32.53,115.5,IMOS_SRS_MODIS_CS_Outer_100_140
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_141,IMOS_SRS_MODIS_CS_Outer_100_141,IMSO-SRS-MODIS-OC3,-29.8812,-32.54,115.5,IMOS_SRS_MODIS_CS_Outer_100_141
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_142,IMOS_SRS_MODIS_CS_Outer_100_142,IMSO-SRS-MODIS-OC3,-29.9839,-32.55,115.5,IMOS_SRS_MODIS_CS_Outer_100_142
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_143,IMOS_SRS_MODIS_CS_Outer_100_143,IMSO-SRS-MODIS-OC3,-29.5412,-32.56,115.5,IMOS_SRS_MODIS_CS_Outer_100_143
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_144,IMOS_SRS_MODIS_CS_Outer_100_144,IMSO-SRS-MODIS-OC3,-28.5050,-32.57,115.5,IMOS_SRS_MODIS_CS_Outer_100_144
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_145,IMOS_SRS_MODIS_CS_Outer_100_145,IMSO-SRS-MODIS-OC3,-28.8771,-32.58,115.5,IMOS_SRS_MODIS_CS_Outer_100_145
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_146,IMOS_SRS_MODIS_CS_Outer_100_146,IMSO-SRS-MODIS-OC3,-28.7863,-32.59,115.5,IMOS_SRS_MODIS_CS_Outer_100_146
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_147,IMOS_SRS_MODIS_CS_Outer_100_147,IMSO-SRS-MODIS-OC3,-28.2653,-32.6,115.5,IMOS_SRS_MODIS_CS_Outer_100_147
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_148,IMOS_SRS_MODIS_CS_Outer_100_148,IMSO-SRS-MODIS-OC3,-27.7748,-32.61,115.5,IMOS_SRS_MODIS_CS_Outer_100_148
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_149,IMOS_SRS_MODIS_CS_Outer_100_149,IMSO-SRS-MODIS-OC3,-27.0044,-32.62,115.5,IMOS_SRS_MODIS_CS_Outer_100_149
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_150,IMOS_SRS_MODIS_CS_Outer_100_150,IMSO-SRS-MODIS-OC3,-26.1632,-32.63,115.5,IMOS_SRS_MODIS_CS_Outer_100_150
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_151,IMOS_SRS_MODIS_CS_Outer_100_151,IMSO-SRS-MODIS-OC3,-26.0321,-32.64,115.5,IMOS_SRS_MODIS_CS_Outer_100_151
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_152,IMOS_SRS_MODIS_CS_Outer_100_152,IMSO-SRS-MODIS-OC3,-25.0000,-32.65,115.5,IMOS_SRS_MODIS_CS_Outer_100_152
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_58,IMOS_SRS_MODIS_CS_Outer_100_58,IMSO-SRS-MODIS-OC3,-36.0000,-31.71,115.5,IMOS_SRS_MODIS_CS_Outer_100_58
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_59,IMOS_SRS_MODIS_CS_Outer_100_59,IMSO-SRS-MODIS-OC3,-38.0000,-31.72,115.5,IMOS_SRS_MODIS_CS_Outer_100_59
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_60,IMOS_SRS_MODIS_CS_Outer_100_60,IMSO-SRS-MODIS-OC3,-38.0000,-31.73,115.5,IMOS_SRS_MODIS_CS_Outer_100_60
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_61,IMOS_SRS_MODIS_CS_Outer_100_61,IMSO-SRS-MODIS-OC3,-38.0000,-31.74,115.5,IMOS_SRS_MODIS_CS_Outer_100_61
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_62,IMOS_SRS_MODIS_CS_Outer_100_62,IMSO-SRS-MODIS-OC3,-37.7612,-31.75,115.5,IMOS_SRS_MODIS_CS_Outer_100_62
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_63,IMOS_SRS_MODIS_CS_Outer_100_63,IMSO-SRS-MODIS-OC3,-38.3841,-31.76,115.5,IMOS_SRS_MODIS_CS_Outer_100_63
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_64,IMOS_SRS_MODIS_CS_Outer_100_64,IMSO-SRS-MODIS-OC3,-38.5902,-31.77,115.5,IMOS_SRS_MODIS_CS_Outer_100_64
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_65,IMOS_SRS_MODIS_CS_Outer_100_65,IMSO-SRS-MODIS-OC3,-38.6652,-31.78,115.5,IMOS_SRS_MODIS_CS_Outer_100_65
Integrated Marine Observing System,SRS_MODIS,IMOS_SRS_MODIS_CS_Outer_100_66,IMOS_SRS_MODIS_CS_Outer_100_66,IMSO-SRS-MODIS-OC3,-38.2873,-31.79,115.5,IMOS_SRS_MODIS_CS_Outer_100_66
