Variable Name,Min Date,Max Date,Number of Samples
WQ_var00179,19/05/2015 08:09:00,19/05/2015 08:09:00,1.000
WQ_var00133,19/05/2015 08:09:00,19/05/2015 08:09:00,1.000
WQ_var00134,19/05/2015 08:09:16,19/05/2015 08:12:03,6.000
WQ_var00085,19/05/2015 08:09:16,19/05/2015 08:12:03,6.000
WQ_var00023,19/05/2015 08:09:16,19/05/2015 08:12:03,6.000
WQ_var00137,19/05/2015 08:09:16,19/05/2015 08:12:03,6.000
WQ_var00006,19/05/2015 08:09:16,19/05/2015 08:12:03,6.000
WQ_var00140,19/05/2015 08:09:00,19/05/2015 08:09:00,1.000
WQ_var00007,19/05/2015 08:09:16,19/05/2015 08:12:03,6.000
WQ_var00013,19/05/2015 08:09:16,19/05/2015 08:12:03,6.000
WQ_var00129,19/05/2015 08:09:00,19/05/2015 08:09:00,1.000
WQ_var00130,19/05/2015 08:09:00,19/05/2015 08:09:00,1.000
