Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Western Australian Marine Science Institution,WWMSP1,9021,PERTH AIRPORT,WAMSI-WWMSP1-WRF,11.0000,-31.9275,115.9764,WAMSI: 9021
Western Australian Marine Science Institution,WWMSP1,9053,PEARCE RAAF,WAMSI-WWMSP1-WRF,42.0000,-31.6669,116.0189,WAMSI: 9053
Western Australian Marine Science Institution,WWMSP1,9091,INNER DOLPHIN PYLON,WAMSI-WWMSP1-WRF,-5.0454,-31.9889,115.8311,WAMSI: 9091
Western Australian Marine Science Institution,WWMSP1,9172,JANDAKOT AERO,WAMSI-WWMSP1-WRF,28.0000,-32.1011,115.8794,WAMSI: 9172
Western Australian Marine Science Institution,WWMSP1,9178,GINGIN AERO,WAMSI-WWMSP1-WRF,79.0000,-31.4628,115.8642,WAMSI: 9178
Western Australian Marine Science Institution,WWMSP1,9193,ROTTNEST ISLAND,WAMSI-WWMSP1-WRF,41.0000,-32.0069,115.5022,WAMSI: 9193
Western Australian Marine Science Institution,WWMSP1,9214,OCEAN REEF,WAMSI-WWMSP1-WRF,4.0000,-31.7594,115.7278,WAMSI: 9214
Western Australian Marine Science Institution,WWMSP1,9215,SWANBOURNE,WAMSI-WWMSP1-WRF,24.0000,-31.956,115.7619,WAMSI: 9215
Western Australian Marine Science Institution,WWMSP1,9225,PERTH METRO,WAMSI-WWMSP1-WRF,37.0000,-31.9192,115.8728,WAMSI: 9225
Western Australian Marine Science Institution,WWMSP1,9240,BICKLEY,WAMSI-WWMSP1-WRF,72.0000,-32.0072,116.1369,WAMSI: 9240
Western Australian Marine Science Institution,WWMSP1,9254,ARMAMENT JETTY,WAMSI-WWMSP1-WRF,-12.4501,-32.1758,115.6808,WAMSI: 9254
Western Australian Marine Science Institution,WWMSP1,9255,COLPOYS POINT,WAMSI-WWMSP1-WRF,-0.7422,-32.2272,115.6994,WAMSI: 9255
Western Australian Marine Science Institution,WWMSP1,9256,GARDEN ISLAND HSF,WAMSI-WWMSP1-WRF,0.0000,-32.2433,115.6839,WAMSI: 9256
Western Australian Marine Science Institution,WWMSP1,9265,HILLARYS BOAT HARBOUR NTC AWS,WAMSI-WWMSP1-WRF,-2.1545,-31.8256,115.7386,WAMSI: 9265
Western Australian Marine Science Institution,WWMSP1,9281,MILLENDON (SWAN VALLEY),WAMSI-WWMSP1-WRF,15.0000,-31.8112,116.0227,WAMSI: 9281
Western Australian Marine Science Institution,WWMSP1,9572,Halls Head,WAMSI-WWMSP1-WRF,18.0000,-32.5385,115.7002,WAMSI: 9572
Western Australian Marine Science Institution,WWMSP1,9887,Mandurah 2,WAMSI-WWMSP1-WRF,10.0000,-32.5211,115.75,WAMSI: 9887
Western Australian Marine Science Institution,WWMSP1,9977,Mandurah 1,WAMSI-WWMSP1-WRF,-1.0000,-32.5219,115.7119,WAMSI: 9977
Western Australian Marine Science Institution,WWMSP1,NaN,Kings Park,WAMSI-WWMSP1-WRF,68.0000,-31.956724,115.837902,WAMSI: NaN
