date,tide,residual,predicted
06/07/2022 00:00,0.95,12,0.83
06/07/2022 00:30,0.90,6,0.84
06/07/2022 01:00,0.97,12,0.85
06/07/2022 01:15,0.96,10,0.86
06/07/2022 01:30,1.00,13,0.87
06/07/2022 01:45,0.97,10,0.87
06/07/2022 02:00,0.93,5,0.88
06/07/2022 02:15,0.99,10,0.89
06/07/2022 02:30,1.02,12,0.90
06/07/2022 02:45,1.00,10,0.90
06/07/2022 03:15,1.01,9,0.92
06/07/2022 03:30,0.98,6,0.92
06/07/2022 03:45,0.97,5,0.92
06/07/2022 04:00,0.96,3,0.93
06/07/2022 04:15,1.02,9,0.93
06/07/2022 04:30,1.06,12,0.94
06/07/2022 05:00,1.06,12,0.94
06/07/2022 05:15,1.07,12,0.95
06/07/2022 05:30,1.07,12,0.95
06/07/2022 05:45,1.07,11,0.96
06/07/2022 06:00,1.03,7,0.96
06/07/2022 06:15,1.01,5,0.96
06/07/2022 06:30,1.05,8,0.97
06/07/2022 06:45,1.08,11,0.97
06/07/2022 07:00,1.06,8,0.98
06/07/2022 07:30,1.05,7,0.98
06/07/2022 07:45,1.04,5,0.99
06/07/2022 08:30,1.10,10,1.00
06/07/2022 09:00,1.10,9,1.01
06/07/2022 09:30,1.12,10,1.02
06/07/2022 10:00,1.14,11,1.03
06/07/2022 10:15,1.12,9,1.03
06/07/2022 10:30,1.11,8,1.03
06/07/2022 11:00,1.13,10,1.03
06/07/2022 11:15,1.11,8,1.03
06/07/2022 11:45,1.13,9,1.04
06/07/2022 12:00,1.12,8,1.04
06/07/2022 12:30,1.14,9,1.05
06/07/2022 13:00,1.14,10,1.04
06/07/2022 13:15,1.15,11,1.04
06/07/2022 13:30,1.14,10,1.04
06/07/2022 13:45,1.18,15,1.03
06/07/2022 14:30,1.01,-1,1.02
06/07/2022 14:45,1.05,3,1.02
06/07/2022 15:15,1.12,12,1.00
06/07/2022 15:30,1.07,8,0.99
06/07/2022 15:45,1.07,9,0.98
06/07/2022 16:15,1.05,10,0.95
06/07/2022 16:30,1.06,12,0.94
06/07/2022 16:45,1.03,10,0.93
06/07/2022 17:00,0.96,5,0.91
06/07/2022 17:15,0.94,4,0.90
06/07/2022 17:30,0.92,4,0.88
06/07/2022 17:45,0.93,6,0.87
06/07/2022 18:30,0.90,7,0.83
06/07/2022 18:45,0.87,5,0.82
06/07/2022 19:00,0.88,7,0.81
06/07/2022 19:45,0.81,1,0.80
06/07/2022 20:00,0.82,3,0.79
06/07/2022 20:15,0.88,9,0.79
06/07/2022 20:30,0.84,5,0.79
06/07/2022 20:45,0.80,0,0.80
06/07/2022 21:00,0.84,4,0.80
06/07/2022 21:30,0.85,4,0.81
06/07/2022 21:45,0.88,7,0.81
06/07/2022 22:30,0.81,-1,0.82
06/07/2022 22:45,0.88,5,0.83
06/07/2022 23:15,0.85,1,0.84
06/07/2022 23:30,0.86,1,0.85
