date,tide,residual,predicted
13/07/2022 00:00,0.84,3,0.81
13/07/2022 00:15,0.87,5,0.82
13/07/2022 00:30,0.87,4,0.83
13/07/2022 00:45,0.90,6,0.84
13/07/2022 01:15,0.94,7,0.87
13/07/2022 01:30,0.95,7,0.88
13/07/2022 01:45,1.00,10,0.90
13/07/2022 02:00,0.96,5,0.91
13/07/2022 02:15,0.96,3,0.93
13/07/2022 02:45,1.00,4,0.96
13/07/2022 03:15,1.03,3,1.00
13/07/2022 03:30,1.09,7,1.02
13/07/2022 03:45,1.07,3,1.04
13/07/2022 04:00,1.12,6,1.06
13/07/2022 04:30,1.21,11,1.10
13/07/2022 05:00,1.26,11,1.15
13/07/2022 05:15,1.25,8,1.17
13/07/2022 05:30,1.27,7,1.20
13/07/2022 06:00,1.24,0,1.24
13/07/2022 06:15,1.29,3,1.26
13/07/2022 06:30,1.35,7,1.28
13/07/2022 06:45,1.38,9,1.29
13/07/2022 07:15,1.43,11,1.32
13/07/2022 07:45,1.41,6,1.35
13/07/2022 08:15,1.43,7,1.36
13/07/2022 08:30,1.45,9,1.36
13/07/2022 08:45,1.39,2,1.37
13/07/2022 09:00,1.41,5,1.36
13/07/2022 09:15,1.41,5,1.36
13/07/2022 09:30,1.42,7,1.35
13/07/2022 09:45,1.46,12,1.34
13/07/2022 10:15,1.37,5,1.32
13/07/2022 10:30,1.38,8,1.30
13/07/2022 11:00,1.28,3,1.25
13/07/2022 11:15,1.29,7,1.22
13/07/2022 11:30,1.22,3,1.19
13/07/2022 11:45,1.18,2,1.16
13/07/2022 12:00,1.20,7,1.13
13/07/2022 12:15,1.12,3,1.09
13/07/2022 12:45,1.11,9,1.02
13/07/2022 13:15,1.00,5,0.95
13/07/2022 13:30,0.99,8,0.91
13/07/2022 13:45,0.94,6,0.88
13/07/2022 14:15,0.81,0,0.81
13/07/2022 14:45,0.78,4,0.74
13/07/2022 15:00,0.75,3,0.72
13/07/2022 15:15,0.73,4,0.69
13/07/2022 15:45,0.66,3,0.63
13/07/2022 16:00,0.65,5,0.60
13/07/2022 16:15,0.65,7,0.58
13/07/2022 16:30,0.59,3,0.56
13/07/2022 17:00,0.57,5,0.52
13/07/2022 17:15,0.52,1,0.51
13/07/2022 17:30,0.54,4,0.50
13/07/2022 17:45,0.54,5,0.49
13/07/2022 18:00,0.50,2,0.48
13/07/2022 18:15,0.54,6,0.48
13/07/2022 18:30,0.55,8,0.47
13/07/2022 19:00,0.56,8,0.48
13/07/2022 19:15,0.53,5,0.48
13/07/2022 19:30,0.55,6,0.49
13/07/2022 19:45,0.54,4,0.50
13/07/2022 20:00,0.55,4,0.51
13/07/2022 20:15,0.61,8,0.53
13/07/2022 20:45,0.67,11,0.56
13/07/2022 21:00,0.69,11,0.58
13/07/2022 21:30,0.74,13,0.61
13/07/2022 21:45,0.70,7,0.63
13/07/2022 22:15,0.74,7,0.67
13/07/2022 22:30,0.76,8,0.68
13/07/2022 23:00,0.83,11,0.72
13/07/2022 23:15,0.80,7,0.73
13/07/2022 23:30,0.83,9,0.74
