date,tide,residual,predicted
25/01/2022 23:45,0.70,-1,0.71
26/01/2022 00:15,0.69,-1,0.70
26/01/2022 00:30,0.69,-1,0.70
26/01/2022 00:45,0.66,-3,0.69
26/01/2022 01:00,0.64,-5,0.69
26/01/2022 01:15,0.64,-4,0.68
26/01/2022 01:30,0.64,-4,0.68
26/01/2022 01:45,0.65,-2,0.67
26/01/2022 02:00,0.69,3,0.66
26/01/2022 02:30,0.68,3,0.65
26/01/2022 02:45,0.67,2,0.65
26/01/2022 03:00,0.62,-2,0.64
26/01/2022 03:15,0.63,-1,0.64
26/01/2022 03:30,0.63,-1,0.64
26/01/2022 03:45,0.63,-1,0.64
26/01/2022 04:00,0.63,0,0.63
26/01/2022 04:30,0.63,1,0.62
26/01/2022 04:45,0.66,4,0.62
26/01/2022 05:15,0.66,5,0.61
26/01/2022 05:30,0.65,4,0.61
26/01/2022 05:45,0.60,0,0.60
26/01/2022 06:00,0.60,0,0.60
26/01/2022 06:15,0.64,4,0.60
26/01/2022 06:30,0.63,3,0.60
26/01/2022 06:45,0.59,-1,0.60
26/01/2022 07:00,0.60,-1,0.61
26/01/2022 07:15,0.58,-3,0.61
26/01/2022 07:30,0.62,1,0.61
26/01/2022 07:45,0.67,5,0.62
26/01/2022 08:15,0.62,-1,0.63
26/01/2022 08:30,0.67,3,0.64
26/01/2022 09:00,0.65,-2,0.67
26/01/2022 09:15,0.72,3,0.69
26/01/2022 09:30,0.72,2,0.70
26/01/2022 09:45,0.74,2,0.72
26/01/2022 10:00,0.81,7,0.74
26/01/2022 10:15,0.78,3,0.75
26/01/2022 10:30,0.79,3,0.76
26/01/2022 10:45,0.83,5,0.78
26/01/2022 11:00,0.81,2,0.79
26/01/2022 11:15,0.85,5,0.80
26/01/2022 11:30,0.85,4,0.81
26/01/2022 11:45,0.83,1,0.82
26/01/2022 12:00,0.87,3,0.84
26/01/2022 12:30,0.92,6,0.86
26/01/2022 13:00,0.97,8,0.89
26/01/2022 13:15,0.92,2,0.90
26/01/2022 13:30,0.94,3,0.91
26/01/2022 13:45,0.95,3,0.92
26/01/2022 14:00,0.97,5,0.92
26/01/2022 14:15,0.98,5,0.93
26/01/2022 14:30,0.96,2,0.94
26/01/2022 14:45,0.99,4,0.95
26/01/2022 15:00,1.00,5,0.95
26/01/2022 15:15,0.98,2,0.96
26/01/2022 15:45,1.02,4,0.98
26/01/2022 16:00,1.03,4,0.99
26/01/2022 16:30,1.00,0,1.00
26/01/2022 16:45,1.01,1,1.00
26/01/2022 17:00,1.04,4,1.00
26/01/2022 17:15,1.04,4,1.00
26/01/2022 17:30,1.04,4,1.00
26/01/2022 17:45,1.02,3,0.99
26/01/2022 18:00,1.03,4,0.99
26/01/2022 18:15,1.02,4,0.98
26/01/2022 18:30,0.97,-1,0.98
26/01/2022 18:45,0.98,1,0.97
26/01/2022 19:00,1.00,4,0.96
26/01/2022 19:15,1.00,5,0.95
26/01/2022 19:45,0.97,5,0.92
26/01/2022 20:00,0.95,4,0.91
26/01/2022 20:15,0.93,3,0.90
26/01/2022 20:30,0.92,4,0.88
26/01/2022 20:45,0.87,1,0.86
26/01/2022 21:15,0.85,1,0.84
26/01/2022 21:30,0.85,3,0.82
26/01/2022 21:45,0.82,1,0.81
26/01/2022 22:00,0.82,3,0.79
26/01/2022 22:15,0.79,1,0.78
26/01/2022 22:30,0.77,1,0.76
26/01/2022 22:45,0.78,4,0.74
26/01/2022 23:00,0.69,-3,0.72
26/01/2022 23:15,0.68,-2,0.70
26/01/2022 23:30,0.69,1,0.68
