date,tide,residual,predicted
28/12/2021 00:00,1.03,25,0.78
28/12/2021 00:15,1.03,25,0.78
28/12/2021 00:30,1.05,27,0.78
28/12/2021 00:45,1.03,25,0.78
28/12/2021 01:00,1.02,24,0.78
28/12/2021 01:15,1.04,27,0.77
28/12/2021 01:45,1.04,28,0.76
28/12/2021 02:00,1.01,25,0.76
28/12/2021 02:15,1.02,26,0.76
28/12/2021 02:30,1.03,28,0.75
28/12/2021 02:45,1.04,29,0.75
28/12/2021 03:00,1.00,26,0.74
28/12/2021 03:15,0.98,24,0.74
28/12/2021 03:45,0.97,23,0.74
28/12/2021 04:00,1.00,27,0.73
28/12/2021 04:30,1.03,31,0.72
28/12/2021 04:45,0.99,27,0.72
28/12/2021 05:00,0.98,27,0.71
28/12/2021 05:30,1.00,30,0.70
28/12/2021 06:00,0.94,26,0.68
28/12/2021 06:15,0.94,27,0.67
28/12/2021 06:30,0.95,28,0.67
28/12/2021 06:45,0.92,26,0.66
28/12/2021 07:00,0.94,28,0.66
28/12/2021 07:15,0.93,28,0.65
28/12/2021 07:30,0.94,30,0.64
28/12/2021 07:45,0.93,29,0.64
28/12/2021 08:00,0.91,27,0.64
28/12/2021 08:15,0.90,26,0.64
28/12/2021 08:30,0.91,27,0.64
28/12/2021 09:00,0.87,23,0.64
28/12/2021 09:15,0.89,25,0.64
28/12/2021 10:00,0.93,27,0.66
28/12/2021 10:15,0.93,27,0.66
28/12/2021 10:45,0.94,26,0.68
28/12/2021 11:00,0.95,27,0.68
28/12/2021 11:15,0.93,24,0.69
28/12/2021 11:45,0.92,22,0.70
28/12/2021 12:15,0.95,24,0.71
28/12/2021 12:45,0.96,23,0.73
28/12/2021 13:00,1.02,28,0.74
28/12/2021 13:15,1.00,24,0.76
28/12/2021 13:45,1.03,25,0.78
28/12/2021 14:15,1.03,23,0.80
28/12/2021 14:30,1.02,21,0.81
28/12/2021 15:00,1.08,25,0.83
28/12/2021 15:15,1.06,22,0.84
28/12/2021 15:45,1.12,25,0.87
28/12/2021 16:00,1.15,27,0.88
28/12/2021 16:30,1.17,26,0.91
28/12/2021 16:45,1.16,24,0.92
28/12/2021 17:00,1.15,23,0.92
28/12/2021 17:30,1.15,21,0.94
28/12/2021 17:45,1.17,23,0.94
28/12/2021 18:00,1.17,22,0.95
28/12/2021 18:30,1.20,25,0.95
28/12/2021 19:30,1.18,24,0.94
28/12/2021 19:45,1.17,24,0.93
28/12/2021 20:15,1.14,23,0.91
28/12/2021 20:45,1.13,24,0.89
28/12/2021 21:00,1.13,25,0.88
28/12/2021 21:15,1.13,27,0.86
28/12/2021 21:30,1.10,25,0.85
28/12/2021 21:45,1.10,26,0.84
28/12/2021 22:00,1.08,26,0.82
28/12/2021 22:15,1.03,22,0.81
28/12/2021 23:00,0.96,19,0.77
28/12/2021 23:15,0.99,23,0.76
