date,tide,residual,predicted
12/10/2022 00:00,1.03,9,0.94
12/10/2022 00:15,0.98,5,0.93
12/10/2022 00:45,0.94,5,0.89
12/10/2022 01:15,0.93,9,0.84
12/10/2022 01:30,0.84,2,0.82
12/10/2022 01:45,0.85,6,0.79
12/10/2022 02:00,0.86,10,0.76
12/10/2022 02:15,0.80,6,0.74
12/10/2022 02:30,0.78,7,0.71
12/10/2022 02:45,0.74,5,0.69
12/10/2022 03:15,0.69,4,0.65
12/10/2022 03:30,0.68,5,0.63
12/10/2022 03:45,0.64,2,0.62
12/10/2022 04:00,0.64,4,0.60
12/10/2022 04:15,0.63,4,0.59
12/10/2022 04:30,0.63,5,0.58
12/10/2022 04:45,0.64,6,0.58
12/10/2022 05:00,0.61,4,0.57
12/10/2022 05:30,0.62,6,0.56
12/10/2022 05:45,0.62,6,0.56
12/10/2022 06:00,0.60,4,0.56
12/10/2022 06:30,0.62,5,0.57
12/10/2022 06:45,0.61,4,0.57
12/10/2022 07:00,0.63,6,0.57
12/10/2022 07:15,0.63,6,0.57
12/10/2022 07:45,0.61,4,0.57
12/10/2022 08:00,0.58,0,0.58
12/10/2022 08:15,0.64,6,0.58
12/10/2022 08:30,0.64,5,0.59
12/10/2022 08:45,0.63,3,0.60
12/10/2022 09:00,0.62,2,0.60
12/10/2022 09:15,0.64,3,0.61
12/10/2022 09:30,0.66,4,0.62
12/10/2022 09:45,0.67,5,0.62
12/10/2022 10:15,0.66,3,0.63
12/10/2022 10:45,0.67,4,0.63
12/10/2022 11:00,0.66,2,0.64
12/10/2022 11:15,0.66,2,0.64
12/10/2022 11:45,0.72,7,0.65
12/10/2022 12:00,0.72,6,0.66
12/10/2022 12:30,0.69,3,0.66
12/10/2022 13:00,0.66,0,0.66
12/10/2022 13:15,0.68,2,0.66
12/10/2022 13:30,0.66,0,0.66
12/10/2022 13:45,0.66,1,0.65
12/10/2022 14:00,0.66,1,0.65
12/10/2022 14:15,0.67,2,0.65
12/10/2022 14:30,0.72,8,0.64
12/10/2022 14:45,0.68,4,0.64
12/10/2022 15:00,0.67,3,0.64
12/10/2022 15:15,0.66,1,0.65
12/10/2022 15:30,0.67,2,0.65
12/10/2022 15:45,0.69,3,0.66
12/10/2022 16:15,0.68,0,0.68
12/10/2022 16:30,0.74,4,0.70
12/10/2022 16:45,0.74,3,0.71
12/10/2022 17:00,0.76,3,0.73
12/10/2022 17:30,0.80,3,0.77
12/10/2022 17:45,0.84,5,0.79
12/10/2022 18:00,0.83,2,0.81
12/10/2022 18:30,0.88,3,0.85
12/10/2022 18:45,0.87,0,0.87
12/10/2022 19:00,0.92,3,0.89
12/10/2022 19:30,0.95,3,0.92
12/10/2022 20:15,0.99,3,0.96
12/10/2022 20:30,1.00,2,0.98
