date,tide,residual,predicted
19/01/2022 00:00,1.01,-1,1.02
19/01/2022 00:15,1.02,3,0.99
19/01/2022 00:30,1.01,5,0.96
19/01/2022 00:45,0.96,3,0.93
19/01/2022 01:00,0.91,1,0.90
19/01/2022 01:15,0.90,3,0.87
19/01/2022 01:30,0.93,9,0.84
19/01/2022 01:45,0.87,6,0.81
19/01/2022 02:00,0.84,6,0.78
19/01/2022 02:15,0.80,6,0.74
19/01/2022 02:30,0.74,3,0.71
19/01/2022 02:45,0.69,1,0.68
19/01/2022 03:15,0.67,5,0.62
19/01/2022 03:45,0.61,3,0.58
19/01/2022 04:15,0.58,4,0.54
19/01/2022 04:30,0.56,4,0.52
19/01/2022 04:45,0.54,4,0.50
19/01/2022 05:00,0.52,3,0.49
19/01/2022 05:15,0.48,0,0.48
19/01/2022 05:30,0.53,7,0.46
19/01/2022 05:45,0.51,5,0.46
19/01/2022 06:00,0.49,4,0.45
19/01/2022 06:15,0.52,7,0.45
19/01/2022 06:45,0.52,8,0.44
19/01/2022 07:00,0.52,7,0.45
19/01/2022 07:30,0.53,8,0.45
19/01/2022 08:00,0.50,4,0.46
19/01/2022 08:30,0.52,4,0.48
19/01/2022 09:00,0.64,13,0.51
19/01/2022 09:15,0.56,3,0.53
19/01/2022 09:30,0.64,10,0.54
19/01/2022 09:45,0.67,11,0.56
19/01/2022 10:00,0.62,5,0.57
19/01/2022 10:15,0.65,7,0.58
19/01/2022 10:45,0.68,8,0.60
19/01/2022 11:00,0.68,6,0.62
19/01/2022 11:30,0.72,8,0.64
19/01/2022 11:45,0.70,5,0.65
19/01/2022 12:00,0.70,4,0.66
19/01/2022 12:15,0.76,10,0.66
19/01/2022 12:30,0.74,7,0.67
19/01/2022 12:45,0.70,2,0.68
19/01/2022 13:00,0.68,0,0.68
19/01/2022 13:15,0.78,10,0.68
19/01/2022 13:30,0.79,10,0.69
19/01/2022 13:45,0.78,9,0.69
19/01/2022 14:00,0.79,10,0.69
19/01/2022 14:15,0.75,5,0.70
19/01/2022 14:30,0.76,6,0.70
19/01/2022 14:45,0.82,12,0.70
19/01/2022 15:00,0.77,6,0.71
19/01/2022 15:15,0.76,4,0.72
19/01/2022 15:45,0.83,9,0.74
19/01/2022 16:00,0.84,9,0.75
19/01/2022 16:30,0.84,6,0.78
19/01/2022 16:45,0.88,8,0.80
19/01/2022 17:15,0.94,10,0.84
19/01/2022 17:30,0.93,7,0.86
19/01/2022 17:45,0.97,9,0.88
19/01/2022 18:00,1.00,10,0.90
19/01/2022 18:15,1.00,8,0.92
19/01/2022 18:30,1.04,10,0.94
19/01/2022 18:45,1.05,9,0.96
19/01/2022 19:00,1.03,5,0.98
19/01/2022 19:15,1.04,4,1.00
19/01/2022 19:30,1.13,11,1.02
19/01/2022 19:45,1.12,9,1.03
19/01/2022 20:00,1.17,12,1.05
19/01/2022 20:15,1.23,17,1.06
19/01/2022 20:30,1.18,10,1.08
19/01/2022 20:45,1.17,8,1.09
19/01/2022 21:00,1.24,14,1.10
19/01/2022 21:15,1.22,11,1.11
19/01/2022 21:30,1.16,5,1.11
19/01/2022 21:45,1.16,4,1.12
19/01/2022 22:00,1.20,8,1.12
19/01/2022 22:30,1.23,12,1.11
19/01/2022 22:45,1.22,11,1.11
19/01/2022 23:00,1.16,6,1.10
19/01/2022 23:15,1.19,10,1.09
19/01/2022 23:30,1.15,8,1.07
19/01/2022 23:45,1.18,12,1.06
