date,tide,residual,predicted
06/09/2022 11:45,0.85,18,0.67
06/09/2022 12:00,0.79,15,0.64
06/09/2022 12:15,0.77,16,0.61
06/09/2022 12:30,0.80,21,0.59
06/09/2022 12:45,0.78,21,0.57
06/09/2022 13:00,0.78,23,0.55
06/09/2022 13:15,0.72,19,0.53
06/09/2022 13:30,0.72,20,0.52
06/09/2022 13:45,0.74,24,0.50
06/09/2022 14:00,0.67,18,0.49
06/09/2022 14:15,0.65,17,0.48
06/09/2022 14:30,0.66,20,0.46
06/09/2022 14:45,0.62,17,0.45
06/09/2022 15:00,0.64,20,0.44
06/09/2022 15:15,0.64,20,0.44
06/09/2022 15:30,0.59,15,0.44
06/09/2022 15:45,0.62,19,0.43
06/09/2022 16:00,0.64,20,0.44
06/09/2022 16:15,0.63,19,0.44
06/09/2022 16:45,0.66,20,0.46
06/09/2022 17:15,0.63,15,0.48
06/09/2022 17:30,0.72,23,0.49
06/09/2022 17:45,0.64,14,0.50
06/09/2022 18:15,0.66,13,0.53
06/09/2022 18:30,0.71,17,0.54
06/09/2022 19:00,0.78,20,0.58
06/09/2022 19:15,0.76,17,0.59
06/09/2022 19:45,0.82,20,0.62
06/09/2022 20:00,0.79,15,0.64
06/09/2022 20:30,0.80,13,0.67
06/09/2022 20:45,0.76,8,0.68
06/09/2022 21:00,0.83,14,0.69
06/09/2022 21:30,0.87,15,0.72
06/09/2022 21:45,0.93,19,0.74
06/09/2022 22:00,0.91,16,0.75
06/09/2022 22:15,0.87,11,0.76
06/09/2022 22:30,0.88,10,0.78
06/09/2022 22:45,0.93,14,0.79
06/09/2022 23:00,0.94,14,0.80
06/09/2022 23:15,0.93,11,0.82
06/09/2022 23:30,0.94,12,0.82
