date,tide,residual,predicted
14/04/2022 00:30,0.69,-10,0.79
14/04/2022 01:00,0.66,-10,0.76
14/04/2022 01:15,0.60,-14,0.74
14/04/2022 01:30,0.54,-19,0.73
14/04/2022 01:45,0.57,-15,0.72
14/04/2022 02:00,0.55,-16,0.71
14/04/2022 02:30,0.56,-13,0.69
14/04/2022 02:45,0.55,-14,0.69
14/04/2022 03:15,0.60,-9,0.69
14/04/2022 03:30,0.57,-12,0.69
14/04/2022 03:45,0.58,-11,0.69
14/04/2022 04:00,0.61,-9,0.70
14/04/2022 04:15,0.59,-12,0.71
14/04/2022 05:00,0.60,-14,0.74
14/04/2022 05:30,0.62,-14,0.76
14/04/2022 06:00,0.66,-13,0.79
14/04/2022 06:30,0.71,-11,0.82
14/04/2022 07:00,0.74,-11,0.85
14/04/2022 07:15,0.76,-11,0.87
14/04/2022 07:30,0.77,-11,0.88
14/04/2022 07:45,0.76,-14,0.90
14/04/2022 08:00,0.79,-12,0.91
14/04/2022 08:15,0.80,-12,0.92
14/04/2022 08:30,0.81,-12,0.93
14/04/2022 08:45,0.83,-11,0.94
14/04/2022 09:00,0.84,-10,0.94
14/04/2022 09:15,0.85,-10,0.95
14/04/2022 09:30,0.84,-11,0.95
14/04/2022 09:45,0.85,-10,0.95
14/04/2022 10:00,0.83,-13,0.96
14/04/2022 10:30,0.87,-8,0.95
14/04/2022 10:45,0.83,-12,0.95
14/04/2022 11:00,0.81,-13,0.94
14/04/2022 11:15,0.81,-13,0.94
14/04/2022 11:30,0.83,-10,0.93
14/04/2022 12:00,0.80,-11,0.91
14/04/2022 12:30,0.78,-11,0.89
14/04/2022 12:45,0.75,-13,0.88
14/04/2022 13:15,0.81,-6,0.87
14/04/2022 13:30,0.76,-10,0.86
14/04/2022 13:45,0.75,-11,0.86
14/04/2022 14:00,0.75,-11,0.86
14/04/2022 14:15,0.75,-11,0.86
14/04/2022 14:30,0.78,-8,0.86
14/04/2022 14:45,0.76,-10,0.86
14/04/2022 15:00,0.72,-14,0.86
14/04/2022 15:15,0.74,-12,0.86
14/04/2022 15:30,0.74,-13,0.87
14/04/2022 15:45,0.77,-10,0.87
14/04/2022 16:00,0.79,-9,0.88
14/04/2022 16:15,0.82,-7,0.89
14/04/2022 16:30,0.81,-9,0.90
14/04/2022 17:00,0.86,-6,0.92
14/04/2022 17:15,0.86,-8,0.94
14/04/2022 17:30,0.87,-8,0.95
14/04/2022 17:45,0.88,-8,0.96
14/04/2022 18:00,0.90,-7,0.97
14/04/2022 18:15,0.91,-7,0.98
14/04/2022 18:30,0.91,-8,0.99
14/04/2022 19:15,0.90,-12,1.02
14/04/2022 19:30,0.92,-11,1.03
14/04/2022 19:45,0.92,-12,1.04
14/04/2022 20:30,0.99,-6,1.05
14/04/2022 21:00,0.96,-8,1.04
14/04/2022 21:30,0.96,-8,1.04
14/04/2022 21:45,0.91,-12,1.03
14/04/2022 22:15,0.92,-9,1.01
14/04/2022 22:45,0.89,-9,0.98
14/04/2022 23:30,0.83,-9,0.92
14/04/2022 23:45,0.81,-9,0.90
