date,tide,residual,predicted
23/01/2022 00:00,1.15,20,0.95
23/01/2022 00:15,1.14,19,0.95
23/01/2022 00:30,1.14,20,0.94
23/01/2022 00:45,1.14,21,0.93
23/01/2022 01:00,1.13,20,0.93
23/01/2022 01:30,1.12,21,0.91
23/01/2022 02:00,1.15,26,0.89
23/01/2022 02:15,1.11,24,0.87
23/01/2022 02:30,1.07,21,0.86
23/01/2022 03:00,1.01,19,0.82
23/01/2022 03:15,0.94,15,0.79
23/01/2022 03:30,0.95,18,0.77
23/01/2022 03:45,0.93,18,0.75
23/01/2022 04:00,0.89,16,0.73
23/01/2022 04:30,0.96,27,0.69
23/01/2022 04:45,0.88,21,0.67
23/01/2022 05:15,0.83,20,0.63
23/01/2022 05:30,0.78,17,0.61
23/01/2022 05:45,0.78,18,0.60
23/01/2022 06:00,0.73,14,0.59
23/01/2022 06:15,0.74,16,0.58
23/01/2022 06:30,0.76,19,0.57
23/01/2022 06:45,0.80,23,0.57
23/01/2022 07:00,0.79,22,0.57
23/01/2022 07:15,0.76,19,0.57
23/01/2022 07:30,0.78,21,0.57
23/01/2022 07:45,0.79,22,0.57
23/01/2022 08:00,0.78,20,0.58
23/01/2022 08:15,0.79,21,0.58
23/01/2022 08:30,0.80,21,0.59
23/01/2022 08:45,0.78,18,0.60
23/01/2022 09:00,0.80,19,0.61
23/01/2022 09:15,0.81,20,0.61
23/01/2022 09:30,0.80,18,0.62
23/01/2022 09:45,0.80,17,0.63
23/01/2022 10:00,0.84,20,0.64
23/01/2022 10:15,0.86,21,0.65
23/01/2022 10:30,0.89,23,0.66
23/01/2022 10:45,0.90,22,0.68
23/01/2022 11:15,0.92,22,0.70
23/01/2022 11:30,0.91,20,0.71
23/01/2022 11:45,0.91,19,0.72
23/01/2022 12:00,0.89,16,0.73
23/01/2022 12:15,0.94,20,0.74
23/01/2022 12:45,0.98,23,0.75
23/01/2022 13:15,1.00,24,0.76
23/01/2022 13:30,0.98,21,0.77
23/01/2022 13:45,0.98,20,0.78
23/01/2022 14:00,0.94,16,0.78
23/01/2022 14:15,0.90,11,0.79
23/01/2022 14:30,0.97,18,0.79
23/01/2022 14:45,0.90,10,0.80
23/01/2022 15:00,0.90,10,0.80
23/01/2022 15:15,0.93,13,0.80
23/01/2022 15:30,0.98,18,0.80
23/01/2022 15:45,1.01,21,0.80
23/01/2022 16:00,1.01,22,0.79
23/01/2022 16:15,0.98,18,0.80
23/01/2022 16:30,0.99,19,0.80
23/01/2022 16:45,0.97,17,0.80
23/01/2022 17:00,0.93,13,0.80
23/01/2022 17:15,0.95,15,0.80
23/01/2022 17:30,0.94,14,0.80
23/01/2022 17:45,0.96,16,0.80
23/01/2022 18:00,0.97,17,0.80
23/01/2022 18:15,1.00,19,0.81
23/01/2022 18:30,1.03,22,0.81
23/01/2022 18:45,1.01,19,0.82
23/01/2022 19:00,1.02,20,0.82
23/01/2022 19:15,0.98,15,0.83
23/01/2022 19:30,0.97,14,0.83
23/01/2022 19:45,0.99,15,0.84
23/01/2022 20:00,0.96,11,0.85
23/01/2022 20:15,0.93,8,0.85
23/01/2022 20:30,0.96,10,0.86
23/01/2022 21:00,1.00,13,0.87
23/01/2022 21:30,1.01,14,0.87
23/01/2022 22:00,0.99,12,0.87
23/01/2022 22:30,1.00,13,0.87
23/01/2022 22:45,0.96,8,0.88
23/01/2022 23:00,0.95,7,0.88
23/01/2022 23:30,0.97,9,0.88
23/01/2022 23:45,0.98,10,0.88
