date,tide,residual,predicted
12/01/2022 00:00,0.83,9,0.74
12/01/2022 00:15,0.80,8,0.72
12/01/2022 00:30,0.79,8,0.71
12/01/2022 00:45,0.82,12,0.70
12/01/2022 01:00,0.75,6,0.69
12/01/2022 01:15,0.76,8,0.68
12/01/2022 01:45,0.73,7,0.66
12/01/2022 02:00,0.75,10,0.65
12/01/2022 02:15,0.75,11,0.64
12/01/2022 02:45,0.74,12,0.62
12/01/2022 03:00,0.75,15,0.60
12/01/2022 03:30,0.69,10,0.59
12/01/2022 03:45,0.68,10,0.58
12/01/2022 04:00,0.65,8,0.57
12/01/2022 04:15,0.69,12,0.57
12/01/2022 04:45,0.65,9,0.56
12/01/2022 05:00,0.68,12,0.56
12/01/2022 05:15,0.68,13,0.55
12/01/2022 05:45,0.69,14,0.55
12/01/2022 06:00,0.70,15,0.55
12/01/2022 06:15,0.68,13,0.55
12/01/2022 06:30,0.68,12,0.56
12/01/2022 06:45,0.63,7,0.56
12/01/2022 07:00,0.67,11,0.56
12/01/2022 07:30,0.63,5,0.58
12/01/2022 07:45,0.72,14,0.58
12/01/2022 08:15,0.72,12,0.60
12/01/2022 08:45,0.72,11,0.61
12/01/2022 09:00,0.77,15,0.62
12/01/2022 09:15,0.74,11,0.63
12/01/2022 09:30,0.76,12,0.64
12/01/2022 10:00,0.78,11,0.67
12/01/2022 10:15,0.79,10,0.69
12/01/2022 10:45,0.87,15,0.72
12/01/2022 11:15,0.82,8,0.74
12/01/2022 11:45,0.88,11,0.77
12/01/2022 12:00,0.88,10,0.78
12/01/2022 12:15,0.91,12,0.79
12/01/2022 12:30,0.95,15,0.80
12/01/2022 12:45,0.90,9,0.81
12/01/2022 13:15,0.96,13,0.83
12/01/2022 13:45,0.97,11,0.86
12/01/2022 14:15,1.00,12,0.88
12/01/2022 14:45,1.02,11,0.91
12/01/2022 15:30,1.06,12,0.94
12/01/2022 16:00,0.98,2,0.96
12/01/2022 16:45,1.13,14,0.99
12/01/2022 17:15,1.14,13,1.01
12/01/2022 17:30,1.14,12,1.02
12/01/2022 17:45,1.14,12,1.02
12/01/2022 18:00,1.14,11,1.03
12/01/2022 18:15,1.13,10,1.03
12/01/2022 18:30,1.09,6,1.03
12/01/2022 18:45,1.10,7,1.03
12/01/2022 19:00,1.16,13,1.03
12/01/2022 19:15,1.15,13,1.02
12/01/2022 19:30,1.13,11,1.02
12/01/2022 19:45,1.18,17,1.01
12/01/2022 20:15,1.08,9,0.99
12/01/2022 20:30,1.06,9,0.97
12/01/2022 21:00,1.01,7,0.94
12/01/2022 21:30,0.97,7,0.90
12/01/2022 22:00,0.97,10,0.87
12/01/2022 22:15,0.91,6,0.85
12/01/2022 22:45,0.92,10,0.82
12/01/2022 23:00,0.84,4,0.80
12/01/2022 23:30,0.90,13,0.77
