date,tide,residual,predicted
18/09/2022 00:00,0.99,1,0.98
18/09/2022 00:30,1.05,6,0.99
18/09/2022 00:45,1.06,7,0.99
18/09/2022 01:15,1.04,6,0.98
18/09/2022 01:30,1.03,5,0.98
18/09/2022 01:45,1.01,4,0.97
18/09/2022 02:30,1.02,5,0.97
18/09/2022 03:00,1.00,4,0.96
18/09/2022 03:15,0.99,4,0.95
18/09/2022 03:45,1.00,6,0.94
18/09/2022 04:00,1.00,7,0.93
18/09/2022 04:15,0.97,5,0.92
18/09/2022 04:30,0.99,9,0.90
18/09/2022 04:45,0.95,6,0.89
18/09/2022 05:00,0.93,5,0.88
18/09/2022 05:15,0.90,3,0.87
18/09/2022 05:45,0.91,6,0.85
18/09/2022 06:00,0.90,6,0.84
18/09/2022 06:15,0.86,3,0.83
18/09/2022 06:30,0.88,6,0.82
18/09/2022 06:45,0.92,11,0.81
18/09/2022 07:15,0.90,12,0.78
18/09/2022 07:30,0.83,6,0.77
18/09/2022 07:45,0.83,7,0.76
18/09/2022 08:00,0.81,5,0.76
18/09/2022 08:15,0.83,8,0.75
18/09/2022 08:30,0.79,5,0.74
18/09/2022 09:00,0.80,7,0.73
18/09/2022 09:30,0.78,6,0.72
18/09/2022 10:00,0.71,1,0.70
18/09/2022 10:15,0.72,4,0.68
18/09/2022 10:30,0.78,11,0.67
18/09/2022 11:00,0.70,6,0.64
18/09/2022 11:15,0.74,11,0.63
18/09/2022 11:45,0.68,6,0.62
18/09/2022 12:00,0.65,4,0.61
18/09/2022 12:15,0.66,6,0.60
18/09/2022 12:30,0.70,10,0.60
18/09/2022 12:45,0.64,5,0.59
18/09/2022 13:00,0.65,7,0.58
18/09/2022 13:15,0.64,7,0.57
18/09/2022 13:45,0.63,8,0.55
18/09/2022 14:00,0.61,6,0.55
18/09/2022 14:15,0.62,8,0.54
18/09/2022 14:30,0.64,10,0.54
18/09/2022 15:00,0.62,8,0.54
18/09/2022 15:15,0.64,9,0.55
18/09/2022 15:30,0.62,7,0.55
18/09/2022 15:45,0.65,10,0.55
18/09/2022 16:00,0.66,10,0.56
18/09/2022 16:15,0.67,11,0.56
18/09/2022 16:30,0.69,13,0.56
18/09/2022 17:00,0.68,10,0.58
18/09/2022 17:15,0.69,10,0.59
18/09/2022 17:30,0.73,13,0.60
18/09/2022 18:00,0.73,11,0.62
18/09/2022 18:30,0.78,13,0.65
18/09/2022 18:45,0.82,16,0.66
18/09/2022 19:15,0.83,15,0.68
18/09/2022 19:30,0.82,12,0.70
18/09/2022 19:45,0.86,15,0.71
18/09/2022 20:15,0.93,19,0.74
18/09/2022 20:30,0.97,21,0.76
18/09/2022 20:45,0.96,18,0.78
18/09/2022 21:15,0.98,16,0.82
18/09/2022 21:30,1.00,17,0.83
18/09/2022 21:45,1.06,21,0.85
18/09/2022 22:00,1.04,18,0.86
18/09/2022 22:30,1.06,18,0.88
18/09/2022 23:30,1.21,30,0.91
18/09/2022 23:45,1.14,22,0.92
