date,tide,residual,predicted
23/04/2022 00:00,0.60,2,0.58
23/04/2022 00:15,0.55,-2,0.57
23/04/2022 00:30,0.58,2,0.56
23/04/2022 00:45,0.54,-2,0.56
23/04/2022 01:15,0.55,0,0.55
23/04/2022 01:30,0.52,-3,0.55
23/04/2022 01:45,0.57,1,0.56
23/04/2022 02:15,0.55,-2,0.57
23/04/2022 02:30,0.57,-1,0.58
23/04/2022 03:15,0.63,2,0.61
23/04/2022 03:45,0.66,3,0.63
23/04/2022 04:30,0.69,1,0.68
23/04/2022 04:45,0.71,2,0.69
23/04/2022 05:00,0.72,1,0.71
23/04/2022 05:15,0.73,0,0.73
23/04/2022 05:30,0.80,5,0.75
23/04/2022 05:45,0.80,3,0.77
23/04/2022 06:00,0.80,1,0.79
23/04/2022 06:30,0.85,3,0.82
23/04/2022 06:45,0.88,4,0.84
23/04/2022 07:00,0.92,6,0.86
23/04/2022 07:15,0.94,6,0.88
23/04/2022 07:30,0.95,5,0.90
23/04/2022 07:45,0.96,3,0.93
23/04/2022 08:00,0.98,3,0.95
23/04/2022 08:30,1.02,2,1.00
23/04/2022 09:00,1.06,2,1.04
23/04/2022 09:15,1.10,5,1.05
23/04/2022 09:45,1.14,6,1.08
23/04/2022 10:00,1.14,5,1.09
23/04/2022 10:30,1.21,10,1.11
23/04/2022 10:45,1.21,9,1.12
23/04/2022 11:00,1.19,6,1.13
23/04/2022 11:15,1.22,8,1.14
23/04/2022 11:30,1.22,7,1.15
23/04/2022 11:45,1.20,4,1.16
23/04/2022 12:15,1.23,6,1.17
23/04/2022 12:30,1.24,7,1.17
23/04/2022 12:45,1.26,9,1.17
23/04/2022 13:00,1.26,10,1.16
23/04/2022 13:30,1.25,9,1.16
23/04/2022 13:45,1.29,13,1.16
23/04/2022 14:15,1.25,9,1.16
23/04/2022 14:30,1.26,10,1.16
23/04/2022 14:45,1.27,11,1.16
23/04/2022 15:15,1.20,5,1.15
23/04/2022 15:30,1.23,9,1.14
23/04/2022 16:00,1.24,12,1.12
23/04/2022 16:30,1.24,14,1.10
23/04/2022 16:45,1.22,13,1.09
23/04/2022 17:00,1.19,11,1.08
23/04/2022 17:30,1.16,10,1.06
23/04/2022 17:45,1.15,11,1.04
23/04/2022 18:00,1.11,8,1.03
23/04/2022 18:15,1.11,9,1.02
23/04/2022 18:30,1.09,9,1.00
23/04/2022 18:45,1.10,12,0.98
23/04/2022 19:00,1.08,12,0.96
23/04/2022 19:30,1.02,9,0.93
23/04/2022 20:00,1.01,11,0.90
23/04/2022 20:30,0.95,8,0.87
23/04/2022 20:45,0.95,9,0.86
23/04/2022 21:00,0.96,12,0.84
23/04/2022 21:15,0.93,11,0.82
23/04/2022 21:30,0.87,7,0.80
23/04/2022 22:15,0.81,7,0.74
23/04/2022 22:30,0.77,5,0.72
23/04/2022 22:45,0.77,7,0.70
23/04/2022 23:00,0.75,7,0.68
23/04/2022 23:15,0.72,5,0.67
23/04/2022 23:30,0.71,5,0.66
