date,tide,residual,predicted
15/09/2022 00:30,1.03,7,0.96
15/09/2022 00:45,0.98,2,0.96
15/09/2022 01:00,0.97,2,0.95
15/09/2022 01:15,1.06,11,0.95
15/09/2022 01:30,0.98,4,0.94
15/09/2022 01:45,1.03,10,0.93
15/09/2022 02:15,0.93,3,0.90
15/09/2022 02:30,0.89,1,0.88
15/09/2022 02:45,0.91,4,0.87
15/09/2022 03:00,0.91,6,0.85
15/09/2022 03:15,0.90,7,0.83
15/09/2022 03:30,0.82,0,0.82
15/09/2022 03:45,0.92,12,0.80
15/09/2022 04:00,0.87,9,0.78
15/09/2022 04:15,0.85,8,0.77
15/09/2022 04:30,0.87,12,0.75
15/09/2022 04:45,0.74,0,0.74
15/09/2022 05:00,0.80,7,0.73
15/09/2022 05:15,0.79,7,0.72
15/09/2022 05:30,0.77,6,0.71
15/09/2022 05:45,0.71,1,0.70
15/09/2022 06:00,0.76,6,0.70
15/09/2022 06:30,0.72,3,0.69
15/09/2022 07:00,0.70,0,0.70
15/09/2022 07:15,0.75,5,0.70
15/09/2022 07:45,0.74,4,0.70
15/09/2022 08:00,0.67,-3,0.70
15/09/2022 08:45,0.76,8,0.68
15/09/2022 09:00,0.79,11,0.68
15/09/2022 09:15,0.75,8,0.67
15/09/2022 09:45,0.69,2,0.67
15/09/2022 10:00,0.69,2,0.67
15/09/2022 10:30,0.70,3,0.67
15/09/2022 10:45,0.70,3,0.67
15/09/2022 11:00,0.74,8,0.66
15/09/2022 11:15,0.73,7,0.66
15/09/2022 11:30,0.67,2,0.65
15/09/2022 11:45,0.66,2,0.64
15/09/2022 12:00,0.62,-2,0.64
15/09/2022 12:15,0.66,3,0.63
15/09/2022 12:30,0.69,6,0.63
15/09/2022 13:00,0.67,4,0.63
15/09/2022 13:15,0.69,6,0.63
15/09/2022 13:30,0.66,3,0.63
15/09/2022 13:45,0.68,5,0.63
15/09/2022 14:00,0.66,3,0.63
15/09/2022 14:30,0.66,3,0.63
15/09/2022 14:45,0.65,3,0.62
15/09/2022 15:00,0.66,4,0.62
15/09/2022 15:15,0.66,4,0.62
15/09/2022 15:30,0.64,2,0.62
15/09/2022 16:00,0.63,1,0.62
15/09/2022 16:15,0.67,4,0.63
15/09/2022 16:30,0.65,2,0.63
15/09/2022 17:00,0.67,3,0.64
15/09/2022 17:30,0.68,2,0.66
15/09/2022 17:45,0.68,1,0.67
15/09/2022 18:00,0.72,4,0.68
15/09/2022 18:15,0.73,3,0.70
15/09/2022 18:30,0.76,4,0.72
15/09/2022 18:45,0.78,4,0.74
15/09/2022 19:00,0.80,4,0.76
15/09/2022 19:15,0.81,3,0.78
15/09/2022 19:30,0.82,2,0.80
15/09/2022 19:45,0.87,5,0.82
15/09/2022 20:00,0.89,5,0.84
15/09/2022 20:30,0.96,8,0.88
15/09/2022 20:45,0.97,8,0.89
15/09/2022 21:00,0.96,6,0.90
15/09/2022 21:30,1.02,10,0.92
15/09/2022 22:00,1.00,5,0.95
15/09/2022 22:15,1.03,7,0.96
15/09/2022 22:30,1.02,5,0.97
15/09/2022 22:45,1.03,5,0.98
15/09/2022 23:15,1.04,4,1.00
15/09/2022 23:30,1.05,5,1.00
15/09/2022 23:45,1.04,4,1.00
