date,tide,residual,predicted
09/12/2021 00:00,1.30,28,1.02
09/12/2021 00:30,1.28,26,1.02
09/12/2021 00:45,1.26,24,1.02
09/12/2021 01:00,1.27,26,1.01
09/12/2021 01:30,1.24,24,1.00
09/12/2021 01:45,1.23,25,0.98
09/12/2021 02:00,1.21,24,0.97
09/12/2021 02:15,1.23,27,0.96
09/12/2021 02:30,1.26,32,0.94
09/12/2021 03:00,1.13,23,0.90
09/12/2021 04:00,1.04,22,0.82
09/12/2021 04:15,1.06,26,0.80
09/12/2021 05:15,0.97,27,0.70
09/12/2021 07:45,0.84,29,0.55
09/12/2021 08:15,0.80,27,0.53
09/12/2021 10:30,0.76,28,0.48
09/12/2021 11:00,0.74,26,0.48
09/12/2021 11:15,0.78,30,0.48
09/12/2021 11:30,0.77,30,0.47
09/12/2021 11:45,0.70,23,0.47
09/12/2021 12:00,0.75,27,0.48
09/12/2021 12:15,0.74,26,0.48
09/12/2021 12:45,0.79,29,0.50
09/12/2021 13:00,0.82,31,0.51
09/12/2021 13:15,0.81,29,0.52
09/12/2021 13:30,0.83,30,0.53
09/12/2021 13:45,0.87,33,0.54
09/12/2021 14:15,0.89,32,0.57
09/12/2021 14:30,0.79,21,0.58
09/12/2021 14:45,0.78,19,0.59
09/12/2021 15:00,0.92,32,0.60
09/12/2021 15:15,0.89,28,0.61
09/12/2021 15:30,0.86,24,0.62
09/12/2021 15:45,0.93,29,0.64
09/12/2021 16:00,0.92,27,0.65
09/12/2021 16:15,0.95,28,0.67
09/12/2021 16:45,0.99,30,0.69
09/12/2021 17:00,0.97,26,0.71
09/12/2021 17:15,0.99,27,0.72
09/12/2021 17:30,0.97,24,0.73
09/12/2021 17:45,1.02,27,0.75
09/12/2021 18:00,1.04,28,0.76
09/12/2021 18:30,1.07,27,0.80
09/12/2021 18:45,1.11,29,0.82
09/12/2021 19:15,1.12,26,0.86
09/12/2021 19:30,1.16,29,0.87
09/12/2021 19:45,1.16,28,0.88
09/12/2021 20:00,1.15,25,0.90
09/12/2021 20:15,1.20,29,0.91
09/12/2021 20:45,1.31,39,0.92
09/12/2021 21:00,1.16,23,0.93
09/12/2021 21:15,1.13,19,0.94
09/12/2021 21:30,1.20,26,0.94
09/12/2021 21:45,1.20,25,0.95
09/12/2021 22:00,1.20,25,0.95
09/12/2021 22:15,1.18,22,0.96
09/12/2021 22:30,1.24,28,0.96
09/12/2021 22:45,1.32,35,0.97
09/12/2021 23:00,1.25,28,0.97
09/12/2021 23:30,1.20,24,0.96
09/12/2021 23:45,1.26,30,0.96
