date,tide,residual,predicted
09/10/2022 00:00,0.84,9,0.75
09/10/2022 00:15,0.80,7,0.73
09/10/2022 00:45,0.77,7,0.70
09/10/2022 01:15,0.74,6,0.68
09/10/2022 01:45,0.75,9,0.66
09/10/2022 02:30,0.69,5,0.64
09/10/2022 02:45,0.68,4,0.64
09/10/2022 03:15,0.66,3,0.63
09/10/2022 03:30,0.67,4,0.63
09/10/2022 03:45,0.67,4,0.63
09/10/2022 04:00,0.69,5,0.64
09/10/2022 04:15,0.72,8,0.64
09/10/2022 04:45,0.76,10,0.66
09/10/2022 05:15,0.76,7,0.69
09/10/2022 05:30,0.79,9,0.70
09/10/2022 05:45,0.76,5,0.71
09/10/2022 06:00,0.79,7,0.72
09/10/2022 06:15,0.79,6,0.73
09/10/2022 06:30,0.79,5,0.74
09/10/2022 06:45,0.80,5,0.75
09/10/2022 07:00,0.84,7,0.77
09/10/2022 07:15,0.88,10,0.78
09/10/2022 07:45,0.91,10,0.81
09/10/2022 08:00,0.88,6,0.82
09/10/2022 08:30,0.89,5,0.84
09/10/2022 08:45,0.94,9,0.85
09/10/2022 09:15,0.99,13,0.86
09/10/2022 09:30,0.94,8,0.86
09/10/2022 09:45,0.92,6,0.86
09/10/2022 10:00,0.97,10,0.87
09/10/2022 10:15,0.94,7,0.87
09/10/2022 10:30,0.96,10,0.86
09/10/2022 10:45,0.94,8,0.86
09/10/2022 11:00,0.95,10,0.85
09/10/2022 11:15,0.95,11,0.84
09/10/2022 11:30,0.88,5,0.83
09/10/2022 12:00,0.88,8,0.80
09/10/2022 12:15,0.83,5,0.78
09/10/2022 12:30,0.87,11,0.76
09/10/2022 12:45,0.83,8,0.75
09/10/2022 13:00,0.85,12,0.73
09/10/2022 13:15,0.77,5,0.72
09/10/2022 13:30,0.80,10,0.70
09/10/2022 13:45,0.73,4,0.69
09/10/2022 14:00,0.75,7,0.68
09/10/2022 14:15,0.77,9,0.68
09/10/2022 14:30,0.68,1,0.67
09/10/2022 14:45,0.78,12,0.66
09/10/2022 15:00,0.76,10,0.66
09/10/2022 15:30,0.76,11,0.65
09/10/2022 15:45,0.80,15,0.65
09/10/2022 16:15,0.78,12,0.66
09/10/2022 16:45,0.70,2,0.68
09/10/2022 17:00,0.76,7,0.69
09/10/2022 17:15,0.86,16,0.70
09/10/2022 17:30,0.86,14,0.72
09/10/2022 17:45,0.80,7,0.73
09/10/2022 18:00,0.85,11,0.74
09/10/2022 18:15,0.88,13,0.75
09/10/2022 18:30,0.83,7,0.76
09/10/2022 18:45,0.95,18,0.77
09/10/2022 19:00,0.92,13,0.79
09/10/2022 19:15,0.87,7,0.80
09/10/2022 19:30,1.00,18,0.82
09/10/2022 19:45,0.93,10,0.83
09/10/2022 20:00,0.99,15,0.84
09/10/2022 20:15,0.96,11,0.85
09/10/2022 20:30,0.93,7,0.86
09/10/2022 20:45,1.00,13,0.87
09/10/2022 21:00,1.01,13,0.88
09/10/2022 21:30,1.02,14,0.88
09/10/2022 22:00,0.98,10,0.88
09/10/2022 22:15,1.00,12,0.88
09/10/2022 22:45,1.00,13,0.87
09/10/2022 23:00,0.97,10,0.87
09/10/2022 23:15,0.97,11,0.86
09/10/2022 23:30,0.93,9,0.84
09/10/2022 23:45,0.94,11,0.83
