date,tide,residual,predicted
27/07/2022 00:00,0.91,10,0.81
27/07/2022 00:15,0.91,9,0.82
27/07/2022 00:30,0.90,8,0.82
27/07/2022 00:45,0.87,4,0.83
27/07/2022 01:30,0.90,4,0.86
27/07/2022 02:00,0.97,9,0.88
27/07/2022 02:30,1.01,11,0.90
27/07/2022 03:00,0.98,5,0.93
27/07/2022 03:15,1.02,8,0.94
27/07/2022 03:30,1.03,7,0.96
27/07/2022 03:45,1.02,5,0.97
27/07/2022 04:15,1.12,11,1.01
27/07/2022 04:30,1.09,6,1.03
27/07/2022 04:45,1.16,11,1.05
27/07/2022 05:00,1.18,11,1.07
27/07/2022 05:15,1.18,9,1.09
27/07/2022 05:30,1.17,7,1.10
27/07/2022 05:45,1.19,7,1.12
27/07/2022 06:00,1.19,5,1.14
27/07/2022 06:15,1.19,4,1.15
27/07/2022 06:30,1.25,8,1.17
27/07/2022 07:00,1.26,7,1.19
27/07/2022 07:30,1.26,5,1.21
27/07/2022 08:15,1.28,6,1.22
27/07/2022 08:30,1.25,3,1.22
27/07/2022 08:45,1.25,3,1.22
27/07/2022 09:00,1.26,5,1.21
27/07/2022 09:30,1.21,2,1.19
27/07/2022 09:45,1.24,6,1.18
27/07/2022 10:15,1.24,9,1.15
27/07/2022 10:30,1.21,8,1.13
27/07/2022 10:45,1.22,11,1.11
27/07/2022 11:00,1.17,8,1.09
27/07/2022 11:15,1.07,1,1.06
27/07/2022 11:30,1.08,4,1.04
27/07/2022 12:00,1.04,6,0.98
27/07/2022 12:15,0.96,0,0.96
27/07/2022 12:30,0.92,-1,0.93
27/07/2022 12:45,0.99,9,0.90
27/07/2022 13:00,0.97,10,0.87
27/07/2022 13:15,0.94,9,0.85
27/07/2022 14:00,0.84,6,0.78
27/07/2022 14:30,0.78,4,0.74
27/07/2022 14:45,0.77,5,0.72
27/07/2022 15:15,0.74,5,0.69
27/07/2022 15:30,0.73,6,0.67
27/07/2022 15:45,0.70,4,0.66
27/07/2022 16:00,0.72,7,0.65
27/07/2022 16:30,0.73,10,0.63
27/07/2022 17:00,0.64,3,0.61
27/07/2022 17:30,0.65,4,0.61
27/07/2022 18:00,0.59,-1,0.60
27/07/2022 18:15,0.64,4,0.60
27/07/2022 18:30,0.70,9,0.61
27/07/2022 18:45,0.69,8,0.61
27/07/2022 19:15,0.72,10,0.62
27/07/2022 19:30,0.71,8,0.63
27/07/2022 19:45,0.68,4,0.64
27/07/2022 20:00,0.72,7,0.65
27/07/2022 20:30,0.65,-2,0.67
27/07/2022 20:45,0.72,4,0.68
27/07/2022 21:00,0.76,7,0.69
27/07/2022 21:30,0.83,12,0.71
27/07/2022 21:45,0.85,13,0.72
27/07/2022 22:15,0.84,9,0.75
27/07/2022 22:45,0.79,3,0.76
27/07/2022 23:00,0.83,6,0.77
27/07/2022 23:15,0.79,1,0.78
27/07/2022 23:45,0.89,10,0.79
