date,tide,residual,predicted
19/03/2022 00:00,1.07,11,0.96
19/03/2022 00:30,1.03,10,0.93
19/03/2022 01:00,0.97,9,0.88
19/03/2022 01:15,1.04,18,0.86
19/03/2022 01:30,0.99,16,0.83
19/03/2022 02:00,0.95,16,0.79
19/03/2022 02:15,0.90,14,0.76
19/03/2022 02:30,0.83,9,0.74
19/03/2022 02:45,0.81,9,0.72
19/03/2022 03:00,0.74,3,0.71
19/03/2022 03:45,0.74,7,0.67
19/03/2022 04:00,0.76,9,0.67
19/03/2022 04:15,0.80,14,0.66
19/03/2022 04:30,0.78,12,0.66
19/03/2022 04:45,0.76,10,0.66
19/03/2022 05:00,0.74,8,0.66
19/03/2022 05:30,0.74,7,0.67
19/03/2022 05:45,0.72,4,0.68
19/03/2022 06:00,0.75,6,0.69
19/03/2022 06:15,0.72,2,0.70
19/03/2022 06:30,0.82,11,0.71
19/03/2022 06:45,0.83,11,0.72
19/03/2022 07:00,0.80,6,0.74
19/03/2022 07:30,0.81,5,0.76
19/03/2022 07:45,0.86,8,0.78
19/03/2022 08:00,0.91,12,0.79
19/03/2022 08:30,0.93,11,0.82
19/03/2022 08:45,0.89,5,0.84
19/03/2022 09:00,0.94,8,0.86
19/03/2022 09:15,0.91,4,0.87
19/03/2022 09:30,0.93,5,0.88
19/03/2022 10:00,0.97,7,0.90
19/03/2022 10:45,0.97,5,0.92
19/03/2022 11:30,0.98,5,0.93
19/03/2022 11:45,0.94,1,0.93
19/03/2022 12:00,1.00,7,0.93
19/03/2022 12:30,0.97,6,0.91
19/03/2022 12:45,0.93,3,0.90
19/03/2022 13:00,0.96,7,0.89
19/03/2022 13:30,0.91,5,0.86
19/03/2022 13:45,0.95,11,0.84
19/03/2022 14:00,0.91,9,0.82
19/03/2022 14:15,0.78,-2,0.80
19/03/2022 14:30,0.83,4,0.79
19/03/2022 15:00,0.79,3,0.76
19/03/2022 15:15,0.77,2,0.75
19/03/2022 15:30,0.79,5,0.74
19/03/2022 15:45,0.76,2,0.74
19/03/2022 16:00,0.78,4,0.74
19/03/2022 16:15,0.78,5,0.73
19/03/2022 16:45,0.80,6,0.74
19/03/2022 17:00,0.81,7,0.74
19/03/2022 17:15,0.70,-4,0.74
19/03/2022 17:30,0.81,6,0.75
19/03/2022 17:45,0.78,2,0.76
19/03/2022 18:00,0.79,2,0.77
19/03/2022 18:15,0.83,5,0.78
19/03/2022 18:30,0.82,3,0.79
19/03/2022 18:45,0.84,4,0.80
19/03/2022 19:30,0.91,7,0.84
19/03/2022 19:45,0.88,3,0.85
19/03/2022 20:15,0.93,6,0.87
19/03/2022 20:30,0.95,7,0.88
19/03/2022 20:45,0.96,6,0.90
19/03/2022 21:00,1.00,9,0.91
19/03/2022 21:15,0.94,2,0.92
19/03/2022 21:30,1.00,7,0.93
19/03/2022 22:00,1.00,6,0.94
19/03/2022 22:15,1.02,8,0.94
19/03/2022 22:30,1.07,13,0.94
19/03/2022 22:45,1.10,16,0.94
19/03/2022 23:00,1.07,13,0.94
