date,tide,residual,predicted
22/07/2022 00:00,1.01,7,0.94
22/07/2022 00:30,1.04,8,0.96
22/07/2022 00:45,1.08,11,0.97
22/07/2022 01:00,1.05,7,0.98
22/07/2022 01:15,1.04,5,0.99
22/07/2022 01:30,1.13,13,1.00
22/07/2022 01:45,1.08,8,1.00
22/07/2022 02:00,1.08,7,1.01
22/07/2022 02:15,1.09,8,1.01
22/07/2022 02:30,1.09,7,1.02
22/07/2022 02:45,1.10,7,1.03
22/07/2022 03:00,1.14,11,1.03
22/07/2022 03:15,1.16,12,1.04
22/07/2022 03:30,1.14,9,1.05
22/07/2022 04:00,1.10,4,1.06
22/07/2022 04:15,1.13,6,1.07
22/07/2022 04:45,1.17,9,1.08
22/07/2022 05:00,1.19,11,1.08
22/07/2022 05:15,1.13,5,1.08
22/07/2022 05:30,1.17,9,1.08
22/07/2022 05:45,1.18,10,1.08
22/07/2022 06:00,1.16,9,1.07
22/07/2022 06:15,1.18,11,1.07
22/07/2022 06:30,1.16,9,1.07
22/07/2022 06:45,1.12,6,1.06
22/07/2022 07:00,1.13,7,1.06
22/07/2022 07:15,1.12,7,1.05
22/07/2022 07:30,1.11,7,1.04
22/07/2022 08:00,1.05,3,1.02
22/07/2022 08:15,1.07,6,1.01
22/07/2022 08:30,1.09,9,1.00
22/07/2022 08:45,1.08,9,0.99
22/07/2022 09:00,1.08,10,0.98
22/07/2022 09:30,1.04,8,0.96
22/07/2022 10:00,1.02,7,0.95
22/07/2022 10:15,1.00,6,0.94
22/07/2022 10:30,0.96,3,0.93
22/07/2022 10:45,0.99,7,0.92
22/07/2022 11:00,0.98,8,0.90
22/07/2022 11:30,0.98,11,0.87
22/07/2022 11:45,0.92,6,0.86
22/07/2022 12:00,0.91,6,0.85
22/07/2022 12:15,0.85,1,0.84
22/07/2022 12:45,0.86,4,0.82
22/07/2022 13:00,0.85,4,0.81
22/07/2022 13:15,0.88,8,0.80
22/07/2022 13:30,0.84,4,0.80
22/07/2022 13:45,0.89,10,0.79
22/07/2022 14:00,0.89,11,0.78
22/07/2022 14:15,0.83,7,0.76
22/07/2022 14:45,0.79,5,0.74
22/07/2022 15:00,0.77,3,0.74
22/07/2022 15:15,0.78,5,0.73
22/07/2022 15:30,0.79,7,0.72
22/07/2022 15:45,0.74,2,0.72
22/07/2022 16:15,0.81,10,0.71
22/07/2022 16:30,0.77,6,0.71
22/07/2022 16:45,0.77,6,0.71
22/07/2022 17:30,0.70,0,0.70
22/07/2022 17:45,0.72,2,0.70
22/07/2022 18:00,0.72,2,0.70
22/07/2022 18:30,0.79,9,0.70
22/07/2022 18:45,0.79,8,0.71
22/07/2022 19:15,0.84,12,0.72
22/07/2022 19:30,0.75,3,0.72
22/07/2022 20:00,0.77,3,0.74
22/07/2022 20:15,0.76,2,0.74
22/07/2022 20:45,0.83,7,0.76
22/07/2022 21:15,0.85,7,0.78
22/07/2022 21:30,0.87,7,0.80
22/07/2022 21:45,0.92,11,0.81
22/07/2022 22:00,0.92,9,0.83
22/07/2022 22:15,0.96,11,0.85
22/07/2022 22:30,0.94,8,0.86
22/07/2022 23:00,1.01,12,0.89
22/07/2022 23:15,1.02,12,0.90
22/07/2022 23:30,1.00,9,0.91
