date,tide,residual,predicted
14/12/2021 00:00,0.81,5,0.76
14/12/2021 00:15,0.77,2,0.75
14/12/2021 00:30,0.76,2,0.74
14/12/2021 00:45,0.76,3,0.73
14/12/2021 01:15,0.68,-3,0.71
14/12/2021 01:30,0.69,-1,0.70
14/12/2021 01:45,0.70,1,0.69
14/12/2021 02:15,0.69,1,0.68
14/12/2021 02:45,0.68,1,0.67
14/12/2021 03:00,0.67,1,0.66
14/12/2021 03:30,0.64,0,0.64
14/12/2021 03:45,0.63,-1,0.64
14/12/2021 04:00,0.62,-1,0.63
14/12/2021 04:15,0.62,-1,0.63
14/12/2021 05:00,0.61,-1,0.62
14/12/2021 05:30,0.64,2,0.62
14/12/2021 05:45,0.63,1,0.62
14/12/2021 06:00,0.62,0,0.62
14/12/2021 06:15,0.61,-1,0.62
14/12/2021 06:45,0.62,0,0.62
14/12/2021 07:00,0.64,2,0.62
14/12/2021 07:15,0.64,1,0.63
14/12/2021 07:30,0.62,-1,0.63
14/12/2021 07:45,0.65,2,0.63
14/12/2021 08:00,0.64,0,0.64
14/12/2021 08:15,0.64,0,0.64
14/12/2021 08:30,0.65,1,0.64
14/12/2021 08:45,0.63,-1,0.64
14/12/2021 09:00,0.66,1,0.65
14/12/2021 09:15,0.67,2,0.65
14/12/2021 09:30,0.70,5,0.65
14/12/2021 09:45,0.70,4,0.66
14/12/2021 10:00,0.68,2,0.66
14/12/2021 10:15,0.69,2,0.67
14/12/2021 10:30,0.70,3,0.67
14/12/2021 10:45,0.68,0,0.68
14/12/2021 11:00,0.70,1,0.69
14/12/2021 11:15,0.69,0,0.69
14/12/2021 11:30,0.68,-2,0.70
14/12/2021 11:45,0.70,0,0.70
14/12/2021 12:00,0.71,0,0.71
14/12/2021 12:15,0.73,2,0.71
14/12/2021 12:30,0.72,0,0.72
14/12/2021 12:45,0.73,0,0.73
14/12/2021 13:15,0.77,3,0.74
14/12/2021 13:45,0.74,-2,0.76
14/12/2021 14:00,0.76,-1,0.77
14/12/2021 14:30,0.77,-2,0.79
14/12/2021 15:00,0.82,0,0.82
14/12/2021 15:15,0.84,0,0.84
14/12/2021 15:45,0.90,4,0.86
14/12/2021 16:00,0.90,2,0.88
14/12/2021 16:15,0.93,4,0.89
14/12/2021 16:45,0.92,0,0.92
14/12/2021 17:15,0.95,0,0.95
14/12/2021 17:45,0.96,-1,0.97
14/12/2021 18:00,0.97,-1,0.98
14/12/2021 18:15,1.01,2,0.99
14/12/2021 18:45,1.02,2,1.00
14/12/2021 19:00,1.06,6,1.00
14/12/2021 19:15,1.05,5,1.00
14/12/2021 19:45,0.98,-2,1.00
14/12/2021 20:15,0.95,-4,0.99
14/12/2021 20:30,0.97,-1,0.98
14/12/2021 20:45,0.94,-3,0.97
14/12/2021 21:15,0.94,0,0.94
14/12/2021 21:30,0.96,3,0.93
14/12/2021 22:15,0.85,-2,0.87
14/12/2021 22:45,0.80,-4,0.84
14/12/2021 23:00,0.78,-4,0.82
14/12/2021 23:15,0.79,-1,0.80
