date,tide,residual,predicted
07/08/2022 00:00,1.09,14,0.95
07/08/2022 00:15,1.09,12,0.97
07/08/2022 00:30,1.11,13,0.98
07/08/2022 00:45,1.16,17,0.99
07/08/2022 01:00,1.17,16,1.01
07/08/2022 01:15,1.15,13,1.02
07/08/2022 01:45,1.14,10,1.04
07/08/2022 02:00,1.17,13,1.04
07/08/2022 02:15,1.22,17,1.05
07/08/2022 02:30,1.24,18,1.06
07/08/2022 02:45,1.25,19,1.06
07/08/2022 03:15,1.24,16,1.08
07/08/2022 03:30,1.25,17,1.08
07/08/2022 03:45,1.19,10,1.09
07/08/2022 04:00,1.26,16,1.10
07/08/2022 04:15,1.26,16,1.10
07/08/2022 04:30,1.22,11,1.11
07/08/2022 04:45,1.26,15,1.11
07/08/2022 05:00,1.30,19,1.11
07/08/2022 05:15,1.24,13,1.11
07/08/2022 05:30,1.26,16,1.10
07/08/2022 05:45,1.28,18,1.10
07/08/2022 06:00,1.22,13,1.09
07/08/2022 06:15,1.18,9,1.09
07/08/2022 06:30,1.18,10,1.08
07/08/2022 06:45,1.16,9,1.07
07/08/2022 07:00,1.21,15,1.06
07/08/2022 07:15,1.17,12,1.05
07/08/2022 07:45,1.16,14,1.02
07/08/2022 08:00,1.17,17,1.00
07/08/2022 08:15,1.10,11,0.99
07/08/2022 08:30,1.07,10,0.97
07/08/2022 09:00,0.99,6,0.93
07/08/2022 09:15,1.03,11,0.92
07/08/2022 09:30,0.98,8,0.90
07/08/2022 09:45,0.98,10,0.88
07/08/2022 10:00,0.94,8,0.86
07/08/2022 10:15,0.92,7,0.85
07/08/2022 10:30,0.92,9,0.83
07/08/2022 10:45,0.86,5,0.81
07/08/2022 11:00,0.82,3,0.79
07/08/2022 11:15,0.79,2,0.77
07/08/2022 11:30,0.81,6,0.75
07/08/2022 11:45,0.75,2,0.73
07/08/2022 12:00,0.79,8,0.71
07/08/2022 12:15,0.72,3,0.69
07/08/2022 12:30,0.70,2,0.68
07/08/2022 12:45,0.74,8,0.66
07/08/2022 13:00,0.69,4,0.65
07/08/2022 13:15,0.70,6,0.64
07/08/2022 13:30,0.72,8,0.64
07/08/2022 13:45,0.66,3,0.63
07/08/2022 14:00,0.66,4,0.62
07/08/2022 14:15,0.64,3,0.61
07/08/2022 14:30,0.61,1,0.60
07/08/2022 14:45,0.59,-1,0.60
07/08/2022 15:00,0.63,4,0.59
07/08/2022 15:30,0.65,6,0.59
07/08/2022 16:00,0.65,6,0.59
07/08/2022 16:30,0.66,6,0.60
07/08/2022 16:45,0.64,4,0.60
07/08/2022 17:00,0.64,3,0.61
07/08/2022 17:15,0.66,5,0.61
07/08/2022 17:45,0.70,7,0.63
07/08/2022 18:00,0.72,9,0.63
07/08/2022 18:30,0.72,7,0.65
07/08/2022 18:45,0.77,11,0.66
07/08/2022 19:00,0.72,5,0.67
07/08/2022 19:15,0.69,1,0.68
07/08/2022 19:30,0.77,8,0.69
07/08/2022 19:45,0.74,4,0.70
07/08/2022 20:00,0.75,4,0.71
07/08/2022 20:15,0.81,9,0.72
07/08/2022 20:30,0.86,13,0.73
07/08/2022 20:45,0.88,14,0.74
07/08/2022 21:00,0.84,8,0.76
07/08/2022 21:30,0.92,14,0.78
07/08/2022 21:45,0.88,8,0.80
07/08/2022 22:00,0.90,8,0.82
07/08/2022 22:30,0.92,7,0.85
07/08/2022 22:45,0.93,6,0.87
07/08/2022 23:00,0.96,8,0.88
07/08/2022 23:15,0.98,8,0.90
07/08/2022 23:30,1.01,10,0.91
07/08/2022 23:45,1.02,10,0.92
