date,tide,residual,predicted
15/07/2022 00:00,0.98,26,0.72
15/07/2022 00:30,1.04,30,0.74
15/07/2022 00:45,1.05,30,0.75
15/07/2022 01:00,1.04,28,0.76
15/07/2022 01:15,1.00,23,0.77
15/07/2022 01:30,1.00,23,0.77
15/07/2022 01:45,0.95,17,0.78
15/07/2022 02:00,1.02,23,0.79
15/07/2022 02:30,1.07,26,0.81
15/07/2022 02:45,1.05,23,0.82
15/07/2022 03:30,1.01,14,0.87
15/07/2022 03:45,1.08,19,0.89
15/07/2022 04:15,1.07,15,0.92
15/07/2022 04:30,1.17,23,0.94
15/07/2022 05:00,1.15,17,0.98
15/07/2022 05:15,1.17,17,1.00
15/07/2022 05:30,1.15,13,1.02
15/07/2022 06:00,1.24,17,1.07
15/07/2022 06:15,1.26,17,1.09
15/07/2022 06:30,1.27,16,1.11
15/07/2022 06:45,1.32,18,1.14
15/07/2022 07:00,1.41,25,1.16
15/07/2022 07:30,1.30,10,1.20
15/07/2022 08:00,1.39,16,1.23
15/07/2022 08:15,1.40,15,1.25
15/07/2022 08:45,1.44,17,1.27
15/07/2022 09:15,1.46,17,1.29
15/07/2022 09:45,1.46,15,1.31
15/07/2022 10:00,1.45,14,1.31
15/07/2022 10:15,1.46,15,1.31
15/07/2022 10:30,1.46,15,1.31
15/07/2022 11:00,1.43,12,1.31
15/07/2022 11:15,1.45,15,1.30
15/07/2022 11:45,1.42,14,1.28
15/07/2022 12:00,1.34,7,1.27
15/07/2022 12:30,1.32,9,1.23
15/07/2022 12:45,1.28,7,1.21
15/07/2022 13:00,1.29,11,1.18
15/07/2022 13:15,1.26,10,1.16
15/07/2022 13:30,1.25,12,1.13
15/07/2022 13:45,1.21,11,1.10
15/07/2022 14:15,1.06,3,1.03
15/07/2022 14:30,1.03,3,1.00
15/07/2022 14:45,1.00,4,0.96
15/07/2022 15:00,0.98,5,0.93
15/07/2022 15:15,0.98,8,0.90
15/07/2022 15:30,0.96,9,0.87
15/07/2022 15:45,0.92,8,0.84
15/07/2022 16:00,0.86,5,0.81
15/07/2022 16:15,0.86,7,0.79
15/07/2022 16:30,0.81,5,0.76
15/07/2022 16:45,0.75,2,0.73
15/07/2022 17:00,0.74,4,0.70
15/07/2022 17:15,0.75,7,0.68
15/07/2022 17:30,0.67,2,0.65
15/07/2022 18:00,0.65,4,0.61
15/07/2022 18:15,0.65,6,0.59
15/07/2022 18:30,0.63,5,0.58
15/07/2022 19:00,0.59,3,0.56
15/07/2022 19:15,0.54,-1,0.55
15/07/2022 19:45,0.58,4,0.54
15/07/2022 20:00,0.56,2,0.54
15/07/2022 20:30,0.58,4,0.54
15/07/2022 20:45,0.59,4,0.55
15/07/2022 21:15,0.59,3,0.56
15/07/2022 21:30,0.59,2,0.57
15/07/2022 21:45,0.60,2,0.58
15/07/2022 22:00,0.60,1,0.59
15/07/2022 22:30,0.66,4,0.62
15/07/2022 23:15,0.72,6,0.66
15/07/2022 23:30,0.73,6,0.67
