date,tide,residual,predicted
29/03/2022 00:00,0.93,12,0.81
29/03/2022 00:15,0.90,12,0.78
29/03/2022 00:45,0.81,8,0.73
29/03/2022 01:00,0.81,10,0.71
29/03/2022 01:15,0.83,15,0.68
29/03/2022 01:45,0.74,10,0.64
29/03/2022 02:00,0.70,7,0.63
29/03/2022 02:15,0.65,4,0.61
29/03/2022 02:30,0.66,6,0.60
29/03/2022 03:00,0.66,8,0.58
29/03/2022 03:30,0.65,9,0.56
29/03/2022 04:00,0.72,16,0.56
29/03/2022 04:15,0.67,11,0.56
29/03/2022 04:30,0.65,9,0.56
29/03/2022 04:45,0.67,10,0.57
29/03/2022 05:00,0.70,12,0.58
29/03/2022 05:45,0.69,8,0.61
29/03/2022 06:15,0.76,12,0.64
29/03/2022 06:45,0.82,15,0.67
29/03/2022 07:00,0.86,18,0.68
29/03/2022 08:00,0.83,8,0.75
29/03/2022 08:30,0.99,21,0.78
29/03/2022 08:45,0.90,11,0.79
29/03/2022 09:00,0.99,19,0.80
29/03/2022 09:15,0.96,15,0.81
29/03/2022 09:30,0.94,12,0.82
29/03/2022 09:45,1.05,22,0.83
29/03/2022 10:15,0.99,15,0.84
29/03/2022 10:45,1.02,17,0.85
29/03/2022 11:15,0.95,9,0.86
29/03/2022 11:30,1.03,17,0.86
29/03/2022 16:00,1.11,18,0.93
29/03/2022 16:15,1.13,19,0.94
29/03/2022 17:00,1.14,17,0.97
29/03/2022 17:15,1.14,16,0.98
29/03/2022 17:30,1.21,21,1.00
29/03/2022 17:45,1.22,21,1.01
29/03/2022 18:00,1.22,20,1.02
29/03/2022 18:15,1.19,16,1.03
29/03/2022 18:30,1.21,17,1.04
29/03/2022 18:45,1.26,21,1.05
29/03/2022 19:00,1.25,19,1.06
29/03/2022 19:15,1.16,9,1.07
29/03/2022 19:30,1.20,12,1.08
29/03/2022 19:45,1.31,23,1.08
29/03/2022 20:00,1.31,23,1.08
29/03/2022 20:15,1.31,23,1.08
29/03/2022 20:30,1.26,18,1.08
29/03/2022 20:45,1.27,19,1.08
29/03/2022 21:00,1.28,20,1.08
29/03/2022 21:15,1.26,19,1.07
29/03/2022 21:30,1.19,13,1.06
29/03/2022 21:45,1.21,16,1.05
29/03/2022 22:00,1.29,25,1.04
29/03/2022 22:30,1.21,20,1.01
29/03/2022 22:45,1.17,18,0.99
29/03/2022 23:00,1.15,18,0.97
29/03/2022 23:15,1.16,22,0.94
29/03/2022 23:30,1.10,18,0.92
