date,tide,residual,predicted
23/10/2022 00:00,0.96,22,0.74
23/10/2022 00:30,0.97,25,0.72
23/10/2022 00:45,0.95,24,0.71
23/10/2022 01:00,0.96,26,0.70
23/10/2022 01:15,1.00,31,0.69
23/10/2022 01:30,1.00,31,0.69
23/10/2022 01:45,0.95,27,0.68
23/10/2022 02:00,0.95,27,0.68
23/10/2022 02:30,0.91,23,0.68
23/10/2022 02:45,0.93,25,0.68
23/10/2022 03:00,0.96,28,0.68
23/10/2022 03:15,0.97,29,0.68
23/10/2022 03:30,1.03,34,0.69
23/10/2022 03:45,0.94,25,0.69
23/10/2022 04:00,0.96,26,0.70
23/10/2022 04:30,0.99,27,0.72
23/10/2022 04:45,0.98,25,0.73
23/10/2022 05:00,1.03,29,0.74
23/10/2022 05:15,1.02,27,0.75
23/10/2022 05:30,1.05,29,0.76
23/10/2022 06:15,1.10,31,0.79
23/10/2022 06:30,1.09,29,0.80
23/10/2022 06:45,1.09,28,0.81
23/10/2022 07:00,1.13,31,0.82
23/10/2022 07:30,1.16,32,0.84
23/10/2022 07:45,1.14,30,0.84
23/10/2022 08:00,1.14,29,0.85
23/10/2022 08:15,1.18,33,0.85
23/10/2022 08:30,1.18,33,0.85
23/10/2022 08:45,1.14,29,0.85
23/10/2022 09:00,1.11,26,0.85
23/10/2022 09:15,1.15,30,0.85
23/10/2022 09:30,1.15,31,0.84
23/10/2022 10:00,1.15,32,0.83
23/10/2022 10:15,1.13,31,0.82
23/10/2022 11:00,1.08,30,0.78
23/10/2022 11:15,1.04,27,0.77
23/10/2022 11:30,1.04,28,0.76
23/10/2022 12:00,1.06,34,0.72
23/10/2022 12:15,0.98,27,0.71
23/10/2022 12:30,0.97,28,0.69
23/10/2022 12:45,0.97,29,0.68
23/10/2022 13:15,0.92,27,0.65
23/10/2022 13:30,0.89,25,0.64
23/10/2022 13:45,0.91,27,0.64
23/10/2022 14:15,0.86,23,0.63
23/10/2022 14:30,0.90,27,0.63
23/10/2022 14:45,0.90,27,0.63
23/10/2022 15:00,0.94,31,0.63
23/10/2022 15:15,0.94,30,0.64
23/10/2022 15:30,0.90,26,0.64
23/10/2022 16:00,0.96,30,0.66
23/10/2022 16:15,0.96,28,0.68
23/10/2022 17:00,0.95,23,0.72
23/10/2022 17:15,0.98,25,0.73
23/10/2022 17:30,0.99,24,0.75
23/10/2022 17:45,1.02,26,0.76
23/10/2022 18:00,1.08,30,0.78
23/10/2022 18:15,1.12,33,0.79
23/10/2022 18:30,1.06,25,0.81
23/10/2022 18:45,1.07,25,0.82
23/10/2022 19:15,1.16,31,0.85
23/10/2022 19:30,1.05,19,0.86
23/10/2022 19:45,1.17,30,0.87
23/10/2022 20:00,1.16,28,0.88
23/10/2022 20:15,1.12,23,0.89
23/10/2022 20:30,1.21,32,0.89
23/10/2022 20:45,1.17,28,0.89
23/10/2022 21:00,1.17,28,0.89
23/10/2022 21:15,1.21,32,0.89
23/10/2022 21:45,1.14,26,0.88
23/10/2022 22:00,1.11,23,0.88
23/10/2022 22:15,1.13,26,0.87
23/10/2022 22:45,1.09,25,0.84
23/10/2022 23:00,1.08,25,0.83
23/10/2022 23:15,1.09,28,0.81
23/10/2022 23:30,1.08,28,0.80
