date,tide,residual,predicted
31/08/2022 00:15,0.85,-3,0.88
31/08/2022 00:45,0.92,4,0.88
31/08/2022 01:00,0.87,0,0.87
31/08/2022 01:15,0.88,1,0.87
31/08/2022 01:30,0.87,1,0.86
31/08/2022 02:00,0.82,-2,0.84
31/08/2022 02:15,0.81,-2,0.83
31/08/2022 02:30,0.77,-4,0.81
31/08/2022 02:45,0.78,-2,0.80
31/08/2022 03:00,0.74,-5,0.79
31/08/2022 03:15,0.78,0,0.78
31/08/2022 03:30,0.75,-1,0.76
31/08/2022 03:45,0.72,-3,0.75
31/08/2022 04:00,0.72,-2,0.74
31/08/2022 04:15,0.69,-4,0.73
31/08/2022 04:45,0.68,-4,0.72
31/08/2022 05:00,0.69,-3,0.72
31/08/2022 05:15,0.67,-5,0.72
31/08/2022 05:30,0.69,-3,0.72
31/08/2022 05:45,0.69,-3,0.72
31/08/2022 06:00,0.70,-3,0.73
31/08/2022 06:30,0.70,-4,0.74
31/08/2022 06:45,0.68,-7,0.75
31/08/2022 07:00,0.70,-6,0.76
31/08/2022 07:15,0.71,-6,0.77
31/08/2022 07:30,0.72,-6,0.78
31/08/2022 07:45,0.72,-6,0.78
31/08/2022 08:00,0.75,-4,0.79
31/08/2022 08:30,0.74,-6,0.80
31/08/2022 08:45,0.74,-7,0.81
31/08/2022 09:00,0.72,-9,0.81
31/08/2022 09:15,0.76,-6,0.82
31/08/2022 09:30,0.80,-3,0.83
31/08/2022 10:00,0.79,-5,0.84
31/08/2022 10:15,0.79,-6,0.85
31/08/2022 10:30,0.75,-11,0.86
31/08/2022 10:45,0.80,-6,0.86
31/08/2022 11:00,0.84,-2,0.86
31/08/2022 11:45,0.85,-1,0.86
31/08/2022 12:15,0.80,-6,0.86
31/08/2022 12:30,0.79,-6,0.85
31/08/2022 12:45,0.84,-1,0.85
31/08/2022 13:00,0.81,-4,0.85
31/08/2022 13:15,0.80,-4,0.84
31/08/2022 13:30,0.81,-3,0.84
31/08/2022 13:45,0.77,-6,0.83
31/08/2022 14:15,0.77,-4,0.81
31/08/2022 14:30,0.72,-7,0.79
31/08/2022 14:45,0.73,-5,0.78
31/08/2022 15:15,0.68,-7,0.75
31/08/2022 15:45,0.68,-5,0.73
31/08/2022 16:15,0.62,-9,0.71
31/08/2022 17:00,0.61,-8,0.69
31/08/2022 17:30,0.65,-3,0.68
31/08/2022 17:45,0.62,-7,0.69
31/08/2022 18:00,0.62,-7,0.69
31/08/2022 18:15,0.63,-7,0.70
31/08/2022 18:30,0.60,-11,0.71
31/08/2022 18:45,0.63,-9,0.72
31/08/2022 19:00,0.64,-9,0.73
31/08/2022 19:15,0.64,-10,0.74
31/08/2022 19:30,0.68,-8,0.76
31/08/2022 19:45,0.71,-6,0.77
31/08/2022 20:00,0.72,-6,0.78
31/08/2022 20:15,0.74,-6,0.80
31/08/2022 20:30,0.72,-9,0.81
31/08/2022 20:45,0.75,-7,0.82
31/08/2022 21:00,0.76,-7,0.83
31/08/2022 21:30,0.75,-10,0.85
31/08/2022 22:00,0.77,-10,0.87
31/08/2022 22:15,0.79,-9,0.88
31/08/2022 22:30,0.83,-7,0.90
31/08/2022 22:45,0.83,-8,0.91
31/08/2022 23:00,0.83,-8,0.91
31/08/2022 23:15,0.83,-9,0.92
31/08/2022 23:30,0.84,-8,0.92
31/08/2022 23:45,0.88,-4,0.92
