date,tide,residual,predicted
14/10/2022 07:00,0.56,-2,0.58
14/10/2022 07:15,0.53,-5,0.58
14/10/2022 08:15,0.52,-4,0.56
14/10/2022 08:45,0.51,-4,0.55
14/10/2022 09:00,0.52,-3,0.55
14/10/2022 09:15,0.52,-3,0.55
14/10/2022 09:45,0.54,-1,0.55
14/10/2022 10:15,0.53,-3,0.56
14/10/2022 10:45,0.49,-7,0.56
14/10/2022 11:00,0.53,-3,0.56
14/10/2022 11:15,0.53,-2,0.55
14/10/2022 11:30,0.51,-4,0.55
14/10/2022 12:00,0.50,-5,0.55
14/10/2022 12:15,0.52,-3,0.55
14/10/2022 12:30,0.54,-1,0.55
14/10/2022 13:00,0.52,-4,0.56
14/10/2022 13:15,0.53,-4,0.57
14/10/2022 13:45,0.53,-5,0.58
14/10/2022 14:00,0.54,-4,0.58
14/10/2022 14:15,0.52,-6,0.58
14/10/2022 14:45,0.59,1,0.58
14/10/2022 15:00,0.57,-2,0.59
14/10/2022 15:15,0.60,0,0.60
14/10/2022 15:30,0.58,-2,0.60
14/10/2022 15:45,0.59,-2,0.61
14/10/2022 16:00,0.65,3,0.62
14/10/2022 16:15,0.62,-1,0.63
14/10/2022 16:30,0.64,0,0.64
14/10/2022 16:45,0.63,-3,0.66
14/10/2022 17:00,0.65,-2,0.67
14/10/2022 17:15,0.66,-3,0.69
14/10/2022 17:30,0.71,1,0.70
14/10/2022 17:45,0.71,-1,0.72
14/10/2022 18:00,0.69,-5,0.74
14/10/2022 18:15,0.74,-3,0.77
14/10/2022 18:30,0.80,1,0.79
14/10/2022 18:45,0.83,1,0.82
14/10/2022 19:00,0.88,4,0.84
14/10/2022 19:15,0.91,4,0.87
14/10/2022 19:30,0.90,1,0.89
14/10/2022 19:45,0.90,-1,0.91
14/10/2022 20:00,0.93,0,0.93
14/10/2022 20:15,0.95,1,0.94
14/10/2022 20:45,0.97,0,0.97
14/10/2022 21:15,1.00,1,0.99
14/10/2022 21:30,1.02,2,1.00
14/10/2022 21:45,1.01,0,1.01
14/10/2022 22:00,1.00,-2,1.02
14/10/2022 22:30,1.05,1,1.04
14/10/2022 22:45,0.99,-5,1.04
14/10/2022 23:00,1.04,0,1.04
14/10/2022 23:15,1.04,0,1.04
14/10/2022 23:30,1.00,-3,1.03
