date,tide,residual,predicted
01/08/2022 00:00,1.05,26,0.79
01/08/2022 00:15,0.99,19,0.80
01/08/2022 00:30,1.01,21,0.80
01/08/2022 00:45,1.07,27,0.80
01/08/2022 01:00,1.00,19,0.81
01/08/2022 01:15,1.03,22,0.81
01/08/2022 01:45,1.00,19,0.81
01/08/2022 02:15,0.99,19,0.80
01/08/2022 02:30,1.03,23,0.80
01/08/2022 02:45,1.05,25,0.80
01/08/2022 03:00,1.04,24,0.80
01/08/2022 03:15,1.10,30,0.80
01/08/2022 03:30,1.07,27,0.80
01/08/2022 03:45,1.05,25,0.80
01/08/2022 04:00,1.12,32,0.80
01/08/2022 04:15,1.08,28,0.80
01/08/2022 04:30,1.08,27,0.81
01/08/2022 04:45,1.15,33,0.82
01/08/2022 05:15,1.15,31,0.84
01/08/2022 05:30,1.14,29,0.85
01/08/2022 05:45,1.19,33,0.86
01/08/2022 06:00,1.25,37,0.88
01/08/2022 06:15,1.29,40,0.89
01/08/2022 06:30,1.20,29,0.91
01/08/2022 06:45,1.22,29,0.93
01/08/2022 07:00,1.39,45,0.94
01/08/2022 07:15,1.30,34,0.96
01/08/2022 07:30,1.34,36,0.98
01/08/2022 07:45,1.38,39,0.99
01/08/2022 08:00,1.35,34,1.01
01/08/2022 08:15,1.36,34,1.02
01/08/2022 08:30,1.41,38,1.03
01/08/2022 09:00,1.49,44,1.05
01/08/2022 09:15,1.58,52,1.06
01/08/2022 10:00,1.50,41,1.09
01/08/2022 10:15,1.43,33,1.10
01/08/2022 11:00,1.57,46,1.11
01/08/2022 11:15,1.59,48,1.11
01/08/2022 11:30,1.63,52,1.11
01/08/2022 11:45,1.55,45,1.10
01/08/2022 12:00,1.64,54,1.10
01/08/2022 12:15,1.56,47,1.09
01/08/2022 12:30,1.58,50,1.08
01/08/2022 12:45,1.61,54,1.07
01/08/2022 13:00,1.61,55,1.06
01/08/2022 13:45,1.56,54,1.02
01/08/2022 14:00,1.42,42,1.00
01/08/2022 14:15,1.41,44,0.97
01/08/2022 14:30,1.46,51,0.95
01/08/2022 15:15,1.60,71,0.89
01/08/2022 15:45,1.38,54,0.84
01/08/2022 16:00,1.38,56,0.82
01/08/2022 16:15,1.44,64,0.80
01/08/2022 16:45,1.27,51,0.76
01/08/2022 17:00,1.33,59,0.74
01/08/2022 17:15,1.18,45,0.73
01/08/2022 17:30,1.19,47,0.72
01/08/2022 17:45,1.34,63,0.71
01/08/2022 18:00,1.35,65,0.70
01/08/2022 18:15,1.25,56,0.69
01/08/2022 18:30,1.32,63,0.69
01/08/2022 19:00,1.37,68,0.69
01/08/2022 19:15,1.30,61,0.69
01/08/2022 19:30,1.26,56,0.70
01/08/2022 20:00,1.29,59,0.70
01/08/2022 20:15,1.35,64,0.71
01/08/2022 20:45,1.39,67,0.72
01/08/2022 21:00,1.43,71,0.72
01/08/2022 21:15,1.39,66,0.73
01/08/2022 21:45,1.38,63,0.75
01/08/2022 22:00,1.52,76,0.76
01/08/2022 22:15,1.39,62,0.77
01/08/2022 22:30,1.48,70,0.78
01/08/2022 22:45,1.46,67,0.79
01/08/2022 23:00,1.45,65,0.80
01/08/2022 23:15,1.39,59,0.80
01/08/2022 23:30,1.25,44,0.81
01/08/2022 23:45,1.35,54,0.81
