SITE_ID,DEFAULT_SITE_REF,SITE_TYPE,SITE_SUBTYPE,DEFAULT_SITE_NUM_SYS,SITE_NAME,SITE_SHORTNAME,ALL_SITE_REFERENCES,TEXT_REF,ZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPHEROID
61406500,61406500,Groundwater,Unknown,AWRC,Murray River Catchment 614 - No 62,No 62,20022339 [WIN_ID]; 2033-1-SW-0395 [AQWAB]; 61406500 [SITE_REF],,50,386377,6436230,-32.20476772,115.7944226,GDA94
61406502,61406502,Groundwater,Unknown,AWRC,Murray River Catchment 614 - No64,No64,20022341 [WIN_ID]; 2033-1-SW-0397 [AQWAB]; 61406502 [SITE_REF],,50,386284,6436401,-32.20321596,115.7934564,GDA94
61406514,61406514,Groundwater,Unknown,AWRC,Murray River Catchment 614 - 41B2 Mud Lake,41B2 Mud Lake,20022458 [WIN_ID]; 2033-1-SW-0514 [AQWAB]; 61406514 [SITE_REF],,50,386043,6435563,-32.21074991,115.7907998,GDA94
61406515,61406515,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20022499 [WIN_ID]; 2033-1-SW-0555 [AQWAB]; 61406515 [SITE_REF],,50,384583,6442613,-32.14701301,115.7761617,GDA94
61406517,61406517,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20022538 [WIN_ID]; 2033-1-SW-0594 [AQWAB]; 61406517 [SITE_REF],,50,385405,6443275,-32.141126,115.7849554,GDA94
61406523,61406523,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Cssg-54,Cssg-54,20022909 [WIN_ID]; 2033-1-SW-0965 [AQWAB]; 61406523 [SITE_REF],,50,383404,6431618,-32.24606059,115.7623204,GDA94
61406524,61406524,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bp4 (919),Bp4 (919),20022929 [WIN_ID]; 2033-1-SW-0985 [AQWAB]; 61406524 [SITE_REF],,50,383183,6432848,-32.23494378,115.7601257,GDA94
61406525,61406525,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bp4 (920),Bp4 (920),20022930 [WIN_ID]; 2033-1-SW-0986 [AQWAB]; 61406525 [SITE_REF],,50,383183,6432848,-32.23494378,115.7601257,GDA94
61406526,61406526,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Garden No1,Garden No1,20022944 [WIN_ID]; 2033-1-SW-1000 [AQWAB]; 61406526 [SITE_REF],,50,384315,6435707,-32.20927441,115.7724848,GDA94
61406622,61406622,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20023720 [WIN_ID]; 2033-2-NW-0004 [AQWAB]; 61406622 [SITE_REF],,50,385289,6430382,-32.25740307,115.7821774,GDA94
61406699,61406699,Groundwater,Unknown,AWRC,Murray River Catchment 614 - No33,No33,20023889 [WIN_ID]; 2033-2-NW-0175 [AQWAB]; 61406699 [SITE_REF],,50,385346,6429903,-32.26172929,115.7827248,GDA94
61406700,61406700,Groundwater,Unknown,AWRC,Murray River Catchment 614 - No35,No35,20023891 [WIN_ID]; 2033-2-NW-0177 [AQWAB]; 61406700 [SITE_REF],,50,385868,6428174,-32.27737723,115.7880585,GDA94
61406701,61406701,Groundwater,Unknown,AWRC,Murray River Catchment 614 - No37,No37,20023893 [WIN_ID]; 2033-2-NW-0179 [AQWAB]; 61406701 [SITE_REF],,50,383979,6427276,-32.2852826,115.7678936,GDA94
61406715,61406715,Groundwater,Unknown,AWRC,Murray River Catchment 614 - 2,2,20023987 [WIN_ID]; 2033-2-NW-0273 [AQWAB]; 61406715 [SITE_REF],,50,382559,6427636,-32.28188752,115.7528611,GDA94
61406724,61406724,Groundwater,Unknown,AWRC,Murray River Catchment 614 - W 5,W 5,20024084 [WIN_ID]; 2033-2-NW-0370 [AQWAB]; 61406724 [SITE_REF],,50,385884,6427777,-32.28095958,115.7881807,GDA94
61406725,61406725,Groundwater,Unknown,AWRC,Murray River Catchment 614 - W 6,W 6,20024085 [WIN_ID]; 2033-2-NW-0371 [AQWAB]; 61406725 [SITE_REF],,50,385337,6427861,-32.28014607,115.7823832,GDA94
61406726,61406726,Groundwater,Unknown,AWRC,Murray River Catchment 614 - W 7,W 7,20024086 [WIN_ID]; 2033-2-NW-0372 [AQWAB]; 61406726 [SITE_REF],,50,384422,6427892,-32.27977242,115.7726723,GDA94
61406727,61406727,Groundwater,Unknown,AWRC,Murray River Catchment 614 - W 8,W 8,20024087 [WIN_ID]; 2033-2-NW-0373 [AQWAB]; 61406727 [SITE_REF],,50,385379,6427521,-32.28321698,115.7827881,GDA94
61406728,61406728,Groundwater,Unknown,AWRC,Murray River Catchment 614 - W 9,W 9,20024088 [WIN_ID]; 2033-2-NW-0374 [AQWAB]; 61406728 [SITE_REF],,50,384683,6426956,-32.28824149,115.7753298,GDA94
61406729,61406729,Groundwater,Unknown,AWRC,Murray River Catchment 614 - W 10,W 10,20024089 [WIN_ID]; 2033-2-NW-0375 [AQWAB]; 61406729 [SITE_REF],,50,384690,6426387,-32.29337425,115.775335,GDA94
61406730,61406730,Groundwater,Unknown,AWRC,Murray River Catchment 614 - W11,W11,20024090 [WIN_ID]; 2033-2-NW-0376 [AQWAB]; 61406730 [SITE_REF],,50,386496,6427197,-32.2862531,115.7946091,GDA94
61406731,61406731,Groundwater,Unknown,AWRC,Murray River Catchment 614 - W12,W12,20024091 [WIN_ID]; 2033-2-NW-0377 [AQWAB]; 61406731 [SITE_REF],,50,385288,6427205,-32.2860578,115.7817838,GDA94
61406738,61406738,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Knr-C12,Knr-C12,20024223 [WIN_ID]; 2033-2-NW-0511 [AQWAB]; 61406738 [SITE_REF],,50,383870,6431031,-32.25140333,115.7671946,GDA94
61406811,61406811,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20024945 [WIN_ID]; 2033-3-NE-0001 [AQWAB]; 61406811 [SITE_REF],,50,380625,6428552,-32.27342143,115.7324426,GDA94
61406812,61406812,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20024946 [WIN_ID]; 2033-3-NE-0002 [AQWAB]; 61406812 [SITE_REF],,50,381040,6427966,-32.27875087,115.736775,GDA94
61406813,61406813,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20024947 [WIN_ID]; 2033-3-NE-0003 [AQWAB]; 61406813 [SITE_REF],,50,381922,6427805,-32.28029628,115.746119,GDA94
61406820,61406820,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20024955 [WIN_ID]; 2033-3-NE-0011 [AQWAB]; 61406820 [SITE_REF],,50,376517,6429073,-32.26827731,115.6888997,GDA94
61406822,61406822,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20024960 [WIN_ID]; 2033-3-NE-0016 [AQWAB]; 61406822 [SITE_REF],,50,378710,6427570,-32.28207265,115.7119877,GDA94
61406824,61406824,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Rt 18A,Rt 18A,20024982 [WIN_ID]; 2033-3-NE-0038 [AQWAB]; 61406824 [SITE_REF],,50,382389,6427945,-32.2790827,115.7510944,GDA94
61406825,61406825,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Rockingham R5,Rockingham R5,20024991 [WIN_ID]; 2033-3-NE-0047 [AQWAB]; 61406825 [SITE_REF],,50,377345,6428348,-32.27490712,115.6975958,GDA94
61406826,61406826,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Rockingham R6,Rockingham R6,20024995 [WIN_ID]; 2033-3-NE-0051 [AQWAB]; 61406826 [SITE_REF],,50,377572,6428304,-32.27532879,115.7,GDA94
61406827,61406827,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Rockingham Hospital,Rockingham Hospital,20025030 [WIN_ID]; 2033-3-NE-0086 [AQWAB]; 61406827 [SITE_REF],,50,380100,6427644,-32.28155488,115.7267547,GDA94
61406828,61406828,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20025031 [WIN_ID]; 2033-3-NE-0087 [AQWAB]; 61406828 [SITE_REF],,50,380713,6426690,-32.29022466,115.7331433,GDA94
61406829,61406829,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20025032 [WIN_ID]; 2033-3-NE-0088 [AQWAB]; 61406829 [SITE_REF],,50,380342,6427659,-32.28144546,115.7293259,GDA94
61406830,61406830,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20025039 [WIN_ID]; 2033-3-NE-0095 [AQWAB]; 61406830 [SITE_REF],,50,381834,6425344,-32.30248343,115.7448788,GDA94
61406831,61406831,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20025046 [WIN_ID]; 2033-3-NE-0102 [AQWAB]; 61406831 [SITE_REF],,50,380396,6426877,-32.28850427,115.7298008,GDA94
61406832,61406832,Groundwater,Unknown,AWRC,Murray River Catchment 614 - (4),-4,20025055 [WIN_ID]; 2033-3-NE-0111 [AQWAB]; 61406832 [SITE_REF],,50,382286,6427454,-32.28350037,115.7499401,GDA94
61406833,61406833,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Bore,Bore,20025067 [WIN_ID]; 2033-3-NE-0123 [AQWAB]; 61406833 [SITE_REF],,50,381410,6429085,-32.2686975,115.7408427,GDA94
61406834,61406834,Groundwater,Unknown,AWRC,Rockingham Hospital - 2,2,20025085 [WIN_ID]; 2033-3-NE-0141 [AQWAB]; 61406834 [SITE_REF],,50,380099,6427642,-32.28157281,115.7267438,GDA94
61406835,61406835,Groundwater,Unknown,AWRC,Rockingham Hospital - 4,4,20025086 [WIN_ID]; 2033-3-NE-0142 [AQWAB]; 61406835 [SITE_REF],,50,380101,6427643,-32.281564,115.7267652,GDA94
61406836,61406836,Groundwater,Unknown,AWRC,Rockingham Hospital - 5,5,20025087 [WIN_ID]; 2033-3-NE-0143 [AQWAB]; 61406836 [SITE_REF],,50,380101,6427643,-32.281564,115.7267652,GDA94
61406992,61406992,Groundwater,Bore or Well,AWRC,Beaconsfield - Company ( 1),Company ( 1),23045295 [WIN_ID]; 61406992 [SITE_REF],,50,384563,6451046,-32.0709477,115.776965,GDA94
61406993,61406993,Groundwater,Unknown,AWRC,Peron - Bore,Bore,20024958 [WIN_ID]; 2033-3-NE-0014 [AQWAB]; 61406993 [SITE_REF],,50,377430,6428253,-32.27577324,115.6984859,GDA94
61407111,61407111,Groundwater,Bore or Well,AWRC,Swan Catchment Council - Scc 14/08,Scc 14/08,23042156 [WIN_ID]; 61407111 [SITE_REF],,50,383684.17,6451687.38,-32.06507249,115.7677334,GDA94
61407113,61407113,Groundwater,Bore or Well,AWRC,Swan Catchment Council - Scc 18/08,Scc 18/08,23042160 [WIN_ID]; 61407113 [SITE_REF],,50,384056.53,6444877.17,-32.12653612,115.7708551,GDA94
61407114,61407114,Groundwater,Bore or Well,AWRC,Swan Catchment Council - Scc 19/08,Scc 19/08,23042161 [WIN_ID]; 61407114 [SITE_REF],,50,378518,6425436.81,-32.30128983,115.709678,GDA94
61407122,61407122,Groundwater,Bore or Well,AWRC,Perth Shallow GW Systems Investigation - WPSIM01,WPSIM01,23059755 [WIN_ID]; 61407122 [SITE_REF]; WPSIM01 [TEXT_REF],WPSIM01,50,383534,6444126.9,-32.13324931,115.7652256,GDA94
61410001,61410001,Groundwater,Bore or Well,AWRC,Cape Peron Monitor - CPM3,CPM3,2963 [WIN_ID]; 61410001 [SITE_REF],,50,376823,6428941,-32.26950151,115.6921309,GDA94
61410002,61410002,Groundwater,Bore or Well,AWRC,Cape Peron Monitor - CPM4,CPM4,2964 [WIN_ID]; 61410002 [SITE_REF],,50,376911,6428921,-32.26969156,115.6930625,GDA94
61410003,61410003,Groundwater,Bore or Well,AWRC,Dewatering Rockingham - DR20,DR20,2965 [WIN_ID]; 61410003 [SITE_REF],,50,378058,6427751,-32.28036939,115.7050886,GDA94
61410004,61410004,Groundwater,Bore or Well,AWRC,Dewatering Rockingham - DR21,DR21,2966 [WIN_ID]; 61410004 [SITE_REF],,50,377731,6428182,-32.27644649,115.7016723,GDA94
61410005,61410005,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR22,DR22,2967 [WIN_ID]; 61410005 [SITE_REF],,50,377526,6428293,-32.2754,115.6995,GDA94
61410006,61410006,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR23,DR23,2968 [WIN_ID]; 61410006 [SITE_REF],,50,377290,6428410,-32.2743,115.697,GDA94
61410007,61410007,Groundwater,Bore or Well,AWRC,Cape Peron Monitor - CPM1,CPM1,2969 [WIN_ID]; 61410007 [SITE_REF],,50,376960,6428859,-32.27025613,115.6935746,GDA94
61410008,61410008,Groundwater,Bore or Well,AWRC,Dewatering Rockingham - DR15,DR15,2970 [WIN_ID]; 61410008 [SITE_REF],,50,379771,6427356,-32.28411716,115.7232253,GDA94
61410009,61410009,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR16,DR16,2971 [WIN_ID]; 61410009 [SITE_REF],,50,379496,6427354,-32.28410565,115.7203053,GDA94
61410010,61410010,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR17,DR17,2972 [WIN_ID]; 61410010 [SITE_REF],,50,379247,6427397,-32.2837,115.7177,GDA94
61410011,61410011,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR18,DR18,2973 [WIN_ID]; 61410011 [SITE_REF],,50,379091,6427582,-32.282,115.716,GDA94
61410012,61410012,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR19,DR19,2974 [WIN_ID]; 61410012 [SITE_REF],,50,378663,6427604,-32.2818,115.7115,GDA94
61410013,61410013,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR12A,DR12A,2975 [WIN_ID]; 61410013 [SITE_REF],,50,380995,6427729,-32.2809,115.7363,GDA94
61410014,61410014,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR13,DR13,2976 [WIN_ID]; 61410014 [SITE_REF],,50,380680,6427501,-32.2829,115.7329,GDA94
61410015,61410015,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR14,DR14,2977 [WIN_ID]; 61410015 [SITE_REF],,50,380252,6427726,-32.28083156,115.7283788,GDA94
61410016,61410016,Groundwater,Bore or Well,AWRC,Dewatering Rockingham - DR11B,DR11B,2978 [WIN_ID]; 61410016 [SITE_REF],,50,380885,6428486,-32.27404437,115.7351945,GDA94
61410017,61410017,Groundwater,Bore or Well,AWRC,Dewatering Rockingham - DR11C,DR11C,2979 [WIN_ID]; 61410017 [SITE_REF],,50,380944,6428280,-32.27590862,115.7357951,GDA94
61410020,61410020,Groundwater,Bore or Well,AWRC,Lake Thomson - T280 (O),T280 (O),2033-3-NE-0082 [AQWAB]; 2982 [WIN_ID]; 61410020 [SITE_REF]; T280(O) [TEXT_REF],T280(O),50,382396,6426384.42,-32.29315692,115.7509771,GDA94
61410021,61410021,Groundwater,Bore or Well,AWRC,Lake Thomson - T280 (I),T280 (I),2033-3-NE-0081 [AQWAB]; 2983 [WIN_ID]; 61410021 [SITE_REF],,50,382367.92,6426369.01,-32.29329296,115.750677,GDA94
61410022,61410022,Groundwater,Bore or Well,AWRC,Lake Thomson - T281,T281,2033-3-NE-0153 [AQWAB]; 2984 [WIN_ID]; 61410022 [SITE_REF],,50,382340,6426357,-32.29340023,115.7503777,GDA94
61410023,61410023,Groundwater,Bore or Well,AWRC,Dewatering Rockingham - DR3B,DR3B,2985 [WIN_ID]; 61410023 [SITE_REF],,50,382791,6430077,-32.25989563,115.755625,GDA94
61410024,61410024,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR4A,DR4A,2986 [WIN_ID]; 61410024 [SITE_REF],,50,383303,6429884,-32.2617,115.761,GDA94
61410025,61410025,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR3A,DR3A,2987 [WIN_ID]; 61410025 [SITE_REF],,50,382463,6430472,-32.2563,115.7522,GDA94
61410033,61410033,Groundwater,Bore or Well,AWRC,Lake Thomson - T230 (O),T230 (O),2033-2-NW-0281 [AQWAB]; 2995 [WIN_ID]; 61410033 [SITE_REF]; T230(O) [TEXT_REF],T230(O),50,384867.73,6428726.13,-32.27229317,115.7775065,GDA94
61410034,61410034,Groundwater,Bore or Well,AWRC,Lake Thomson - T230 (I),T230 (I),2033-2-NW-0280 [AQWAB]; 2996 [WIN_ID]; 61410034 [SITE_REF],,50,384879.27,6428755.54,-32.2720291,115.7776326,GDA94
61410035,61410035,Groundwater,Bore or Well,AWRC,Cockburn Sound Study - CSG6 (DR1A),CSG6 (DR1A),2997 [WIN_ID]; 61410035 [SITE_REF],,50,383407.45,6431626.18,-32.24598564,115.7623591,GDA94
61410036,61410036,Groundwater,Multi-port bore,AWRC,Dewatering Rockingham - DR1B,DR1B,2998 [WIN_ID]; 61410036 [SITE_REF],,50,383343,6431665,-32.2456,115.7617,GDA94
61410037,61410037,Groundwater,Bore or Well,AWRC,Dewatering Rockingham - DR1C,DR1C,2999 [WIN_ID]; 61410037 [SITE_REF],,50,383621,6431476,-32.24736387,115.7646061,GDA94
61410038,61410038,Groundwater,Bore or Well,AWRC,Dewatering Rockingham - DR2A,DR2A,3000 [WIN_ID]; 61410038 [SITE_REF],,50,384247,6431240,-32.24955721,115.7712214,GDA94
61410039,61410039,Groundwater,Bore or Well,AWRC,Cockburn Sound Study - CSG5,CSG5,3001 [WIN_ID]; 61410039 [SITE_REF],,50,383449,6432526,-32.2378757,115.762909,GDA94
61410040,61410040,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - C1K4,C1K4,3002 [WIN_ID]; 61410040 [SITE_REF],,50,384765,6433113,-32.23271716,115.7769456,GDA94
61410041,61410041,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - CK15,CK15,3003 [WIN_ID]; 61410041 [SITE_REF],,50,384228,6433487,-32.22928864,115.7712925,GDA94
61410042,61410042,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - CK16,CK16,3004 [WIN_ID]; 61410042 [SITE_REF],,50,384587,6433471,-32.22946992,115.7751,GDA94
61410043,61410043,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - C1K3,C1K3,3005 [WIN_ID]; 61410043 [SITE_REF],,50,384663,6433358,-32.23049692,115.7758928,GDA94
61410044,61410044,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - DCE,DCE,3006 [WIN_ID]; 61410044 [SITE_REF],,50,384749,6433426,-32.22989243,115.7768136,GDA94
61410045,61410045,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - CIK,CIK,3007 [WIN_ID]; 61410045 [SITE_REF],,50,384836,6433322,-32.23083939,115.7777242,GDA94
61410046,61410046,Groundwater,Bore or Well,AWRC,Cockburn Sound Study - CSG3,CSG3,3008 [WIN_ID]; 61410046 [SITE_REF],,50,383778,6435382,-32.2121489,115.7667494,GDA94
61410051,61410051,Groundwater,Bore or Well,AWRC,Lakes And Wetlands - Bore - 8282,8282,3013 [WIN_ID]; 61410051 [SITE_REF],,50,385780.17,6428196.67,-32.27716198,115.7871296,GDA94
61410052,61410052,Groundwater,Bore or Well,AWRC,Lake Thomson - T180 (O),T180 (O),2033-1-SW-0245 [AQWAB]; 3014 [WIN_ID]; 61410052 [SITE_REF],,50,386106,6432195,-32.24113393,115.7910662,GDA94
61410053,61410053,Groundwater,Bore or Well,AWRC,Lake Thomson - T180 (I),T180 (I),2033-1-SW-0244 [AQWAB]; 3015 [WIN_ID]; 61410053 [SITE_REF],,50,386126,6432194,-32.24114498,115.7912783,GDA94
61410054,61410054,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - C1K6,C1K6,3016 [WIN_ID]; 61410054 [SITE_REF],,50,385533,6432937,-32.23438318,115.7850742,GDA94
61410055,61410055,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - CIK1,CIK1,3017 [WIN_ID]; 61410055 [SITE_REF],,50,384990,6433610,-32.22825758,115.7793931,GDA94
61410056,61410056,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - C1K2,C1K2,3018 [WIN_ID]; 61410056 [SITE_REF],,50,385163,6433346,-32.23065643,115.7811971,GDA94
61410057,61410057,Groundwater,Bore or Well,AWRC,Kwinana Effluent Mon - C1K5,C1K5,3019 [WIN_ID]; 61410057 [SITE_REF],,50,385155,6434167,-32.22325063,115.781211,GDA94
61410156,61410156,Groundwater,Bore or Well,AWRC,Cockburn Sound Study - CSG2,CSG2,3118 [WIN_ID]; 61410156 [SITE_REF],,50,383265,6447496,-32.10283452,115.7627834,GDA94
61410157,61410157,Groundwater,Bore or Well,AWRC,Cockburn Sound Study - CSG1,CSG1,3119 [WIN_ID]; 61410157 [SITE_REF],,50,382573,6449982,-32.08033995,115.7557547,GDA94
61410158,61410158,Groundwater,Bore or Well,AWRC,Bibra Lake Main Sewer - Blg1,Blg1,3120 [WIN_ID]; 61410158 [SITE_REF],,50,385835,6444712,-32.12820843,115.7896851,GDA94
61410160,61410160,Groundwater,Bore or Well,AWRC,Mayor Rd Monitoring - MR1A,MR1A,2033-1-NW-1181 [AQWAB]; 3122 [WIN_ID]; 61410160 [SITE_REF],,50,385204,6444743,-32.1278647,115.7830005,GDA94
61410161,61410161,Groundwater,Bore or Well,AWRC,Mayor Rd Monitoring - MR1B,MR1B,3123 [WIN_ID]; 61410161 [SITE_REF],,50,385204,6444747,-32.12782862,115.783001,GDA94
61410162,61410162,Groundwater,Bore or Well,AWRC,Mayor Rd Monitoring - MR1C,MR1C,3124 [WIN_ID]; 61410162 [SITE_REF],,50,385204,6444749,-32.12781058,115.7830012,GDA94
61410163,61410163,Groundwater,Bore or Well,AWRC,Mayor Rd Monitoring - MR2A,MR2A,3125 [WIN_ID]; 61410163 [SITE_REF],,50,385307,6444830,-32.12709048,115.7841027,GDA94
61410164,61410164,Groundwater,Bore or Well,AWRC,Mayor Rd Monitoring - MR2B,MR2B,3126 [WIN_ID]; 61410164 [SITE_REF],,50,385307,6444833,-32.12706342,115.784103,GDA94
61410165,61410165,Groundwater,Bore or Well,AWRC,Mayor Rd Monitoring - MR2C,MR2C,3127 [WIN_ID]; 61410165 [SITE_REF],,50,385307,6444836,-32.12703636,115.7841034,GDA94
61410166,61410166,Groundwater,Bore or Well,AWRC,Lake Thomson - T35 (O),T35 (O),2033-1-NW-0281 [AQWAB]; 3128 [WIN_ID]; 61410166 [SITE_REF],,50,385773,6447105,-32.10661804,115.7893129,GDA94
61410167,61410167,Groundwater,Bore or Well,AWRC,Lake Thomson - T35 (I),T35 (I),2033-1-NW-0280 [AQWAB]; 3129 [WIN_ID]; 61410167 [SITE_REF],,50,385805,6447105,-32.10662128,115.789652,GDA94
61410289,61410289,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Site 7 Munster Pump,Site 7 Munster Pump,20020773 [WIN_ID]; 2033-1-NW-1187 [AQWAB]; 61410289 [SITE_REF],,50,384854,6445603,-32.12007209,115.779394,GDA94
61410290,61410290,Groundwater,Unknown,AWRC,Murray River Catchment 614 - Site 6 Munster Pump,Site 6 Munster Pump,20020772 [WIN_ID]; 2033-1-NW-1186 [AQWAB]; 61410290 [SITE_REF],,50,384760,6445601,-32.12008052,115.7783975,GDA94
61410291,61410291,Groundwater,Unknown,AWRC,Murray River Catchment 614 - No 5 Munster Pump,No 5 Munster Pump,20020771 [WIN_ID]; 2033-1-NW-1185 [AQWAB]; 61410291 [SITE_REF],,50,384741,6445441,-32.12152172,115.7781769,GDA94
61410292,61410292,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - No 4 Munster Pump,No 4 Munster Pump,20020770 [WIN_ID]; 2033-1-NW-1184 [AQWAB]; 61410292 [SITE_REF],,50,384738,6445372,-32.12214377,115.7781368,GDA94
61410293,61410293,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - No 3 Munster Pump,No 3 Munster Pump,20020769 [WIN_ID]; 2033-1-NW-1183 [AQWAB]; 61410293 [SITE_REF],,50,384740,6445296,-32.12282947,115.7781489,GDA94
61410294,61410294,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc3 Lot33 Coogee Rd,Lc3 Lot33 Coogee Rd,3256 [WIN_ID]; 61410294 [SITE_REF],,50,385409,6442869,-32.14478838,115.7849493,GDA94
61410295,61410295,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc4 Lot46,Lc4 Lot46,3257 [WIN_ID]; 61410295 [SITE_REF],,50,385759,6443059,-32.14311022,115.7886824,GDA94
61410296,61410296,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc6 Pt2,Lc6 Pt2,3258 [WIN_ID]; 61410296 [SITE_REF],,50,385099,6442739,-32.14592933,115.7816472,GDA94
61410297,61410297,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc7 Pt313 Anderson,Lc7 Pt313 Anderson,3259 [WIN_ID]; 61410297 [SITE_REF],,50,385289,6442069,-32.15199185,115.7835813,GDA94
61410298,61410298,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc9 Pt16 Rockingham,Lc9 Pt16 Rockingham,3260 [WIN_ID]; 61410298 [SITE_REF],,50,385754,6442369,-32.14933326,115.7885471,GDA94
61410299,61410299,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc10 Pt17 Rockingham,Lc10 Pt17 Rockingham,3261 [WIN_ID]; 61410299 [SITE_REF],,50,385454,6442039,-32.15227925,115.785327,GDA94
61410300,61410300,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc11 Pt15 Anderson,Lc11 Pt15 Anderson,3262 [WIN_ID]; 61410300 [SITE_REF],,50,385379,6442262,-32.15026024,115.7845586,GDA94
61410301,61410301,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc13 Lot6,Lc13 Lot6,3263 [WIN_ID]; 61410301 [SITE_REF],,50,386259,6444859,-32.12692542,115.7941967,GDA94
61410302,61410302,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc14 Pt33 Rockingham,Lc14 Pt33 Rockingham,3264 [WIN_ID]; 61410302 [SITE_REF],,50,385639,6444354,-32.13141759,115.7875648,GDA94
61410303,61410303,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc16 Sub7,Lc16 Sub7,3265 [WIN_ID]; 61410303 [SITE_REF],,50,384054,6444979,-32.12561831,115.7708397,GDA94
61410304,61410304,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc17,Lc17,3266 [WIN_ID]; 61410304 [SITE_REF],,50,385914,6444809,-32.12734152,115.790534,GDA94
61410305,61410305,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc19 Lot37,Lc19 Lot37,3267 [WIN_ID]; 61410305 [SITE_REF],,50,385634,6444554,-32.12961315,115.7875357,GDA94
61410307,61410307,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc31 Lot44,Lc31 Lot44,3269 [WIN_ID]; 61410307 [SITE_REF],,50,385709,6443214,-32.1417071,115.7881708,GDA94
61410308,61410308,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc35 Lot1,Lc35 Lot1,3270 [WIN_ID]; 61410308 [SITE_REF],,50,384484,6445059,-32.12494091,115.775407,GDA94
61410309,61410309,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc36 Pt28Hamilton Rd,Lc36 Pt28Hamilton Rd,3271 [WIN_ID]; 61410309 [SITE_REF],,50,384749,6445774,-32.118519,115.7783017,GDA94
61410310,61410310,Groundwater,Bore or Well,AWRC,Lake Coogee - Lc37 Lot41 Hamilton,Lc37 Lot41 Hamilton,3272 [WIN_ID]; 61410310 [SITE_REF],,50,384469,6445704,-32.11912171,115.7753257,GDA94
