SITE_ID,DEFAULT_SITE_REF,SITE_TYPE,SITE_SUBTYPE,DEFAULT_SITE_NUM_SYS,SITE_NAME,SITE_SHORTNAME,ALL_SITE_REFERENCES,TEXT_REF,ZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPHEROID
61403404,61403404,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - 36B2 Mud Lake,36B2 Mud Lake,20022467 [WIN_ID]; 2033-1-SW-0523 [AQWAB]; 61403404 [SITE_REF],,50,386046,6435566,-32.21072316,115.790832,GDA94
61403405,61403405,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - 37-B2 Mud Lake,37-B2 Mud Lake,20022468 [WIN_ID]; 2033-1-SW-0524 [AQWAB]; 61403405 [SITE_REF],,50,386059,6435558,-32.21079663,115.790969,GDA94
61403406,61403406,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - 38-B2 Mud Lake,38-B2 Mud Lake,20022469 [WIN_ID]; 2033-1-SW-0525 [AQWAB]; 61403406 [SITE_REF],,50,386051,6435555,-32.21082288,115.7908837,GDA94
61403407,61403407,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - 39 B2 Mud Lake,39 B2 Mud Lake,20022470 [WIN_ID]; 2033-1-SW-0526 [AQWAB]; 61403407 [SITE_REF],,50,386051,6435560,-32.21077778,115.7908843,GDA94
61403408,61403408,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - 40 B2 Mud Lake,40 B2 Mud Lake,20022471 [WIN_ID]; 2033-1-SW-0527 [AQWAB]; 61403408 [SITE_REF],,50,386041,6435558,-32.21079481,115.790778,GDA94
61403409,61403409,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Rb1,Rb1,20022472 [WIN_ID]; 2033-1-SW-0528 [AQWAB]; 61403409 [SITE_REF],,50,385844,6435237,-32.21367005,115.7886496,GDA94
61403410,61403410,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Rb2,Rb2,20022473 [WIN_ID]; 2033-1-SW-0529 [AQWAB]; 61403410 [SITE_REF],,50,385844,6435237,-32.21367005,115.7886496,GDA94
61403411,61403411,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Rb3,Rb3,20022474 [WIN_ID]; 2033-1-SW-0530 [AQWAB]; 61403411 [SITE_REF],,50,385844,6435237,-32.21367005,115.7886496,GDA94
61403412,61403412,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Rb4,Rb4,20022475 [WIN_ID]; 2033-1-SW-0531 [AQWAB]; 61403412 [SITE_REF],,50,385844,6435236,-32.21367907,115.7886495,GDA94
61403413,61403413,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Rbs,Rbs,20022476 [WIN_ID]; 2033-1-SW-0532 [AQWAB]; 61403413 [SITE_REF],,50,385844,6435236,-32.21367907,115.7886495,GDA94
61403414,61403414,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Rb6,Rb6,20022477 [WIN_ID]; 2033-1-SW-0533 [AQWAB]; 61403414 [SITE_REF],,50,385844,6435236,-32.21367907,115.7886495,GDA94
61403436,61403436,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022500 [WIN_ID]; 2033-1-SW-0556 [AQWAB]; 61403436 [SITE_REF],,50,385847,6444928,-32.12626139,115.789838,GDA94
61403437,61403437,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bh1,Bh1,20022501 [WIN_ID]; 2033-1-SW-0557 [AQWAB]; 61403437 [SITE_REF],,50,384423,6435986,-32.2067691,115.7736644,GDA94
61403440,61403440,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bh 2,Bh 2,20022505 [WIN_ID]; 2033-1-SW-0561 [AQWAB]; 61403440 [SITE_REF],,50,384423,6435987,-32.20676008,115.7736645,GDA94
61403443,61403443,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022516 [WIN_ID]; 2033-1-SW-0572 [AQWAB]; 61403443 [SITE_REF],,50,385379,6442619,-32.14704023,115.7846013,GDA94
61403444,61403444,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022517 [WIN_ID]; 2033-1-SW-0573 [AQWAB]; 61403444 [SITE_REF],,50,385549,6442619,-32.14705752,115.7864036,GDA94
61403445,61403445,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Old Homestead Well,Old Homestead Well,20022518 [WIN_ID]; 2033-1-SW-0574 [AQWAB]; 61403445 [SITE_REF],,50,385199,6442419,-32.14882581,115.782669,GDA94
61403446,61403446,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Alex Well,Alex Well,20022519 [WIN_ID]; 2033-1-SW-0575 [AQWAB]; 61403446 [SITE_REF],,50,385389,6442269,-32.15019811,115.7846654,GDA94
61403447,61403447,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Diesel Well,Diesel Well,20022520 [WIN_ID]; 2033-1-SW-0576 [AQWAB]; 61403447 [SITE_REF],,50,385289,6442089,-32.15181146,115.7835837,GDA94
61403448,61403448,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Charlie Well,Charlie Well,20022521 [WIN_ID]; 2033-1-SW-0577 [AQWAB]; 61403448 [SITE_REF],,50,385479,6442059,-32.15210139,115.7855945,GDA94
61403449,61403449,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Main Rd Well,Main Rd Well,20022522 [WIN_ID]; 2033-1-SW-0578 [AQWAB]; 61403449 [SITE_REF],,50,385759,6442359,-32.14942396,115.7885989,GDA94
61403450,61403450,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Newman Well,Newman Well,20022523 [WIN_ID]; 2033-1-SW-0579 [AQWAB]; 61403450 [SITE_REF],,50,385104,6442739,-32.14592984,115.7817002,GDA94
61403451,61403451,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Block Well,Block Well,20022524 [WIN_ID]; 2033-1-SW-0580 [AQWAB]; 61403451 [SITE_REF],,50,385409,6442884,-32.14465308,115.7849511,GDA94
61403452,61403452,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Well,Well,20022525 [WIN_ID]; 2033-1-SW-0581 [AQWAB]; 61403452 [SITE_REF],,50,385119,6442939,-32.14412745,115.7818832,GDA94
61403453,61403453,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Dirks Well,Dirks Well,20022526 [WIN_ID]; 2033-1-SW-0582 [AQWAB]; 61403453 [SITE_REF],,50,385749,6443059,-32.1431092,115.7885764,GDA94
61403454,61403454,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022527 [WIN_ID]; 2033-1-SW-0583 [AQWAB]; 61403454 [SITE_REF],,50,385140,6443983,-32.1347131,115.782231,GDA94
61403455,61403455,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022528 [WIN_ID]; 2033-1-SW-0584 [AQWAB]; 61403455 [SITE_REF],,50,385075,6443969,-32.13483274,115.7815404,GDA94
61403456,61403456,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022529 [WIN_ID]; 2033-1-SW-0585 [AQWAB]; 61403456 [SITE_REF],,50,385255,6443691,-32.13735856,115.7834151,GDA94
61403457,61403457,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022530 [WIN_ID]; 2033-1-SW-0586 [AQWAB]; 61403457 [SITE_REF],,50,385258,6443578,-32.13837808,115.7834334,GDA94
61403458,61403458,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022531 [WIN_ID]; 2033-1-SW-0587 [AQWAB]; 61403458 [SITE_REF],,50,385206,6443808,-32.13629827,115.7829097,GDA94
61403459,61403459,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022532 [WIN_ID]; 2033-1-SW-0588 [AQWAB]; 61403459 [SITE_REF],,50,385351,6443999,-32.13459028,115.7844696,GDA94
61403460,61403460,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022533 [WIN_ID]; 2033-1-SW-0589 [AQWAB]; 61403460 [SITE_REF],,50,385712,6443209,-32.1417525,115.7882021,GDA94
61403461,61403461,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022534 [WIN_ID]; 2033-1-SW-0590 [AQWAB]; 61403461 [SITE_REF],,50,385762,6443493,-32.13919599,115.788766,GDA94
61403462,61403462,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022535 [WIN_ID]; 2033-1-SW-0591 [AQWAB]; 61403462 [SITE_REF],,50,385757,6443572,-32.13848293,115.7887224,GDA94
61403463,61403463,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022536 [WIN_ID]; 2033-1-SW-0592 [AQWAB]; 61403463 [SITE_REF],,50,385556,6443465,-32.13942762,115.7865789,GDA94
61403464,61403464,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022537 [WIN_ID]; 2033-1-SW-0593 [AQWAB]; 61403464 [SITE_REF],,50,385577,6443616,-32.13806779,115.7868195,GDA94
61403465,61403465,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022539 [WIN_ID]; 2033-1-SW-0595 [AQWAB]; 61403465 [SITE_REF],,50,385584,6443889,-32.13560614,115.7869263,GDA94
61403466,61403466,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022540 [WIN_ID]; 2033-1-SW-0596 [AQWAB]; 61403466 [SITE_REF],,50,385640,6443901,-32.13550359,115.7875214,GDA94
61403467,61403467,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022541 [WIN_ID]; 2033-1-SW-0597 [AQWAB]; 61403467 [SITE_REF],,50,385665,6443767,-32.13671476,115.7877704,GDA94
61403468,61403468,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bore,Bore,20022542 [WIN_ID]; 2033-1-SW-0598 [AQWAB]; 61403468 [SITE_REF],,50,385675,6443699,-32.13732911,115.7878683,GDA94
61403469,61403469,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Ris (Plate Site),Ris (Plate Site),20022543 [WIN_ID]; 2033-1-SW-0599 [AQWAB]; 61403469 [SITE_REF],,50,384643,6437793,-32.19049345,115.7762165,GDA94
61403470,61403470,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - R2S (Plant Site),R2S (Plant Site),20022544 [WIN_ID]; 2033-1-SW-0600 [AQWAB]; 61403470 [SITE_REF],,50,384643,6437793,-32.19049345,115.7762165,GDA94
61403471,61403471,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Rs3 (Plans Site),Rs3 (Plans Site),20022545 [WIN_ID]; 2033-1-SW-0601 [AQWAB]; 61403471 [SITE_REF],,50,384643,6437793,-32.19049345,115.7762165,GDA94
61403472,61403472,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw1 (Plant Site),Kw1 (Plant Site),20022546 [WIN_ID]; 2033-1-SW-0602 [AQWAB]; 61403472 [SITE_REF],,50,384643,6437793,-32.19049345,115.7762165,GDA94
61403473,61403473,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw2 (Plant Site),Kw2 (Plant Site),20022547 [WIN_ID]; 2033-1-SW-0603 [AQWAB]; 61403473 [SITE_REF],,50,384643,6437793,-32.19049345,115.7762165,GDA94
61403474,61403474,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw3S (Plant Site),Kw3S (Plant Site),20022548 [WIN_ID]; 2033-1-SW-0604 [AQWAB]; 61403474 [SITE_REF],,50,384643,6437793,-32.19049345,115.7762165,GDA94
61403475,61403475,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw3D (Plant Site),Kw3D (Plant Site),20022549 [WIN_ID]; 2033-1-SW-0605 [AQWAB]; 61403475 [SITE_REF],,50,384643,6437793,-32.19049345,115.7762165,GDA94
61403476,61403476,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw4 (Plant Site),Kw4 (Plant Site),20022550 [WIN_ID]; 2033-1-SW-0606 [AQWAB]; 61403476 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403477,61403477,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw5 (Plant Site),Kw5 (Plant Site),20022551 [WIN_ID]; 2033-1-SW-0607 [AQWAB]; 61403477 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403478,61403478,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw6 (Plant Site),Kw6 (Plant Site),20022552 [WIN_ID]; 2033-1-SW-0608 [AQWAB]; 61403478 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403479,61403479,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw7S (Plant Site),Kw7S (Plant Site),20022553 [WIN_ID]; 2033-1-SW-0609 [AQWAB]; 61403479 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403480,61403480,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw7D (Plant Site),Kw7D (Plant Site),20022554 [WIN_ID]; 2033-1-SW-0610 [AQWAB]; 61403480 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403481,61403481,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw8S (Plant Site),Kw8S (Plant Site),20022555 [WIN_ID]; 2033-1-SW-0611 [AQWAB]; 61403481 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403482,61403482,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw8D (Plans Site),Kw8D (Plans Site),20022556 [WIN_ID]; 2033-1-SW-0612 [AQWAB]; 61403482 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403483,61403483,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw9S (Plant Site),Kw9S (Plant Site),20022557 [WIN_ID]; 2033-1-SW-0613 [AQWAB]; 61403483 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403484,61403484,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw9D (Plant Site),Kw9D (Plant Site),20022558 [WIN_ID]; 2033-1-SW-0614 [AQWAB]; 61403484 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403485,61403485,Groundwater,Bore or Well,AWRC,Naval Base Mud Lake - Kw10 (Plant Site),Kw10 (Plant Site),20022559 [WIN_ID]; 2033-1-SW-0615 [AQWAB]; 61403485 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403486,61403486,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Kw11 Mud Lake,Kw11 Mud Lake,20022560 [WIN_ID]; 2033-1-SW-0616 [AQWAB]; 61403486 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403487,61403487,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Kw12 Mud Lake,Kw12 Mud Lake,20022561 [WIN_ID]; 2033-1-SW-0617 [AQWAB]; 61403487 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403488,61403488,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Kw 13 Mud Lake,Kw 13 Mud Lake,20022562 [WIN_ID]; 2033-1-SW-0618 [AQWAB]; 61403488 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403489,61403489,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Kw 14 Mud Lake,Kw 14 Mud Lake,20022563 [WIN_ID]; 2033-1-SW-0619 [AQWAB]; 61403489 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403490,61403490,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Kw 15 Mud Lake,Kw 15 Mud Lake,20022564 [WIN_ID]; 2033-1-SW-0620 [AQWAB]; 61403490 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403491,61403491,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Kw 16 Mud Lake,Kw 16 Mud Lake,20022565 [WIN_ID]; 2033-1-SW-0621 [AQWAB]; 61403491 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403492,61403492,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Kw 17 Mud Lake,Kw 17 Mud Lake,20022566 [WIN_ID]; 2033-1-SW-0622 [AQWAB]; 61403492 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403493,61403493,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - 35 F I Prod,35 F I Prod,20022567 [WIN_ID]; 2033-1-SW-0623 [AQWAB]; 61403493 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403494,61403494,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bgl 36,Bgl 36,20022568 [WIN_ID]; 2033-1-SW-0624 [AQWAB]; 61403494 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403495,61403495,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bld 42 Prod,Bld 42 Prod,20022569 [WIN_ID]; 2033-1-SW-0625 [AQWAB]; 61403495 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403496,61403496,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Bld 45 M Prod,Bld 45 M Prod,20022570 [WIN_ID]; 2033-1-SW-0626 [AQWAB]; 61403496 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403497,61403497,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Injection No1,Injection No1,20022571 [WIN_ID]; 2033-1-SW-0627 [AQWAB]; 61403497 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403498,61403498,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Gi Mud Lake,Gi Mud Lake,20022572 [WIN_ID]; 2033-1-SW-0628 [AQWAB]; 61403498 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403499,61403499,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - G2 Mud Lake,G2 Mud Lake,20022573 [WIN_ID]; 2033-1-SW-0629 [AQWAB]; 61403499 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403500,61403500,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - G 3 Mud Lake,G 3 Mud Lake,20022574 [WIN_ID]; 2033-1-SW-0630 [AQWAB]; 61403500 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403501,61403501,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - G 4 Mud Lake,G 4 Mud Lake,20022575 [WIN_ID]; 2033-1-SW-0631 [AQWAB]; 61403501 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403502,61403502,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - G 5 Mud Lake,G 5 Mud Lake,20022576 [WIN_ID]; 2033-1-SW-0632 [AQWAB]; 61403502 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403503,61403503,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - G 6 Mud Lake,G 6 Mud Lake,20022577 [WIN_ID]; 2033-1-SW-0633 [AQWAB]; 61403503 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403504,61403504,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - G 7 Mud Lake,G 7 Mud Lake,20022578 [WIN_ID]; 2033-1-SW-0634 [AQWAB]; 61403504 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403505,61403505,Groundwater,Bore or Well,AWRC,Naval Base - G 8 Mud Lake Shallow,G 8 Mud Lake Shallow,20022579 [WIN_ID]; 2033-1-SW-0635 [AQWAB]; 61403505 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403506,61403506,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - G 8 Mud Lake Deep,G 8 Mud Lake Deep,20022580 [WIN_ID]; 2033-1-SW-0636 [AQWAB]; 61403506 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403507,61403507,Groundwater,Bore or Well,AWRC,Naval Base - G 9 Mud Lake Shallow,G 9 Mud Lake Shallow,20022581 [WIN_ID]; 2033-1-SW-0637 [AQWAB]; 61403507 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403508,61403508,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - G 9 Mud Lake Deep,G 9 Mud Lake Deep,20022582 [WIN_ID]; 2033-1-SW-0638 [AQWAB]; 61403508 [SITE_REF],,50,384643,6437792,-32.19050247,115.7762164,GDA94
61403509,61403509,Groundwater,Bore or Well,AWRC,Naval Base - G10 Mud Lake Shallow,G10 Mud Lake Shallow,20022583 [WIN_ID]; 2033-1-SW-0639 [AQWAB]; 61403509 [SITE_REF],,50,384644,6437792,-32.19050257,115.776227,GDA94
61403510,61403510,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - G 10 Mud Lake Deep,G 10 Mud Lake Deep,20022584 [WIN_ID]; 2033-1-SW-0640 [AQWAB]; 61403510 [SITE_REF],,50,384644,6437792,-32.19050257,115.776227,GDA94
61403616,61403616,Groundwater,Bore or Well,AWRC,Munster Cockburn Cement - Site A Shallow,Site A Shallow,20022696 [WIN_ID]; 2033-1-SW-0752 [AQWAB]; 61403616 [SITE_REF],,50,386247,6442863,-32.14492748,115.7938325,GDA94
61403617,61403617,Groundwater,Bore or Well,AWRC,Munster Cockburn Cement - Site B Shallow,Site B Shallow,20022697 [WIN_ID]; 2033-1-SW-0753 [AQWAB]; 61403617 [SITE_REF],,50,386208,6442653,-32.14681767,115.7933941,GDA94
61403618,61403618,Groundwater,Bore or Well,AWRC,Cockburn Cement - Site C Shallow,Site C Shallow,20022698 [WIN_ID]; 2033-1-SW-0754 [AQWAB]; 61403618 [SITE_REF],,50,385947,6443032,-32.1433728,115.7906722,GDA94
61403619,61403619,Groundwater,Bore or Well,AWRC,Munster Cockburn Cement - Site D Shallow,Site D Shallow,20022699 [WIN_ID]; 2033-1-SW-0755 [AQWAB]; 61403619 [SITE_REF],,50,385947,6443391,-32.14013475,115.790715,GDA94
61403630,61403630,Groundwater,Bore or Well,AWRC,Munster - 3M Multiport Port 1,3M Multiport Port 1,20022711 [WIN_ID]; 2033-1-SW-0767 [AQWAB]; 61403630 [SITE_REF],,50,384686,6444943,-32.12600787,115.7775341,GDA94
61403631,61403631,Groundwater,Bore or Well,AWRC,Munster - 3M Multiport Port 2,3M Multiport Port 2,20022712 [WIN_ID]; 2033-1-SW-0768 [AQWAB]; 61403631 [SITE_REF],,50,384686,6444943,-32.12600787,115.7775341,GDA94
61403632,61403632,Groundwater,Bore or Well,AWRC,Munster - 3M Multiport Port 3,3M Multiport Port 3,20022713 [WIN_ID]; 2033-1-SW-0769 [AQWAB]; 61403632 [SITE_REF],,50,384686,6444943,-32.12600787,115.7775341,GDA94
61403633,61403633,Groundwater,Bore or Well,AWRC,Munster - 3M Multiport Port 4,3M Multiport Port 4,20022714 [WIN_ID]; 2033-1-SW-0770 [AQWAB]; 61403633 [SITE_REF],,50,384686,6444943,-32.12600787,115.7775341,GDA94
61403634,61403634,Groundwater,Bore or Well,AWRC,Munster - 3M Multiport Port 5,3M Multiport Port 5,20022715 [WIN_ID]; 2033-1-SW-0771 [AQWAB]; 61403634 [SITE_REF],,50,384686,6444943,-32.12600787,115.7775341,GDA94
61403635,61403635,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 4M (Port 1),Mr 4M (Port 1),20022716 [WIN_ID]; 2033-1-SW-0772 [AQWAB]; 61403635 [SITE_REF],,50,384849,6444049,-32.13408809,115.7791543,GDA94
61403636,61403636,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 4M (Port 2),Mr 4M (Port 2),20022717 [WIN_ID]; 2033-1-SW-0773 [AQWAB]; 61403636 [SITE_REF],,50,384849,6444049,-32.13408809,115.7791543,GDA94
61403637,61403637,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 4M (Port 3),Mr 4M (Port 3),20022718 [WIN_ID]; 2033-1-SW-0774 [AQWAB]; 61403637 [SITE_REF],,50,384849,6444049,-32.13408809,115.7791543,GDA94
61403638,61403638,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 4M (Port 4),Mr 4M (Port 4),20022719 [WIN_ID]; 2033-1-SW-0775 [AQWAB]; 61403638 [SITE_REF],,50,384849,6444049,-32.13408809,115.7791543,GDA94
61403639,61403639,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 4M (Port 5),Mr 4M (Port 5),20022720 [WIN_ID]; 2033-1-SW-0776 [AQWAB]; 61403639 [SITE_REF],,50,384849,6444049,-32.13408809,115.7791543,GDA94
61403640,61403640,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 5M (Port 1),Mr 5M (Port 1),20022721 [WIN_ID]; 2033-1-SW-0777 [AQWAB]; 61403640 [SITE_REF],,50,385355,6443781,-32.13655697,115.7844859,GDA94
61403641,61403641,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 5M (Port 2),Mr 5M (Port 2),20022722 [WIN_ID]; 2033-1-SW-0778 [AQWAB]; 61403641 [SITE_REF],,50,385355,6443781,-32.13655697,115.7844859,GDA94
61403642,61403642,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 5M (Port 3),Mr 5M (Port 3),20022723 [WIN_ID]; 2033-1-SW-0779 [AQWAB]; 61403642 [SITE_REF],,50,385355,6443781,-32.13655697,115.7844859,GDA94
61403643,61403643,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 5M (Port 4),Mr 5M (Port 4),20022724 [WIN_ID]; 2033-1-SW-0780 [AQWAB]; 61403643 [SITE_REF],,50,385355,6443781,-32.13655697,115.7844859,GDA94
61403644,61403644,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 5M (Port 5),Mr 5M (Port 5),20022725 [WIN_ID]; 2033-1-SW-0781 [AQWAB]; 61403644 [SITE_REF],,50,385355,6443781,-32.13655697,115.7844859,GDA94
61403645,61403645,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 6M (Port 1),Mr 6M (Port 1),20022726 [WIN_ID]; 2033-1-SW-0782 [AQWAB]; 61403645 [SITE_REF],,50,385195,6443305,-32.14083402,115.7827328,GDA94
61403646,61403646,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 6M (Port 2),Mr 6M (Port 2),20022727 [WIN_ID]; 2033-1-SW-0783 [AQWAB]; 61403646 [SITE_REF],,50,385195,6443305,-32.14083402,115.7827328,GDA94
61403647,61403647,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 6M (Port 3),Mr 6M (Port 3),20022728 [WIN_ID]; 2033-1-SW-0784 [AQWAB]; 61403647 [SITE_REF],,50,385195,6443305,-32.14083402,115.7827328,GDA94
61403648,61403648,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 6M (Port 4),Mr 6M (Port 4),20022729 [WIN_ID]; 2033-1-SW-0785 [AQWAB]; 61403648 [SITE_REF],,50,385195,6443305,-32.14083402,115.7827328,GDA94
61403649,61403649,Groundwater,Bore or Well,AWRC,Murray River Catchment 614 - Mr 6M (Port 5),Mr 6M (Port 5),20022730 [WIN_ID]; 2033-1-SW-0786 [AQWAB]; 61403649 [SITE_REF],,50,385195,6443305,-32.14083402,115.7827328,GDA94
