DIPSL1,2633,9,-18.399900,147.451904
DIPSL2,2634,6,-18.401501,147.451096
MIDTONLAGSL1,3148,4,-29.452000,159.100494
MIDTONOUTFL2,3742,3,-29.450100,159.068695
MIDTONOUTSL2,3144,7,-29.450100,159.068695
MIDTONLAGSL1WTEMP,9910,4,-29.450701,159.079300
MIDTONLAGFL1,12703,2,-29.451900,159.100494
HERFL1,2650,1,-23.438400,151.918198
HERSL1,2668,8,-23.443501,151.908096
HERFL2,2638,0,-23.443600,151.911499
HERFL5,2639,0,-23.444799,151.918396
HERFL3,2641,0,-23.444099,151.913101
HERFL4,2640,0,-23.444799,151.914902
SNAPISFL1,3293,2,-16.292400,145.496902
SNAPISSL1,3291,7,-16.291901,145.496506
TRYFL1,2642,1,-23.245701,151.773895
TRYSL1,2643,11,-23.246500,151.776794
MIRSL1,2698,7,-19.201099,146.820908
MIRSL2,10155,4,-19.194500,146.810196
FREDERICKFL1,3746,3,-20.936100,154.401505
FREDERICKFL2,5445,2,-20.937099,154.397507
FLOFL1,2636,3,-19.122200,146.880096
FLOSL1,2637,8,-19.122499,146.881607
NKEPPSL1,3209,5,-23.086399,150.905197
NKEPPFL1,3208,2,-23.086399,150.905197
KEPFL1,2905,0,-23.086500,150.900208
KEPSL1,2906,6,-23.085199,150.901703
NIGFL1,2762,5,-13.169100,143.580307
NIGSL1,2680,8,-13.169000,143.580307
VANSL1,3961,9,-5.295000,150.128494
VANDSL1,3970,20,-5.295000,150.128494
VANFL1,3973,0,-5.295000,150.128494
ELIZOUTSL2,3149,5,-29.924400,159.057602
ELIZLAGSL1,3182,4,-29.937700,159.093399
ELIZOUTFL2,9913,2,-29.921700,159.054993
ELIZLAGFL1,9908,1,-29.931000,159.075500
JBRFL1,2722,3,-18.618999,147.081100
JBRCHS9M,14185,0,-18.646099,147.045105
JBRCHS2M,14186,0,-18.646000,147.044693
JBRCHS6M,14184,0,-18.646099,147.044693
JBRSL1,2723,8,-18.618799,147.081497
JBRCHN9M,14187,0,-18.618799,147.081497
JBRCH10M,14136,0,-18.618799,147.081497
JBRFL2,14135,0,-18.618799,147.081497
JBRCHN2M,14188,0,-18.618799,147.081497
WILLFL1,3727,2,-16.286301,149.962006
WILLFL2,3215,2,-16.289700,149.964905
NELFL1,2697,2,-19.171499,146.847504
NELSL1,2696,5,-19.172199,146.848404
CLERKELAGSL1,3675,5,-17.283800,119.370399
CLERKEOUTSL1,4016,6,-17.253000,119.360397
CLERKE_RS2_1_3m,15002,4,-17.284300,119.376900
CLERKE_RS2_1_6m,15001,6,-17.284300,119.376900
CLERKE_C13_BB,15006,6,-17.312300,119.367897
CLERKE_C13_BT,15005,2,-17.312300,119.367897
CLERKE_RS2_S_3m,15016,2,-17.355200,119.384003
CLERKE_C20_BT,15007,0,-17.307501,119.371399
CLERKE_RS2_S_6m,15017,5,-17.356199,119.383400
CLERKE_C20_BB,15035,4,-17.307501,119.371399
EASDSL1,2661,21,-21.469500,152.566696
EASSL1,2662,10,-21.469801,152.566605
EASFL1,2663,1,-21.472700,152.566193
RAIDSL1,2613,20,-11.589800,144.030899
RAIFL1,2681,1,-11.589700,144.031097
RAISL1,2682,6,-11.589700,144.031006
OSPSL2,2710,12,-13.802800,146.544693
OSPSL1,2714,6,-13.895700,146.555695
KIMSL1,4004,9,-5.201500,150.377808
KIMFL1,4003,1,-5.201500,150.377594
LIMDSL1,3967,20,-5.436900,150.097504
LIMVDSL1,3960,35,-5.436900,150.097504
LIMSL1,3959,8,-5.436900,150.097504
LIMFL1,3965,0,-5.436900,150.097504
DNTSL1,3089,7,-20.344999,148.938202
DNTFL1,3088,2,-20.344999,148.938202
NBARFL1,3170,2,-17.672199,146.174194
NBARSL1,3171,5,-17.671700,146.174698
TUARSL1,3971,11,-5.090100,150.191803
TUARFL1,3764,3,-5.090100,150.191803
MORFL1,2709,2,-16.851900,146.233597
MORSL1,2708,9,-16.847700,146.235794
CBSL2,2626,7,-18.571800,146.483002
CBFL4,4017,3,-18.569099,146.482300
CBSL4,4018,6,-18.569099,146.481995
CBFL2,2612,3,-18.571899,146.483307
CBFL3,2789,0,-18.578300,146.481705
CBSL3,2794,5,-18.578300,146.481705
CBSL1,2784,6,-18.569099,146.481995
CBFL1,2782,0,-18.569099,146.481995
MACKAYFL1,12375,0,-16.039900,145.650604
MACKAYSL1,12376,0,-16.042299,145.654495
MICHAELMASFL1,13536,0,-16.552799,146.045395
MICHAELMASSL1,12580,0,-16.548599,146.050003
SCOTTSL2-TIDEGUAGE1,12078,6,0.000000,0.000000
SCOTTSL1,3988,9,-14.079300,121.947998
SCOTTSL2,3993,9,-14.188400,121.799004
SCOTTSL4-TIDEGUAGE3,12083,20,0.000000,0.000000
SCOTTSS1,3991,7,-14.078800,121.977997
SCOTTSS2,3990,6,-13.923800,121.915001
SCOTT_RPO_3,3974,22,-14.057400,121.782997
SCOTTSL4-TIDEGUAGE2,12082,6,0.000000,0.000000
SCOTTSL1-TIDEGUAGE2,12076,11,0.000000,0.000000
SCOTT_SL4,3992,9,-14.023700,121.860397
SCOTT_RPO_5,3976,11,-14.057400,121.782997
SCOTTSL4-TIDEGUAGE1,12081,3,0.000000,0.000000
SCOTTSL1-TIDEGUAGE1,12075,5,0.000000,0.000000
SCOTTSL3-TIDEGUAGE1,12080,3,0.000000,0.000000
SCOTTSL3,3989,6,-14.069000,121.777000
SCOTT_RPO_4,3975,7,-14.057400,121.782997
SCOTTSL1-TIDEGUAGE3,12077,22,0.000000,0.000000
SCOTT_RPO_1,6220,1,-14.057400,121.782997
SCOTTSL2-TIDEGUAGE2,12079,10,0.000000,0.000000
SCOTTSS2-3,12115,6,0.000000,0.000000
SCOTT_RPO_2,6219,3,-14.057400,121.782997
SCOTT_SS3,12035,9,-13.636900,122.026703
SCOTTNR1,13275,7,-13.985100,121.876900
AHCHONGFL1,3791,2,-20.521400,115.521400
AHCHONGSL1,6355,6,-20.521400,115.521400
AHCHONGFL2,6354,2,-20.521400,115.521400
AHCHONGSL2,10275,7,-20.530100,115.453400
DAVAWSL1,4010,4,-18.831200,147.633896
DAVAWSL3,3271,18,-18.831200,147.633804
DAVAWSL2,3272,8,-18.831301,147.634003
DAVFL1,2629,1,-18.806499,147.668793
DAVSL1,2630,7,-18.806000,147.668594
DAVIESCH1,13479,3,-18.830099,147.631500
DAVIESCH2,13480,5,-18.830099,147.631500
DAVCHS3M,14181,0,-18.847799,147.634903
DAVCHS12M,14183,0,-18.847799,147.634903
DAVCHS6M,14182,0,-18.847799,147.634903
DAVCHN3M,14179,0,-18.806000,147.668900
DAVAWS,3391,1,-18.829700,147.638504
CHRISTMASFL1,4013,2,-10.429500,105.667999
CHRISTMASSL1,9680,11,-10.428700,105.667198
CHRISTMASDSL1,12702,22,0.000000,0.000000
MOTOSL1,4020,8,-9.522200,147.285995
MOTOFL1,4019,3,-9.522200,147.285995
NORFL1,2628,0,-16.424999,145.993301
NORSL1,2669,8,-16.426701,145.994995
NEHERALDFL1,3048,2,-16.945801,149.135300
NEHERALDFL2,3049,2,-16.945801,149.135300
FISHRK,3212,23,-30.938999,153.100204
FISHRK-W,4007,15,-30.938900,153.100098
MARIONFL1,5362,4,-19.095699,152.389404
COMETSFL1,5331,4,-31.539101,159.065399
NORTHBAYFL1,5339,2,-31.521099,159.046906
SUGARLOAFSL1,5333,13,-31.504101,159.066803
HOLMESFL1,5364,4,-16.467400,147.872406
TRIMOUILLEDSL1,5476,20,-20.419800,115.604599
TRIMOUILLEFL1,5471,2,-20.418501,115.583603
TRIMOUILLESL1,5475,7,-20.416401,115.591202
ALGALSL1,5338,8,-31.562300,159.068405
FRNKSL2,3177,6,-17.226999,146.090393
FRNKFL2,3176,3,-17.226999,146.090393
FRNKSL1,2749,6,-17.205000,146.076004
FRNKFL1,2748,0,-17.205000,146.076004
LIONSL1,4022,15,-9.535500,147.277298
LIONFL1,4021,2,-9.535500,147.277298
CARFL2,5477,2,-12.525800,123.574097
CARSL1,5904,8,-12.524200,123.556503
CARFL1,5472,1,-12.526700,123.579697
MALABARDSL1,5337,16,-31.510599,159.055603
ASHSL4,5905,4,-12.239600,122.989799
ASHSL2,5474,5,-12.224500,122.999603
ASHSL3,6341,4,-12.224700,122.969002
ASHDSL5,10315,19,-12.224600,122.969002
ASHSL1,5473,3,-12.199100,123.042297
CREALFL1,5451,3,-20.530399,150.375702
SYLPHSFL1,5334,4,-31.520300,159.054703
GBFL3,2695,2,-19.154900,146.864502
GBSL3,2767,6,-19.154800,146.869202
GBMMPSL,9105,5,-19.154900,146.868500
GBMMPFL,14475,2,-19.154800,146.868500
GBFL1,2778,0,-19.155701,146.860703
GBSL1,2779,4,-19.156700,146.861694
GBSL2,2781,4,-19.155001,146.865005
GBFL2,2777,0,-19.153299,146.865005
THUFL1,2691,0,-10.583500,142.227402
THUSL1,2692,5,-10.583500,142.227402
MI,3077,12,-30.305500,153.153107
NEDSSL1,5332,14,-31.513399,159.069000
ELUSIVEFL1,5446,2,-21.103600,152.764694
ELUSIVESL1,5447,11,-21.103600,152.764694
BOUGAINVILLEFL1,5366,3,-15.487700,147.117706
PISL2,9103,4,-18.540600,146.488602
PISL1,2627,5,-18.540600,146.488602
PIFL1,2625,2,-18.540600,146.488800
SQUAREAWS,5320,7,-23.098600,150.885498
SS,2986,13,-30.203699,153.264999
GROM,2990,9,-30.159000,153.227295
JULN,3210,9,-28.610901,153.628494
YORKSL1,5480,10,-9.732500,143.447006
YORKSL6,5482,10,-9.760800,143.401306
YORKSL3,5481,9,-9.757900,143.398499
PBSL1,2624,7,-18.611601,146.483902
PBSL2,10095,3,-18.593700,146.484100
CABBAGESL1,3236,10,-12.094700,96.843300
CABBAGEFL1,3193,3,-12.096900,96.843498
IMPERIEUSELAGSL1,9127,3,-17.535801,118.965797
IMPERIEUSEOUTSL1,10156,9,-17.503901,118.964798
IMPERIEUSE_RS3_1_3m,15003,3,-17.547899,118.973503
IMPERIEUSE_RS3_1_6m,15004,6,-17.547899,118.973503
IMPERIEUSE_I13_BT,15015,2,-17.560600,118.940598
BARROWSHOALFL1,9862,3,-21.077400,115.513603
LOWENDALSL2,9870,8,-20.755501,115.574600
LOWENDALSL1,9850,6,-20.784700,115.525101
LOWENDALSL1S,10775,4,-20.784700,115.525101
MIALLFL1,9854,2,-23.154800,150.903595
EDUGONGSL1,9858,4,-20.901899,115.461601
BAUDISSONSL1A,10238,10,-2.742600,150.657593
BATMANFL1,9864,3,-20.959900,115.465401
ARLSL1,2738,7,-16.646099,146.110703
ARLFL1,2739,2,-16.689100,146.087097
14MLELGER,9912,2,-23.280500,113.788696
ELLES_MA,14862,2,-23.338900,113.787697
CORALBAY_2,14859,3,-23.208599,113.771896
BUNDEGI_BR,14858,3,-21.863199,114.160202
TANTABIDDI_SL1,14856,7,-21.889799,113.951897
TANTABIDDI_3,14857,2,-21.921900,113.962502
WINDERABANDI,14855,2,-22.495001,113.723297
BRIDLEDSL1,9872,8,-20.629499,115.582901
AIMSWHARFP1,10496,1,-19.276899,147.058807
WALSL1,2666,7,-11.440900,143.033600
WALFL1,2667,2,-11.441300,143.033493
WHEATSHEATHSL1,10015,24,-31.756399,159.236298
ILISL1,10364,3,-9.828100,150.820297
ILISL4,10367,4,-9.823800,150.817398
ILISL3,10366,2,-9.824100,150.817902
ILISL2,10365,4,-9.828200,150.820206
CORALFL1,11976,4,-23.130501,113.753197
LANGFORDSL1,12206,9,-20.077900,148.873795
LANGFORDFL1,12205,2,-20.087700,148.884796
BUNDFL1,11975,3,-21.870399,114.157204
NDIRECTIONFL1,10198,1,-14.743500,145.513596
NDIRECTIONSL3,10955,9,-14.749800,145.514999
NDIRECTIONSL1,10197,0,-14.743600,145.515396
WAHCHONGSL1,9868,7,-20.506300,115.564499
19138SL1,12198,7,-19.806900,149.430496
19138FL1,12197,0,-19.802401,149.419907
NSEC,2987,9,-29.931700,153.389206
REBEFL1,12207,2,-19.795000,150.149902
REBESL1,12208,8,-19.791901,150.161194
GNARFL1,11977,2,-23.764799,113.543900
ESAALAFL1,10361,4,-9.738300,150.821198
MERFL1,10933,2,-9.913400,144.040604
MERSL1,10934,3,-9.913100,144.040298
HYDEFL1,12201,2,-19.745701,150.082199
HYDESL1,12202,0,-19.738800,150.080994
PEAKFL1,3284,4,-23.341299,150.936905
PEAKSL1,3190,7,-23.340900,150.936996
BECHER,12055,2,-32.372299,115.706100
NSAB,2988,10,-29.924700,153.386795
WOIZFL1,10935,2,-10.174400,143.226395
WOIZSL1,10936,4,-10.174100,143.225998
21245SL1,12398,7,-21.296499,152.446503
21245FL1,12397,0,-21.298000,152.442505
TANDFL1,11978,3,-21.908501,113.963600
DOBUSL1,10362,2,-9.736300,150.869400
DOBUSL2,10363,3,-9.736500,150.868896
DOBUSL3,13255,2,-9.736600,150.869095
WRECKSL1,10878,6,-23.331699,151.976196
LOWENDALFL1,9860,2,-20.786100,115.506699
NMUIRFL1,11979,5,-21.655701,114.374603
NAMBUNGFL1,12635,0,-30.537701,115.080299
21591SL1,12757,8,-21.026600,150.380707
BIRD,13215,0,-32.276798,115.686699
KNIFEFL1,12558,1,-18.572001,147.575897
KNIFESL1,12775,0,-18.571100,147.577194
DUGONGFL1,10921,1,-10.518000,143.099701
DUGONGSL1,12536,0,-10.517600,143.099701
CHINAMANFL1,12585,2,-21.997299,152.664001
CHINAMANSL1,10876,10,-21.997900,152.668594
TEMBOH-MERAH,9909,10,-12.166500,96.848297
ORPHFL3,11299,3,-18.755600,146.495804
ORPHFL2,11298,4,-18.802500,146.717194
ORPHCH1,13476,1,-18.601801,146.488495
ORPHFL1,11297,7,-18.645000,146.725800
ORPHCH2,14957,8,-18.601700,146.488098
RIBFL1,10199,1,-18.473000,146.877396
RIBCH1,13477,2,-18.490101,146.870895
RIBCH2,13478,3,-18.490101,146.870895
RIBCHS6M,14177,0,-18.492001,146.874405
RIBSL1,10200,9,-18.471901,146.878799
RIBCHS9M,14176,0,-18.492201,146.874496
RIBCHS2M,14178,0,-18.491800,146.874298
POMPEY1SL1,12456,9,-20.921499,150.557098
POMPEY1FL1,12455,0,-20.920099,150.558197
REDCLIFFE1,13516,1,-25.779499,113.691597
PUMPKINFL1,12636,0,-30.236700,115.023003
BORDERSL1,12210,8,-20.181900,149.037704
BORDERFL1,12209,1,-20.171000,149.031906
FAFTSL1,12755,9,-18.474100,147.054794
FAFTFL1,12584,2,-18.475800,147.054199
WARRABERFL1,10931,1,-10.200900,142.819107
WARRABERSL1,10932,0,-10.200700,142.818893
BRAMBLESL1,11956,3,-9.139500,143.876694
BRAMBLEFL1,11955,3,-9.473200,143.876694
MASIGFL1,12915,2,0.000000,0.000000
NTHFISHFL1,12637,0,-30.127199,114.995697
FT,2985,8,-30.130899,153.210999
HELIXSL1,12656,8,-18.620100,147.297607
HELIXFL1,12557,0,-18.620300,147.295807
REPUSL1,13955,2,-20.577900,148.862503
SMLLAGSL1,12396,10,-21.866899,152.526093
SMLLAGFL1,12395,0,-21.867800,152.523895
TURTLEFL1,13976,0,-25.496099,112.986603
HEDLSL1,13638,0,-17.225100,146.479004
HEDLFL1,12556,2,-17.223499,146.475403
COWBAYFL1,13357,0,-33.861000,114.987503
21062SL1,12422,0,-21.026600,150.853806
21062FL1,12417,2,-21.028000,150.853394
DENHAM1,13515,2,-25.930300,113.523697
PENGUIN,12057,2,-32.301498,115.693802
STEPHCHA1,10695,2,-20.465900,115.546799
SANDPT1,13975,0,-25.724800,113.089996
BURNSFL1,13375,0,-31.727600,115.705803
OPALSL1,12579,0,-16.203400,145.906494
OPALFL1,12575,0,-16.204201,145.900497
HASTSL1,13898,0,-16.499500,146.022293
HASTFL1,13978,2,-16.501301,146.016998
ROXSL1,12761,8,-18.428301,147.059296
ROXFL1,12577,2,-18.432100,147.056305
NWMA,2989,7,-30.018499,153.266602
HORSESHOEFL1,13295,0,-22.022699,152.616592
HORSESHOESL1,12583,8,-22.022900,152.619202
HAMPOOLFL1,12596,5,-26.439800,114.085403
MARTSL1,12697,0,-14.755300,145.372192
BALFOUR1,14099,0,-20.405300,115.581902
CENTAUR1,14116,0,-31.852699,115.710403
SNAKESL1,10877,8,-22.023701,152.195801
SNAKEFL1,14355,0,-22.023199,152.192795
SEALFL1,14237,0,-23.958300,151.484894
ENDERBY,14056,0,-20.568899,116.555000
FEATHSL1,12655,0,-17.517900,146.390503
FEATHFL1,12516,0,-17.518999,146.388702
MASTHEADFL1,12459,1,-23.534201,151.719101
MASTHEADSL1,12460,0,-23.534100,151.749695
LADYFL1,13656,0,-23.888399,152.421997
LADYSL1,13657,0,-23.883499,152.419800
FLINDERSBAY1,13517,0,-34.372501,115.200897
BDRASL1,13596,5,-18.009701,146.148102
BDRAFL1,13595,2,-18.009399,146.147995
BOULTSL1,12462,6,-23.745199,152.274704
BOULTFL1,12461,1,-23.747000,152.272507
WONNFL1,11916,1,-20.509701,115.477303
SAILFISH,14055,0,-20.455999,116.587502
HOLESL1,14316,0,-19.733299,148.364395
HOLEFL1,14315,0,-19.733801,148.364700
GEOBAYFL1,13355,0,-33.630798,115.149902
19131FL1,12195,2,-19.764099,149.378601
19131SL1,12196,7,-19.766199,149.380203
19131SL3,15438,9,-19.772800,149.376007
HAMMERSLEY,14058,0,-20.365700,116.816902
19159SL1,12200,0,-19.662800,149.915207
19159FL1,12199,0,-19.666100,149.914597
CHEREPOFL1,10917,1,-10.689300,142.279907
21139FL1,12418,0,-21.455200,151.465393
21139SL1,12435,8,-21.454700,151.465393
PEARTSL1,12657,8,-17.466499,146.403107
PEARTFL1,12576,2,-17.467600,146.401993
PENRITHSL1,12760,7,-21.003201,149.887497
PENRITHFL1,12759,2,-21.003599,149.888199
CRYHEAD,14457,0,-14.455400,125.843803
NORTHFL1,12457,0,-23.177500,151.904099
NORTHSL1,12458,9,-23.175501,151.908600
20104FL1,12203,0,-20.028601,149.693298
20104SL1,12204,8,-20.029400,149.695099
21278SL1,12437,8,-21.108500,152.550201
STCRISPFL1,12420,1,-16.073299,145.843796
STCRISPSL1,12421,9,-16.071301,145.845306
NEREGNARD,14057,0,-20.778601,116.315102
AG1SL1,14835,10,-16.038401,145.868805
AG1FL1,14836,2,-16.039801,145.865204
BOOBYFL1,10915,0,-10.603100,141.911301
BOOBYSL1,10916,2,-10.603100,141.911301
MURFL1,14496,4,-11.913300,135.030106
MURFL2,14497,6,-11.921500,135.139801
TAYLORSL1,13636,0,-17.810699,146.571594
TAYLORFL1,12578,0,-17.812099,146.570297
RAP1,14495,0,-12.042700,134.906693
21550SL1,12586,0,-21.961201,152.316803
21550FL1,12475,0,-21.947100,152.306900
21296SL1,12416,0,-21.328300,152.565598
THETSL1,10635,9,-16.798800,146.198105
THETFL1,13535,0,-16.799500,146.195099
MAIZABFL1,14655,0,-9.140000,143.876297
MAIZABSL1,14656,0,-9.139500,143.875900
ERSKSL1,13895,0,-23.498301,151.774704
ERSKFL1,13896,0,-23.499300,151.774902
BICKERTON1,14816,2,-13.754300,136.273605
YONFL2,12699,0,-14.573100,145.614700
YONSL1,3147,0,-14.570100,145.618301
YONFL1,3146,0,-14.580800,145.613602
CENTSL1,12776,0,-18.732401,147.554001
CENTFL1,12495,0,-18.734100,147.552200
21187SL1,12436,0,-21.405399,151.638397
21187FL1,12419,1,-21.407200,151.641403
OTIT1,15215,2,-23.483299,152.073898
OTIT4,15255,9,-23.483299,152.073898
OTIT3,15217,6,-23.483299,152.073898
OTIT2,15216,2,-23.483299,152.073898
GURFL2,14499,3,-11.692100,135.172607
GURFL1,14498,3,-11.705600,135.152405
KUBINSL1,10924,0,-10.238800,142.217606
SHARKFL1,12155,1,-25.857500,113.192200
GANNETFL1,12582,0,-21.978399,152.474197
GANNETSL1,13639,9,-21.975800,152.479706
MABUIAGFL1,10925,0,-9.950600,142.204605
MABUIAGSL1,10926,0,-9.950600,142.204407
YORKEFL1,14695,0,-9.760400,143.398697
YORKESL1,14696,10,-9.760500,143.398407
MCCULLSL1,12777,0,-17.284100,146.479599
MCCULLFL1,13635,0,-17.283400,146.477707
LISSENUNGLAG,12015,1,-2.665100,150.733398
CAMEFL1,14318,0,-19.850800,147.905197
YAMFL1,10929,0,-9.892500,142.764099
HenderSL1,14897,5,-21.485600,149.909103
HenderFL1,14898,2,-21.485399,149.909607
CURDFL1,14595,1,-12.585300,143.511200
CURDSL1,14596,7,-12.584700,143.511200
RATFL1,14235,0,-23.767000,151.318497
OBSDSL1,14875,22,-31.750500,159.237198
NEISLAND1,14817,2,-13.647700,136.948105
TWINFL1,10919,0,-10.462900,142.435806
TWINSL1,10920,0,-10.463100,142.435806
LINNETFL1,10196,0,-14.781100,145.347397
LINNETSL1,10195,6,-14.785200,145.355392
NONAMESL1,12701,8,-14.627900,145.645294
NONAMEFL1,14376,1,-14.630800,145.641800
TERNFL1,12762,4,-20.902300,150.026398
TERNSL1,12763,9,-20.899000,150.028900
GRUBFL1,12555,2,-18.621401,147.432999
GRUBSL1,12758,9,-18.621599,147.432693
CANALFL1,13356,0,-33.669300,114.997002
NEHATPOINT,14455,0,-13.915400,126.037498
AQUILFL1,14915,2,-21.961100,149.581604
MANNINGFL1,14236,0,-23.854000,151.353302
LAGFL1,14575,1,-12.392300,143.740005
LAGSL1,14576,8,-12.392600,143.739807
LAGDSL1,14577,25,-12.392600,143.739807
MOOREFL1,14615,2,-15.886600,149.151596
MOORESL1,14616,9,-15.886600,149.151596
FARQFL1,12515,1,-17.790001,146.531494
FARQSL1,13637,7,-17.791201,146.532394
BARRBIRA1,14736,2,-12.416100,136.891098
MACGSL1,12696,8,-14.648500,145.491501
BONNER1,14755,3,-12.084000,136.580597
HAMBAYFL1,13358,0,-34.220600,115.026802
YINGINDIYUMANJA1,14815,2,-13.640900,136.729904
Jorrol,15375,2,-16.431000,123.207001
Ngamagoon,15115,3,-16.429501,122.898598
PinePkFL1,14896,2,-21.514500,150.251495
PinePkSL1,14895,5,-21.514299,150.251205
CARTSL1,12700,8,-14.523800,145.581696
TUESDAYFL1,14675,0,-10.551900,142.326508
TUESDAYSL1,14676,0,-10.551800,142.326401
BANUBANU1,14735,4,-12.074200,136.819595
BUFFON,14458,0,-14.914900,124.747597
CAPVOLT,14456,0,-14.234900,125.599503
BLAFL1,2616,0,-16.244499,145.487198
BLASL1,2618,0,-16.244499,145.487198
HPTFL1,2673,0,-21.253300,149.308304
HPTSL1,2759,5,-21.253300,149.308304
WEISL2,2700,0,-12.678300,141.788300
MOUFL1,2689,0,-17.599800,146.123901
MOUSL1,2690,5,-17.599800,146.123901
WONSL1,2733,5,-24.809999,152.449997
WONFL1,2734,0,-24.770000,152.419998
WEISL1,2699,5,-12.670900,141.866501
WEIFL1,3044,0,-12.670900,141.866501
21-5FL1,2915,0,-21.940800,152.656097
