Site,Var,size,Datestart,DateEn,SizeOfArrayRemoved
BOM_BARRA_TFV_matilda_Floating_226,northern_wind_speed_at_10_m_height,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_BARRA_TFV_matilda_Floating_227,temp_scrn,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_BARRA_TFV_CCL_Floating_228,WQ_DIAG_TOT_PAR,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_BARRA_TFV_CCL_Floating_229,Precipitation_Rate,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_BARRA_TFV_CCL_Floating_230,RELHUM,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_BARRA_TFV_CCL_Floating_231,eastern_wind_speed_at_10_m_height,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_BARRA_TFV_CCL_Floating_232,lwsfcdown,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_BARRA_TFV_CCL_Floating_233,mslp,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_BARRA_TFV_CCL_Floating_234,northern_wind_speed_at_10_m_height,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_BARRA_TFV_CCL_Floating_235,temp_scrn,10974.000000,2010-10-01 11:00:00,2012-01-01 16:00:00,0.000000
BOM_IDY_9021_Fixed_236,AIRTEMP,327413.000000,1985-01-01 08:00:00,2022-05-09 12:00:00,175312.000000
BOM_IDY_9021_Fixed_237,AIRTEMP_DEW,327413.000000,1985-01-01 08:00:00,2022-05-09 12:00:00,175312.000000
BOM_IDY_9021_Fixed_238,Mean_sea_level_pressure_in_hPa,327413.000000,1985-01-01 08:00:00,2022-05-09 12:00:00,175312.000000
BOM_IDY_9021_Fixed_239,RELHUM,327413.000000,1985-01-01 08:00:00,2022-05-09 12:00:00,175312.000000
BOM_IDY_9021_Fixed_240,MSLP,327413.000000,1985-01-01 08:00:00,2022-05-09 12:00:00,175312.000000
BOM_IDY_9021_Fixed_241,AIRTEMP_WET,327413.000000,1985-01-01 08:00:00,2022-05-09 12:00:00,175312.000000
BOM_IDY_9021_Fixed_242,WIND_DIR,327413.000000,1985-01-01 08:00:00,2022-05-09 12:00:00,175312.000000
BOM_IDY_9021_Fixed_243,MAX_WIND_SPEED,327370.000000,1985-01-03 03:00:00,2022-05-09 12:00:00,175269.000000
BOM_IDY_9021_Fixed_244,W10,327413.000000,1985-01-01 08:00:00,2022-05-09 12:00:00,175312.000000
BOM_IDY_9053_Fixed_245,AIRTEMP,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9053_Fixed_246,AIRTEMP_DEW,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9053_Fixed_247,Mean_sea_level_pressure_in_hPa,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9053_Fixed_248,RELHUM,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9053_Fixed_249,MSLP,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9053_Fixed_250,AIRTEMP_WET,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9053_Fixed_251,WIND_DIR,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9053_Fixed_252,MAX_WIND_SPEED,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9053_Fixed_253,W10,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9091_Fixed_254,WIND_DIR,199199.000000,1999-08-18 14:00:00,2022-05-09 12:00:00,47098.000000
BOM_IDY_9091_Fixed_255,MAX_WIND_SPEED,199199.000000,1999-08-18 14:00:00,2022-05-09 12:00:00,47098.000000
BOM_IDY_9091_Fixed_256,W10,199199.000000,1999-08-18 14:00:00,2022-05-09 12:00:00,47098.000000
BOM_IDY_9172_Fixed_257,AIRTEMP,249005.000000,1993-12-12 08:00:00,2022-05-09 12:00:00,96904.000000
BOM_IDY_9172_Fixed_258,AIRTEMP_DEW,249005.000000,1993-12-12 08:00:00,2022-05-09 12:00:00,96904.000000
BOM_IDY_9172_Fixed_259,Mean_sea_level_pressure_in_hPa,249005.000000,1993-12-12 08:00:00,2022-05-09 12:00:00,96904.000000
BOM_IDY_9172_Fixed_260,RELHUM,249005.000000,1993-12-12 08:00:00,2022-05-09 12:00:00,96904.000000
BOM_IDY_9172_Fixed_261,MSLP,249005.000000,1993-12-12 08:00:00,2022-05-09 12:00:00,96904.000000
BOM_IDY_9172_Fixed_262,AIRTEMP_WET,249005.000000,1993-12-12 08:00:00,2022-05-09 12:00:00,96904.000000
BOM_IDY_9172_Fixed_263,WIND_DIR,249005.000000,1993-12-12 08:00:00,2022-05-09 12:00:00,96904.000000
BOM_IDY_9172_Fixed_264,MAX_WIND_SPEED,249005.000000,1993-12-12 08:00:00,2022-05-09 12:00:00,96904.000000
BOM_IDY_9172_Fixed_265,W10,249005.000000,1993-12-12 08:00:00,2022-05-09 12:00:00,96904.000000
BOM_IDY_9178_Fixed_266,AIRTEMP,229157.000000,1996-03-18 08:00:00,2022-05-09 12:00:00,77056.000000
BOM_IDY_9178_Fixed_267,AIRTEMP_DEW,229157.000000,1996-03-18 08:00:00,2022-05-09 12:00:00,77056.000000
BOM_IDY_9178_Fixed_268,Mean_sea_level_pressure_in_hPa,225496.000000,1996-08-17 21:00:00,2022-05-09 12:00:00,73395.000000
BOM_IDY_9178_Fixed_269,RELHUM,229157.000000,1996-03-18 08:00:00,2022-05-09 12:00:00,77056.000000
BOM_IDY_9178_Fixed_270,MSLP,225496.000000,1996-08-17 21:00:00,2022-05-09 12:00:00,73395.000000
BOM_IDY_9178_Fixed_271,AIRTEMP_WET,225496.000000,1996-08-17 21:00:00,2022-05-09 12:00:00,73395.000000
BOM_IDY_9178_Fixed_272,WIND_DIR,229157.000000,1996-03-18 08:00:00,2022-05-09 12:00:00,77056.000000
BOM_IDY_9178_Fixed_273,MAX_WIND_SPEED,229157.000000,1996-03-18 08:00:00,2022-05-09 12:00:00,77056.000000
BOM_IDY_9178_Fixed_274,W10,229157.000000,1996-03-18 08:00:00,2022-05-09 12:00:00,77056.000000
BOM_IDY_9193_Fixed_275,AIRTEMP,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9193_Fixed_276,AIRTEMP_DEW,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9193_Fixed_277,Mean_sea_level_pressure_in_hPa,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9193_Fixed_278,RELHUM,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9193_Fixed_279,MSLP,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9193_Fixed_280,AIRTEMP_WET,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9193_Fixed_281,WIND_DIR,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9193_Fixed_282,MAX_WIND_SPEED,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9193_Fixed_283,W10,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9214_Fixed_284,WIND_DIR,224045.000000,1996-10-17 08:00:00,2022-05-09 12:00:00,71944.000000
BOM_IDY_9214_Fixed_285,MAX_WIND_SPEED,224045.000000,1996-10-17 08:00:00,2022-05-09 12:00:00,71944.000000
BOM_IDY_9214_Fixed_286,W10,224045.000000,1996-10-17 08:00:00,2022-05-09 12:00:00,71944.000000
BOM_IDY_9215_Fixed_287,AIRTEMP,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9215_Fixed_288,AIRTEMP_DEW,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9215_Fixed_289,Mean_sea_level_pressure_in_hPa,446.000000,1993-12-09 08:00:00,1993-12-27 21:00:00,446.000000
BOM_IDY_9215_Fixed_290,RELHUM,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9215_Fixed_291,MSLP,446.000000,1993-12-09 08:00:00,1993-12-27 21:00:00,446.000000
BOM_IDY_9215_Fixed_292,AIRTEMP_WET,446.000000,1993-12-09 08:00:00,1993-12-27 21:00:00,446.000000
BOM_IDY_9215_Fixed_293,WIND_DIR,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9215_Fixed_294,MAX_WIND_SPEED,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9215_Fixed_295,W10,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9225_Fixed_296,AIRTEMP,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9225_Fixed_297,AIRTEMP_DEW,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9225_Fixed_298,Mean_sea_level_pressure_in_hPa,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9225_Fixed_299,RELHUM,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9225_Fixed_300,MSLP,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9225_Fixed_301,AIRTEMP_WET,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9225_Fixed_302,WIND_DIR,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9225_Fixed_303,MAX_WIND_SPEED,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9225_Fixed_304,W10,249077.000000,1993-12-09 08:00:00,2022-05-09 12:00:00,96976.000000
BOM_IDY_9240_Fixed_305,AIRTEMP,215354.000000,1997-10-14 11:00:00,2022-05-09 12:00:00,63253.000000
BOM_IDY_9240_Fixed_306,AIRTEMP_DEW,215354.000000,1997-10-14 11:00:00,2022-05-09 12:00:00,63253.000000
BOM_IDY_9240_Fixed_307,Mean_sea_level_pressure_in_hPa,3.000000,1999-05-26 15:00:00,1999-11-11 06:00:00,3.000000
BOM_IDY_9240_Fixed_308,RELHUM,215354.000000,1997-10-14 11:00:00,2022-05-09 12:00:00,63253.000000
BOM_IDY_9240_Fixed_309,MSLP,3.000000,1999-05-26 15:00:00,1999-11-11 06:00:00,3.000000
BOM_IDY_9240_Fixed_310,AIRTEMP_WET,3.000000,1999-05-26 15:00:00,1999-11-11 06:00:00,3.000000
BOM_IDY_9240_Fixed_311,WIND_DIR,215354.000000,1997-10-14 11:00:00,2022-05-09 12:00:00,63253.000000
BOM_IDY_9240_Fixed_312,MAX_WIND_SPEED,215354.000000,1997-10-14 11:00:00,2022-05-09 12:00:00,63253.000000
BOM_IDY_9240_Fixed_313,W10,215354.000000,1997-10-14 11:00:00,2022-05-09 12:00:00,63253.000000
BOM_IDY_9254_Fixed_314,WIND_DIR,6188.000000,2019-03-21 09:00:00,2019-12-04 04:00:00,0.000000
BOM_IDY_9254_Fixed_315,MAX_WIND_SPEED,6188.000000,2019-03-21 09:00:00,2019-12-04 04:00:00,0.000000
BOM_IDY_9254_Fixed_316,W10,6188.000000,2019-03-21 09:00:00,2019-12-04 04:00:00,0.000000
BOM_IDY_9255_Fixed_317,WIND_DIR,27484.000000,2019-03-21 09:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9255_Fixed_318,MAX_WIND_SPEED,27484.000000,2019-03-21 09:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9255_Fixed_319,W10,27484.000000,2019-03-21 09:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9256_Fixed_320,AIRTEMP,179541.000000,2001-11-14 16:00:00,2022-05-09 12:00:00,27440.000000
BOM_IDY_9256_Fixed_321,AIRTEMP_DEW,179541.000000,2001-11-14 16:00:00,2022-05-09 12:00:00,27440.000000
BOM_IDY_9256_Fixed_322,Mean_sea_level_pressure_in_hPa,179541.000000,2001-11-14 16:00:00,2022-05-09 12:00:00,27440.000000
BOM_IDY_9256_Fixed_323,RELHUM,179541.000000,2001-11-14 16:00:00,2022-05-09 12:00:00,27440.000000
BOM_IDY_9256_Fixed_324,MSLP,179541.000000,2001-11-14 16:00:00,2022-05-09 12:00:00,27440.000000
BOM_IDY_9256_Fixed_325,AIRTEMP_WET,179541.000000,2001-11-14 16:00:00,2022-05-09 12:00:00,27440.000000
BOM_IDY_9256_Fixed_326,WIND_DIR,179541.000000,2001-11-14 16:00:00,2022-05-09 12:00:00,27440.000000
BOM_IDY_9256_Fixed_327,MAX_WIND_SPEED,179541.000000,2001-11-14 16:00:00,2022-05-09 12:00:00,27440.000000
BOM_IDY_9256_Fixed_328,W10,179541.000000,2001-11-14 16:00:00,2022-05-09 12:00:00,27440.000000
BOM_IDY_9265_Fixed_329,AIRTEMP,78725.000000,2013-05-16 08:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9265_Fixed_330,Mean_sea_level_pressure_in_hPa,78725.000000,2013-05-16 08:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9265_Fixed_331,MSLP,78725.000000,2013-05-16 08:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9265_Fixed_332,WIND_DIR,78725.000000,2013-05-16 08:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9265_Fixed_333,MAX_WIND_SPEED,78725.000000,2013-05-16 08:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9265_Fixed_334,W10,78725.000000,2013-05-16 08:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9281_Fixed_335,AIRTEMP,43972.000000,2017-05-03 09:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9281_Fixed_336,AIRTEMP_DEW,43972.000000,2017-05-03 09:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9281_Fixed_337,Mean_sea_level_pressure_in_hPa,15551.000000,2020-07-30 14:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9281_Fixed_338,RELHUM,43972.000000,2017-05-03 09:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9281_Fixed_339,MSLP,15551.000000,2020-07-30 14:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9281_Fixed_340,AIRTEMP_WET,15551.000000,2020-07-30 14:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9281_Fixed_341,WIND_DIR,43972.000000,2017-05-03 09:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9281_Fixed_342,MAX_WIND_SPEED,43972.000000,2017-05-03 09:00:00,2022-05-09 12:00:00,0.000000
BOM_IDY_9281_Fixed_343,W10,43972.000000,2017-05-03 09:00:00,2022-05-09 12:00:00,0.000000
