-31.770000,115.650000
-31.850000,115.480000
-31.940000,115.680000
-31.900000,115.680000
-32.030000,115.370000
-32.100000,115.690000
-32.190000,115.350000
-32.190000,115.520000
-32.190000,115.730000
-32.350000,115.440000
-32.360000,115.600000
-32.440000,115.690000
-32.510000,115.600000
-32.190000,115.730000
-32.180000,115.750000
-32.000000,115.400000
-31.980000,115.300000
-32.250000,115.730000
-32.200000,115.720000
-32.150000,115.720000
-32.200000,115.750000
-32.180000,115.740000
-32.140000,115.750000
-31.850000,115.650000
-32.070000,115.700000
-32.260000,115.620000
-32.260000,115.500000
-32.510000,115.600000
-32.140000,115.720000
-32.140000,115.660000
-32.140000,115.540000
-32.140000,115.450000
