Date,Depth,Bottom Depth (m),QC,Cloud Cover (%),QC,Conductivity (\muS/cm),QC,O2 Saturation (%),QC,Oxygen (mg/L),QC,pH (),QC,Salinity (psu),QC,Secchi depth (m),QC,Temperature (^{\circ}C),QC,Turbidity (NTU),QC,Wind Direction ((ø)),QC,Wind Speed (m/s),QC
13-09-2010 11:26:00,0.00,-1.9000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,270.0000,Good,0.5100,Good
13-09-2010 11:26:07,-0.51,    ,,    ,,9204.0000,Good,77.6000,Good,7.4300,Good,7.4800,Good,5.1800,Good,    ,,15.9500,Good,    ,,    ,,    ,
13-09-2010 11:27:02,-1.02,    ,,    ,,9246.0000,Good,77.1000,Good,7.4100,Good,7.4800,Good,5.2100,Good,    ,,15.7600,Good,    ,,    ,,    ,
13-09-2010 11:28:16,-1.52,    ,,    ,,9275.0000,Good,76.9000,Good,7.4000,Good,7.4800,Good,5.2300,Good,    ,,15.6800,Good,    ,,    ,,    ,
13-09-2010 11:28:50,-1.78,    ,,    ,,9293.0000,Good,76.7000,Good,7.3900,Good,7.4800,Good,5.2400,Good,    ,,15.6800,Good,    ,,    ,,    ,
20-09-2010 11:18:00,0.00,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,1.3000,Good,    ,,    ,,45.0000,Good,3.5700,Good
20-09-2010 11:18:14,-0.20,    ,,    ,,11740.0000,Good,74.5000,Good,6.9100,Good,7.4200,Good,6.7300,Good,    ,,16.9900,Good,    ,,    ,,    ,
20-09-2010 11:18:47,-0.52,    ,,    ,,11860.0000,Good,72.9000,Good,6.7700,Good,7.4000,Good,6.8100,Good,    ,,16.9100,Good,    ,,    ,,    ,
20-09-2010 11:19:28,-1.00,    ,,    ,,12370.0000,Good,71.4000,Good,6.6400,Good,7.4000,Good,7.1200,Good,    ,,16.8300,Good,    ,,    ,,    ,
20-09-2010 11:20:35,-1.50,    ,,    ,,13890.0000,Good,45.3000,Good,4.1500,Good,7.2800,Good,8.0700,Good,    ,,17.2300,Good,    ,,    ,,    ,
20-09-2010 11:21:49,-2.04,    ,,    ,,22920.0000,Good,15.9000,Good,1.3800,Good,7.1300,Good,13.8900,Good,    ,,18.2400,Good,    ,,    ,,    ,
28-09-2010 11:00:35,-0.21,    ,,    ,,17040.0000,Good,95.3000,Good,8.1800,Good,7.7200,Good,10.0600,Good,    ,,19.9000,Good,    ,,    ,,    ,
28-09-2010 11:01:00,0.00,-1.7000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,0.0000,Good
28-09-2010 11:01:14,-0.50,    ,,    ,,17090.0000,Good,96.2000,Good,8.2700,Good,7.6600,Good,10.0900,Good,    ,,19.8600,Good,    ,,    ,,    ,
28-09-2010 11:01:59,-1.00,    ,,    ,,17220.0000,Good,94.9000,Good,8.1600,Good,7.6400,Good,10.1700,Good,    ,,19.7500,Good,    ,,    ,,    ,
28-09-2010 11:02:46,-1.51,    ,,    ,,18270.0000,Good,88.3000,Good,7.5900,Good,7.5800,Good,10.8500,Good,    ,,19.5700,Good,    ,,    ,,    ,
28-09-2010 11:03:39,-1.70,    ,,    ,,22810.0000,Good,58.1000,Good,4.8800,Good,7.4000,Good,13.8100,Good,    ,,19.9300,Good,    ,,    ,,    ,
04-10-2010 12:06:57,-0.21,    ,,    ,,18260.0000,Good,82.6000,Good,6.8600,Good,7.4800,Good,10.8300,Good,    ,,21.3700,Good,    ,,    ,,    ,
04-10-2010 12:07:00,0.00,-2.0000,Good,1.0000,Good,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,225.0000,Good,0.5100,Good
04-10-2010 12:07:55,-0.51,    ,,    ,,18540.0000,Good,80.5000,Good,6.7000,Good,7.4700,Good,11.0100,Good,    ,,21.2600,Good,    ,,    ,,    ,
04-10-2010 12:08:30,-1.01,    ,,    ,,19960.0000,Good,73.4000,Good,6.1600,Good,7.4300,Good,11.9400,Good,    ,,20.4900,Good,    ,,    ,,    ,
04-10-2010 12:09:09,-1.50,    ,,    ,,22380.0000,Good,51.6000,Good,4.2500,Good,7.2800,Good,13.5200,Good,    ,,21.0800,Good,    ,,    ,,    ,
04-10-2010 12:09:53,-2.04,    ,,    ,,23370.0000,Good,35.5000,Good,2.9000,Good,7.1800,Good,14.1600,Good,    ,,21.2600,Good,    ,,    ,,    ,
11-10-2010 11:07:35,-0.23,    ,,    ,,18160.0000,Good,73.6000,Good,6.1900,Good,7.2800,Good,10.7700,Good,    ,,20.8200,Good,    ,,    ,,    ,
11-10-2010 11:08:00,0.00,-2.0000,Good,20.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,180.0000,Good,1.0200,Good
11-10-2010 11:08:24,-0.51,    ,,    ,,18060.0000,Good,73.0000,Good,6.1300,Good,7.2800,Good,10.7000,Good,    ,,20.8600,Good,    ,,    ,,    ,
11-10-2010 11:09:18,-1.02,    ,,    ,,18580.0000,Good,72.4000,Good,6.1000,Good,7.2900,Good,11.0400,Good,    ,,20.6300,Good,    ,,    ,,    ,
11-10-2010 11:10:16,-1.52,    ,,    ,,19430.0000,Good,64.6000,Good,5.4200,Good,7.2400,Good,11.5900,Good,    ,,20.6600,Good,    ,,    ,,    ,
11-10-2010 11:11:28,-1.85,    ,,    ,,20570.0000,Good,59.7000,Good,4.9600,Good,7.2200,Good,12.3300,Good,    ,,20.9800,Good,    ,,    ,,    ,
18-10-2010 10:58:44,-0.23,    ,,    ,,18800.0000,Good,83.3000,Good,6.7900,Good,7.4700,Good,11.1700,Good,    ,,22.2700,Good,    ,,    ,,    ,
18-10-2010 10:59:00,0.00,-2.2000,Good,5.0000,Good,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,315.0000,Good,1.5300,Good
18-10-2010 10:59:35,-0.51,    ,,    ,,19530.0000,Good,83.0000,Good,6.7700,Good,7.4600,Good,11.6400,Good,    ,,22.1300,Good,    ,,    ,,    ,
18-10-2010 11:00:21,-1.02,    ,,    ,,20210.0000,Good,83.0000,Good,6.7500,Good,7.4600,Good,12.0800,Good,    ,,22.1000,Good,    ,,    ,,    ,
18-10-2010 11:01:39,-1.54,    ,,    ,,23170.0000,Good,58.5000,Good,4.7000,Good,7.3100,Good,14.0300,Good,    ,,22.1000,Good,    ,,    ,,    ,
18-10-2010 11:03:06,-2.02,    ,,    ,,25810.0000,Good,29.9000,Good,2.3800,Good,7.1200,Good,15.7800,Good,    ,,22.0700,Good,    ,,    ,,    ,
27-10-2010 11:09:09,-0.20,    ,,    ,,21630.0000,Good,78.2000,Good,6.1600,Good,7.4200,Good,13.0000,Good,    ,,23.5700,Good,    ,,    ,,    ,
27-10-2010 11:10:00,0.00,-1.8000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,225.0000,Good,1.0200,Good
27-10-2010 11:10:04,-0.51,    ,,    ,,21630.0000,Good,77.8000,Good,6.1300,Good,7.4200,Good,13.0000,Good,    ,,23.5800,Good,    ,,    ,,    ,
27-10-2010 11:10:39,-1.07,    ,,    ,,21750.0000,Good,77.5000,Good,6.0900,Good,7.4200,Good,13.0700,Good,    ,,23.6500,Good,    ,,    ,,    ,
27-10-2010 11:11:41,-1.55,    ,,    ,,22170.0000,Good,70.3000,Good,5.5300,Good,7.3300,Good,13.3500,Good,    ,,23.5400,Good,    ,,    ,,    ,
01-11-2010 11:07:54,-0.23,    ,,    ,,20370.0000,Good,81.7000,Good,6.5900,Good,7.4900,Good,12.1800,Good,    ,,22.5400,Good,    ,,    ,,    ,
01-11-2010 11:08:00,0.00,-2.1000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,45.0000,Good,2.5500,Good
01-11-2010 11:08:40,-0.51,    ,,    ,,20300.0000,Good,81.8000,Good,6.6000,Good,7.4900,Good,12.1400,Good,    ,,22.5500,Good,    ,,    ,,    ,
01-11-2010 11:09:21,-1.01,    ,,    ,,20550.0000,Good,81.0000,Good,6.5400,Good,7.4800,Good,12.3100,Good,    ,,22.4400,Good,    ,,    ,,    ,
01-11-2010 11:10:36,-1.51,    ,,    ,,20580.0000,Good,79.5000,Good,6.4100,Good,7.4700,Good,12.3200,Good,    ,,22.4700,Good,    ,,    ,,    ,
01-11-2010 11:11:43,-1.99,    ,,    ,,25050.0000,Good,55.4000,Good,4.3800,Good,7.2600,Good,15.2700,Good,    ,,22.7100,Good,    ,,    ,,    ,
08-11-2010 11:13:49,-0.22,    ,,    ,,24700.0000,Good,72.7000,Good,5.6000,Good,7.3500,Good,15.0100,Good,    ,,24.1500,Good,    ,,    ,,    ,
08-11-2010 11:14:00,0.00,-2.0000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,0.0000,Good
08-11-2010 11:14:31,-0.51,    ,,    ,,24770.0000,Good,71.4000,Good,5.5200,Good,7.3400,Good,15.0700,Good,    ,,23.9500,Good,    ,,    ,,    ,
08-11-2010 11:15:16,-1.01,    ,,    ,,24890.0000,Good,70.7000,Good,5.4800,Good,7.3300,Good,15.1500,Good,    ,,23.7600,Good,    ,,    ,,    ,
08-11-2010 11:16:18,-1.51,    ,,    ,,25230.0000,Good,67.6000,Good,5.2700,Good,7.3100,Good,15.3800,Good,    ,,23.3800,Good,    ,,    ,,    ,
08-11-2010 11:18:01,-1.75,    ,,    ,,25340.0000,Good,73.6000,Good,5.7400,Good,7.3400,Good,15.4500,Good,    ,,23.3400,Good,    ,,    ,,    ,
15-11-2010 11:37:46,-0.23,    ,,    ,,24430.0000,Good,82.4000,Good,6.5000,Good,7.3900,Good,14.8600,Good,    ,,22.9300,Good,    ,,    ,,    ,
15-11-2010 11:38:00,0.00,-2.0000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,1.5000,Good,    ,,    ,,135.0000,Good,0.5100,Good
15-11-2010 11:38:26,-0.58,    ,,    ,,24460.0000,Good,82.5000,Good,6.5100,Good,7.4000,Good,14.8700,Good,    ,,22.8300,Good,    ,,    ,,    ,
15-11-2010 11:39:09,-1.00,    ,,    ,,24520.0000,Good,82.4000,Good,6.5500,Good,7.4100,Good,14.9100,Good,    ,,22.5300,Good,    ,,    ,,    ,
15-11-2010 11:40:00,-1.51,    ,,    ,,26760.0000,Good,78.3000,Good,6.1100,Good,7.3000,Good,16.4100,Good,    ,,22.9500,Good,    ,,    ,,    ,
22-11-2010 11:53:07,-0.23,    ,,    ,,28220.0000,Good,84.6000,Good,6.2100,Good,7.3400,Good,17.3500,Good,    ,,26.1600,Good,    ,,    ,,    ,
22-11-2010 11:54:00,0.00,-2.2000,Good,50.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,0.0000,Good
22-11-2010 11:54:32,-0.52,    ,,    ,,28320.0000,Good,78.8000,Good,5.8100,Good,7.3100,Good,17.4200,Good,    ,,25.8600,Good,    ,,    ,,    ,
22-11-2010 11:55:28,-1.01,    ,,    ,,28330.0000,Good,79.5000,Good,5.8800,Good,7.3100,Good,17.4300,Good,    ,,25.6500,Good,    ,,    ,,    ,
22-11-2010 11:56:32,-1.51,    ,,    ,,28390.0000,Good,74.7000,Good,5.5500,Good,7.2900,Good,17.4700,Good,    ,,25.4100,Good,    ,,    ,,    ,
22-11-2010 11:57:35,-2.10,    ,,    ,,29670.0000,Good,61.9000,Good,4.6000,Good,7.1600,Good,18.3500,Good,    ,,25.0300,Good,    ,,    ,,    ,
29-11-2010 11:01:00,0.00,-2.1000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,45.0000,Good,2.5500,Good
29-11-2010 11:02:11,-0.22,    ,,    ,,26730.0000,Good,85.0000,Good,6.2500,Good,7.4100,Good,16.3400,Good,    ,,26.4100,Good,    ,,    ,,    ,
29-11-2010 11:03:13,-0.53,    ,,    ,,26800.0000,Good,84.4000,Good,6.2100,Good,7.3900,Good,16.3900,Good,    ,,26.3000,Good,    ,,    ,,    ,
29-11-2010 11:03:44,-1.09,    ,,    ,,26990.0000,Good,83.5000,Good,6.1600,Good,7.3800,Good,16.5200,Good,    ,,26.1200,Good,    ,,    ,,    ,
29-11-2010 11:04:31,-1.48,    ,,    ,,27430.0000,Good,77.4000,Good,5.7400,Good,7.3300,Good,16.8200,Good,    ,,25.7200,Good,    ,,    ,,    ,
29-11-2010 11:05:03,-2.05,    ,,    ,,27780.0000,Good,78.4000,Good,5.8200,Good,7.3000,Good,17.0600,Good,    ,,25.6000,Good,    ,,    ,,    ,
29-11-2010 11:05:31,-2.11,    ,,    ,,28390.0000,Good,80.2000,Good,5.9400,Good,7.2800,Good,17.4700,Good,    ,,25.6000,Good,    ,,    ,,    ,
06-12-2010 11:11:50,-0.21,    ,,    ,,29780.0000,Good,61.3000,Good,4.6000,Good,7.2500,Good,18.4300,Good,    ,,24.5000,Good,    ,,    ,,    ,
06-12-2010 11:12:00,0.00,-2.0000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,0.0000,Good
06-12-2010 11:12:36,-0.51,    ,,    ,,29760.0000,Good,61.1000,Good,4.5900,Good,7.2400,Good,18.4200,Good,    ,,24.5300,Good,    ,,    ,,    ,
06-12-2010 11:13:30,-0.99,    ,,    ,,29890.0000,Good,55.0000,Good,4.1300,Good,7.2100,Good,18.5100,Good,    ,,24.4100,Good,    ,,    ,,    ,
06-12-2010 11:14:11,-1.50,    ,,    ,,30310.0000,Good,46.6000,Good,3.5000,Good,7.1700,Good,18.7900,Good,    ,,24.4200,Good,    ,,    ,,    ,
13-12-2010 11:04:00,0.00,-2.0000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,225.0000,Good,2.0400,Good
13-12-2010 11:04:08,-0.21,    ,,    ,,30360.0000,Good,92.7000,Good,6.6400,Good,7.4800,Good,18.7800,Good,    ,,27.0400,Good,    ,,    ,,    ,
13-12-2010 11:04:57,-0.51,    ,,    ,,30380.0000,Good,92.3000,Good,6.6300,Good,7.4800,Good,18.7900,Good,    ,,26.9000,Good,    ,,    ,,    ,
13-12-2010 11:05:42,-1.00,    ,,    ,,30510.0000,Good,89.0000,Good,6.4500,Good,7.4600,Good,18.9000,Good,    ,,26.3100,Good,    ,,    ,,    ,
13-12-2010 11:06:40,-1.51,    ,,    ,,32430.0000,Good,65.2000,Good,4.7000,Good,7.2600,Good,20.2100,Good,    ,,26.2600,Good,    ,,    ,,    ,
13-12-2010 11:08:17,-1.81,    ,,    ,,33390.0000,Good,58.1000,Good,4.1700,Good,7.1600,Good,20.8800,Good,    ,,26.2300,Good,    ,,    ,,    ,
20-12-2010 10:44:24,-0.21,    ,,    ,,30620.0000,Good,50.1000,Good,3.8200,Good,7.2900,Good,19.0200,Good,    ,,23.3600,Good,    ,,    ,,    ,
20-12-2010 10:45:00,0.00,-1.8000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,45.0000,Good,1.5300,Good
20-12-2010 10:45:13,-0.49,    ,,    ,,30750.0000,Good,48.7000,Good,3.7100,Good,7.2800,Good,19.1100,Good,    ,,23.3900,Good,    ,,    ,,    ,
20-12-2010 10:45:55,-1.01,    ,,    ,,30780.0000,Good,47.9000,Good,3.6500,Good,7.2800,Good,19.1300,Good,    ,,23.4000,Good,    ,,    ,,    ,
20-12-2010 10:46:32,-1.31,    ,,    ,,31070.0000,Good,46.2000,Good,3.5100,Good,7.2700,Good,19.3300,Good,    ,,23.4400,Good,    ,,    ,,    ,
29-12-2010 11:03:33,-0.21,    ,,    ,,34300.0000,Good,66.3000,Good,4.5900,Good,7.3200,Good,21.4600,Good,    ,,28.1900,Good,    ,,    ,,    ,
29-12-2010 11:04:00,0.00,-2.2000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,90.0000,Good,1.0200,Good
29-12-2010 11:04:28,-0.51,    ,,    ,,34360.0000,Good,61.7000,Good,4.2800,Good,7.3100,Good,21.5100,Good,    ,,28.0100,Good,    ,,    ,,    ,
29-12-2010 11:05:13,-1.01,    ,,    ,,34540.0000,Good,51.5000,Good,3.6100,Good,7.2600,Good,21.6500,Good,    ,,27.4100,Good,    ,,    ,,    ,
29-12-2010 11:05:55,-1.50,    ,,    ,,34630.0000,Good,46.2000,Good,3.2400,Good,7.2500,Good,21.7100,Good,    ,,27.3000,Good,    ,,    ,,    ,
29-12-2010 11:06:49,-2.06,    ,,    ,,34650.0000,Good,45.0000,Good,3.1600,Good,7.2500,Good,21.7300,Good,    ,,27.2900,Good,    ,,    ,,    ,
04-01-2011 11:24:21,-0.20,    ,,    ,,34590.0000,Good,85.1000,Good,5.7100,Good,7.3700,Good,21.6200,Good,    ,,30.0300,Good,    ,,    ,,    ,
04-01-2011 11:25:00,0.00,-2.1000,Good,1.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,45.0000,Good,0.5100,Good
04-01-2011 11:25:14,-0.52,    ,,    ,,34710.0000,Good,78.7000,Good,5.3100,Good,7.3500,Good,21.7100,Good,    ,,29.7300,Good,    ,,    ,,    ,
04-01-2011 11:25:51,-1.01,    ,,    ,,34930.0000,Good,71.4000,Good,4.8400,Good,7.3000,Good,21.8700,Good,    ,,29.3000,Good,    ,,    ,,    ,
04-01-2011 11:26:38,-1.50,    ,,    ,,36260.0000,Good,44.3000,Good,3.0200,Good,7.1500,Good,22.8100,Good,    ,,28.7200,Good,    ,,    ,,    ,
04-01-2011 11:27:06,-2.01,    ,,    ,,36510.0000,Good,40.9000,Good,2.7800,Good,7.1400,Good,22.9800,Good,    ,,28.7400,Good,    ,,    ,,    ,
04-01-2011 11:27:27,-2.12,    ,,    ,,36520.0000,Good,39.9000,Good,2.7200,Good,7.1400,Good,22.9900,Good,    ,,28.7400,Good,    ,,    ,,    ,
10-01-2011 12:21:20,-0.19,    ,,    ,,36500.0000,Good,94.6000,Good,6.4500,Good,7.2200,Good,22.9800,Good,    ,,28.6500,Good,    ,,    ,,    ,
10-01-2011 12:22:00,0.00,-2.1000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,0.9000,Good,    ,,    ,,45.0000,Good,0.5100,Good
10-01-2011 12:22:24,-0.51,    ,,    ,,36580.0000,Good,94.6000,Good,6.4600,Good,7.2100,Good,23.0400,Good,    ,,28.5000,Good,    ,,    ,,    ,
10-01-2011 12:23:11,-1.00,    ,,    ,,36660.0000,Good,90.4000,Good,6.1900,Good,7.1800,Good,23.0900,Good,    ,,28.3300,Good,    ,,    ,,    ,
10-01-2011 12:23:50,-1.52,    ,,    ,,36660.0000,Good,84.9000,Good,5.8200,Good,7.1500,Good,23.1000,Good,    ,,28.2600,Good,    ,,    ,,    ,
10-01-2011 12:24:12,-1.60,    ,,    ,,36680.0000,Good,84.3000,Good,5.7800,Good,7.1400,Good,23.1100,Good,    ,,28.2400,Good,    ,,    ,,    ,
17-01-2011 11:43:15,-0.21,    ,,    ,,38350.0000,Good,85.8000,Good,5.8000,Good,7.2600,Good,24.2700,Good,    ,,28.6700,Good,    ,,    ,,    ,
17-01-2011 11:44:00,0.00,-1.9000,Good,80.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,270.0000,Good,2.5500,Good
17-01-2011 11:44:11,-0.50,    ,,    ,,38330.0000,Good,78.8000,Good,5.3700,Good,7.2000,Good,24.2700,Good,    ,,28.2400,Good,    ,,    ,,    ,
17-01-2011 11:44:57,-1.01,    ,,    ,,38250.0000,Good,70.0000,Good,4.8000,Good,7.1500,Good,24.2200,Good,    ,,27.9200,Good,    ,,    ,,    ,
17-01-2011 11:45:38,-1.50,    ,,    ,,38200.0000,Good,59.2000,Good,4.0900,Good,7.0600,Good,24.2000,Good,    ,,27.4100,Good,    ,,    ,,    ,
24-01-2011 11:15:58,-0.22,    ,,    ,,38910.0000,Good,62.6000,Good,4.3500,Good,7.3400,Good,24.7100,Good,    ,,26.9200,Good,    ,,    ,,    ,
24-01-2011 11:17:00,0.00,-2.4000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,    ,,0.0000,Good
24-01-2011 11:17:03,-0.50,    ,,    ,,38900.0000,Good,62.1000,Good,4.3100,Good,7.3400,Good,24.7100,Good,    ,,26.9200,Good,    ,,    ,,    ,
24-01-2011 11:18:15,-1.00,    ,,    ,,38930.0000,Good,59.2000,Good,4.1100,Good,7.3300,Good,24.7200,Good,    ,,26.9600,Good,    ,,    ,,    ,
24-01-2011 11:20:56,-1.57,    ,,    ,,39240.0000,Good,49.1000,Good,3.4000,Good,7.2600,Good,24.9400,Good,    ,,27.1400,Good,    ,,    ,,    ,
24-01-2011 11:22:07,-2.02,    ,,    ,,39500.0000,Good,38.1000,Good,2.6200,Good,7.2100,Good,25.1200,Good,    ,,27.3000,Good,    ,,    ,,    ,
31-01-2011 12:01:17,-0.23,    ,,    ,,40510.0000,Good,68.4000,Good,4.5400,Good,7.3300,Good,25.7800,Good,    ,,29.2800,Good,    ,,    ,,    ,
31-01-2011 12:02:00,0.00,-2.5000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,0.0000,Good
31-01-2011 12:02:43,-0.50,    ,,    ,,40620.0000,Good,65.6000,Good,4.3500,Good,7.3100,Good,25.8600,Good,    ,,29.2900,Good,    ,,    ,,    ,
31-01-2011 12:04:16,-1.01,    ,,    ,,40720.0000,Good,62.6000,Good,4.1600,Good,7.2900,Good,25.9300,Good,    ,,29.2400,Good,    ,,    ,,    ,
31-01-2011 12:05:44,-1.51,    ,,    ,,40930.0000,Good,49.7000,Good,3.3000,Good,7.2300,Good,26.0800,Good,    ,,29.1800,Good,    ,,    ,,    ,
31-01-2011 12:06:48,-2.00,    ,,    ,,41790.0000,Good,35.6000,Good,2.3500,Good,7.1700,Good,26.6900,Good,    ,,29.2400,Good,    ,,    ,,    ,
31-01-2011 12:07:52,-2.37,    ,,    ,,42580.0000,Good,25.5000,Good,1.6800,Good,7.1300,Good,27.2500,Good,    ,,29.2600,Good,    ,,    ,,    ,
07-02-2011 11:56:23,-0.23,    ,,    ,,39280.0000,Good,76.6000,Good,5.4400,Good,7.4000,Good,25.0000,Good,    ,,25.5200,Good,    ,,    ,,    ,
07-02-2011 11:57:00,0.00,-2.0000,Good,15.0000,Good,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,90.0000,Good,1.0200,Good
07-02-2011 11:57:06,-0.51,    ,,    ,,39330.0000,Good,76.4000,Good,5.4300,Good,7.4100,Good,25.0400,Good,    ,,25.5000,Good,    ,,    ,,    ,
07-02-2011 11:58:01,-1.02,    ,,    ,,39390.0000,Good,76.6000,Good,5.4500,Good,7.4100,Good,25.0800,Good,    ,,25.4100,Good,    ,,    ,,    ,
07-02-2011 11:59:57,-1.51,    ,,    ,,39410.0000,Good,75.9000,Good,5.4000,Good,7.4100,Good,25.0900,Good,    ,,25.4200,Good,    ,,    ,,    ,
14-02-2011 10:45:02,-0.21,    ,,    ,,42050.0000,Good,90.7000,Good,6.3300,Good,7.5200,Good,26.9600,Good,    ,,25.8900,Good,    ,,    ,,    ,
14-02-2011 10:45:55,-0.50,    ,,    ,,42150.0000,Good,89.3000,Good,6.2400,Good,7.5100,Good,27.0300,Good,    ,,25.7500,Good,    ,,    ,,    ,
14-02-2011 10:46:49,-1.01,    ,,    ,,42390.0000,Good,81.1000,Good,5.6800,Good,7.4700,Good,27.2100,Good,    ,,25.5800,Good,    ,,    ,,    ,
14-02-2011 10:47:49,-1.51,    ,,    ,,42850.0000,Good,63.6000,Good,4.4500,Good,7.3800,Good,27.5400,Good,    ,,25.6500,Good,    ,,    ,,    ,
14-02-2011 10:48:00,0.00,-2.3000,Good,10.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,0.0000,Good
14-02-2011 10:48:37,-2.09,    ,,    ,,42950.0000,Good,60.5000,Good,4.2200,Good,7.3600,Good,27.6100,Good,    ,,25.6800,Good,    ,,    ,,    ,
21-02-2011 11:23:12,-0.23,    ,,    ,,44600.0000,Good,78.6000,Good,5.3500,Good,7.4500,Good,28.7700,Good,    ,,26.7800,Good,    ,,    ,,    ,
21-02-2011 11:24:00,0.00,-2.3000,Good,15.0000,Good,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,45.0000,Good,0.5100,Good
21-02-2011 11:24:02,-0.47,    ,,    ,,44670.0000,Good,78.5000,Good,5.3600,Good,7.4000,Good,28.8200,Good,    ,,26.6000,Good,    ,,    ,,    ,
21-02-2011 11:24:25,-0.97,    ,,    ,,44670.0000,Good,75.6000,Good,5.1700,Good,7.3600,Good,28.8300,Good,    ,,26.4600,Good,    ,,    ,,    ,
21-02-2011 11:24:50,-1.55,    ,,    ,,44690.0000,Good,71.8000,Good,4.9100,Good,7.3600,Good,28.8400,Good,    ,,26.4600,Good,    ,,    ,,    ,
21-02-2011 11:25:29,-2.05,    ,,    ,,44720.0000,Good,68.8000,Good,4.7200,Good,7.3400,Good,28.8600,Good,    ,,26.3700,Good,    ,,    ,,    ,
28-02-2011 11:42:55,-0.24,    ,,    ,,46600.0000,Good,89.2000,Good,5.6500,Good,7.4600,Good,30.1000,Good,    ,,30.7200,Good,    ,,    ,,    ,
28-02-2011 11:43:00,0.00,-2.3000,Good,30.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,0.0000,Good
28-02-2011 11:43:54,-0.52,    ,,    ,,46730.0000,Good,85.1000,Good,5.4500,Good,7.4400,Good,30.2200,Good,    ,,29.9400,Good,    ,,    ,,    ,
28-02-2011 11:44:45,-1.01,    ,,    ,,46870.0000,Good,67.4000,Good,4.3500,Good,7.3700,Good,30.3300,Good,    ,,29.4700,Good,    ,,    ,,    ,
28-02-2011 11:46:03,-1.51,    ,,    ,,47050.0000,Good,47.6000,Good,3.0800,Good,7.2500,Good,30.4700,Good,    ,,29.1600,Good,    ,,    ,,    ,
28-02-2011 11:47:09,-2.01,    ,,    ,,47090.0000,Good,43.6000,Good,2.8300,Good,7.2200,Good,30.5100,Good,    ,,29.1000,Good,    ,,    ,,    ,
08-03-2011 11:01:58,-0.21,    ,,    ,,47190.0000,Good,83.4000,Good,5.6300,Good,7.5300,Good,30.6400,Good,    ,,26.7300,Good,    ,,    ,,    ,
08-03-2011 11:03:00,0.00,-2.1000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,225.0000,Good,0.5100,Good
08-03-2011 11:03:09,-0.50,    ,,    ,,47170.0000,Good,78.6000,Good,5.3200,Good,7.5000,Good,30.6300,Good,    ,,26.4700,Good,    ,,    ,,    ,
08-03-2011 11:04:24,-1.00,    ,,    ,,47240.0000,Good,73.4000,Good,4.9900,Good,7.4800,Good,30.6900,Good,    ,,26.2600,Good,    ,,    ,,    ,
08-03-2011 11:05:45,-1.51,    ,,    ,,47280.0000,Good,69.2000,Good,4.7100,Good,7.4500,Good,30.7200,Good,    ,,26.2000,Good,    ,,    ,,    ,
08-03-2011 11:06:51,-1.90,    ,,    ,,47290.0000,Good,68.1000,Good,4.6300,Good,7.4500,Good,30.7300,Good,    ,,26.1900,Good,    ,,    ,,    ,
14-03-2011 11:25:46,-0.20,    ,,    ,,46670.0000,Good,78.5000,Good,5.4800,Good,7.4900,Good,30.3100,Good,    ,,24.8200,Good,    ,,    ,,    ,
14-03-2011 11:26:00,0.00,-2.0000,Good,5.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,45.0000,Good,0.5100,Good
