Date,Depth,Max Discharge (m/s),QC,Mean Discharge (m/s),QC,Min Discharge (m/s),QC,Discharge (ML),QC,Max Stage Height CTF (m),QC,Mean Stage Height CTF (m),QC,Min Stage Height CTF (m),QC,Max Stage Height (m),QC,Mean Stage Height (m),QC,Min Stage Height (m),QC
28-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3870,N,-0.3870,N,-0.3870,N,9.6120,N,9.6120,N,9.6120,N
29-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3870,N,-0.3870,N,-0.3870,N,9.6120,N,9.6120,N,9.6120,N
30-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3870,N,-0.3870,N,-0.3880,N,9.6120,N,9.6120,N,9.6110,N
31-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3880,N,-0.3880,N,-0.3880,N,9.6110,N,9.6110,N,9.6110,N
01-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3880,N,-0.3880,N,-0.3880,N,9.6110,N,9.6110,N,9.6110,N
02-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3880,N,-0.3880,N,-0.3880,N,9.6110,N,9.6110,N,9.6110,N
03-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3880,N,-0.3880,N,-0.3890,N,9.6110,N,9.6110,N,9.6100,N
04-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3880,N,-0.3890,N,-0.3890,N,9.6110,N,9.6100,N,9.6100,N
05-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
06-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
07-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
08-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
09-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
10-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
11-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
12-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
13-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
14-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
15-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
16-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
17-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
18-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
19-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
20-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
21-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
22-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
23-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
24-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
25-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
26-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
27-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
28-02-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
01-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
02-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
03-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
04-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
05-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
06-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
07-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
08-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
09-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
10-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
11-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
12-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
13-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
14-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
15-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
16-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
17-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
18-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
19-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
20-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
21-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
22-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
23-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
24-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3900,N,-0.3900,N,9.6100,N,9.6090,N,9.6090,N
25-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
26-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3900,N,9.6100,N,9.6100,N,9.6090,N
27-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3890,N,-0.3890,N,9.6100,N,9.6100,N,9.6100,N
28-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3900,N,-0.3900,N,9.6100,N,9.6090,N,9.6090,N
29-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3900,N,-0.3900,N,9.6100,N,9.6090,N,9.6090,N
30-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3900,N,-0.3900,N,9.6100,N,9.6090,N,9.6090,N
31-03-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3890,N,-0.3900,N,-0.3900,N,9.6100,N,9.6090,N,9.6090,N
01-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
02-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
03-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
04-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
05-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
06-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
07-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
08-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
09-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
10-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
11-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
12-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
13-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
14-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
15-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
16-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
17-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
18-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
19-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
20-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
21-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
22-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
23-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
24-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
25-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
26-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
27-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
28-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
29-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
30-04-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
01-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
02-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
03-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
04-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
05-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
06-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
07-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
08-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
09-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
10-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
11-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
12-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
13-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
14-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
15-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
16-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
17-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
18-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
19-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
20-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
21-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
22-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
23-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
24-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
25-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
26-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
27-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
28-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
29-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
30-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
31-05-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
01-06-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.3900,N,-0.3900,N,-0.3900,N,9.6090,N,9.6090,N,9.6090,N
