Date,Depth,Max Discharge (m/s),QC,Mean Discharge (m/s),QC,Min Discharge (m/s),QC,Discharge (ML),QC,Max Stage Height CTF (m),QC,Mean Stage Height CTF (m),QC,Min Stage Height CTF (m),QC,Max Stage Height (m),QC,Mean Stage Height (m),QC,Min Stage Height (m),QC
01-01-2010 00:00:00,0.00,0.0480,N,0.0360,N,0.0330,N,3.1050,N,0.1160,N,0.1010,N,0.0970,N,10.9360,N,10.9210,N,10.9170,N
02-01-2010 00:00:00,0.00,0.0700,N,0.0500,N,0.0260,N,4.3300,N,0.1440,N,0.1190,N,0.0860,N,10.9640,N,10.9390,N,10.9060,N
03-01-2010 00:00:00,0.00,0.0260,N,0.0220,N,0.0200,N,1.9150,N,0.0870,N,0.0800,N,0.0760,N,10.9070,N,10.9000,N,10.8960,N
04-01-2010 00:00:00,0.00,0.0250,N,0.0230,N,0.0210,N,2.0100,N,0.0850,N,0.0820,N,0.0780,N,10.9050,N,10.9020,N,10.8980,N
05-01-2010 00:00:00,0.00,0.0220,N,0.0200,N,0.0190,N,1.7460,N,0.0790,N,0.0760,N,0.0740,N,10.8990,N,10.8960,N,10.8940,N
06-01-2010 00:00:00,0.00,0.0220,N,0.0210,N,0.0200,N,1.7790,N,0.0790,N,0.0770,N,0.0760,N,10.8990,N,10.8970,N,10.8960,N
07-01-2010 00:00:00,0.00,0.0220,N,0.0200,N,0.0160,N,1.7710,N,0.0790,N,0.0770,N,0.0680,N,10.8990,N,10.8970,N,10.8880,N
08-01-2010 00:00:00,0.00,0.0210,N,0.0200,N,0.0190,N,1.7440,N,0.0780,N,0.0760,N,0.0750,N,10.8980,N,10.8960,N,10.8950,N
09-01-2010 00:00:00,0.00,0.0230,N,0.0200,N,0.0200,N,1.7640,N,0.0810,N,0.0770,N,0.0760,N,10.9010,N,10.8970,N,10.8960,N
10-01-2010 00:00:00,0.00,0.0310,N,0.0260,N,0.0230,N,2.2860,N,0.0940,N,0.0870,N,0.0810,N,10.9140,N,10.9070,N,10.9010,N
11-01-2010 00:00:00,0.00,0.0230,N,0.0200,N,0.0180,N,1.7430,N,0.0810,N,0.0760,N,0.0730,N,10.9010,N,10.8960,N,10.8930,N
12-01-2010 00:00:00,0.00,0.0200,N,0.0190,N,0.0180,N,1.6720,N,0.0760,N,0.0750,N,0.0730,N,10.8960,N,10.8950,N,10.8930,N
13-01-2010 00:00:00,0.00,0.0200,N,0.0190,N,0.0170,N,1.6430,N,0.0760,N,0.0740,N,0.0710,N,10.8960,N,10.8940,N,10.8910,N
14-01-2010 00:00:00,0.00,0.0200,N,0.0190,N,0.0170,N,1.6530,N,0.0760,N,0.0740,N,0.0710,N,10.8960,N,10.8940,N,10.8910,N
15-01-2010 00:00:00,0.00,0.0190,N,0.0180,N,0.0160,N,1.5320,N,0.0750,N,0.0720,N,0.0680,N,10.8950,N,10.8920,N,10.8880,N
16-01-2010 00:00:00,0.00,0.0160,N,0.0140,N,0.0120,N,1.2240,N,0.0690,N,0.0640,N,0.0600,N,10.8890,N,10.8840,N,10.8800,N
17-01-2010 00:00:00,0.00,0.0130,N,0.0110,N,0.0100,N,0.9620,N,0.0610,N,0.0570,N,0.0530,N,10.8810,N,10.8770,N,10.8730,N
