Date,Depth,Bottom Depth (m),QC,Cloud Cover (%),QC,Conductivity (\muS/cm),QC,O2 Saturation (%),QC,Oxygen (mg/L),QC,pH (),QC,Salinity (psu),QC,Secchi depth (m),QC,Temperature (^{\circ}C),QC,Turbidity (NTU),QC,Wind Direction ((ø)),QC,Wind Speed (m/s),QC
04-07-2011 10:02:21,-0.22,    ,,    ,,11660.0000,Good,84.0000,Good,8.5900,Good,7.5300,Good,6.6800,Good,    ,,12.4900,Good,    ,,    ,,    ,
04-07-2011 10:03:00,0.00,-3.2000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,    ,,0.0000,Good
04-07-2011 10:03:11,-0.52,    ,,    ,,11670.0000,Good,84.0000,Good,8.6100,Good,7.5300,Good,6.6800,Good,    ,,12.3800,Good,    ,,    ,,    ,
04-07-2011 10:04:08,-1.01,    ,,    ,,11680.0000,Good,83.0000,Good,8.5100,Good,7.5200,Good,6.6900,Good,    ,,12.3400,Good,    ,,    ,,    ,
04-07-2011 10:05:12,-1.53,    ,,    ,,11680.0000,Good,82.6000,Good,8.4700,Good,7.5200,Good,6.6900,Good,    ,,12.3400,Good,    ,,    ,,    ,
04-07-2011 10:05:51,-2.02,    ,,    ,,11700.0000,Good,82.5000,Good,8.4600,Good,7.5100,Good,6.7000,Good,    ,,12.3200,Good,    ,,    ,,    ,
04-07-2011 10:06:45,-2.53,    ,,    ,,11700.0000,Good,81.9000,Good,8.4000,Good,7.5100,Good,6.7000,Good,    ,,12.3200,Good,    ,,    ,,    ,
04-07-2011 10:07:33,-3.02,    ,,    ,,11720.0000,Good,81.7000,Good,8.3700,Good,7.5100,Good,6.7100,Good,    ,,12.3300,Good,    ,,    ,,    ,
11-07-2011 09:48:21,-0.23,    ,,    ,,16290.0000,Good,107.6000,Good,11.1500,Good,8.3000,Good,9.5700,Good,    ,,11.0800,Good,    ,,    ,,    ,
11-07-2011 09:49:00,0.00,-3.0000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,0.6000,Good,    ,,    ,,90.0000,Good,0.5100,Good
11-07-2011 09:49:14,-0.50,    ,,    ,,16300.0000,Good,109.0000,Good,11.3000,Good,8.2900,Good,9.5700,Good,    ,,11.0800,Good,    ,,    ,,    ,
11-07-2011 09:50:23,-1.01,    ,,    ,,16330.0000,Good,108.4000,Good,11.2200,Good,8.2800,Good,9.5900,Good,    ,,11.1000,Good,    ,,    ,,    ,
11-07-2011 09:51:16,-1.52,    ,,    ,,16400.0000,Good,107.0000,Good,11.0600,Good,8.2600,Good,9.6300,Good,    ,,11.1600,Good,    ,,    ,,    ,
11-07-2011 09:53:21,-2.70,    ,,    ,,16500.0000,Good,104.4000,Good,10.7800,Good,8.2400,Good,9.7000,Good,    ,,11.1900,Good,    ,,    ,,    ,
18-07-2011 09:38:33,-0.21,    ,,    ,,12520.0000,Good,87.6000,Good,8.9100,Good,7.8400,Good,7.2100,Good,    ,,12.5300,Good,    ,,    ,,    ,
18-07-2011 09:39:00,0.00,-2.7000,Good,1.0000,Good,    ,,    ,,    ,,    ,,    ,,0.9000,Good,    ,,    ,,90.0000,Good,1.5300,Good
18-07-2011 09:39:10,-0.50,    ,,    ,,12520.0000,Good,87.3000,Good,8.8700,Good,7.8500,Good,7.2100,Good,    ,,12.6000,Good,    ,,    ,,    ,
18-07-2011 09:39:45,-1.05,    ,,    ,,12520.0000,Good,87.4000,Good,8.8800,Good,7.8600,Good,7.2100,Good,    ,,12.6100,Good,    ,,    ,,    ,
18-07-2011 09:40:18,-1.52,    ,,    ,,12540.0000,Good,87.0000,Good,8.8400,Good,7.8500,Good,7.2200,Good,    ,,12.5600,Good,    ,,    ,,    ,
18-07-2011 09:40:47,-2.09,    ,,    ,,12550.0000,Good,86.5000,Good,8.8000,Good,7.8500,Good,7.2300,Good,    ,,12.5600,Good,    ,,    ,,    ,
18-07-2011 09:41:15,-2.51,    ,,    ,,12550.0000,Good,86.2000,Good,8.7700,Good,7.8400,Good,7.2300,Good,    ,,12.5400,Good,    ,,    ,,    ,
25-07-2011 09:44:48,-0.21,    ,,    ,,14070.0000,Good,83.2000,Good,8.0700,Good,7.7100,Good,8.1800,Good,    ,,14.4500,Good,    ,,    ,,    ,
25-07-2011 09:45:00,0.00,-2.4500,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,0.0000,Good
25-07-2011 09:45:44,-0.51,    ,,    ,,14100.0000,Good,82.3000,Good,7.9800,Good,7.7300,Good,8.2000,Good,    ,,14.4500,Good,    ,,    ,,    ,
25-07-2011 09:46:28,-1.00,    ,,    ,,14150.0000,Good,81.7000,Good,7.9300,Good,7.7300,Good,8.2300,Good,    ,,14.4400,Good,    ,,    ,,    ,
25-07-2011 09:47:11,-1.50,    ,,    ,,14140.0000,Good,81.5000,Good,7.9100,Good,7.7300,Good,8.2300,Good,    ,,14.4400,Good,    ,,    ,,    ,
25-07-2011 09:47:50,-2.01,    ,,    ,,14150.0000,Good,81.4000,Good,7.9000,Good,7.7300,Good,8.2300,Good,    ,,14.4400,Good,    ,,    ,,    ,
25-07-2011 09:49:04,-2.25,    ,,    ,,14160.0000,Good,81.3000,Good,7.8900,Good,7.7300,Good,8.2400,Good,    ,,14.4400,Good,    ,,    ,,    ,
01-08-2011 10:20:41,-0.23,    ,,    ,,11380.0000,Good,84.4000,Good,8.1400,Good,7.5100,Good,6.5100,Good,    ,,15.2300,Good,    ,,    ,,    ,
01-08-2011 10:21:00,0.00,-2.9000,Good,90.0000,Good,    ,,    ,,    ,,    ,,    ,,0.4000,Good,    ,,    ,,    ,,    ,
01-08-2011 10:21:49,-0.53,    ,,    ,,11380.0000,Good,84.2000,Good,8.1200,Good,7.5100,Good,6.5100,Good,    ,,15.2200,Good,    ,,    ,,    ,
01-08-2011 10:22:33,-1.01,    ,,    ,,11390.0000,Good,84.1000,Good,8.1100,Good,7.5100,Good,6.5100,Good,    ,,15.2200,Good,    ,,    ,,    ,
01-08-2011 10:23:10,-1.53,    ,,    ,,11380.0000,Good,84.0000,Good,8.1000,Good,7.5100,Good,6.5100,Good,    ,,15.2100,Good,    ,,    ,,    ,
01-08-2011 10:24:22,-2.01,    ,,    ,,11390.0000,Good,84.0000,Good,8.1000,Good,7.5100,Good,6.5100,Good,    ,,15.2200,Good,    ,,    ,,    ,
01-08-2011 10:28:08,-2.51,    ,,    ,,11400.0000,Good,84.0000,Good,8.1000,Good,7.5100,Good,6.5200,Good,    ,,15.2200,Good,    ,,    ,,    ,
01-08-2011 10:29:08,-2.76,    ,,    ,,11400.0000,Good,83.9000,Good,8.1000,Good,7.5100,Good,6.5200,Good,    ,,15.2200,Good,    ,,    ,,    ,
08-08-2011 10:00:00,0.00,-3.5000,Good,90.0000,Good,    ,,    ,,    ,,    ,,    ,,0.5000,Good,    ,,    ,,    ,,    ,
08-08-2011 10:00:24,-0.21,    ,,    ,,8851.0000,Good,94.7000,Good,9.5000,Good,7.5700,Good,4.9700,Good,    ,,13.8100,Good,    ,,    ,,    ,
08-08-2011 10:01:15,-0.50,    ,,    ,,8844.0000,Good,90.8000,Good,9.1200,Good,7.5500,Good,4.9700,Good,    ,,13.8000,Good,    ,,    ,,    ,
08-08-2011 10:02:09,-1.00,    ,,    ,,8848.0000,Good,90.1000,Good,9.0500,Good,7.5400,Good,4.9700,Good,    ,,13.7900,Good,    ,,    ,,    ,
08-08-2011 10:02:38,-1.50,    ,,    ,,8846.0000,Good,90.0000,Good,9.0400,Good,7.5400,Good,4.9700,Good,    ,,13.7900,Good,    ,,    ,,    ,
08-08-2011 10:03:29,-2.00,    ,,    ,,8846.0000,Good,90.0000,Good,9.0300,Good,7.5400,Good,4.9700,Good,    ,,13.7900,Good,    ,,    ,,    ,
08-08-2011 10:03:58,-2.51,    ,,    ,,8848.0000,Good,89.9000,Good,9.0200,Good,7.5300,Good,4.9700,Good,    ,,13.7900,Good,    ,,    ,,    ,
08-08-2011 10:04:38,-3.02,    ,,    ,,8849.0000,Good,89.8000,Good,9.0100,Good,7.5300,Good,4.9700,Good,    ,,13.7900,Good,    ,,    ,,    ,
08-08-2011 10:05:09,-3.48,    ,,    ,,8850.0000,Good,89.6000,Good,9.0000,Good,7.5300,Good,4.9700,Good,    ,,13.7900,Good,    ,,    ,,    ,
15-08-2011 10:43:00,0.00,-3.5000,Good,70.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,315.0000,Good,1.5300,Good
15-08-2011 10:43:10,-0.23,    ,,    ,,9744.0000,Good,86.6000,Good,8.4700,Good,7.7800,Good,5.5100,Good,    ,,14.8600,Good,    ,,    ,,    ,
15-08-2011 10:43:55,-0.51,    ,,    ,,9737.0000,Good,86.2000,Good,8.4300,Good,7.7700,Good,5.5100,Good,    ,,14.8400,Good,    ,,    ,,    ,
15-08-2011 10:45:00,-1.00,    ,,    ,,9739.0000,Good,85.7000,Good,8.3900,Good,7.7600,Good,5.5100,Good,    ,,14.8300,Good,    ,,    ,,    ,
15-08-2011 10:45:51,-1.50,    ,,    ,,9741.0000,Good,85.7000,Good,8.3800,Good,7.7600,Good,5.5100,Good,    ,,14.8400,Good,    ,,    ,,    ,
15-08-2011 10:46:42,-2.02,    ,,    ,,9740.0000,Good,85.9000,Good,8.4000,Good,7.7600,Good,5.5100,Good,    ,,14.8700,Good,    ,,    ,,    ,
15-08-2011 10:47:17,-2.50,    ,,    ,,9742.0000,Good,85.7000,Good,8.3800,Good,7.7600,Good,5.5100,Good,    ,,14.8500,Good,    ,,    ,,    ,
15-08-2011 10:48:06,-3.01,    ,,    ,,9741.0000,Good,85.9000,Good,8.3900,Good,7.7600,Good,5.5100,Good,    ,,14.8800,Good,    ,,    ,,    ,
22-08-2011 09:40:08,-0.21,    ,,    ,,10880.0000,Good,86.8000,Good,8.2200,Good,7.7900,Good,6.2000,Good,    ,,16.2200,Good,    ,,    ,,    ,
22-08-2011 09:41:00,0.00,-3.0000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,    ,,0.0000,Good
22-08-2011 09:41:24,-0.54,    ,,    ,,10870.0000,Good,85.7000,Good,8.1100,Good,7.7900,Good,6.2000,Good,    ,,16.2200,Good,    ,,    ,,    ,
22-08-2011 09:43:01,-1.01,    ,,    ,,10870.0000,Good,84.5000,Good,7.9900,Good,7.7900,Good,6.2000,Good,    ,,16.2200,Good,    ,,    ,,    ,
22-08-2011 09:43:47,-1.54,    ,,    ,,10880.0000,Good,85.2000,Good,8.0600,Good,7.7900,Good,6.2100,Good,    ,,16.2200,Good,    ,,    ,,    ,
22-08-2011 09:44:30,-2.05,    ,,    ,,10880.0000,Good,84.5000,Good,8.0000,Good,7.7900,Good,6.2000,Good,    ,,16.2200,Good,    ,,    ,,    ,
22-08-2011 09:45:08,-2.53,    ,,    ,,10880.0000,Good,84.6000,Good,8.0100,Good,7.7900,Good,6.2000,Good,    ,,16.2200,Good,    ,,    ,,    ,
22-08-2011 09:45:42,-2.73,    ,,    ,,10880.0000,Good,83.7000,Good,7.9200,Good,7.7900,Good,6.2000,Good,    ,,16.2200,Good,    ,,    ,,    ,
29-08-2011 09:57:49,-0.20,    ,,    ,,8658.0000,Good,85.4000,Good,8.4500,Good,7.6000,Good,4.8500,Good,    ,,14.5000,Good,    ,,    ,,    ,
29-08-2011 09:58:00,0.00,-2.6000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,45.0000,Good,0.5100,Good
29-08-2011 09:58:31,-0.51,    ,,    ,,8635.0000,Good,84.8000,Good,8.4300,Good,7.5900,Good,4.8400,Good,    ,,14.3100,Good,    ,,    ,,    ,
29-08-2011 09:59:20,-1.00,    ,,    ,,8638.0000,Good,84.8000,Good,8.4300,Good,7.5900,Good,4.8400,Good,    ,,14.3100,Good,    ,,    ,,    ,
29-08-2011 10:00:10,-1.50,    ,,    ,,8637.0000,Good,84.4000,Good,8.4000,Good,7.5900,Good,4.8400,Good,    ,,14.2300,Good,    ,,    ,,    ,
29-08-2011 10:00:57,-2.00,    ,,    ,,8637.0000,Good,84.3000,Good,8.3900,Good,7.5800,Good,4.8400,Good,    ,,14.2500,Good,    ,,    ,,    ,
29-08-2011 10:01:42,-2.51,    ,,    ,,8638.0000,Good,84.3000,Good,8.3900,Good,7.5800,Good,4.8400,Good,    ,,14.2300,Good,    ,,    ,,    ,
05-09-2011 09:46:00,0.00,-3.0000,Good,30.0000,Good,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,    ,,0.0000,Good
05-09-2011 09:46:36,-0.23,    ,,    ,,5476.0000,Good,84.1000,Good,8.3700,Good,7.4800,Good,2.9800,Good,    ,,14.7300,Good,    ,,    ,,    ,
05-09-2011 09:47:16,-0.53,    ,,    ,,5477.0000,Good,82.7000,Good,8.2300,Good,7.4300,Good,2.9800,Good,    ,,14.7400,Good,    ,,    ,,    ,
05-09-2011 09:47:49,-1.02,    ,,    ,,5477.0000,Good,82.3000,Good,8.2000,Good,7.4200,Good,2.9800,Good,    ,,14.7300,Good,    ,,    ,,    ,
05-09-2011 09:48:25,-1.51,    ,,    ,,5478.0000,Good,82.2000,Good,8.1900,Good,7.4100,Good,2.9800,Good,    ,,14.7100,Good,    ,,    ,,    ,
05-09-2011 09:48:53,-2.03,    ,,    ,,5478.0000,Good,82.1000,Good,8.1900,Good,7.4100,Good,2.9800,Good,    ,,14.7100,Good,    ,,    ,,    ,
05-09-2011 09:49:18,-2.53,    ,,    ,,5478.0000,Good,82.1000,Good,8.1800,Good,7.4100,Good,2.9800,Good,    ,,14.7100,Good,    ,,    ,,    ,
05-09-2011 09:49:49,-3.01,    ,,    ,,5479.0000,Good,82.0000,Good,8.1700,Good,7.4100,Good,2.9800,Good,    ,,14.7000,Good,    ,,    ,,    ,
12-09-2011 09:39:48,-0.21,    ,,    ,,9154.0000,Good,92.0000,Good,8.6800,Good,7.7100,Good,5.1500,Good,    ,,16.6200,Good,    ,,    ,,    ,
12-09-2011 09:40:00,0.00,-2.6000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,0.0000,Good,0.5100,Good
12-09-2011 09:40:15,-0.53,    ,,    ,,9155.0000,Good,91.9000,Good,8.7100,Good,7.7000,Good,5.1500,Good,    ,,16.4300,Good,    ,,    ,,    ,
12-09-2011 09:40:54,-1.10,    ,,    ,,9160.0000,Good,90.9000,Good,8.6800,Good,7.6800,Good,5.1600,Good,    ,,16.0700,Good,    ,,    ,,    ,
12-09-2011 09:41:30,-1.56,    ,,    ,,9160.0000,Good,88.3000,Good,8.4600,Good,7.6500,Good,5.1600,Good,    ,,15.9400,Good,    ,,    ,,    ,
12-09-2011 09:42:20,-2.01,    ,,    ,,9165.0000,Good,86.6000,Good,8.2900,Good,7.6200,Good,5.1600,Good,    ,,15.9300,Good,    ,,    ,,    ,
12-09-2011 09:43:16,-2.32,    ,,    ,,9174.0000,Good,85.8000,Good,8.2200,Good,7.6100,Good,5.1600,Good,    ,,15.9200,Good,    ,,    ,,    ,
19-09-2011 09:28:00,0.00,-3.1000,Good,90.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,315.0000,Good,1.5300,Good
19-09-2011 09:28:14,-0.21,    ,,    ,,6666.0000,Good,82.7000,Good,8.0100,Good,7.4900,Good,3.6700,Good,    ,,15.8500,Good,    ,,    ,,    ,
19-09-2011 09:28:45,-0.51,    ,,    ,,6667.0000,Good,82.2000,Good,7.9600,Good,7.4800,Good,3.6700,Good,    ,,15.8400,Good,    ,,    ,,    ,
19-09-2011 09:29:37,-1.02,    ,,    ,,6667.0000,Good,81.7000,Good,7.9100,Good,7.4600,Good,3.6700,Good,    ,,15.8100,Good,    ,,    ,,    ,
19-09-2011 09:30:15,-1.52,    ,,    ,,6667.0000,Good,81.6000,Good,7.9000,Good,7.4500,Good,3.6700,Good,    ,,15.8200,Good,    ,,    ,,    ,
19-09-2011 09:30:44,-2.05,    ,,    ,,6668.0000,Good,81.4000,Good,7.8900,Good,7.4500,Good,3.6700,Good,    ,,15.8100,Good,    ,,    ,,    ,
19-09-2011 09:31:14,-2.54,    ,,    ,,6668.0000,Good,81.2000,Good,7.8700,Good,7.4500,Good,3.6700,Good,    ,,15.8100,Good,    ,,    ,,    ,
19-09-2011 09:32:12,-3.08,    ,,    ,,6669.0000,Good,81.1000,Good,7.8600,Good,7.4500,Good,3.6700,Good,    ,,15.8100,Good,    ,,    ,,    ,
26-09-2011 09:31:50,-0.24,    ,,    ,,9457.0000,Good,88.5000,Good,8.3900,Good,7.6200,Good,5.3400,Good,    ,,16.3900,Good,    ,,    ,,    ,
26-09-2011 09:32:00,0.00,-3.4000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,135.0000,Good,1.5300,Good
26-09-2011 09:32:17,-0.55,    ,,    ,,9463.0000,Good,88.3000,Good,8.3800,Good,7.6100,Good,5.3400,Good,    ,,16.3200,Good,    ,,    ,,    ,
26-09-2011 09:32:42,-1.04,    ,,    ,,9465.0000,Good,88.0000,Good,8.3600,Good,7.6000,Good,5.3400,Good,    ,,16.3200,Good,    ,,    ,,    ,
26-09-2011 09:33:16,-1.51,    ,,    ,,9472.0000,Good,86.5000,Good,8.2200,Good,7.5900,Good,5.3400,Good,    ,,16.2600,Good,    ,,    ,,    ,
26-09-2011 09:33:42,-2.00,    ,,    ,,9471.0000,Good,85.7000,Good,8.1500,Good,7.5800,Good,5.3400,Good,    ,,16.2600,Good,    ,,    ,,    ,
26-09-2011 09:34:06,-2.51,    ,,    ,,9472.0000,Good,85.6000,Good,8.1400,Good,7.5800,Good,5.3400,Good,    ,,16.2500,Good,    ,,    ,,    ,
26-09-2011 09:34:34,-3.04,    ,,    ,,9474.0000,Good,85.2000,Good,8.1000,Good,7.5700,Good,5.3500,Good,    ,,16.2500,Good,    ,,    ,,    ,
03-10-2011 09:41:15,-0.22,    ,,    ,,8655.0000,Good,75.6000,Good,6.9200,Good,7.4700,Good,4.8500,Good,    ,,18.2200,Good,    ,,    ,,    ,
03-10-2011 09:42:00,0.00,-2.9000,Good,80.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,270.0000,Good,0.5100,Good
03-10-2011 09:42:14,-0.51,    ,,    ,,8671.0000,Good,75.0000,Good,6.8700,Good,7.4400,Good,4.8600,Good,    ,,18.2300,Good,    ,,    ,,    ,
03-10-2011 09:43:08,-1.01,    ,,    ,,8709.0000,Good,75.3000,Good,6.9000,Good,7.4400,Good,4.8800,Good,    ,,18.2300,Good,    ,,    ,,    ,
03-10-2011 09:43:58,-1.50,    ,,    ,,8719.0000,Good,75.4000,Good,6.9100,Good,7.4400,Good,4.8900,Good,    ,,18.2300,Good,    ,,    ,,    ,
03-10-2011 09:44:46,-2.02,    ,,    ,,8720.0000,Good,75.4000,Good,6.9000,Good,7.4300,Good,4.8900,Good,    ,,18.2300,Good,    ,,    ,,    ,
03-10-2011 09:45:34,-2.52,    ,,    ,,8722.0000,Good,75.3000,Good,6.8900,Good,7.4300,Good,4.8900,Good,    ,,18.2300,Good,    ,,    ,,    ,
10-10-2011 10:22:58,-0.21,    ,,    ,,12460.0000,Good,74.8000,Good,6.6000,Good,7.5400,Good,7.1700,Good,    ,,19.3100,Good,    ,,    ,,    ,
10-10-2011 10:24:00,0.00,-3.1000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,90.0000,Good,5.6100,Good
10-10-2011 10:24:08,-0.47,    ,,    ,,12460.0000,Good,74.1000,Good,6.5500,Good,7.5300,Good,7.1700,Good,    ,,19.2900,Good,    ,,    ,,    ,
10-10-2011 10:24:50,-1.01,    ,,    ,,12460.0000,Good,74.0000,Good,6.5400,Good,7.5200,Good,7.1700,Good,    ,,19.2700,Good,    ,,    ,,    ,
10-10-2011 10:25:35,-1.52,    ,,    ,,12460.0000,Good,73.8000,Good,6.5400,Good,7.5200,Good,7.1700,Good,    ,,19.1700,Good,    ,,    ,,    ,
10-10-2011 10:26:40,-2.02,    ,,    ,,12470.0000,Good,73.5000,Good,6.5100,Good,7.5200,Good,7.1800,Good,    ,,19.1700,Good,    ,,    ,,    ,
10-10-2011 10:27:28,-2.50,    ,,    ,,12470.0000,Good,73.7000,Good,6.5200,Good,7.5200,Good,7.1800,Good,    ,,19.2000,Good,    ,,    ,,    ,
10-10-2011 10:28:07,-2.92,    ,,    ,,12470.0000,Good,72.7000,Good,6.4400,Good,7.5200,Good,7.1700,Good,    ,,19.1500,Good,    ,,    ,,    ,
17-10-2011 09:44:42,-0.21,    ,,    ,,10500.0000,Good,71.1000,Good,6.0700,Good,7.5100,Good,5.9500,Good,    ,,21.5000,Good,    ,,    ,,    ,
17-10-2011 09:45:00,0.00,-2.8000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,0.0000,Good
17-10-2011 09:45:30,-0.50,    ,,    ,,10500.0000,Good,70.0000,Good,5.9800,Good,7.4900,Good,5.9500,Good,    ,,21.4500,Good,    ,,    ,,    ,
17-10-2011 09:46:49,-1.00,    ,,    ,,10500.0000,Good,69.9000,Good,5.9600,Good,7.4900,Good,5.9500,Good,    ,,21.4700,Good,    ,,    ,,    ,
17-10-2011 09:47:39,-1.50,    ,,    ,,10500.0000,Good,69.9000,Good,5.9700,Good,7.4900,Good,5.9500,Good,    ,,21.4700,Good,    ,,    ,,    ,
17-10-2011 09:48:51,-2.01,    ,,    ,,10510.0000,Good,69.1000,Good,5.9000,Good,7.4800,Good,5.9600,Good,    ,,21.4000,Good,    ,,    ,,    ,
17-10-2011 09:50:33,-2.51,    ,,    ,,10510.0000,Good,69.0000,Good,5.8900,Good,7.4800,Good,5.9600,Good,    ,,21.4200,Good,    ,,    ,,    ,
17-10-2011 09:51:06,-2.70,    ,,    ,,10510.0000,Good,68.6000,Good,5.8600,Good,7.4800,Good,5.9600,Good,    ,,21.4200,Good,    ,,    ,,    ,
24-10-2011 09:54:09,-0.24,    ,,    ,,11050.0000,Good,62.0000,Good,5.3700,Good,7.3700,Good,6.2900,Good,    ,,20.6500,Good,    ,,    ,,    ,
24-10-2011 09:55:00,0.00,-2.6000,Good,50.0000,Good,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,135.0000,Good,1.5300,Good
24-10-2011 09:55:10,-0.50,    ,,    ,,11050.0000,Good,60.8000,Good,5.2700,Good,7.3600,Good,6.2900,Good,    ,,20.5600,Good,    ,,    ,,    ,
24-10-2011 09:55:54,-1.00,    ,,    ,,11040.0000,Good,59.9000,Good,5.2100,Good,7.3600,Good,6.2900,Good,    ,,20.3600,Good,    ,,    ,,    ,
24-10-2011 09:56:27,-1.54,    ,,    ,,11050.0000,Good,59.2000,Good,5.1600,Good,7.3500,Good,6.2900,Good,    ,,20.2700,Good,    ,,    ,,    ,
24-10-2011 09:57:08,-2.06,    ,,    ,,11050.0000,Good,58.6000,Good,5.1100,Good,7.3500,Good,6.2900,Good,    ,,20.2500,Good,    ,,    ,,    ,
24-10-2011 09:58:26,-2.39,    ,,    ,,11050.0000,Good,58.0000,Good,5.0600,Good,7.3400,Good,6.3000,Good,    ,,20.2600,Good,    ,,    ,,    ,
31-10-2011 09:51:26,-0.24,    ,,    ,,10950.0000,Good,85.7000,Good,7.3500,Good,7.6800,Good,6.2300,Good,    ,,21.0800,Good,    ,,    ,,    ,
31-10-2011 09:52:00,0.00,-2.2000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,90.0000,Good,2.5500,Good
31-10-2011 09:52:01,-0.52,    ,,    ,,10970.0000,Good,83.9000,Good,7.2200,Good,7.6500,Good,6.2400,Good,    ,,20.9800,Good,    ,,    ,,    ,
31-10-2011 09:52:30,-1.09,    ,,    ,,11000.0000,Good,83.6000,Good,7.1900,Good,7.6400,Good,6.2600,Good,    ,,20.9800,Good,    ,,    ,,    ,
31-10-2011 09:53:01,-1.56,    ,,    ,,10990.0000,Good,83.3000,Good,7.1600,Good,7.6400,Good,6.2500,Good,    ,,21.0000,Good,    ,,    ,,    ,
31-10-2011 09:53:26,-2.06,    ,,    ,,11000.0000,Good,83.1000,Good,7.1500,Good,7.6300,Good,6.2600,Good,    ,,21.0000,Good,    ,,    ,,    ,
07-11-2011 09:59:46,-0.24,    ,,    ,,13950.0000,Good,75.4000,Good,6.3800,Good,7.6000,Good,8.0900,Good,    ,,21.2300,Good,    ,,    ,,    ,
07-11-2011 10:00:00,0.00,-3.7000,Good,95.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,315.0000,Good,0.5100,Good
07-11-2011 10:00:24,-0.52,    ,,    ,,13950.0000,Good,75.0000,Good,6.3500,Good,7.5900,Good,8.0900,Good,    ,,21.1900,Good,    ,,    ,,    ,
07-11-2011 10:01:22,-1.01,    ,,    ,,13950.0000,Good,74.3000,Good,6.3000,Good,7.5800,Good,8.0900,Good,    ,,21.0900,Good,    ,,    ,,    ,
07-11-2011 10:02:23,-1.52,    ,,    ,,13950.0000,Good,73.6000,Good,6.2600,Good,7.5700,Good,8.0900,Good,    ,,20.9800,Good,    ,,    ,,    ,
07-11-2011 10:03:04,-2.02,    ,,    ,,13970.0000,Good,73.8000,Good,6.2900,Good,7.5700,Good,8.1000,Good,    ,,20.8900,Good,    ,,    ,,    ,
07-11-2011 10:03:44,-2.52,    ,,    ,,13980.0000,Good,74.1000,Good,6.3200,Good,7.5700,Good,8.1100,Good,    ,,20.8700,Good,    ,,    ,,    ,
07-11-2011 10:04:16,-3.03,    ,,    ,,13980.0000,Good,74.3000,Good,6.3300,Good,7.5700,Good,8.1100,Good,    ,,20.8900,Good,    ,,    ,,    ,
07-11-2011 10:04:59,-3.52,    ,,    ,,13970.0000,Good,73.8000,Good,6.2900,Good,7.5700,Good,8.1000,Good,    ,,20.9000,Good,    ,,    ,,    ,
14-11-2011 10:03:19,-0.22,    ,,    ,,12760.0000,Good,67.5000,Good,5.6500,Good,7.5600,Good,7.3400,Good,    ,,22.0300,Good,    ,,    ,,    ,
14-11-2011 10:03:58,-0.51,    ,,    ,,12770.0000,Good,66.5000,Good,5.5800,Good,7.5500,Good,7.3400,Good,    ,,21.9200,Good,    ,,    ,,    ,
14-11-2011 10:04:00,0.00,-2.8000,Good,90.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,225.0000,Good,1.0200,Good
14-11-2011 10:05:10,-1.02,    ,,    ,,12760.0000,Good,65.9000,Good,5.5400,Good,7.5400,Good,7.3400,Good,    ,,21.8700,Good,    ,,    ,,    ,
14-11-2011 10:06:24,-1.51,    ,,    ,,12760.0000,Good,65.4000,Good,5.5000,Good,7.5400,Good,7.3400,Good,    ,,21.8400,Good,    ,,    ,,    ,
14-11-2011 10:07:27,-2.01,    ,,    ,,12760.0000,Good,65.4000,Good,5.5000,Good,7.5400,Good,7.3400,Good,    ,,21.8600,Good,    ,,    ,,    ,
14-11-2011 10:08:43,-2.54,    ,,    ,,12760.0000,Good,65.7000,Good,5.5100,Good,7.5400,Good,7.3400,Good,    ,,21.9600,Good,    ,,    ,,    ,
14-11-2011 10:09:14,-2.67,    ,,    ,,12760.0000,Good,65.4000,Good,5.4900,Good,7.5400,Good,7.3400,Good,    ,,21.9000,Good,    ,,    ,,    ,
21-11-2011 10:09:01,-0.23,    ,,    ,,10380.0000,Good,67.5000,Good,5.5500,Good,7.4300,Good,5.8700,Good,    ,,23.5100,Good,    ,,    ,,    ,
