Date,Depth,Bottom Depth (m),QC,Cloud Cover (%),QC,Conductivity (\muS/cm),QC,Nitrate (mg/L),QC,Ammonium (mg/L),QC,O2 Saturation (%),QC,Oxygen (mg/L),QC,pH (),QC,Filterable Reactive Phosphate (mg/L),QC,Salinity (psu),QC,Secchi depth (m),QC,Temperature (^{\circ}C),QC,Turbidity (NTU),QC,Wind Direction ((ø)),QC,Wind Speed (m/s),QC
26-04-2016 10:31:40,-3.05,    ,,    ,,26169.0000,Good,    ,,    ,,35.9000,Good,2.9300,Good,7.7400,Good,    ,,16.0400,Good,    ,,20.7430,Good,10.1800,Good,    ,,    ,
02-05-2016 10:05:00,0.00,-2.8000,Good,95.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,315.0000,Good,1.0200,Good
02-05-2016 10:05:11,-0.21,    ,,    ,,28181.2000,Good,    ,,    ,,82.6000,Good,7.0700,Good,7.9000,Good,    ,,17.4100,Good,    ,,17.8080,Good,6.4200,Good,    ,,    ,
02-05-2016 10:05:28,-0.49,    ,,    ,,28203.1000,Good,    ,,    ,,80.9000,Good,6.9500,Good,7.8900,Good,    ,,17.4200,Good,    ,,17.6290,Good,6.9700,Good,    ,,    ,
02-05-2016 10:05:49,-0.99,    ,,    ,,28202.2000,Good,    ,,    ,,78.1000,Good,6.7200,Good,7.8600,Good,    ,,17.4200,Good,    ,,17.5450,Good,7.5300,Good,    ,,    ,
02-05-2016 10:06:16,-1.51,    ,,    ,,28202.1000,Good,    ,,    ,,74.4000,Good,6.4100,Good,7.8500,Good,    ,,17.4200,Good,    ,,17.4790,Good,7.4300,Good,    ,,    ,
02-05-2016 10:06:32,-2.04,    ,,    ,,28233.6000,Good,    ,,    ,,74.2000,Good,6.3900,Good,7.8500,Good,    ,,17.4400,Good,    ,,17.4940,Good,7.8800,Good,    ,,    ,
02-05-2016 10:07:00,-2.33,    ,,    ,,28275.4000,Good,    ,,    ,,73.7000,Good,6.3400,Good,7.8500,Good,    ,,17.4700,Good,    ,,17.5300,Good,8.8000,Good,    ,,    ,
02-05-2016 10:07:21,-2.62,    ,,    ,,28274.8000,Good,    ,,    ,,74.2000,Good,6.3800,Good,7.8500,Good,    ,,17.4700,Good,    ,,17.5300,Good,8.8000,Good,    ,,    ,
09-05-2016 10:22:52,-0.20,    ,,    ,,21932.4000,Good,    ,,    ,,66.1000,Good,5.9600,Good,7.6600,Good,    ,,13.2400,Good,    ,,16.4640,Good,4.7200,Good,    ,,    ,
09-05-2016 10:23:00,0.00,-2.6000,Good,5.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,225.0000,Good,1.5300,Good
09-05-2016 10:23:08,-0.54,    ,,    ,,23619.2000,Good,    ,,    ,,63.2000,Good,5.6700,Good,7.6700,Good,    ,,14.3500,Good,    ,,16.3990,Good,4.2300,Good,    ,,    ,
09-05-2016 10:23:27,-1.06,    ,,    ,,23778.4000,Good,    ,,    ,,60.7000,Good,5.4600,Good,7.6700,Good,    ,,14.4600,Good,    ,,16.1880,Good,5.9400,Good,    ,,    ,
09-05-2016 10:23:46,-1.56,    ,,    ,,23782.7000,Good,    ,,    ,,59.2000,Good,5.3400,Good,7.6600,Good,    ,,14.4600,Good,    ,,16.1100,Good,7.7200,Good,    ,,    ,
09-05-2016 10:24:04,-2.07,    ,,    ,,23779.8000,Good,    ,,    ,,58.2000,Good,5.2600,Good,7.6600,Good,    ,,14.4600,Good,    ,,16.0500,Good,7.8600,Good,    ,,    ,
09-05-2016 10:24:32,-2.17,    ,,    ,,23776.9000,Good,    ,,    ,,57.1000,Good,5.1600,Good,7.6500,Good,    ,,14.4600,Good,    ,,16.0360,Good,11.4600,Good,    ,,    ,
09-05-2016 10:24:49,-2.41,    ,,    ,,23779.3000,Good,    ,,    ,,57.5000,Good,5.1900,Good,7.6500,Good,    ,,14.4600,Good,    ,,16.0350,Good,8.6100,Good,    ,,    ,
16-05-2016 10:12:59,-0.21,    ,,    ,,25677.6000,Good,    ,,    ,,75.7000,Good,6.7500,Good,7.9500,Good,    ,,15.7200,Good,    ,,16.3060,Good,5.2400,Good,    ,,    ,
16-05-2016 10:13:00,0.00,-3.1000,Good,20.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,    ,
16-05-2016 10:13:13,-0.49,    ,,    ,,25682.6000,Good,    ,,    ,,74.5000,Good,6.6400,Good,7.9500,Good,    ,,15.7300,Good,    ,,16.2530,Good,5.5800,Good,    ,,    ,
16-05-2016 10:13:39,-1.03,    ,,    ,,25683.5000,Good,    ,,    ,,72.5000,Good,6.5000,Good,7.9500,Good,    ,,15.7300,Good,    ,,15.9860,Good,6.1800,Good,    ,,    ,
16-05-2016 10:14:01,-1.51,    ,,    ,,25687.8000,Good,    ,,    ,,71.0000,Good,6.3800,Good,7.9400,Good,    ,,15.7300,Good,    ,,15.8940,Good,6.4000,Good,    ,,    ,
16-05-2016 10:14:22,-2.03,    ,,    ,,25685.0000,Good,    ,,    ,,69.2000,Good,6.2300,Good,7.9300,Good,    ,,15.7300,Good,    ,,15.8490,Good,6.5700,Good,    ,,    ,
16-05-2016 10:14:54,-2.62,    ,,    ,,25696.1000,Good,    ,,    ,,69.3000,Good,6.2300,Good,7.9400,Good,    ,,15.7400,Good,    ,,15.8410,Good,6.6800,Good,    ,,    ,
16-05-2016 10:15:14,-2.91,    ,,    ,,25700.1000,Good,    ,,    ,,69.2000,Good,6.2300,Good,7.9300,Good,    ,,15.7400,Good,    ,,15.8330,Good,6.7700,Good,    ,,    ,
23-05-2016 10:38:00,0.00,-2.9000,Good,35.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.4000,Good,    ,,    ,,0.0000,Good,2.0400,Good
23-05-2016 10:38:06,-0.21,    ,,    ,,15245.1000,Good,    ,,    ,,83.0000,Good,7.8700,Good,7.5700,Good,    ,,8.9200,Good,    ,,15.3580,Good,14.8300,Good,    ,,    ,
23-05-2016 10:38:28,-0.52,    ,,    ,,15209.8000,Good,    ,,    ,,82.8000,Good,7.8400,Good,7.5700,Good,    ,,8.9000,Good,    ,,15.3650,Good,14.4000,Good,    ,,    ,
23-05-2016 10:39:00,-1.04,    ,,    ,,15849.3000,Good,    ,,    ,,81.2000,Good,7.7000,Good,7.5500,Good,    ,,9.3100,Good,    ,,15.2310,Good,13.1900,Good,    ,,    ,
23-05-2016 10:39:35,-1.58,    ,,    ,,18090.7000,Good,    ,,    ,,77.5000,Good,7.2600,Good,7.5600,Good,    ,,10.7400,Good,    ,,15.3310,Good,10.8400,Good,    ,,    ,
23-05-2016 10:40:05,-2.02,    ,,    ,,19060.5000,Good,    ,,    ,,75.8000,Good,7.0600,Good,7.5900,Good,    ,,11.3700,Good,    ,,15.4360,Good,9.5100,Good,    ,,    ,
23-05-2016 10:41:50,-2.41,    ,,    ,,19470.1000,Good,    ,,    ,,74.1000,Good,6.8800,Good,7.6000,Good,    ,,11.6300,Good,    ,,15.4880,Good,10.7900,Good,    ,,    ,
23-05-2016 10:42:22,-2.73,    ,,    ,,19656.9000,Good,    ,,    ,,71.9000,Good,6.6700,Good,7.5900,Good,    ,,11.7500,Good,    ,,15.5200,Good,17.0600,Good,    ,,    ,
30-05-2016 10:10:51,-0.22,    ,,    ,,17362.9000,Good,    ,,    ,,81.5000,Good,7.7600,Good,7.6900,Good,    ,,10.2700,Good,    ,,14.7240,Good,9.7000,Good,    ,,    ,
30-05-2016 10:11:00,0.00,-2.4000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,    ,,0.0000,Good
30-05-2016 10:11:09,-0.51,    ,,    ,,17373.6000,Good,    ,,    ,,81.2000,Good,7.7400,Good,7.6900,Good,    ,,10.2800,Good,    ,,14.6570,Good,10.4600,Good,    ,,    ,
30-05-2016 10:11:34,-1.01,    ,,    ,,17385.7000,Good,    ,,    ,,81.3000,Good,7.7600,Good,7.6900,Good,    ,,10.2900,Good,    ,,14.6160,Good,11.3900,Good,    ,,    ,
30-05-2016 10:11:54,-1.51,    ,,    ,,17389.7000,Good,    ,,    ,,81.4000,Good,7.7700,Good,7.6900,Good,    ,,10.2900,Good,    ,,14.5990,Good,11.7400,Good,    ,,    ,
30-05-2016 10:12:24,-1.92,    ,,    ,,17390.3000,Good,    ,,    ,,81.2000,Good,7.7500,Good,7.6900,Good,    ,,10.2900,Good,    ,,14.5990,Good,13.5000,Good,    ,,    ,
30-05-2016 10:12:51,-2.22,    ,,    ,,17389.4000,Good,    ,,    ,,81.3000,Good,7.7600,Good,7.6900,Good,    ,,10.2900,Good,    ,,14.6020,Good,11.8200,Good,    ,,    ,
07-06-2016 10:28:23,-0.21,    ,,    ,,13160.0000,Good,    ,,    ,,83.8000,Good,8.5300,Good,7.7900,Good,    ,,7.6100,Good,    ,,12.4500,Good,    ,,    ,,    ,
07-06-2016 10:29:00,0.00,-3.4000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,270.0000,Good,1.4280,Good
07-06-2016 10:29:01,-0.51,    ,,    ,,16670.0000,Good,    ,,    ,,81.6000,Good,8.2000,Good,7.7800,Good,    ,,9.8200,Good,    ,,12.4000,Good,    ,,    ,,    ,
07-06-2016 10:29:45,-1.00,    ,,    ,,17190.0000,Good,    ,,    ,,80.3000,Good,8.0400,Good,7.8000,Good,    ,,10.1500,Good,    ,,12.4000,Good,    ,,    ,,    ,
07-06-2016 10:30:17,-1.51,    ,,    ,,17440.0000,Good,    ,,    ,,79.8000,Good,7.9900,Good,7.8100,Good,    ,,10.3100,Good,    ,,12.4200,Good,    ,,    ,,    ,
07-06-2016 10:30:51,-2.02,    ,,    ,,17450.0000,Good,    ,,    ,,79.3000,Good,7.9300,Good,7.8100,Good,    ,,10.3100,Good,    ,,12.4200,Good,    ,,    ,,    ,
07-06-2016 10:31:23,-2.50,    ,,    ,,17450.0000,Good,    ,,    ,,79.0000,Good,7.9000,Good,7.8100,Good,    ,,10.3200,Good,    ,,12.4300,Good,    ,,    ,,    ,
07-06-2016 10:32:00,-2.90,    ,,    ,,17450.0000,Good,    ,,    ,,78.7000,Good,7.8800,Good,7.8100,Good,    ,,10.3200,Good,    ,,12.4300,Good,    ,,    ,,    ,
07-06-2016 10:32:25,-3.12,    ,,    ,,17450.0000,Good,    ,,    ,,78.5000,Good,7.8600,Good,7.8100,Good,    ,,10.3200,Good,    ,,12.4300,Good,    ,,    ,,    ,
13-06-2016 10:06:00,0.00,-3.1000,Good,30.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.9000,Good,    ,,    ,,    ,,    ,
13-06-2016 10:06:15,-0.22,    ,,    ,,18830.0000,Good,    ,,    ,,92.9000,Good,9.2000,Good,7.8700,Good,    ,,11.2000,Good,    ,,12.6300,Good,10.8000,Good,    ,,    ,
13-06-2016 10:06:41,-0.58,    ,,    ,,18860.0000,Good,    ,,    ,,89.6000,Good,8.8800,Good,7.8700,Good,    ,,11.2200,Good,    ,,12.5800,Good,10.5000,Good,    ,,    ,
13-06-2016 10:07:04,-1.01,    ,,    ,,18850.0000,Good,    ,,    ,,88.6000,Good,8.8000,Good,7.8700,Good,    ,,11.2200,Good,    ,,12.5300,Good,10.7000,Good,    ,,    ,
13-06-2016 10:07:29,-1.51,    ,,    ,,18860.0000,Good,    ,,    ,,88.2000,Good,8.7700,Good,7.8800,Good,    ,,11.2300,Good,    ,,12.4500,Good,11.5000,Good,    ,,    ,
13-06-2016 10:07:46,-2.01,    ,,    ,,18870.0000,Good,    ,,    ,,87.9000,Good,8.7500,Good,7.8800,Good,    ,,11.2300,Good,    ,,12.4100,Good,12.5000,Good,    ,,    ,
13-06-2016 10:08:05,-2.51,    ,,    ,,18880.0000,Good,    ,,    ,,87.7000,Good,8.7300,Good,7.8900,Good,    ,,11.2300,Good,    ,,12.3900,Good,13.4000,Good,    ,,    ,
13-06-2016 10:08:18,-2.63,    ,,    ,,18880.0000,Good,    ,,    ,,87.5000,Good,8.7200,Good,7.8900,Good,    ,,11.2300,Good,    ,,12.3800,Good,13.2000,Good,    ,,    ,
13-06-2016 10:09:58,-2.99,    ,,    ,,18870.0000,Good,    ,,    ,,87.3000,Good,8.6900,Good,7.9000,Good,    ,,11.2300,Good,    ,,12.4000,Good,19.5000,Good,    ,,    ,
20-06-2016 10:05:37,-0.25,    ,,    ,,17040.0000,Good,    ,,    ,,82.4000,Good,8.2600,Good,7.8000,Good,    ,,10.0600,Good,    ,,12.4200,Good,8.3000,Good,    ,,    ,
20-06-2016 10:06:00,0.00,    ,,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,0.0000,Good
20-06-2016 10:06:10,-0.52,    ,,    ,,17090.0000,Good,    ,,    ,,81.3000,Good,8.1500,Good,7.8000,Good,    ,,10.0900,Good,    ,,12.4000,Good,8.3000,Good,    ,,    ,
20-06-2016 10:06:50,-1.01,    ,,    ,,17150.0000,Good,    ,,    ,,81.5000,Good,8.1700,Good,7.8100,Good,    ,,10.1300,Good,    ,,12.4000,Good,8.0000,Good,    ,,    ,
20-06-2016 10:07:34,-1.51,    ,,    ,,17210.0000,Good,    ,,    ,,82.0000,Good,8.2200,Good,7.8200,Good,    ,,10.1600,Good,    ,,12.3700,Good,8.0000,Good,    ,,    ,
20-06-2016 10:07:47,-2.05,    ,,    ,,17210.0000,Good,    ,,    ,,81.7000,Good,8.2000,Good,7.8200,Good,    ,,10.1600,Good,    ,,12.3500,Good,8.6000,Good,    ,,    ,
20-06-2016 10:08:05,-2.51,    ,,    ,,17210.0000,Good,    ,,    ,,81.6000,Good,8.1800,Good,7.8200,Good,    ,,10.1600,Good,    ,,12.3400,Good,9.1000,Good,    ,,    ,
20-06-2016 10:08:33,-3.00,    ,,    ,,17210.0000,Good,    ,,    ,,81.3000,Good,8.1600,Good,7.8200,Good,    ,,10.1600,Good,    ,,12.3400,Good,10.8000,Good,    ,,    ,
20-06-2016 10:09:06,-3.20,    ,,    ,,17210.0000,Good,    ,,    ,,81.4000,Good,8.1700,Good,7.8200,Good,    ,,10.1600,Good,    ,,12.3400,Good,32.6000,Good,    ,,    ,
27-06-2016 10:29:55,-0.21,    ,,    ,,16160.0000,Good,    ,,    ,,84.9000,Good,8.7200,Good,7.6800,Good,    ,,9.4900,Good,    ,,11.5000,Good,5.9000,Good,    ,,    ,
27-06-2016 10:30:00,0.00,-2.8000,Good,10.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.6000,Good,    ,,    ,,45.0000,Good,3.0600,Good
27-06-2016 10:30:34,-0.51,    ,,    ,,16160.0000,Good,    ,,    ,,83.3000,Good,8.5600,Good,7.6700,Good,    ,,9.4900,Good,    ,,11.4800,Good,6.0000,Good,    ,,    ,
27-06-2016 10:31:08,-1.01,    ,,    ,,16160.0000,Good,    ,,    ,,82.9000,Good,8.5200,Good,7.6700,Good,    ,,9.4900,Good,    ,,11.4500,Good,5.9000,Good,    ,,    ,
27-06-2016 10:31:39,-1.51,    ,,    ,,16160.0000,Good,    ,,    ,,82.9000,Good,8.5200,Good,7.6700,Good,    ,,9.4800,Good,    ,,11.4700,Good,6.0000,Good,    ,,    ,
27-06-2016 10:32:07,-2.02,    ,,    ,,16160.0000,Good,    ,,    ,,82.9000,Good,8.5200,Good,7.6700,Good,    ,,9.4900,Good,    ,,11.4700,Good,6.0000,Good,    ,,    ,
27-06-2016 10:32:49,-2.33,    ,,    ,,16160.0000,Good,    ,,    ,,82.7000,Good,8.5000,Good,7.6700,Good,    ,,9.4900,Good,    ,,11.4700,Good,7.9000,Good,    ,,    ,
27-06-2016 10:33:05,-2.61,    ,,    ,,16160.0000,Good,    ,,    ,,82.7000,Good,8.5000,Good,7.6700,Good,    ,,9.4900,Good,    ,,11.4500,Good,6.5000,Good,    ,,    ,
04-07-2016 10:03:00,0.00,-2.1000,Good,50.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.7000,Good,    ,,    ,,    ,,0.0000,Good
04-07-2016 10:03:23,-0.25,    ,,    ,,15300.0000,Good,    ,,    ,,90.3000,Good,9.6800,Good,7.9000,Good,    ,,8.9300,Good,    ,,9.8000,Good,6.3000,Good,    ,,    ,
04-07-2016 10:03:44,-0.57,    ,,    ,,16230.0000,Good,    ,,    ,,87.9000,Good,9.2800,Good,7.9100,Good,    ,,9.5200,Good,    ,,10.3000,Good,5.7000,Good,    ,,    ,
04-07-2016 10:04:03,-1.01,    ,,    ,,16160.0000,Good,    ,,    ,,87.2000,Good,9.1900,Good,7.9400,Good,    ,,9.4700,Good,    ,,10.3200,Good,5.7000,Good,    ,,    ,
04-07-2016 10:04:22,-1.51,    ,,    ,,16410.0000,Good,    ,,    ,,86.5000,Good,9.1000,Good,7.9400,Good,    ,,9.6400,Good,    ,,10.3800,Good,5.7000,Good,    ,,    ,
04-07-2016 10:05:36,-1.66,    ,,    ,,16420.0000,Good,    ,,    ,,85.6000,Good,9.0100,Good,7.9600,Good,    ,,9.6400,Good,    ,,10.3700,Good,8.6000,Good,    ,,    ,
04-07-2016 10:05:46,-1.92,    ,,    ,,16420.0000,Good,    ,,    ,,85.6000,Good,9.0100,Good,7.9600,Good,    ,,9.6400,Good,    ,,10.3600,Good,7.1000,Good,    ,,    ,
11-07-2016 10:34:00,0.00,-3.0000,Good,3.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.1000,Good,    ,,    ,,    ,,    ,
11-07-2016 10:34:09,-0.21,    ,,    ,,6507.0000,Good,    ,,    ,,91.2000,Good,9.7700,Good,7.4100,Good,    ,,3.5700,Good,    ,,11.3000,Good,71.3000,Good,    ,,    ,
11-07-2016 10:34:26,-0.56,    ,,    ,,6586.0000,Good,    ,,    ,,87.6000,Good,9.4800,Good,7.4000,Good,    ,,3.6200,Good,    ,,10.8200,Good,72.7000,Good,    ,,    ,
11-07-2016 10:34:55,-1.03,    ,,    ,,6585.0000,Good,    ,,    ,,85.7000,Good,9.2700,Good,7.4000,Good,    ,,3.6200,Good,    ,,10.8200,Good,73.6000,Good,    ,,    ,
11-07-2016 10:35:03,-1.58,    ,,    ,,6586.0000,Good,    ,,    ,,85.4000,Good,9.2400,Good,7.4000,Good,    ,,3.6200,Good,    ,,10.8100,Good,75.0000,Good,    ,,    ,
11-07-2016 10:35:16,-2.09,    ,,    ,,6586.0000,Good,    ,,    ,,85.2000,Good,9.2200,Good,7.4000,Good,    ,,3.6200,Good,    ,,10.8000,Good,76.6000,Good,    ,,    ,
11-07-2016 10:35:25,-2.58,    ,,    ,,6587.0000,Good,    ,,    ,,85.1000,Good,9.2100,Good,7.4000,Good,    ,,3.6200,Good,    ,,10.8000,Good,79.3000,Good,    ,,    ,
11-07-2016 10:35:31,-2.84,    ,,    ,,6587.0000,Good,    ,,    ,,85.0000,Good,9.2000,Good,7.4000,Good,    ,,3.6200,Good,    ,,10.8000,Good,80.7000,Good,    ,,    ,
18-07-2016 10:01:47,-0.21,    ,,    ,,7672.0000,Good,    ,,    ,,88.8000,Good,9.1500,Good,7.5200,Good,    ,,4.2600,Good,    ,,12.8000,Good,43.7000,Good,    ,,    ,
18-07-2016 10:02:00,0.00,-3.0000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.3000,Good,    ,,    ,,    ,,0.0000,Good
18-07-2016 10:02:13,-0.54,    ,,    ,,7672.0000,Good,    ,,    ,,87.9000,Good,9.0700,Good,7.5200,Good,    ,,4.2600,Good,    ,,12.7700,Good,45.9000,Good,    ,,    ,
18-07-2016 10:02:42,-1.01,    ,,    ,,7671.0000,Good,    ,,    ,,87.7000,Good,9.0500,Good,7.5400,Good,    ,,4.2600,Good,    ,,12.7700,Good,47.2000,Good,    ,,    ,
18-07-2016 10:03:01,-1.51,    ,,    ,,7676.0000,Good,    ,,    ,,87.5000,Good,9.0200,Good,7.5400,Good,    ,,4.2700,Good,    ,,12.7600,Good,46.9000,Good,    ,,    ,
18-07-2016 10:03:20,-2.01,    ,,    ,,7675.0000,Good,    ,,    ,,87.7000,Good,9.0500,Good,7.5500,Good,    ,,4.2700,Good,    ,,12.7500,Good,47.0000,Good,    ,,    ,
18-07-2016 10:04:09,-2.52,    ,,    ,,7670.0000,Good,    ,,    ,,87.4000,Good,9.0200,Good,7.5600,Good,    ,,4.2600,Good,    ,,12.7600,Good,47.5000,Good,    ,,    ,
18-07-2016 10:04:24,-2.73,    ,,    ,,7674.0000,Good,    ,,    ,,87.4000,Good,9.0200,Good,7.5600,Good,    ,,4.2600,Good,    ,,12.7500,Good,46.3000,Good,    ,,    ,
25-07-2016 10:08:49,-0.21,    ,,    ,,10510.0000,Good,    ,,    ,,91.8000,Good,9.8600,Good,7.7100,Good,    ,,5.9700,Good,    ,,10.5300,Good,18.8000,Good,    ,,    ,
25-07-2016 10:09:00,0.00,-2.4000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.5000,Good,    ,,    ,,    ,,0.0000,Good
25-07-2016 10:09:04,-0.52,    ,,    ,,10520.0000,Good,    ,,    ,,91.2000,Good,9.8000,Good,7.7100,Good,    ,,5.9700,Good,    ,,10.4900,Good,20.0000,Good,    ,,    ,
25-07-2016 10:09:18,-1.02,    ,,    ,,10520.0000,Good,    ,,    ,,91.1000,Good,9.7900,Good,7.7200,Good,    ,,5.9700,Good,    ,,10.4900,Good,18.1000,Good,    ,,    ,
25-07-2016 10:09:34,-1.50,    ,,    ,,10520.0000,Good,    ,,    ,,91.0000,Good,9.7800,Good,7.7200,Good,    ,,5.9700,Good,    ,,10.4800,Good,16.5000,Good,    ,,    ,
25-07-2016 10:10:40,-1.92,    ,,    ,,10520.0000,Good,    ,,    ,,90.8000,Good,9.7600,Good,7.7100,Good,    ,,5.9700,Good,    ,,10.4800,Good,17.0000,Good,    ,,    ,
25-07-2016 10:10:56,-2.24,    ,,    ,,10520.0000,Good,    ,,    ,,90.6000,Good,9.7400,Good,7.7200,Good,    ,,5.9700,Good,    ,,10.4800,Good,18.3000,Good,    ,,    ,
01-08-2016 10:35:00,0.00,-3.0000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,    ,
01-08-2016 10:35:11,-0.22,    ,,    ,,12360.0000,Good,    ,,    ,,86.3000,Good,8.8300,Good,7.8100,Good,    ,,7.1100,Good,    ,,12.3300,Good,8.5000,Good,    ,,    ,
01-08-2016 10:35:32,-0.52,    ,,    ,,12360.0000,Good,    ,,    ,,85.2000,Good,8.7200,Good,7.8000,Good,    ,,7.1100,Good,    ,,12.3500,Good,8.0000,Good,    ,,    ,
01-08-2016 10:35:52,-1.01,    ,,    ,,12360.0000,Good,    ,,    ,,85.1000,Good,8.7100,Good,7.8000,Good,    ,,7.1100,Good,    ,,12.3000,Good,7.7000,Good,    ,,    ,
01-08-2016 10:36:13,-1.51,    ,,    ,,12360.0000,Good,    ,,    ,,84.7000,Good,8.6800,Good,7.8000,Good,    ,,7.1100,Good,    ,,12.2700,Good,8.2000,Good,    ,,    ,
01-08-2016 10:36:39,-2.01,    ,,    ,,12360.0000,Good,    ,,    ,,84.6000,Good,8.6600,Good,7.8000,Good,    ,,7.1100,Good,    ,,12.2700,Good,8.2000,Good,    ,,    ,
01-08-2016 10:37:18,-2.51,    ,,    ,,12360.0000,Good,    ,,    ,,84.1000,Good,8.6200,Good,7.8000,Good,    ,,7.1100,Good,    ,,12.2700,Good,15.0000,Good,    ,,    ,
01-08-2016 10:37:37,-2.82,    ,,    ,,12360.0000,Good,    ,,    ,,84.4000,Good,8.6400,Good,7.8000,Good,    ,,7.1100,Good,    ,,12.2700,Good,11.4000,Good,    ,,    ,
08-08-2016 10:24:41,-0.20,    ,,    ,,11950.0000,Good,    ,,    ,,91.4000,Good,9.3600,Good,7.7700,Good,    ,,6.8600,Good,    ,,12.3500,Good,12.2000,Good,    ,,    ,
08-08-2016 10:25:00,0.00,-3.2000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,    ,,0.0000,Good
08-08-2016 10:25:07,-0.50,    ,,    ,,12010.0000,Good,    ,,    ,,89.1000,Good,9.1200,Good,7.7500,Good,    ,,6.9000,Good,    ,,12.3800,Good,12.9000,Good,    ,,    ,
08-08-2016 10:25:31,-1.03,    ,,    ,,12020.0000,Good,    ,,    ,,88.3000,Good,9.0500,Good,7.7600,Good,    ,,6.9000,Good,    ,,12.3500,Good,13.6000,Good,    ,,    ,
08-08-2016 10:25:53,-1.52,    ,,    ,,12030.0000,Good,    ,,    ,,88.2000,Good,9.0300,Good,7.7600,Good,    ,,6.9000,Good,    ,,12.3400,Good,15.0000,Good,    ,,    ,
08-08-2016 10:26:04,-2.02,    ,,    ,,12030.0000,Good,    ,,    ,,88.0000,Good,9.0100,Good,7.7700,Good,    ,,6.9000,Good,    ,,12.3400,Good,14.6000,Good,    ,,    ,
08-08-2016 10:26:26,-2.51,    ,,    ,,12030.0000,Good,    ,,    ,,88.1000,Good,9.0300,Good,7.7700,Good,    ,,6.9000,Good,    ,,12.3400,Good,14.1000,Good,    ,,    ,
08-08-2016 10:27:57,-2.70,    ,,    ,,12020.0000,Good,    ,,    ,,88.2000,Good,9.0300,Good,7.7700,Good,    ,,6.9000,Good,    ,,12.3400,Good,14.5000,Good,    ,,    ,
08-08-2016 10:28:15,-3.00,    ,,    ,,12020.0000,Good,    ,,    ,,87.9000,Good,9.0000,Good,7.7700,Good,    ,,6.9000,Good,    ,,12.3400,Good,15.3000,Good,    ,,    ,
15-08-2016 10:05:57,-0.23,    ,,    ,,12970.0000,Good,    ,,    ,,90.0000,Good,9.2100,Good,7.8400,Good,    ,,7.4900,Good,    ,,12.2100,Good,7.2000,Good,    ,,    ,
15-08-2016 10:06:00,0.00,-3.0000,Good,40.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,315.0000,Good,1.5300,Good
15-08-2016 10:06:39,-0.51,    ,,    ,,12980.0000,Good,    ,,    ,,88.9000,Good,9.1100,Good,7.8600,Good,    ,,7.4900,Good,    ,,12.1500,Good,7.7000,Good,    ,,    ,
15-08-2016 10:07:01,-1.04,    ,,    ,,12970.0000,Good,    ,,    ,,88.6000,Good,9.0900,Good,7.8600,Good,    ,,7.4900,Good,    ,,12.1400,Good,7.6000,Good,    ,,    ,
15-08-2016 10:07:28,-1.50,    ,,    ,,12980.0000,Good,    ,,    ,,88.4000,Good,9.0800,Good,7.8600,Good,    ,,7.4900,Good,    ,,12.0500,Good,8.4000,Good,    ,,    ,
15-08-2016 10:07:52,-2.03,    ,,    ,,12980.0000,Good,    ,,    ,,88.6000,Good,9.1000,Good,7.8600,Good,    ,,7.4900,Good,    ,,12.0500,Good,8.6000,Good,    ,,    ,
15-08-2016 10:08:26,-2.52,    ,,    ,,12980.0000,Good,    ,,    ,,88.4000,Good,9.0800,Good,7.8600,Good,    ,,7.4900,Good,    ,,12.0400,Good,8.5000,Good,    ,,    ,
15-08-2016 10:10:12,-2.83,    ,,    ,,12980.0000,Good,    ,,    ,,88.3000,Good,9.0700,Good,7.8600,Good,    ,,7.4900,Good,    ,,12.0500,Good,9.0000,Good,    ,,    ,
22-08-2016 10:33:00,0.00,-2.4000,Good,5.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.3000,Good,    ,,    ,,225.0000,Good,2.0400,Good
