Date,Depth,Max Discharge (m/s),QC,Mean Discharge (m/s),QC,Min Discharge (m/s),QC,Discharge (ML),QC,Max Stage Height CTF (m),QC,Mean Stage Height CTF (m),QC,Min Stage Height CTF (m),QC,Max Stage Height (m),QC,Mean Stage Height (m),QC,Min Stage Height (m),QC
01-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6630,N,-0.6640,N,-0.6640,N,9.4940,N,9.4930,N,9.4930,N
02-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6640,N,-0.6640,N,-0.6640,N,9.4930,N,9.4930,N,9.4930,N
03-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6640,N,-0.6650,N,-0.6650,N,9.4930,N,9.4920,N,9.4920,N
04-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6650,N,-0.6650,N,-0.6650,N,9.4920,N,9.4920,N,9.4920,N
05-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6650,N,-0.6650,N,-0.6660,N,9.4920,N,9.4920,N,9.4910,N
06-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6660,N,-0.6660,N,-0.6660,N,9.4910,N,9.4910,N,9.4910,N
07-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6660,N,-0.6660,N,-0.6660,N,9.4910,N,9.4910,N,9.4910,N
08-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6660,N,-0.6660,N,-0.6660,N,9.4910,N,9.4910,N,9.4910,N
09-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6660,N,-0.6660,N,-0.6670,N,9.4910,N,9.4910,N,9.4900,N
10-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6660,N,-0.6670,N,-0.6670,N,9.4910,N,9.4900,N,9.4900,N
11-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6670,N,-0.6670,N,-0.6680,N,9.4900,N,9.4900,N,9.4890,N
12-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6680,N,-0.6680,N,-0.6680,N,9.4890,N,9.4890,N,9.4890,N
13-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6680,N,-0.6690,N,-0.6690,N,9.4890,N,9.4880,N,9.4880,N
14-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6690,N,-0.6700,N,-0.6710,N,9.4880,N,9.4870,N,9.4860,N
15-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6710,N,-0.6720,N,-0.6720,N,9.4860,N,9.4850,N,9.4850,N
16-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6720,N,-0.6720,N,-0.6730,N,9.4850,N,9.4850,N,9.4840,N
17-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6720,N,-0.6730,N,-0.6730,N,9.4850,N,9.4840,N,9.4840,N
18-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6730,N,-0.6730,N,-0.6740,N,9.4840,N,9.4840,N,9.4830,N
19-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6740,N,-0.6740,N,-0.6740,N,9.4830,N,9.4830,N,9.4830,N
20-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6740,N,-0.6740,N,-0.6740,N,9.4830,N,9.4830,N,9.4830,N
21-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6740,N,-0.6750,N,-0.6750,N,9.4830,N,9.4820,N,9.4820,N
22-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6750,N,-0.6750,N,-0.6750,N,9.4820,N,9.4820,N,9.4820,N
23-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6750,N,-0.6760,N,-0.6760,N,9.4820,N,9.4810,N,9.4810,N
24-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6760,N,-0.6760,N,-0.6760,N,9.4810,N,9.4810,N,9.4810,N
25-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6760,N,-0.6760,N,-0.6760,N,9.4810,N,9.4810,N,9.4810,N
26-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6760,N,-0.6760,N,-0.6770,N,9.4810,N,9.4810,N,9.4800,N
27-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.6770,N,-0.6770,N,-0.6770,N,9.4800,N,9.4800,N,9.4800,N
