Date,Depth,Max Discharge (m/s),QC,Mean Discharge (m/s),QC,Min Discharge (m/s),QC,Discharge (ML),QC,Max Stage Height CTF (m),QC,Mean Stage Height CTF (m),QC,Min Stage Height CTF (m),QC,Max Stage Height (m),QC,Mean Stage Height (m),QC,Min Stage Height (m),QC
01-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1900,N,-0.1910,N,-0.1910,N,9.8090,N,9.8080,N,9.8080,N
02-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1910,N,-0.1920,N,-0.1920,N,9.8080,N,9.8070,N,9.8070,N
03-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1920,N,-0.1930,N,-0.1930,N,9.8070,N,9.8060,N,9.8060,N
04-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1930,N,-0.1930,N,-0.1930,N,9.8060,N,9.8060,N,9.8060,N
05-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1930,N,-0.1940,N,-0.1940,N,9.8060,N,9.8050,N,9.8050,N
06-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1940,N,-0.1940,N,-0.1940,N,9.8050,N,9.8050,N,9.8050,N
07-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1940,N,-0.1950,N,-0.1950,N,9.8050,N,9.8040,N,9.8040,N
08-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1950,N,-0.1960,N,-0.1960,N,9.8040,N,9.8030,N,9.8030,N
09-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1960,N,-0.1960,N,-0.1970,N,9.8030,N,9.8030,N,9.8020,N
10-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1970,N,-0.1970,N,-0.1980,N,9.8020,N,9.8020,N,9.8010,N
11-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1970,N,-0.1980,N,-0.1990,N,9.8020,N,9.8010,N,9.8000,N
12-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.1990,N,-0.2000,N,-0.2000,N,9.8000,N,9.7990,N,9.7990,N
13-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2000,N,-0.2010,N,-0.2010,N,9.7990,N,9.7980,N,9.7980,N
14-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2010,N,-0.2010,N,-0.2020,N,9.7980,N,9.7980,N,9.7970,N
15-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2020,N,-0.2020,N,-0.2020,N,9.7970,N,9.7970,N,9.7970,N
16-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2020,N,-0.2030,N,-0.2030,N,9.7970,N,9.7960,N,9.7960,N
17-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2030,N,-0.2040,N,-0.2040,N,9.7960,N,9.7950,N,9.7950,N
18-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2040,N,-0.2040,N,-0.2050,N,9.7950,N,9.7950,N,9.7940,N
19-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2050,N,-0.2050,N,-0.2050,N,9.7940,N,9.7940,N,9.7940,N
20-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2050,N,-0.2050,N,-0.2050,N,9.7940,N,9.7940,N,9.7940,N
21-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2050,N,-0.2060,N,-0.2060,N,9.7940,N,9.7930,N,9.7930,N
22-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2060,N,-0.2070,N,-0.2080,N,9.7930,N,9.7920,N,9.7910,N
23-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2080,N,-0.2080,N,-0.2080,N,9.7910,N,9.7910,N,9.7910,N
24-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2080,N,-0.2090,N,-0.2090,N,9.7910,N,9.7900,N,9.7900,N
25-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2090,N,-0.2090,N,-0.2090,N,9.7900,N,9.7900,N,9.7900,N
26-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2090,N,-0.2100,N,-0.2100,N,9.7900,N,9.7890,N,9.7890,N
27-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2100,N,-0.2110,N,-0.2110,N,9.7890,N,9.7880,N,9.7880,N
28-01-2010 00:00:00,0.00,0.0000,N,0.0000,N,0.0000,N,0.0000,N,-0.2110,N,-0.2110,N,-0.2110,N,9.7880,N,9.7880,N,9.7880,N
