Date,Depth,Bottom Depth (m),QC,Chlorophyll-a (\mug/L),QC,Chlorophyll-c (\mug/L),QC,Chlorophyll sample volume ((mL)),QC,Cloud Cover (%),QC,Conductivity (\muS/cm),QC,O2 Saturation (%),QC,Oxygen (mg/L),QC,pH (),QC,Phaeophytin a (mg/L),QC,Salinity (psu),QC,Secchi depth (m),QC,Temperature (^{\circ}C),QC,Turbidity (NTU),QC,Wind Direction ((ø)),QC,Wind Speed (m/s),QC
18-05-2015 09:02:44,-0.55,    ,,    ,,    ,,    ,,    ,,32200.0000,Good,74.5000,Good,6.4700,Good,7.7900,Good,    ,,20.1500,Good,    ,,16.3300,Good,2.4000,Good,    ,,    ,
18-05-2015 09:02:58,-1.03,    ,,    ,,    ,,    ,,    ,,33110.0000,Good,72.2000,Good,6.2200,Good,7.6700,Good,    ,,20.7700,Good,    ,,16.4500,Good,2.5000,Good,    ,,    ,
18-05-2015 09:02:59,-1.03,    ,,    ,,    ,,    ,,    ,,33110.0000,Good,72.2000,Good,6.2200,Good,7.6700,Good,    ,,20.7700,Good,    ,,16.4500,Good,2.5000,Good,    ,,    ,
18-05-2015 09:03:17,-1.56,    ,,    ,,    ,,    ,,    ,,33460.0000,Good,70.6000,Good,6.0700,Good,7.5700,Good,    ,,21.0200,Good,    ,,16.5200,Good,2.7000,Good,    ,,    ,
18-05-2015 09:03:18,-1.56,    ,,    ,,    ,,    ,,    ,,33460.0000,Good,70.6000,Good,6.0700,Good,7.5700,Good,    ,,21.0200,Good,    ,,16.5200,Good,2.7000,Good,    ,,    ,
18-05-2015 09:04:23,-2.06,    ,,    ,,    ,,    ,,    ,,33600.0000,Good,69.5000,Good,5.9700,Good,7.4100,Good,    ,,21.1100,Good,    ,,16.5400,Good,3.2000,Good,    ,,    ,
18-05-2015 09:04:24,-2.06,    ,,    ,,    ,,    ,,    ,,33600.0000,Good,69.5000,Good,5.9700,Good,7.4100,Good,    ,,21.1100,Good,    ,,16.5400,Good,3.2000,Good,    ,,    ,
18-05-2015 09:04:45,-2.30,    ,,    ,,    ,,    ,,    ,,33590.0000,Good,69.2000,Good,5.9400,Good,7.3800,Good,    ,,21.1100,Good,    ,,16.5500,Good,3.1000,Good,    ,,    ,
18-05-2015 09:04:46,-2.30,    ,,    ,,    ,,    ,,    ,,33590.0000,Good,69.2000,Good,5.9400,Good,7.3800,Good,    ,,21.1100,Good,    ,,16.5500,Good,3.1000,Good,    ,,    ,
25-05-2015 09:12:34,-0.21,    ,,    ,,    ,,    ,,    ,,15830.0000,Good,116.3000,Good,11.2100,Good,7.9900,Good,    ,,9.2900,Good,    ,,14.4600,Good,3.2000,Good,    ,,    ,
25-05-2015 09:13:00,0.00,-2.2000,Good,    ,,    ,,    ,,50.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,    ,,0.0000,Good
25-05-2015 09:13:15,-0.57,    ,,    ,,    ,,    ,,    ,,16170.0000,Good,113.1000,Good,10.8500,Good,7.8400,Good,    ,,9.5100,Good,    ,,14.5900,Good,3.4000,Good,    ,,    ,
25-05-2015 09:13:33,-1.05,    ,,    ,,    ,,    ,,    ,,27580.0000,Good,84.5000,Good,7.4700,Good,7.5900,Good,    ,,17.0000,Good,    ,,16.3100,Good,3.7000,Good,    ,,    ,
25-05-2015 09:13:54,-1.52,    ,,    ,,    ,,    ,,    ,,29810.0000,Good,60.7000,Good,5.2900,Good,7.5000,Good,    ,,18.5100,Good,    ,,16.5700,Good,4.0000,Good,    ,,    ,
25-05-2015 09:14:24,-1.74,    ,,    ,,    ,,    ,,    ,,30320.0000,Good,49.2000,Good,4.2800,Good,7.4100,Good,    ,,18.8600,Good,    ,,16.6200,Good,6.1000,Good,    ,,    ,
25-05-2015 09:14:42,-2.01,    ,,    ,,    ,,    ,,    ,,30340.0000,Good,47.3000,Good,4.1100,Good,7.3700,Good,    ,,18.8800,Good,    ,,16.6200,Good,5.4000,Good,    ,,    ,
02-06-2015 09:13:26,-0.20,    ,,    ,,    ,,    ,,    ,,26990.0000,Good,88.6000,Good,8.0800,Good,7.0300,Good,    ,,16.6000,Good,    ,,14.9400,Good,5.5000,Good,    ,,    ,
02-06-2015 09:14:00,0.00,-2.4000,Good,    ,,    ,,    ,,20.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,    ,,0.0000,Good
02-06-2015 09:14:14,-0.50,    ,,    ,,    ,,    ,,    ,,28160.0000,Good,90.7000,Good,8.1700,Good,7.0800,Good,    ,,17.3900,Good,    ,,15.2800,Good,4.9000,Good,    ,,    ,
02-06-2015 09:15:20,-1.00,    ,,    ,,    ,,    ,,    ,,30280.0000,Good,86.0000,Good,7.5600,Good,7.0500,Good,    ,,18.8300,Good,    ,,16.1000,Good,4.6000,Good,    ,,    ,
02-06-2015 09:16:07,-1.51,    ,,    ,,    ,,    ,,    ,,31410.0000,Good,80.7000,Good,7.0000,Good,7.0200,Good,    ,,19.6100,Good,    ,,16.4800,Good,4.4000,Good,    ,,    ,
02-06-2015 09:16:45,-1.91,    ,,    ,,    ,,    ,,    ,,31910.0000,Good,79.2000,Good,6.8400,Good,7.0100,Good,    ,,19.9500,Good,    ,,16.6200,Good,4.8000,Good,    ,,    ,
02-06-2015 09:17:06,-2.21,    ,,    ,,    ,,    ,,    ,,31940.0000,Good,79.8000,Good,6.8900,Good,7.0100,Good,    ,,19.9700,Good,    ,,16.6100,Good,4.7000,Good,    ,,    ,
08-06-2015 09:02:59,-0.21,    ,,    ,,    ,,    ,,    ,,15838.7000,Good,83.6000,Good,8.2700,Good,7.2200,Good,    ,,9.2900,Good,    ,,13.2300,Good,2.2300,Good,    ,,    ,
08-06-2015 09:03:00,0.00,-1.9000,Good,    ,,    ,,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.8000,Good,    ,,    ,,    ,,0.0000,Good
08-06-2015 09:03:40,-0.50,    ,,    ,,    ,,    ,,    ,,17000.9000,Good,79.6000,Good,7.7400,Good,7.1600,Good,    ,,10.0400,Good,    ,,13.8320,Good,2.1800,Good,    ,,    ,
08-06-2015 09:04:21,-1.03,    ,,    ,,    ,,    ,,    ,,25262.8000,Good,52.2000,Good,4.6500,Good,6.9300,Good,    ,,15.4500,Good,    ,,16.4760,Good,1.8600,Good,    ,,    ,
08-06-2015 09:05:02,-1.43,    ,,    ,,    ,,    ,,    ,,27557.9000,Good,44.2000,Good,3.8700,Good,6.9500,Good,    ,,16.9900,Good,    ,,16.8380,Good,2.1000,Good,    ,,    ,
08-06-2015 09:05:28,-1.71,    ,,    ,,    ,,    ,,    ,,27603.1000,Good,44.0000,Good,3.8500,Good,6.9500,Good,    ,,17.0200,Good,    ,,16.8540,Good,2.2300,Good,    ,,    ,
15-06-2015 09:21:50,-0.21,    ,,    ,,    ,,    ,,    ,,23570.8000,Good,81.9000,Good,7.6600,Good,7.2500,Good,    ,,14.3200,Good,    ,,14.3430,Good,1.7800,Good,    ,,    ,
15-06-2015 09:22:00,0.00,-2.4000,Good,    ,,    ,,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,90.0000,Good,1.5300,Good
15-06-2015 09:22:22,-0.52,    ,,    ,,    ,,    ,,    ,,25720.1000,Good,82.3000,Good,7.5100,Good,7.2200,Good,    ,,15.7500,Good,    ,,15.1200,Good,1.8900,Good,    ,,    ,
15-06-2015 09:22:52,-1.04,    ,,    ,,    ,,    ,,    ,,27527.9000,Good,73.9000,Good,6.5700,Good,7.1200,Good,    ,,16.9700,Good,    ,,16.0730,Good,1.8000,Good,    ,,    ,
15-06-2015 09:23:29,-1.52,    ,,    ,,    ,,    ,,    ,,28932.6000,Good,66.4000,Good,5.8100,Good,7.0600,Good,    ,,17.9200,Good,    ,,16.5800,Good,2.1200,Good,    ,,    ,
15-06-2015 09:23:54,-2.00,    ,,    ,,    ,,    ,,    ,,30125.4000,Good,58.1000,Good,5.0000,Good,7.0000,Good,    ,,18.7300,Good,    ,,17.0830,Good,2.8500,Good,    ,,    ,
15-06-2015 09:24:34,-1.92,    ,,    ,,    ,,    ,,    ,,30183.2000,Good,55.4000,Good,4.7700,Good,7.0100,Good,    ,,18.7700,Good,    ,,17.1210,Good,2.9400,Good,    ,,    ,
15-06-2015 09:25:03,-2.20,    ,,    ,,    ,,    ,,    ,,30244.7000,Good,55.2000,Good,4.7500,Good,7.0100,Good,    ,,18.8100,Good,    ,,17.1250,Good,2.8600,Good,    ,,    ,
22-06-2015 09:11:39,-0.22,    ,,    ,,    ,,    ,,    ,,15000.9000,Good,77.9000,Good,7.4300,Good,7.3100,Good,    ,,8.7700,Good,    ,,15.0500,Good,2.3200,Good,    ,,    ,
22-06-2015 09:12:00,0.00,-1.7000,Good,    ,,    ,,    ,,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.6000,Good,    ,,    ,,180.0000,Good,0.5100,Good
22-06-2015 09:12:16,-0.52,    ,,    ,,    ,,    ,,    ,,15562.1000,Good,75.8000,Good,7.2100,Good,7.2900,Good,    ,,9.1200,Good,    ,,15.1460,Good,2.1900,Good,    ,,    ,
22-06-2015 09:12:56,-1.03,    ,,    ,,    ,,    ,,    ,,20076.3000,Good,63.9000,Good,5.8800,Good,7.1400,Good,    ,,12.0300,Good,    ,,15.9380,Good,1.7200,Good,    ,,    ,
22-06-2015 09:14:05,-1.22,    ,,    ,,    ,,    ,,    ,,24562.8000,Good,48.9000,Good,4.3600,Good,7.0500,Good,    ,,14.9800,Good,    ,,16.5050,Good,1.6900,Good,    ,,    ,
22-06-2015 09:14:30,-1.50,    ,,    ,,    ,,    ,,    ,,26034.9000,Good,42.0000,Good,3.7100,Good,7.0100,Good,    ,,15.9600,Good,    ,,16.7480,Good,1.8400,Good,    ,,    ,
29-06-2015 09:22:26,-0.21,    ,,    ,,    ,,    ,,    ,,12832.5000,Good,72.1000,Good,7.3900,Good,7.3100,Good,    ,,7.4000,Good,    ,,12.1570,Good,1.8500,Good,    ,,    ,
29-06-2015 09:23:00,0.00,-2.1000,Good,    ,,    ,,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.6000,Good,    ,,    ,,    ,,0.0000,Good
29-06-2015 09:23:05,-0.50,    ,,    ,,    ,,    ,,    ,,14293.5000,Good,68.2000,Good,6.8600,Good,7.2400,Good,    ,,8.3200,Good,    ,,12.7780,Good,1.9200,Good,    ,,    ,
29-06-2015 09:24:31,-1.01,    ,,    ,,    ,,    ,,    ,,19538.4000,Good,55.0000,Good,5.2000,Good,7.0300,Good,    ,,11.6700,Good,    ,,14.6830,Good,2.0500,Good,    ,,    ,
29-06-2015 09:25:45,-1.52,    ,,    ,,    ,,    ,,    ,,26745.8000,Good,40.7000,Good,3.6100,Good,6.9100,Good,    ,,16.4400,Good,    ,,16.4250,Good,2.8000,Good,    ,,    ,
29-06-2015 09:26:25,-1.91,    ,,    ,,    ,,    ,,    ,,27092.5000,Good,40.9000,Good,3.6100,Good,6.9000,Good,    ,,16.6700,Good,    ,,16.5010,Good,3.0100,Good,    ,,    ,
06-07-2015 09:24:32,-0.22,    ,,    ,,    ,,    ,,    ,,14154.7000,Good,83.4000,Good,8.0800,Good,7.5200,Good,    ,,8.2400,Good,    ,,14.5170,Good,2.6300,Good,    ,,    ,
06-07-2015 09:25:09,-0.51,    ,,    ,,    ,,    ,,    ,,14224.3000,Good,83.0000,Good,8.0400,Good,7.5100,Good,    ,,8.2800,Good,    ,,14.5310,Good,2.6400,Good,    ,,    ,
06-07-2015 09:25:35,-1.00,    ,,    ,,    ,,    ,,    ,,14351.2000,Good,82.3000,Good,7.9600,Good,7.5000,Good,    ,,8.3600,Good,    ,,14.5580,Good,2.7000,Good,    ,,    ,
06-07-2015 09:26:07,-1.50,    ,,    ,,    ,,    ,,    ,,14696.0000,Good,79.4000,Good,7.6500,Good,7.4600,Good,    ,,8.5800,Good,    ,,14.6470,Good,2.9800,Good,    ,,    ,
06-07-2015 09:27:15,-1.81,    ,,    ,,    ,,    ,,    ,,14955.2000,Good,77.4000,Good,7.4400,Good,7.4400,Good,    ,,8.7400,Good,    ,,14.7160,Good,3.1000,Good,    ,,    ,
07-07-2015 09:25:00,0.00,-2.0000,Good,    ,,    ,,    ,,15.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,    ,
13-07-2015 09:05:41,-0.24,    ,,    ,,    ,,    ,,    ,,13679.6000,Good,73.6000,Good,7.4900,Good,7.4500,Good,    ,,7.9300,Good,    ,,12.3160,Good,1.8600,Good,    ,,    ,
13-07-2015 09:05:59,-0.52,    ,,    ,,    ,,    ,,    ,,13666.8000,Good,73.5000,Good,7.4800,Good,7.4500,Good,    ,,7.9200,Good,    ,,12.3100,Good,1.9700,Good,    ,,    ,
13-07-2015 09:06:00,0.00,-2.1000,Good,    ,,    ,,    ,,95.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.8000,Good,    ,,    ,,    ,,0.0000,Good
13-07-2015 09:06:26,-1.04,    ,,    ,,    ,,    ,,    ,,13997.6000,Good,73.0000,Good,7.4000,Good,7.4300,Good,    ,,8.1300,Good,    ,,12.4970,Good,1.9200,Good,    ,,    ,
13-07-2015 09:06:48,-1.52,    ,,    ,,    ,,    ,,    ,,14508.8000,Good,70.1000,Good,7.0500,Good,7.3800,Good,    ,,8.4500,Good,    ,,12.8090,Good,1.8700,Good,    ,,    ,
13-07-2015 09:07:57,-1.61,    ,,    ,,    ,,    ,,    ,,16204.5000,Good,59.0000,Good,5.8000,Good,7.2700,Good,    ,,9.5300,Good,    ,,13.4060,Good,1.8700,Good,    ,,    ,
13-07-2015 09:08:35,-1.90,    ,,    ,,    ,,    ,,    ,,16272.1000,Good,60.1000,Good,5.9100,Good,7.2600,Good,    ,,9.5700,Good,    ,,13.4560,Good,1.8600,Good,    ,,    ,
20-07-2015 09:06:31,-0.20,    ,,    ,,    ,,    ,,    ,,20696.6000,Good,77.2000,Good,7.4300,Good,7.4400,Good,    ,,12.4200,Good,    ,,13.6110,Good,2.9600,Good,    ,,    ,
20-07-2015 09:07:00,0.00,-2.2000,Good,    ,,    ,,    ,,15.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.3000,Good,    ,,    ,,    ,,    ,
20-07-2015 09:07:17,-0.51,    ,,    ,,    ,,    ,,    ,,20986.9000,Good,75.3000,Good,7.2400,Good,7.4100,Good,    ,,12.6100,Good,    ,,13.6310,Good,3.1600,Good,    ,,    ,
20-07-2015 09:07:53,-1.03,    ,,    ,,    ,,    ,,    ,,21834.6000,Good,72.2000,Good,6.8900,Good,7.3600,Good,    ,,13.1700,Good,    ,,13.7560,Good,2.7200,Good,    ,,    ,
20-07-2015 09:08:17,-1.50,    ,,    ,,    ,,    ,,    ,,24202.5000,Good,65.8000,Good,6.1600,Good,7.2500,Good,    ,,14.7300,Good,    ,,14.2160,Good,3.0800,Good,    ,,    ,
20-07-2015 09:09:33,-1.71,    ,,    ,,    ,,    ,,    ,,25957.0000,Good,58.1000,Good,5.3600,Good,7.1500,Good,    ,,15.9000,Good,    ,,14.5960,Good,3.2600,Good,    ,,    ,
20-07-2015 09:09:52,-2.04,    ,,    ,,    ,,    ,,    ,,26708.4000,Good,57.8000,Good,5.3000,Good,7.1300,Good,    ,,16.4100,Good,    ,,14.7590,Good,3.7900,Good,    ,,    ,
27-07-2015 09:00:38,-0.21,    ,,    ,,    ,,    ,,    ,,8837.0000,Good,82.7000,Good,8.7500,Good,7.5200,Good,    ,,4.9600,Good,    ,,11.4430,Good,2.5400,Good,    ,,    ,
27-07-2015 09:01:00,0.00,-2.3000,Good,    ,,    ,,    ,,90.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,270.0000,Good,1.0200,Good
27-07-2015 09:01:43,-0.51,    ,,    ,,    ,,    ,,    ,,11727.8000,Good,83.5000,Good,8.4400,Good,7.4700,Good,    ,,6.7200,Good,    ,,12.9820,Good,3.2600,Good,    ,,    ,
27-07-2015 09:02:20,-1.00,    ,,    ,,    ,,    ,,    ,,11846.8000,Good,83.0000,Good,8.3700,Good,7.4800,Good,    ,,6.7900,Good,    ,,13.0280,Good,3.4100,Good,    ,,    ,
27-07-2015 09:02:41,-1.52,    ,,    ,,    ,,    ,,    ,,11865.3000,Good,82.6000,Good,8.3400,Good,7.4800,Good,    ,,6.8100,Good,    ,,13.0290,Good,3.4000,Good,    ,,    ,
27-07-2015 09:03:46,-1.80,    ,,    ,,    ,,    ,,    ,,11883.7000,Good,81.9000,Good,8.2700,Good,7.4800,Good,    ,,6.8200,Good,    ,,13.0250,Good,3.6500,Good,    ,,    ,
27-07-2015 09:04:07,-2.10,    ,,    ,,    ,,    ,,    ,,11882.4000,Good,82.0000,Good,8.2800,Good,7.4800,Good,    ,,6.8200,Good,    ,,13.0240,Good,3.4000,Good,    ,,    ,
03-08-2015 09:26:00,0.00,-1.7000,Good,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,0.5000,Good,    ,,    ,,    ,,    ,
03-08-2015 09:26:06,-0.21,    ,,    ,,    ,,    ,,    ,,11530.0000,Good,84.0000,Good,8.6100,Good,7.4600,Good,    ,,6.6000,Good,    ,,12.3900,Good,17.0000,Good,    ,,    ,
03-08-2015 09:26:40,-0.53,    ,,    ,,    ,,    ,,    ,,11550.0000,Good,83.9000,Good,8.6000,Good,7.4800,Good,    ,,6.6100,Good,    ,,12.3900,Good,17.6000,Good,    ,,    ,
03-08-2015 09:27:08,-1.01,    ,,    ,,    ,,    ,,    ,,11530.0000,Good,83.7000,Good,8.5800,Good,7.4900,Good,    ,,6.6000,Good,    ,,12.3900,Good,17.1000,Good,    ,,    ,
03-08-2015 09:28:18,-1.21,    ,,    ,,    ,,    ,,    ,,11540.0000,Good,83.6000,Good,8.5700,Good,7.5000,Good,    ,,6.6100,Good,    ,,12.3900,Good,17.6000,Good,    ,,    ,
03-08-2015 09:28:39,-1.52,    ,,    ,,    ,,    ,,    ,,11570.0000,Good,83.7000,Good,8.5800,Good,7.5000,Good,    ,,6.6200,Good,    ,,12.3900,Good,18.3000,Good,    ,,    ,
10-08-2015 09:10:46,-0.20,    ,,    ,,    ,,    ,,    ,,15754.2000,Good,87.1000,Good,8.7900,Good,7.6000,Good,    ,,9.2400,Good,    ,,12.3060,Good,4.8600,Good,    ,,    ,
10-08-2015 09:11:00,0.00,-2.1000,Good,    ,,    ,,    ,,90.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,0.0000,Good
10-08-2015 09:11:19,-0.51,    ,,    ,,    ,,    ,,    ,,15748.5000,Good,86.3000,Good,8.7200,Good,7.6000,Good,    ,,9.2300,Good,    ,,12.2950,Good,5.0500,Good,    ,,    ,
10-08-2015 09:12:03,-1.01,    ,,    ,,    ,,    ,,    ,,15772.9000,Good,86.1000,Good,8.6900,Good,7.6000,Good,    ,,9.2500,Good,    ,,12.2970,Good,5.2400,Good,    ,,    ,
10-08-2015 09:12:30,-1.60,    ,,    ,,    ,,    ,,    ,,15775.2000,Good,85.9000,Good,8.6800,Good,7.6000,Good,    ,,9.2500,Good,    ,,12.2960,Good,4.9100,Good,    ,,    ,
10-08-2015 09:13:01,-1.91,    ,,    ,,    ,,    ,,    ,,15784.8000,Good,85.8000,Good,8.6700,Good,7.6000,Good,    ,,9.2600,Good,    ,,12.2920,Good,5.4300,Good,    ,,    ,
17-08-2015 09:10:00,0.00,-1.9000,Good,    ,,    ,,    ,,85.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.3000,Good,    ,,    ,,    ,,0.0000,Good
17-08-2015 09:10:06,-0.21,    ,,    ,,    ,,    ,,    ,,28606.9000,Good,81.6000,Good,7.3500,Good,7.6400,Good,    ,,17.6900,Good,    ,,15.1980,Good,26.6100,Good,    ,,    ,
17-08-2015 09:10:26,-0.50,    ,,    ,,    ,,    ,,    ,,28646.5000,Good,81.3000,Good,7.3300,Good,7.6400,Good,    ,,17.7200,Good,    ,,15.1870,Good,23.9900,Good,    ,,    ,
17-08-2015 09:11:09,-1.02,    ,,    ,,    ,,    ,,    ,,28661.4000,Good,81.1000,Good,7.3100,Good,7.6500,Good,    ,,17.7300,Good,    ,,15.1860,Good,17.9300,Good,    ,,    ,
17-08-2015 09:11:26,-1.52,    ,,    ,,    ,,    ,,    ,,28655.0000,Good,81.0000,Good,7.3000,Good,7.6600,Good,    ,,17.7200,Good,    ,,15.1850,Good,15.4700,Good,    ,,    ,
17-08-2015 09:12:34,-1.70,    ,,    ,,    ,,    ,,    ,,28679.0000,Good,80.7000,Good,7.2800,Good,7.6600,Good,    ,,17.7400,Good,    ,,15.1790,Good,6.8600,Good,    ,,    ,
17-08-2015 09:12:40,-1.71,    ,,    ,,    ,,    ,,    ,,28678.5000,Good,80.8000,Good,7.2800,Good,7.6600,Good,    ,,17.7400,Good,    ,,15.1810,Good,6.4300,Good,    ,,    ,
24-08-2015 09:26:00,0.00,-1.9000,Good,    ,,    ,,    ,,50.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,315.0000,Good,1.5300,Good
24-08-2015 09:26:13,-0.25,    ,,    ,,    ,,    ,,    ,,25427.8000,Good,84.4000,Good,7.9200,Good,7.5900,Good,    ,,15.5500,Good,    ,,13.8870,Good,8.9500,Good,    ,,    ,
24-08-2015 09:26:31,-0.50,    ,,    ,,    ,,    ,,    ,,25424.4000,Good,84.2000,Good,7.9000,Good,7.6000,Good,    ,,15.5400,Good,    ,,13.8740,Good,9.2200,Good,    ,,    ,
24-08-2015 09:26:58,-1.03,    ,,    ,,    ,,    ,,    ,,25433.8000,Good,84.2000,Good,7.9000,Good,7.6000,Good,    ,,15.5500,Good,    ,,13.8790,Good,8.8600,Good,    ,,    ,
24-08-2015 09:27:37,-1.55,    ,,    ,,    ,,    ,,    ,,25456.1000,Good,84.2000,Good,7.9000,Good,7.6000,Good,    ,,15.5600,Good,    ,,13.8830,Good,9.0700,Good,    ,,    ,
24-08-2015 09:28:14,-1.43,    ,,    ,,    ,,    ,,    ,,25467.6000,Good,84.2000,Good,7.9100,Good,7.6100,Good,    ,,15.5700,Good,    ,,13.8840,Good,9.1400,Good,    ,,    ,
24-08-2015 09:28:26,-1.66,    ,,    ,,    ,,    ,,    ,,25470.3000,Good,84.2000,Good,7.9000,Good,7.6100,Good,    ,,15.5700,Good,    ,,13.8850,Good,9.5600,Good,    ,,    ,
31-08-2015 09:27:56,-0.28,    ,,    ,,    ,,    ,,    ,,21997.4000,Good,80.2000,Good,7.3600,Good,7.6600,Good,    ,,13.2800,Good,    ,,15.6090,Good,8.0900,Good,    ,,    ,
31-08-2015 09:28:00,0.00,-1.7000,Good,    ,,    ,,    ,,80.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,315.0000,Good,1.0200,Good
31-08-2015 09:28:16,-0.52,    ,,    ,,    ,,    ,,    ,,22006.6000,Good,79.7000,Good,7.3200,Good,7.6500,Good,    ,,13.2900,Good,    ,,15.6060,Good,8.5100,Good,    ,,    ,
31-08-2015 09:28:38,-1.01,    ,,    ,,    ,,    ,,    ,,22002.7000,Good,79.9000,Good,7.3300,Good,7.6500,Good,    ,,13.2900,Good,    ,,15.6150,Good,8.0000,Good,    ,,    ,
31-08-2015 09:29:11,-1.27,    ,,    ,,    ,,    ,,    ,,22001.7000,Good,79.6000,Good,7.3100,Good,7.6500,Good,    ,,13.2900,Good,    ,,15.6110,Good,8.3400,Good,    ,,    ,
31-08-2015 09:29:30,-1.52,    ,,    ,,    ,,    ,,    ,,22002.1000,Good,79.5000,Good,7.3000,Good,7.6500,Good,    ,,13.2900,Good,    ,,15.6090,Good,8.6500,Good,    ,,    ,
07-09-2015 09:12:44,-0.21,    ,,    ,,    ,,    ,,    ,,16311.5000,Good,83.1000,Good,7.9700,Good,7.6300,Good,    ,,9.6000,Good,    ,,14.6290,Good,10.5100,Good,    ,,    ,
07-09-2015 09:13:00,0.00,-1.8000,Good,    ,,    ,,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,0.4000,Good,    ,,    ,,    ,,0.0000,Good
07-09-2015 09:13:03,-0.53,    ,,    ,,    ,,    ,,    ,,16347.8000,Good,82.0000,Good,7.8700,Good,7.5700,Good,    ,,9.6200,Good,    ,,14.5710,Good,10.7300,Good,    ,,    ,
07-09-2015 09:13:29,-1.04,    ,,    ,,    ,,    ,,    ,,16362.7000,Good,81.2000,Good,7.7900,Good,7.5500,Good,    ,,9.6300,Good,    ,,14.5410,Good,11.1000,Good,    ,,    ,
07-09-2015 09:14:02,-1.36,    ,,    ,,    ,,    ,,    ,,16367.4000,Good,80.8000,Good,7.7600,Good,7.5400,Good,    ,,9.6400,Good,    ,,14.5320,Good,11.5100,Good,    ,,    ,
07-09-2015 09:14:24,-1.61,    ,,    ,,    ,,    ,,    ,,16367.2000,Good,80.7000,Good,7.7500,Good,7.5400,Good,    ,,9.6400,Good,    ,,14.5310,Good,11.4400,Good,    ,,    ,
14-09-2015 09:21:22,-0.19,    ,,    ,,    ,,    ,,    ,,11834.7000,Good,81.0000,Good,7.8500,Good,7.3900,Good,    ,,6.7900,Good,    ,,14.9300,Good,12.9100,Good,    ,,    ,
14-09-2015 09:21:50,-0.52,    ,,    ,,    ,,    ,,    ,,11849.8000,Good,80.5000,Good,7.8100,Good,7.4000,Good,    ,,6.8000,Good,    ,,14.8710,Good,13.0000,Good,    ,,    ,
14-09-2015 09:22:42,-1.01,    ,,    ,,    ,,    ,,    ,,11882.8000,Good,79.9000,Good,7.7600,Good,7.4000,Good,    ,,6.8200,Good,    ,,14.7950,Good,13.6500,Good,    ,,    ,
14-09-2015 09:23:00,0.00,-1.6000,Good,    ,,    ,,    ,,5.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,0.4000,Good,    ,,    ,,    ,,0.0000,Good
14-09-2015 09:24:14,-1.13,    ,,    ,,    ,,    ,,    ,,11883.7000,Good,79.5000,Good,7.7300,Good,7.4100,Good,    ,,6.8200,Good,    ,,14.7780,Good,13.9100,Good,    ,,    ,
14-09-2015 09:24:31,-1.41,    ,,    ,,    ,,    ,,    ,,11881.9000,Good,79.5000,Good,7.7300,Good,7.4100,Good,    ,,6.8200,Good,    ,,14.7730,Good,14.4600,Good,    ,,    ,
21-09-2015 08:59:59,-0.21,    ,,    ,,    ,,    ,,    ,,14161.9000,Good,74.7000,Good,7.0100,Good,7.3100,Good,    ,,8.2400,Good,    ,,16.0380,Good,9.0700,Good,    ,,    ,
21-09-2015 09:00:00,0.00,-1.8000,Good,    ,,    ,,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,0.5000,Good,    ,,    ,,45.0000,Good,0.5100,Good
21-09-2015 09:00:32,-0.52,    ,,    ,,    ,,    ,,    ,,14192.6000,Good,73.5000,Good,6.9000,Good,7.3100,Good,    ,,8.2600,Good,    ,,15.9840,Good,9.7600,Good,    ,,    ,
21-09-2015 09:01:28,-1.01,    ,,    ,,    ,,    ,,    ,,14196.1000,Good,73.1000,Good,6.8800,Good,7.3300,Good,    ,,8.2600,Good,    ,,15.9010,Good,10.0000,Good,    ,,    ,
21-09-2015 09:01:48,-1.32,    ,,    ,,    ,,    ,,    ,,14193.0000,Good,73.1000,Good,6.8800,Good,7.3400,Good,    ,,8.2600,Good,    ,,15.8900,Good,9.9800,Good,    ,,    ,
