Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Department of Water and Environmental Regulation,Estuary,6131321,6131321,DWER-PHESTREACH,0.0000,-32.683243,115.677035,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6131322,6131322,DWER-PHESTREACH,1.0000,-32.730063,115.694901,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6131323,6131323,DWER-PHESTREACH,1.0000,-32.633273,115.660907,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6140029,6140029,DWER-PHESTREACH,0.0000,-32.603628,115.671387,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6140030,6140030,DWER-PHESTREACH,0.0000,-32.575745,115.754871,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6140031,6140031,DWER-PHESTREACH,0.0000,-32.591805,115.713254,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6140953,6140953,DWER-PHESTREACH,2.0000,-32.592114,115.821421,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6141384,6141384,DWER-PHESTREACH,14.0000,-32.592726,115.916416,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6141432,6141432,DWER-CSMWQ,0.0000,-32.2745,115.7025,DWER-CSMWQ
Department of Water and Environmental Regulation,Estuary,6141499,6141499,DWER-PHESTREACH,7.0000,-32.341158,115.837734,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6142623,6142623,DWER-PHESTREACH,5.0000,-32.585137,115.88204,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6142624,6142624,DWER-PHESTREACH,1.0000,-32.581407,115.787282,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6142625,6142625,DWER-PHESTREACH,2.0000,-32.585905,115.827008,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6142627,6142627,DWER-PHESTREACH,1.0000,-32.543329,115.76797,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6142628,6142628,DWER-PHESTREACH,2.0000,-32.510069,115.786308,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6142629,6142629,DWER-PHESTREACH,2.0000,-32.471222,115.808025,DWER-PHESTREACH
Department of Water and Environmental Regulation,Estuary,6142828,6142828,DWER-CSMWQ,-4.0843,-32.151321,115.763847,DWER-CSMWQ
Department of Water and Environmental Regulation,Estuary,6142829,6142829,DWER-CSMWQ,-9.9070,-32.144304,115.761111,DWER-CSMWQ
Department of Water and Environmental Regulation,Estuary,6142830,6142830,DWER-CSMWQ,-5.9675,-32.140024,115.762558,DWER-CSMWQ
Department of Water and Environmental Regulation,Estuary,6142831,6142831,DWER-CSMWQ,-11.0334,-32.145133,115.755587,DWER-CSMWQ
