Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,BecherPoint,Becher Point,WWMSP2.2-Seagrass,-4.0594,-32.37232299,115.706082,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,BecherPointSZ,Becher Point SZ,WWMSP2.2-Seagrass,-3.2417,-32.366256,115.705302,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,BirdIsland,Bird Island,WWMSP2.2-Seagrass,-1.8010,-32.27733,115.69471,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,BoullangerIsland2.5,Boullanger Island 2.5,WWMSP2.2-Seagrass,0.0000,-30.31406,115.00243,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,BoullangerIsland3.5,Boullanger Island 3.5,WWMSP2.2-Seagrass,0.0000,-30.31232,115.00273,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,BoullangerIsland5.5,Boullanger Island 5.5,WWMSP2.2-Seagrass,0.0000,-30.3114,115.00292,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,Buayanup,Buayanup,WWMSP2.2-Seagrass,-39.0000,-33.65233,115.2484,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,BurnsRocks,Burns Rocks,WWMSP2.2-Seagrass,-1.1635,-31.730138,115.708352,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,BusseltonJetty,Busselton Jetty,WWMSP2.2-Seagrass,-33.0000,-33.63896,115.34315,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,CarnacIsland,Carnac Island,WWMSP2.2-Seagrass,-4.4579,-32.12077,115.6775,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,Causeway,Causeway,WWMSP2.2-Seagrass,-5.2141,-32.26047998,115.70012,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,CervantesIsland,Cervantes Island,WWMSP2.2-Seagrass,0.0000,-30.52935,115.0485,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,Coogee,Coogee,WWMSP2.2-Seagrass,-5.8878,-32.11173,115.76136,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,Dunsborough,Dunsborough,WWMSP2.2-Seagrass,-43.0000,-33.61654,115.12865,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,FishermansIsland2.5,Fishermans Island 2.5,WWMSP2.2-Seagrass,-2.0000,-30.13472,114.99792,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,FishermansIsland3.5,Fishermans Island 3.5,WWMSP2.2-Seagrass,-1.0000,-30.12717,114.99594,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,FishermansIsland5.5,Fishermans Island 5.5,WWMSP2.2-Seagrass,-3.0000,-30.13702,114.9912,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,ForrestBeach,Forrest Beach,WWMSP2.2-Seagrass,-25.0000,-33.57295,115.44908,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,GardenIsland2.0m,Garden Island 2.0m,WWMSP2.2-Seagrass,-2.2339,-32.15816,115.67134,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,GardenIsland2.5m,Garden Island 2.5m,WWMSP2.2-Seagrass,-2.3474,-32.15985,115.6716,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,GardenIsland3.2m,Garden Island 3.2m,WWMSP2.2-Seagrass,-3.1826,-32.15979,115.67257,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,GardenIsland5.5m,Garden Island 5.5m,WWMSP2.2-Seagrass,-6.8844,-32.16018,115.67949,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,GardenIsland7.0m,Garden Island 7.0m,WWMSP2.2-Seagrass,-6.5885,-32.15908,115.68062,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,GardenIslandSettlement,Garden Island Settlement,WWMSP2.2-Seagrass,-1.3295,-32.21313,115.68872,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,GreenIsland,Green Island,WWMSP2.2-Seagrass,0.0000,-30.68093,115.10975,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,HillarysChannel,Hillarys Channel,WWMSP2.2-Seagrass,-6.5824,-31.822617,115.721312,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,JervoiseBay,Jervoise Bay,WWMSP2.2-Seagrass,-3.6399,-32.1723,115.77004,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,JurienImpactSite2.5,Jurien Impact Site 2.5,WWMSP2.2-Seagrass,0.0000,-30.33013,115.03149,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,KangarooPoint,Kangaroo Point,WWMSP2.2-Seagrass,0.0000,-30.58201,115.08563,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,Kwinana,Kwinana,WWMSP2.2-Seagrass,-5.0637,-32.19181,115.74355,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,LuscombeBay,Luscombe Bay,WWMSP2.2-Seagrass,-1.7412,-32.16672,115.67521,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,MS1,MS 1,WWMSP2.2-Seagrass,-43.0000,-33.60164098,115.136821,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,MS2,MS 2,WWMSP2.2-Seagrass,-41.0000,-33.62425997,115.203746,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,MS3,MS 3,WWMSP2.2-Seagrass,-36.0000,-33.62756697,115.295172,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,MS4,MS 4,WWMSP2.2-Seagrass,-28.0000,-33.57941201,115.41239,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,MS6,MS 6,WWMSP2.2-Seagrass,-32.0000,-33.60354099,115.360377,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,ManglesBay,Mangles Bay,WWMSP2.2-Seagrass,-2.9941,-32.27244,115.71357,WWMSP2.2-Seagrass
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,MerseyPoint,Mersey Point,WWMSP2.2-Seagrass,-2.8213,-32.31039,115.70226,WWMSP2.2-Seagrass
