Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Water Corporation WA,PLOOM,N1,N1,WCWA-PLOOM-PHY,-7.0754,-31.8,115.709,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,N2,N2,WCWA-PLOOM-PHY,-6.6360,-31.763,115.71,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,N3,N3,WCWA-PLOOM-PHY,-3.7108,-31.732,115.691,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,N4,N4,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Department of Water and Environmental Regulation,SCE,NAR,NAR,DWER-SWANEST-PHY,0.0000,-31.963657372,115.84877993,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,NIC,NIC,DWER-SWANEST-PHY,7.0000,-32.0297,115.9421,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,NIL,NIL,DWER-SWANEST-PHY,0.0000,-31.954845289,115.885341118,DWER-SWANEST-PHY
Integrated Marine Observing System,REF,NRSROT_BGC,Rottnest Island,IMOS-REF-BGC,-45.8595,-32,115.4167,IMOS-REF-BGC
Department of Water and Environmental Regulation,SCE,POL,POL,DWER-SWANEST-PHY,5.0000,-31.8563,115.9956,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,REG,REG,DWER-SWANEST-PHY,4.0000,-31.868417,115.9989833,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,RIV,RIV,DWER-SWANEST-PHY,5.0000,-32.027503946,115.901182458,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,RON,RON,DWER-SWANEST-PHY,1.0000,-31.921403754,115.940132419,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,SAL,SAL,DWER-SWANEST-PHY,3.0000,-32.03081308,115.872233129,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,SCB,SCB,DWER-SWANEST-PHY,-5203.0000,-1,-1,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,SCB2,SCB2,DWER-SWANEST-PHY,1.0000,-32.01721937,115.85322468,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,SHELL,SHELL,DWER-SWANEST-PHY,4.0000,-32.022782,115.901366,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,STJ,STJ,DWER-SWANEST-PHY,1.0000,-31.951371817,115.913400409,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,SUC,SUC,DWER-SWANEST-PHY,2.0000,-31.898440276,115.959250125,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,WAYB,WAYB,DWER-SWANEST-PHY,-5203.0000,-1,-1,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,WMP,WMP,DWER-SWANEST-PHY,4.0000,-31.88785918,115.98954615,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS10,Changed position from 2004/05 now CS1ON,DWER-CS-PHY,-17.6492,-32.256500246,115.740863764,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS10N,Bulk Grain Terminal (CBH)(replaced CS10),DWER-CS-PHY,-12.0181,-32.255330529,115.742971151,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS11,Mangles Bay deep water basin,DWER-CS-PHY,-18.1561,-32.262401414,115.71417802,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS12,Calista Channel WC Desalination Plant,DWER-CS-PHY,-10.4978,-32.19779756,115.76587156,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS13,Cockburn Sound southern deep water,DWER-CS-PHY,-19.1526,-32.250808957,115.728321217,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS4,Cockburn Sound northern end deep,DWER-CS-PHY,-21.3088,-32.154551147,115.693840605,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS5,Cockburn Sound northern end deep,DWER-CS-PHY,-19.3144,-32.152366475,115.720157614,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS6A,Outside Northern Harbour,DWER-CS-PHY,-10.8501,-32.14647972,115.756724048,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS7,Jervoise Channel south of Southern Harbour,DWER-CS-PHY,-11.1732,-32.170702536,115.762482702,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS8,Cockburn Sound central basin,DWER-CS-PHY,-20.3222,-32.197565326,115.719832875,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS9,Kwinana Bulk Terminal (KBB2),DWER-CS-PHY,-12.4997,-32.209850522,115.759565504,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CS9A,Kwinana Bulk Jetty (KBJ),DWER-CS-PHY,-16.8257,-32.238933731,115.751411901,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CSCB,Challenger Beach bank,DWER-CS-PHY,-10.2600,-32.182802692,115.739089661,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CSG1,Careening Bay HMAS Stirling,DWER-CS-PHY,-14.9907,-32.231498767,115.695839771,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CSG2,Garden Island central HMAS Stirling,DWER-CS-PHY,-6.1499,-32.198595248,115.684830758,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CSG3,Garden Island north HMAS Stirling,DWER-CS-PHY,-9.9554,-32.157758193,115.682119854,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_CSSF,Southern Flats shallow,DWER-CS-PHY,-3.2126,-32.248231529,115.712530827,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_DESAL,Cockburn Sound Desalination Plant Telemetered vertical profiler,DWER-CS-PHY,-16.6408,-32.200116665,115.740649959,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_MB,Mangles Bay shallow near shore,DWER-CS-PHY,-1.4192,-32.275049133,115.705452395,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_NCS4T,Cockburn Sound northern end deep Telemetered vertical profiler,DWER-CS-PHY,-21.3088,-32.154551147,115.693840605,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_NH3,Northern Harbour Jervoise Bay,DWER-CS-PHY,-5.9675,-32.140023963,115.762557981,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_S2CS11T,Mangles Bay deep water basin Telemetered vertical profiler,DWER-CS-PHY,-18.1561,-32.262401414,115.71417802,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_SCS13T,Cockburn Sound southern deep water Telemetered vertical profiler,DWER-CS-PHY,-19.1526,-32.250808957,115.728321217,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_WS4,Warnbro Sound central basin,DWER-CS-PHY,-17.2342,-32.336946026,115.722166715,DWER-CS-PHY
Department of Water and Environmental Regulation,CSMC,dwerphyto_WSSB,Warnbro Sound Safety Bay shallow,DWER-CS-PHY,-2.9904,-32.308837616,115.708785228,DWER-CS-PHY
Integrated Marine Observing System,REF,imos_ROT,Rottnest Island,IMOS-REF-PHY,-45.8595,-32,115.4167,IMOS-REF-PHY
Water Corporation WA,PLOOM,wc_ploom_OR11,OR11,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_OR15,OR15,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_OR19,OR19,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_OR22,OR22,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_OR27,OR27,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_OR28,OR28,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_OR32,OR32,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_OR5,OR5,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_OR7,OR7,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_OR9,OR9,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_ORR2,ORR2,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_ORR3,ORR3,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB11,SB11,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB13,SB13,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB15,SB15,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB19,SB19,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB26,SB26,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB28,SB28,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB29,SB29,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB3,SB3,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB31,SB31,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB5,SB5,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SB9,SB9,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SBR1,SBR1,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SBR2,SBR2,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SBR3,SBR3,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_ploom_SBR4,SBR4,WCWA-PLOOM-PHY,-5203.0000,-1,-1,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD1,SD1,WCWA-PLOOM-PHY,-22.3528,-32.294274,115.661574,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD13,SD13,WCWA-PLOOM-PHY,-23.8056,-32.294161,115.650956,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD17,SD17,WCWA-PLOOM-PHY,-8.7716,-32.292513,115.678464,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD19,SD19,WCWA-PLOOM-PHY,-12.9536,-32.272979,115.671995,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD22,SD22,WCWA-PLOOM-PHY,-18.9779,-32.25564,115.658171,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD26,SD26,WCWA-PLOOM-PHY,-20.7540,-32.271954,115.639287,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD29,SD29,WCWA-PLOOM-PHY,-21.5560,-32.301049,115.6489,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD3,SD3,WCWA-PLOOM-PHY,-19.4842,-32.289765,115.66164,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD31,SD31,WCWA-PLOOM-PHY,-22.4608,-32.296786,115.663682,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD5,SD5,WCWA-PLOOM-PHY,-18.4448,-32.285255,115.661707,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD7,SD7,WCWA-PLOOM-PHY,-18.4478,-32.285199,115.656398,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SD9,SD9,WCWA-PLOOM-PHY,-18.6191,-32.285142,115.651089,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SDR2,SDR2,WCWA-PLOOM-PHY,-20.4174,-32.325784,115.655799,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SDR3,SDR3,WCWA-PLOOM-PHY,-19.9841,-32.325686,115.658446,WCWA-PLOOM-PHY
Water Corporation WA,PLOOM,wc_sdool_SDR4,SDR4,WCWA-PLOOM-PHY,-19.8071,-32.325877,115.66113,WCWA-PLOOM-PHY
