Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Department of Water and Environmental Regulation,SCE,ARM,ARM,DWER-SWANEST-PHY,-11.3607,-32.007068687,115.808949832,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,BAC,BAC,DWER-SWANEST-PHY,6.0000,-32.0226,115.9267,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,BLA,BLA,DWER-SWANEST-PHY,-15.0628,-32.01712604,115.78412863,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,CAS,CAS,DWER-SWANEST-PHY,-5203.0000,-1,-1,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,CASMID,CASMID,DWER-SWANEST-PHY,6.0000,-32.02251348,115.91564274,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,CAV,CAV,DWER-SWANEST-PHY,3.0000,-31.878074752,115.992277594,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,ELL,ELL,DWER-SWANEST-PHY,8.0000,-32.0339,115.949901,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,HEA,HEA,DWER-SWANEST-PHY,-6.2923,-31.994891915,115.835348561,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,JBC,JBC,DWER-SWANEST-PHY,4.0000,-31.8614,116.0027,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,KEN,KEN,DWER-SWANEST-PHY,7.0000,-32.02146765,115.92100233,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,KIN,KIN,DWER-SWANEST-PHY,4.0000,-31.912582148,115.961026387,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,LABQASITE,LAB QA SITE,DWER-SWANEST-PHY,-5203.0000,-1,-1,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,MAY,MAY,DWER-SWANEST-PHY,4.0000,-31.939806945,115.908172832,DWER-SWANEST-PHY
Department of Water and Environmental Regulation,SCE,MSB,MSB,DWER-SWANEST-PHY,4.0000,-31.864403993,116.009082729,DWER-SWANEST-PHY
