Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\BR1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0195599,115.7834743,GMT +8,mAHD,BR1,BR1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),396345.6000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,385113.237918548,6456749.50201532,11.6952,-11.6952
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\DW1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0008087,115.6944252,GMT +8,mAHD,DW1,DW1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),521120.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,376677.850009847,6458730.01185894,16.1375,-16.1375
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\DW2_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-31.9798619,115.6917342,GMT +8,mAHD,DW2,DW2,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),521120.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,376395.549584948,6461048.99731867,17.5568,-17.5568
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\DW3_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-31.9659546,115.67513,GMT +8,mAHD,DW3,DW3,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),521120.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,374807.78794652,6462571.59594934,17.9460,-17.9460
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0574824,115.7253161,GMT +8,mAHD,FP1,FP1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),412860.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,379670.101770561,6452482.27172472,9.1064,-9.1064
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP10_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0458921,115.7462075,GMT +8,mAHD,FP10,FP10,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),515340.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,381627.46218548,6453790.21709666,15.7272,-15.7272
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP3_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0546386,115.7367555,GMT +8,mAHD,FP3,FP3,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),406771.2000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,380746.366505664,6452810.21926416,5.4590,-5.4590
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP4_1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.049421,115.7452335,GMT +8,mAHD,FP4.1,FP4.1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),434194.2857,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,381540.04548855,6453397.95254208,9.6100,-9.6100
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP4_2_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0496742,115.7447605,GMT +8,mAHD,FP4.2,FP4.2,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),515340.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,381495.713740447,6453369.36488769,8.9874,-8.9874
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP5_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0408598,115.7481017,GMT +8,mAHD,FP5,FP5,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),391126.1538,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,381799.841107884,6454350.14740108,-2.0000,2.0000
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP6_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0499246,115.740292,GMT +8,mAHD,FP6,FP6,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),406771.2000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,381074.146926702,6453336.69250216,0.0000,0.0000
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP7_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0420042,115.7524677,GMT +8,mAHD,FP7,FP7,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),381101.5385,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,382213.559041504,6454228.05640322,9.1361,-9.1361
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP8_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0463269,115.7426755,GMT +8,mAHD,FP8,FP8,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),558960.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,381294.538245653,6453738.13916403,0.0000,0.0000
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\FP9_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0436055,115.7453998,GMT +8,mAHD,FP9,FP9,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),558960.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,381548.255142868,6454042.81210402,-1.0000,1.0000
