Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\GR1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0235807,115.7198707,GMT +8,mAHD,GR1,GR1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),522240.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,379111.465919728,6456234.37219872,17.1757,-17.1757
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\KBJ1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.2390133,115.7560601,GMT +8,mAHD,KBJ1,KBJ1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),363188.5714,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,382805.051992111,6432392.26155776,10.6722,-10.6722
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\KBJ2_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.2410672,115.7549072,GMT +8,mAHD,KBJ2,KBJ2,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),522240.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,382699.066730382,6432163.31140679,13.2048,-13.2048
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\KBJ3_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.243459,115.7544785,GMT +8,mAHD,KBJ3,KBJ3,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),363188.5714,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,382661.751449349,6431897.69265895,13.2403,-13.2403
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\KBT1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.2085958,115.7646391,GMT +8,mAHD,KBT1,KBT1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),414458.1818,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,383574.583373789,6435773.60269684,11.1744,-11.1744
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\KBT2_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.21066,115.7604122,GMT +8,mAHD,KBT2,KBT2,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),419588.5714,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,383178.835446388,6435540.18393839,11.3169,-11.3169
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\KBT3_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.2109817,115.7622825,GMT +8,mAHD,KBT3,KBT3,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),522240.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,383355.518808663,6435506.55269593,10.9188,-10.9188
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\PB1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.1236013,115.7021541,GMT +8,mAHD,PB1,PB1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),406771.2000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,377571.670955508,6445126.50083456,13.8496,-13.8496
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\PB2_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.1313039,115.7039492,GMT +8,mAHD,PB2,PB2,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),522240.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,377751.292590998,6444274.65165544,11.3189,-11.3189
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\RH1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0513613,115.7308832,GMT +8,mAHD,RH1,RH1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),391126.1538,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,380187.694542614,6453167.02211303,7.3886,-7.3886
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\RH2_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0488936,115.7330189,GMT +8,mAHD,RH2,RH2,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),454950.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,380386.121433365,6453442.9482262,5.7470,-5.7470
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\RH3_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0396559,115.7361151,GMT +8,mAHD,RH3,RH3,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),522240.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,380666.462842066,6454470.42103156,7.6424,-7.6424
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\SB1_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0829759,115.6929513,GMT +8,mAHD,SB1,SB1,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),406771.2000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,376648.878016363,6449619.61106458,15.3345,-15.3345
Fremantle Port Authorityn,FPA,Marine Quality Monitoring Program,MQMP,FPA-MQMP,D:\csiem\data-warehouse\csv\fpa\mqmp\SB2_Benzene_SURFACE__DATA.csv,data-warehouse/csv/fpa/mqmp,Static,-32.0952884,115.6956044,GMT +8,mAHD,SB2,SB2,Fixed,0.5m below Surface,m below Surface,,NaN,,var00335,Water Quality (Contaminants),522240.0000,yyyy-mm-dd HH:MM:SS,Decimal,Benzene (μg/L),String,376915.790570182,6448257.72035982,13.4347,-13.4347
