Var1,Var2,Var3
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW062_NH3_N_DATA.csv,Beach porewater,2023-01-18 08:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW063_NH3_N_DATA.csv,Beach porewater,2023-01-18 09:00:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW064_NH3_N_DATA.csv,Beach porewater,2023-01-18 09:06:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW065_NH3_N_DATA.csv,Beach porewater,2023-01-18 09:16:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW066_NH3_N_DATA.csv,Beach porewater,2023-01-18 09:25:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW067_NH3_N_DATA.csv,Beach porewater,2023-01-18 09:35:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW067_NH3_N_DATA.csv,Beach porewater,2023-01-18 09:36:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW068_NH3_N_DATA.csv,Beach porewater,2023-01-18 09:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW069_NH3_N_DATA.csv,Beach porewater,2023-01-18 10:22:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW070_NH3_N_DATA.csv,Beach porewater,2023-01-18 10:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW071_NH3_N_DATA.csv,Beach porewater,2023-01-18 12:32:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW072_NH3_N_DATA.csv,Beach porewater,2023-01-18 12:46:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW073_NH3_N_DATA.csv,Beach porewater,2023-01-18 13:03:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW074_NH3_N_DATA.csv,Beach porewater,2023-01-18 13:16:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW074_NH3_N_DATA.csv,Seawater,2023-01-18 13:21:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW075_NH3_N_DATA.csv,Beach porewater,2023-01-19 09:20:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW076_NH3_N_DATA.csv,Beach porewater,2023-01-19 09:39:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW077_NH3_N_DATA.csv,Beach porewater,2023-01-19 09:48:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW078_NH3_N_DATA.csv,Beach porewater,2023-01-19 10:03:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW079_NH3_N_DATA.csv,Beach porewater,2023-01-19 10:04:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW079_NH3_N_DATA.csv,Beach porewater,2023-01-19 10:16:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW080_NH3_N_DATA.csv,Beach porewater,2023-01-19 10:28:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW081_NH3_N_DATA.csv,Beach porewater,2023-01-19 10:38:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW081_NH3_N_DATA.csv,Seawater,2023-01-19 10:42:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW015_NH3_N_DATA.csv,Beach porewater,2023-01-19 11:41:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW001_P_SR_DATA.csv,Beach porewater,2022-11-24 09:26:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW002_P_SR_DATA.csv,Beach porewater,2022-11-24 09:48:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW003_P_SR_DATA.csv,Beach porewater,2022-11-24 10:00:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW004_P_SR_DATA.csv,Beach porewater,2022-11-24 10:12:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW005_P_SR_DATA.csv,Beach porewater,2022-11-24 10:21:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW006_P_SR_DATA.csv,Beach porewater,2022-11-24 10:32:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW007_P_SR_DATA.csv,Beach porewater,2022-11-24 10:49:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW008_P_SR_DATA.csv,Beach porewater,2022-11-24 11:07:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW009_P_SR_DATA.csv,Beach porewater,2022-11-24 11:18:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW010_P_SR_DATA.csv,Beach porewater,2022-11-24 11:28:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW011_P_SR_DATA.csv,Beach porewater,2022-11-24 11:38:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW012_P_SR_DATA.csv,Beach porewater,2022-11-24 11:48:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW013_P_SR_DATA.csv,Beach porewater,2022-11-24 11:58:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW014_P_SR_DATA.csv,Beach porewater,2022-11-24 12:11:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW015_P_SR_DATA.csv,Beach porewater,2022-11-24 12:26:59
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW016_P_SR_DATA.csv,Beach porewater,2022-11-24 13:24:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW017_P_SR_DATA.csv,Beach porewater,2022-11-24 13:44:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW018_P_SR_DATA.csv,Beach porewater,2022-11-24 14:18:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW018_P_SR_DATA.csv,Beach porewater,2022-11-24 14:19:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW019_P_SR_DATA.csv,Beach porewater,2022-11-24 14:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW019_P_SR_DATA.csv,Seawater,2022-11-24 14:53:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW020_P_SR_DATA.csv,Beach porewater,2022-11-29 08:33:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW021_P_SR_DATA.csv,Beach porewater,2022-11-29 09:25:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW022_P_SR_DATA.csv,Beach porewater,2022-11-29 09:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW023_P_SR_DATA.csv,Beach porewater,2022-11-29 09:55:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW024_P_SR_DATA.csv,Beach porewater,2022-11-29 10:18:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW025_P_SR_DATA.csv,Beach porewater,2022-11-29 10:30:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW026_P_SR_DATA.csv,Beach porewater,2022-11-29 10:47:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW027_P_SR_DATA.csv,Beach porewater,2022-11-29 11:04:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW028_P_SR_DATA.csv,Beach porewater,2022-11-29 11:17:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW029_P_SR_DATA.csv,Beach porewater,2022-11-29 11:29:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW030_P_SR_DATA.csv,Beach porewater,2022-11-29 11:49:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW031_P_SR_DATA.csv,Beach porewater,2022-11-29 12:00:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW032_P_SR_DATA.csv,Beach porewater,2022-11-29 12:35:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW033_P_SR_DATA.csv,Beach porewater,2022-11-29 12:53:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW034_P_SR_DATA.csv,Beach porewater,2022-11-29 13:07:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW035_P_SR_DATA.csv,Beach porewater,2022-11-29 13:19:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW036_P_SR_DATA.csv,Beach porewater,2022-11-29 13:34:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW036_P_SR_DATA.csv,Beach porewater,2022-11-29 13:35:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW037_P_SR_DATA.csv,Beach porewater,2022-11-29 13:47:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW038_P_SR_DATA.csv,Beach porewater,2022-11-29 14:05:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW039_P_SR_DATA.csv,Beach porewater,2022-11-29 14:15:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW040_P_SR_DATA.csv,Beach porewater,2022-11-29 14:25:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW041_P_SR_DATA.csv,Beach porewater,2022-11-29 14:33:59
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW042_P_SR_DATA.csv,Beach porewater,2022-11-29 14:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW015_P_SR_DATA.csv,Beach porewater,2022-11-29 15:33:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW015_P_SR_DATA.csv,Seawater,2022-11-29 15:35:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW043_P_SR_DATA.csv,Beach porewater,2023-01-17 09:41:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW044_P_SR_DATA.csv,Beach porewater,2023-01-17 09:54:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW045_P_SR_DATA.csv,Beach porewater,2023-01-17 10:01:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW046_P_SR_DATA.csv,Beach porewater,2023-01-17 10:10:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW047_P_SR_DATA.csv,Beach porewater,2023-01-17 10:22:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW048_P_SR_DATA.csv,Beach porewater,2023-01-17 10:31:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW049_P_SR_DATA.csv,Beach porewater,2023-01-17 10:39:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW050_P_SR_DATA.csv,Beach porewater,2023-01-17 10:46:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW051_P_SR_DATA.csv,Beach porewater,2023-01-17 11:00:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW051_P_SR_DATA.csv,Beach porewater,2023-01-17 11:01:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW052_P_SR_DATA.csv,Beach porewater,2023-01-17 11:09:59
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW053_P_SR_DATA.csv,Beach porewater,2023-01-17 11:19:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW054_P_SR_DATA.csv,Beach porewater,2023-01-17 11:31:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW055_P_SR_DATA.csv,Beach porewater,2023-01-17 11:40:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW056_P_SR_DATA.csv,Beach porewater,2023-01-17 11:48:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW057_P_SR_DATA.csv,Beach porewater,2023-01-17 12:46:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW058_P_SR_DATA.csv,Beach porewater,2023-01-17 12:56:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW059_P_SR_DATA.csv,Beach porewater,2023-01-17 13:03:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW060_P_SR_DATA.csv,Beach porewater,2023-01-17 13:13:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW060_P_SR_DATA.csv,Seawater,2023-01-17 13:21:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW015_P_SR_DATA.csv,Beach porewater,2023-01-17 14:07:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW061_P_SR_DATA.csv,Beach porewater,2023-01-18 08:26:59
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW062_P_SR_DATA.csv,Beach porewater,2023-01-18 08:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW063_P_SR_DATA.csv,Beach porewater,2023-01-18 09:00:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW064_P_SR_DATA.csv,Beach porewater,2023-01-18 09:06:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW065_P_SR_DATA.csv,Beach porewater,2023-01-18 09:16:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW066_P_SR_DATA.csv,Beach porewater,2023-01-18 09:25:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW067_P_SR_DATA.csv,Beach porewater,2023-01-18 09:35:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW067_P_SR_DATA.csv,Beach porewater,2023-01-18 09:36:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW068_P_SR_DATA.csv,Beach porewater,2023-01-18 09:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW069_P_SR_DATA.csv,Beach porewater,2023-01-18 10:22:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW070_P_SR_DATA.csv,Beach porewater,2023-01-18 10:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW071_P_SR_DATA.csv,Beach porewater,2023-01-18 12:32:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW072_P_SR_DATA.csv,Beach porewater,2023-01-18 12:46:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW073_P_SR_DATA.csv,Beach porewater,2023-01-18 13:03:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW074_P_SR_DATA.csv,Beach porewater,2023-01-18 13:16:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW074_P_SR_DATA.csv,Seawater,2023-01-18 13:21:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW075_P_SR_DATA.csv,Beach porewater,2023-01-19 09:20:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW076_P_SR_DATA.csv,Beach porewater,2023-01-19 09:39:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW077_P_SR_DATA.csv,Beach porewater,2023-01-19 09:48:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW078_P_SR_DATA.csv,Beach porewater,2023-01-19 10:03:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW079_P_SR_DATA.csv,Beach porewater,2023-01-19 10:04:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW079_P_SR_DATA.csv,Beach porewater,2023-01-19 10:16:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW080_P_SR_DATA.csv,Beach porewater,2023-01-19 10:28:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW081_P_SR_DATA.csv,Beach porewater,2023-01-19 10:38:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW081_P_SR_DATA.csv,Seawater,2023-01-19 10:42:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW015_P_SR_DATA.csv,Beach porewater,2023-01-19 11:41:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW001_N_NOx_DATA.csv,Beach porewater,2022-11-24 09:26:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW002_N_NOx_DATA.csv,Beach porewater,2022-11-24 09:48:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW003_N_NOx_DATA.csv,Beach porewater,2022-11-24 10:00:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW004_N_NOx_DATA.csv,Beach porewater,2022-11-24 10:12:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW005_N_NOx_DATA.csv,Beach porewater,2022-11-24 10:21:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW006_N_NOx_DATA.csv,Beach porewater,2022-11-24 10:32:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW007_N_NOx_DATA.csv,Beach porewater,2022-11-24 10:49:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW008_N_NOx_DATA.csv,Beach porewater,2022-11-24 11:07:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW009_N_NOx_DATA.csv,Beach porewater,2022-11-24 11:18:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW010_N_NOx_DATA.csv,Beach porewater,2022-11-24 11:28:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW011_N_NOx_DATA.csv,Beach porewater,2022-11-24 11:38:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW012_N_NOx_DATA.csv,Beach porewater,2022-11-24 11:48:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW013_N_NOx_DATA.csv,Beach porewater,2022-11-24 11:58:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW014_N_NOx_DATA.csv,Beach porewater,2022-11-24 12:11:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW015_N_NOx_DATA.csv,Beach porewater,2022-11-24 12:26:59
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW016_N_NOx_DATA.csv,Beach porewater,2022-11-24 13:24:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW017_N_NOx_DATA.csv,Beach porewater,2022-11-24 13:44:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW018_N_NOx_DATA.csv,Beach porewater,2022-11-24 14:18:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW018_N_NOx_DATA.csv,Beach porewater,2022-11-24 14:19:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW019_N_NOx_DATA.csv,Beach porewater,2022-11-24 14:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW019_N_NOx_DATA.csv,Seawater,2022-11-24 14:53:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW020_N_NOx_DATA.csv,Beach porewater,2022-11-29 08:33:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW021_N_NOx_DATA.csv,Beach porewater,2022-11-29 09:25:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW022_N_NOx_DATA.csv,Beach porewater,2022-11-29 09:45:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW023_N_NOx_DATA.csv,Beach porewater,2022-11-29 09:55:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW024_N_NOx_DATA.csv,Beach porewater,2022-11-29 10:18:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW025_N_NOx_DATA.csv,Beach porewater,2022-11-29 10:30:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW026_N_NOx_DATA.csv,Beach porewater,2022-11-29 10:47:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW027_N_NOx_DATA.csv,Beach porewater,2022-11-29 11:04:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW028_N_NOx_DATA.csv,Beach porewater,2022-11-29 11:17:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW029_N_NOx_DATA.csv,Beach porewater,2022-11-29 11:29:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW030_N_NOx_DATA.csv,Beach porewater,2022-11-29 11:49:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW031_N_NOx_DATA.csv,Beach porewater,2022-11-29 12:00:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW032_N_NOx_DATA.csv,Beach porewater,2022-11-29 12:35:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW033_N_NOx_DATA.csv,Beach porewater,2022-11-29 12:53:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW034_N_NOx_DATA.csv,Beach porewater,2022-11-29 13:07:00
/GIS_DATA/csiem-data-hub/data-warehouse/csv/wamsi/wwmsp3/porewater/MAFRL_CS_PW035_N_NOx_DATA.csv,Beach porewater,2022-11-29 13:19:00
