"Site Ref","Program Site Ref","Collect Time","Collect Date","Collect Month","Collect Year","Program Code","Sample Number","Sample Type","Sampling Number","Primary CoC Number","Collection Method","Data Category","Depth measuring point","Sample Depth(s) (m)","Sample Depth (m)","Sample Depth To (m)","Comments","Security Level","Salin Sign","Salinity (ppt)","Salin Qual | Status","Cond Sign","Cond @ 25 deg C (uS/cm)","Cond Qual | Status","Temp Sign","Temperature (deg C)","Temp Qual | Status","DOconc Sign","O2-{DO conc} (mg/L)","DOconc Qual | Status","DO% Sign","O2-{DO %sat} (%)","DO% Qual | Status","pH Sign","pH (no units)","pH Qual | Status","Turb Sign","Turbidity (NTU)","Turb Qual | Status","Secchi Sign","Secchi depth (m)","Secchi Qual | Status","BotDep Sign","Bottom Depth (m)","BotDep Qual | Status","TN Sign","N (tot) {TN pTN} (ug/L)","TN Qual | Status","NOx-N Sign","N (sum sol ox) {NOx-N TON} (ug/L)","NOx-N Qual | Status","NH3/4-N Sign","NH3-N/NH4-N (sol) (ug/L)","NH3/4-N Qual | Status","DON Sign","N (sum sol org) {DON} (ug/L)","DON Qual | Status","TKN Sign","N (tot kjel) {TKN} (ug/L)","TKN Qual | Status","NO2-N Sign","NO2-N (sol) (ug/L)","NO2-N Qual | Status","NO3-N Sign","NO3-N (sol) (ug/L)","NO3-N Qual | Status","TP Sign","P (tot) {TP pTP} (ug/L)","TP Qual | Status","FRP Sign","PO4-P (sol react) {SRP FRP} (ug/L)","FRP Qual | Status","AlkTot Sign","Alkalinity (tot) (CaCO3) (ug/L)","AlkTot Qual | Status","DOC Sign","C (sol org) {DOC DOC as NPOC} (ug/L)","DOC Qual | Status","SiO2 Sign","SiO2 (sol react) (ug/L)","SiO2 Qual | Status","SiO2-Si Sign","SiO2-Si (sol react) (ug/L)","SiO2-Si Qual | Status","TSS Sign","Suspended Solids (Total) {TSS} (mg/L)","TSS Qual | Status","Chla(Lab) Sign","Chlorophyll a (by vol) (mg/L)","Chla(Lab) Qual | Status","Chlb(Lab) Sign","Chlorophyll b (by vol) (mg/L)","Chlb(Lab) Qual | Status","Chlc(Lab) Sign","Chlorophyll c (by vol) (mg/L)","Chlc(Lab) Qual | Status","ChlSmplVol Sign","Chlorophyll sample volume (mL)","ChlSmplVol Qual | Status","PhaeoA Sign","Phaeophytin a (by vol) (mg/L)","PhaeoA Qual | Status","Chl ug/L Sign","Chlorophyll a (in situ) (ug/L)","Chl ug/L Qual | Status","Chl RFU Sign","Chlorophyll a (in situ) (RFU)","Chl RFU Qual | Status","BGA-PC ug/L Sign","Phycocyanin (insitu) {BGA-PC} (ug/L)","BGA-PC ug/L Qual | Status","BGA-PC RFU Sign","Phycocyanin (insitu) {BGA-PC} (RFU)","BGA-PC RFU Qual | Status","Null reading","Cloud Sign","Cloud cover (%)","Cloud Qual | Status","Flow status","Tide status","WL SLE Sign","Water level (SLE) (m)","WL SLE Qual | Status","Wind Dir Sign","Wind direction (°)","Wind Dir Qual | Status","Wind Spd Sign","Wind speed (knot)","Wind Spd Qual | Status"
"6160259","ARM","10:21:40 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0028","501966","Insitu","Instrument log","Water surface level","7","7","","","Unrestricted","","38.11","Good | Active","","57199","Good | Active","","24.058","Good | Active","","6.2","Good | Active","","91.8","Good | Active","","7.84","Good | Active","","2.12","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96","Uncalibrated | Deactivated","","1.25","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:22:16 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0029","501966","Insitu","Instrument log","Water surface level","6","6","","","Unrestricted","","38.09","Good | Active","","57168","Good | Active","","24.034","Good | Active","","6.26","Good | Active","","92.6","Good | Active","","7.85","Good | Active","","2.3","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.45","Uncalibrated | Deactivated","","3.62","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:23:01 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0030","501966","Insitu","Instrument log","Water surface level","5","5","","","Unrestricted","","38.06","Good | Active","","57134","Good | Active","","24.002","Good | Active","","6.33","Good | Active","","93.5","Good | Active","","7.85","Good | Active","","2.27","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","Uncalibrated | Deactivated","","1.53","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:23:37 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0031","501966","Insitu","Instrument log","Water surface level","4.5","4.5","","","Unrestricted","","38.07","Good | Active","","57142","Good | Active","","24.017","Good | Active","","6.35","Good | Active","","93.9","Good | Active","","7.85","Good | Active","","2.23","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.71","Uncalibrated | Deactivated","","1.69","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:24:15 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0032","501966","Insitu","Instrument log","Water surface level","4","4","","","Unrestricted","","38.06","Good | Active","","57137","Good | Active","","24.022","Good | Active","","6.38","Good | Active","","94.3","Good | Active","","7.86","Good | Active","","2.33","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.66","Uncalibrated | Deactivated","","3.67","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:25:01 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0033","501966","Insitu","Instrument log","Water surface level","3.5","3.5","","","Unrestricted","","38.05","Good | Active","","57120","Good | Active","","23.998","Good | Active","","6.4","Good | Active","","94.5","Good | Active","","7.86","Good | Active","","2.22","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","Uncalibrated | Deactivated","","2.31","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:25:34 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0034","501966","Insitu","Instrument log","Water surface level","3","3","","","Unrestricted","","38.04","Good | Active","","57108","Good | Active","","24.002","Good | Active","","6.45","Good | Active","","95.3","Good | Active","","7.86","Good | Active","","2.33","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.43","Uncalibrated | Deactivated","","1.62","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:26:08 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0035","501966","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","38.05","Good | Active","","57121","Good | Active","","24.047","Good | Active","","6.51","Good | Active","","96.2","Good | Active","","7.87","Good | Active","","2.37","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.49","Uncalibrated | Deactivated","","1.88","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:26:30 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0036","501966","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","38.05","Good | Active","","57124","Good | Active","","24.069","Good | Active","","6.53","Good | Active","","96.6","Good | Active","","7.87","Good | Active","","2.39","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.18","Uncalibrated | Deactivated","","2.55","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:27:17 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0037","501966","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","38.06","Good | Active","","57132","Good | Active","","24.119","Good | Active","","6.58","Good | Active","","97.3","Good | Active","","7.87","Good | Active","","2.43","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.86","Uncalibrated | Deactivated","","1.22","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:27:56 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0038","501966","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","38.07","Good | Active","","57145","Good | Active","","24.198","Good | Active","","6.62","Good | Active","","98.1","Good | Active","","7.87","Good | Active","","2.4","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.67","Uncalibrated | Deactivated","","0.93","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:28:00 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-FLD-0002","501966","Insitu","Field obs / rdgs","Water surface level","","","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","3.2","Good | Active","","11.5","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Good | Active","Stationary or Static","Flowing","","","","","135","Good | Active","","7","Good | Active"
"6160259","ARM","10:28:01 AM","5/03/2024","3","2024","SG-E-SCESTUARY","202480543","Standard sample","501966-LAB-0003","501966","Integrated over depth","Laboratory results","Water surface level","0 - 6.5","0","6.5","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0043","Good | Active","<","0.0005","Good | Active","","0.0012","Good | Active","","2000","Good | Active","","0.0011","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:28:21 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501966-LOG-0039","501966","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","38.06","Good | Active","","57143","Good | Active","","24.216","Good | Active","","6.62","Good | Active","","98.1","Good | Active","","7.87","Good | Active","","2.36","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.93","Uncalibrated | Deactivated","","1.24","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160259","ARM","10:28:39 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501966-LOG-0040","501966","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","38.06","Good | Active","","57141","Good | Active","","24.209","Good | Active","","6.62","Good | Active","","98.2","Good | Active","","7.87","Good | Active","","2.47","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29","Uncalibrated | Deactivated","","1.08","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:43:00 AM","26/02/2024","2","2024","SG-E-SCESTUARY","202480457","Standard sample (Bottom)","501956-LAB-0018","501956","Grab sample","Laboratory results","Water surface level","3.5","3.5","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","380","Good | Active","<","10","Good | Active","","12","Good | Active","","270","Good | Active","","380","Good | Active","","","","","","","","52","Good | Active","","25","Good | Active","","","","","","","","","","","2100","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:43:14 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501956-LOG-0054","501956","Insitu","Instrument log","Water surface level","3.8","3.8","","","Unrestricted","","38.48","Good | Active","","57696","Good | Active","","24.038","Good | Active","","5.65","Good | Active","","83.7","Good | Active","","7.8","Good | Active","","6.17","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.69","Uncalibrated | Deactivated","","1.93","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:43:44 AM","26/02/2024","2","2024","SG-E-SCESTUARY","202480457","Standard sample (Bottom)","501956-LOG-0055","501956","Insitu","Instrument log","Water surface level","3.5","3.5","","","Unrestricted","","38.48","Good | Active","","57691","Good | Active","","24.042","Good | Active","","5.65","Good | Active","","83.7","Good | Active","","7.8","Good | Active","","6.24","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.08","Uncalibrated | Deactivated","","1.53","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:44:20 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0056","501956","Insitu","Instrument log","Water surface level","3","3","","","Unrestricted","","38.48","Good | Active","","57685","Good | Active","","24.044","Good | Active","","5.66","Good | Active","","83.9","Good | Active","","7.8","Good | Active","","5.72","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.02","Uncalibrated | Deactivated","","1.51","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:44:49 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0057","501956","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","38.47","Good | Active","","57683","Good | Active","","24.049","Good | Active","","5.69","Good | Active","","84.3","Good | Active","","7.8","Good | Active","","5.5","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.41","Uncalibrated | Deactivated","","1.61","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:45:12 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0058","501956","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","38.46","Good | Active","","57672","Good | Active","","24.095","Good | Active","","5.71","Good | Active","","84.6","Good | Active","","7.8","Good | Active","","5.83","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.81","Uncalibrated | Deactivated","","1.96","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:45:40 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0059","501956","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","38.47","Good | Active","","57674","Good | Active","","24.132","Good | Active","","5.78","Good | Active","","85.8","Good | Active","","7.8","Good | Active","","5.29","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.06","Uncalibrated | Deactivated","","2.27","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:46:01 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0060","501956","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","38.46","Good | Active","","57668","Good | Active","","24.214","Good | Active","","5.82","Good | Active","","86.5","Good | Active","","7.81","Good | Active","","5.04","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19","Uncalibrated | Deactivated","","1.56","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:46:02 AM","26/02/2024","2","2024","SG-E-SCESTUARY","202480446","Standard sample","501956-LAB-0019","501956","Integrated over depth","Laboratory results","Water surface level","0 - 3.5","0","3.5","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0055","Good | Active","<","0.0005","Good | Active","","0.0017","Good | Active","","1920","Good | Active","","0.0007","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:46:03 AM","26/02/2024","2","2024","SG-E-SCESTUARY","202480456","Standard sample (Surface)","501956-LAB-0020","501956","Grab sample","Laboratory results","Water surface level","0","0","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420","Good | Active","<","10","Good | Active","<","10","Good | Active","","280","Good | Active","","420","Good | Active","","","","","","","","56","Good | Active","","27","Good | Active","","120000","Good | Active","","3700","Good | Active","","","","","2100","Good | Active","","19","Good | Active","","0.0089","Good | Active","<","0.0005","Good | Active","","0.0024","Good | Active","","1000","Good | Active","","0.0006","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:46:37 AM","26/02/2024","2","2024","SG-E-SCESTUARY","202480456","Standard sample (Surface)","501956-LOG-0061","501956","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","38.46","Good | Active","","57669","Good | Active","","24.4","Good | Active","","5.83","Good | Active","","86.9","Good | Active","","7.81","Good | Active","","4.53","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.11","Uncalibrated | Deactivated","","1.29","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:47:23 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501956-LOG-0062","501956","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","38.46","Good | Active","","57676","Good | Active","","24.344","Good | Active","","5.83","Good | Active","","86.8","Good | Active","","7.8","Good | Active","","4.66","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.06","Uncalibrated | Deactivated","","1.27","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:24:08 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501966-LOG-0054","501966","Insitu","Instrument log","Water surface level","3.9","3.9","","","Unrestricted","","38.49","Good | Active","","57720","Good | Active","","24.378","Good | Active","","6.01","Good | Active","","89.6","Good | Active","","7.82","Good | Active","","9.43","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.08","Uncalibrated | Deactivated","","1.28","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:24:49 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Bottom)","501966-LOG-0055","501966","Insitu","Instrument log","Water surface level","3.6","3.6","","","Unrestricted","","38.49","Good | Active","","57714","Good | Active","","24.381","Good | Active","","6.02","Good | Active","","89.7","Good | Active","","7.82","Good | Active","","8.21","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.67","Uncalibrated | Deactivated","","1.43","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:25:11 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0056","501966","Insitu","Instrument log","Water surface level","3.5","3.5","","","Unrestricted","","38.49","Good | Active","","57712","Good | Active","","24.381","Good | Active","","6.02","Good | Active","","89.8","Good | Active","","7.82","Good | Active","","8.28","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58","Uncalibrated | Deactivated","","1.4","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:25:34 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0057","501966","Insitu","Instrument log","Water surface level","3","3","","","Unrestricted","","38.49","Good | Active","","57709","Good | Active","","24.378","Good | Active","","6.03","Good | Active","","89.9","Good | Active","","7.82","Good | Active","","7.72","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84","Uncalibrated | Deactivated","","1.47","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:25:54 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0058","501966","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","38.48","Good | Active","","57705","Good | Active","","24.373","Good | Active","","6.03","Good | Active","","89.9","Good | Active","","7.81","Good | Active","","7.06","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.91","Uncalibrated | Deactivated","","1.49","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:26:24 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0059","501966","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","38.48","Good | Active","","57701","Good | Active","","24.382","Good | Active","","6.04","Good | Active","","90.1","Good | Active","","7.81","Good | Active","","6.97","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.55","Uncalibrated | Deactivated","","1.65","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:26:50 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0060","501966","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","38.48","Good | Active","","57696","Good | Active","","24.381","Good | Active","","6.04","Good | Active","","90.1","Good | Active","","7.81","Good | Active","","6.74","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.83","Uncalibrated | Deactivated","","1.47","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:27:00 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-FLD-0004","501966","Insitu","Field obs / rdgs","Water surface level","","","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","2.2","Good | Active","","4.1","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Good | Active","Stationary or Static","Flowing","","","","","135","Good | Active","","2.3","Good | Active"
"6160262","NAR","11:27:01 AM","5/03/2024","3","2024","SG-E-SCESTUARY","202480545","Standard sample","501966-LAB-0006","501966","Integrated over depth","Laboratory results","Water surface level","0 - 3.6","0","3.6","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0045","Good | Active","<","0.0005","Good | Active","","0.0013","Good | Active","","2000","Good | Active","","0.0012","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:27:15 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0061","501966","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","38.47","Good | Active","","57692","Good | Active","","24.393","Good | Active","","6.05","Good | Active","","90.1","Good | Active","","7.81","Good | Active","","6.87","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.63","Uncalibrated | Deactivated","","1.67","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:27:43 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501966-LOG-0062","501966","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","38.48","Good | Active","","57694","Good | Active","","24.39","Good | Active","","6.05","Good | Active","","90.2","Good | Active","","7.81","Good | Active","","6.91","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.52","Uncalibrated | Deactivated","","1.39","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160262","NAR","11:28:12 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501966-LOG-0063","501966","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","38.47","Good | Active","","57687","Good | Active","","24.416","Good | Active","","6.05","Good | Active","","90.2","Good | Active","","7.81","Good | Active","","6.21","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.37","Uncalibrated | Deactivated","","1.1","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160263","NIL","12:32:00 PM","26/02/2024","2","2024","SG-E-SCESTUARY","202480459","Standard sample (Bottom)","501956-LAB-0024","501956","Grab sample","Laboratory results","Water surface level","1.2","1.2","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510","Good | Active","<","10","Good | Active","","34","Good | Active","","330","Good | Active","","510","Good | Active","","","","","","","","75","Good | Active","","37","Good | Active","","","","","","","","","","","2500","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6160263","NIL","12:32:01 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501956-LOG-0063","501956","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","37.92","Good | Active","","56970","Good | Active","","24.684","Good | Active","","5.39","Good | Active","","80.5","Good | Active","","7.89","Good | Active","","8.08","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.55","Uncalibrated | Deactivated","","1.4","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160263","NIL","12:32:36 PM","26/02/2024","2","2024","SG-E-SCESTUARY","202480459","Standard sample (Bottom)","501956-LOG-0064","501956","Insitu","Instrument log","Water surface level","1.2","1.2","","","Unrestricted","","37.84","Good | Active","","56856","Good | Active","","24.675","Good | Active","","5.47","Good | Active","","81.7","Good | Active","","7.83","Good | Active","","7.19","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.57","Uncalibrated | Deactivated","","1.9","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
