"Site Ref","Program Site Ref","Collect Time","Collect Date","Collect Month","Collect Year","Program Code","Sample Number","Sample Type","Sampling Number","Primary CoC Number","Collection Method","Data Category","Depth measuring point","Sample Depth(s) (m)","Sample Depth (m)","Sample Depth To (m)","Comments","Security Level","Salin Sign","Salinity (ppt)","Salin Qual | Status","Cond Sign","Cond @ 25 deg C (uS/cm)","Cond Qual | Status","Temp Sign","Temperature (deg C)","Temp Qual | Status","DOconc Sign","O2-{DO conc} (mg/L)","DOconc Qual | Status","DO% Sign","O2-{DO %sat} (%)","DO% Qual | Status","pH Sign","pH (no units)","pH Qual | Status","Turb Sign","Turbidity (NTU)","Turb Qual | Status","Secchi Sign","Secchi depth (m)","Secchi Qual | Status","BotDep Sign","Bottom Depth (m)","BotDep Qual | Status","TN Sign","N (tot) {TN pTN} (ug/L)","TN Qual | Status","NOx-N Sign","N (sum sol ox) {NOx-N TON} (ug/L)","NOx-N Qual | Status","NH3/4-N Sign","NH3-N/NH4-N (sol) (ug/L)","NH3/4-N Qual | Status","DON Sign","N (sum sol org) {DON} (ug/L)","DON Qual | Status","TKN Sign","N (tot kjel) {TKN} (ug/L)","TKN Qual | Status","NO2-N Sign","NO2-N (sol) (ug/L)","NO2-N Qual | Status","NO3-N Sign","NO3-N (sol) (ug/L)","NO3-N Qual | Status","TP Sign","P (tot) {TP pTP} (ug/L)","TP Qual | Status","FRP Sign","PO4-P (sol react) {SRP FRP} (ug/L)","FRP Qual | Status","AlkTot Sign","Alkalinity (tot) (CaCO3) (ug/L)","AlkTot Qual | Status","DOC Sign","C (sol org) {DOC DOC as NPOC} (ug/L)","DOC Qual | Status","SiO2 Sign","SiO2 (sol react) (ug/L)","SiO2 Qual | Status","SiO2-Si Sign","SiO2-Si (sol react) (ug/L)","SiO2-Si Qual | Status","TSS Sign","Suspended Solids (Total) {TSS} (mg/L)","TSS Qual | Status","Chla(Lab) Sign","Chlorophyll a (by vol) (mg/L)","Chla(Lab) Qual | Status","Chlb(Lab) Sign","Chlorophyll b (by vol) (mg/L)","Chlb(Lab) Qual | Status","Chlc(Lab) Sign","Chlorophyll c (by vol) (mg/L)","Chlc(Lab) Qual | Status","ChlSmplVol Sign","Chlorophyll sample volume (mL)","ChlSmplVol Qual | Status","PhaeoA Sign","Phaeophytin a (by vol) (mg/L)","PhaeoA Qual | Status","Chl ug/L Sign","Chlorophyll a (in situ) (ug/L)","Chl ug/L Qual | Status","Chl RFU Sign","Chlorophyll a (in situ) (RFU)","Chl RFU Qual | Status","BGA-PC ug/L Sign","Phycocyanin (insitu) {BGA-PC} (ug/L)","BGA-PC ug/L Qual | Status","BGA-PC RFU Sign","Phycocyanin (insitu) {BGA-PC} (RFU)","BGA-PC RFU Qual | Status","Null reading","Cloud Sign","Cloud cover (%)","Cloud Qual | Status","Flow status","Tide status","WL SLE Sign","Water level (SLE) (m)","WL SLE Qual | Status","Wind Dir Sign","Wind direction (°)","Wind Dir Qual | Status","Wind Spd Sign","Wind speed (knot)","Wind Spd Qual | Status"
"6161870","STJ","12:22:42 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0075","501966","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","35.26","Good | Active","","53412","Good | Active","","24.89","Good | Active","","5.38","Good | Active","","79.4","Good | Active","","7.52","Good | Active","","5.55","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.11","Uncalibrated | Deactivated","","3.53","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6161870","STJ","12:23:18 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0076","501966","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","35.13","Good | Active","","53247","Good | Active","","25.018","Good | Active","","6.18","Good | Active","","91.4","Good | Active","","7.6","Good | Active","","4.85","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8","Uncalibrated | Deactivated","","5.95","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6161870","STJ","12:23:50 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0077","501966","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","34.71","Good | Active","","52693","Good | Active","","25.566","Good | Active","","7.07","Good | Active","","105.2","Good | Active","","7.7","Good | Active","","5.09","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.04","Uncalibrated | Deactivated","","9","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6161870","STJ","12:24:18 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0078","501966","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","34.63","Good | Active","","52587","Good | Active","","25.808","Good | Active","","7.25","Good | Active","","108.4","Good | Active","","7.71","Good | Active","","5.16","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.21","Uncalibrated | Deactivated","","5.8","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6161870","STJ","12:25:00 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-FLD-0006","501966","Insitu","Field obs / rdgs","Water surface level","","","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","0.7","Good | Active","","4.7","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Good | Active","Stationary or Static","Flowing","","","","","135","Good | Active","","2.1","Good | Active"
"6161870","STJ","12:25:01 PM","5/03/2024","3","2024","SG-E-SCESTUARY","202480547","Standard sample","501966-LAB-0010","501966","Integrated over depth","Laboratory results","Water surface level","0 - 4.2","0","4.2","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.017","Good | Active","<","0.0005","Good | Active","","0.0037","Good | Active","","1350","Good | Active","","0.0007","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6161870","STJ","12:25:24 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501966-LOG-0079","501966","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","34.37","Good | Active","","52261","Good | Active","","26.226","Good | Active","","7.59","Good | Active","","114","Good | Active","","7.75","Good | Active","","5.39","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.69","Uncalibrated | Deactivated","","5.42","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6161870","STJ","12:25:47 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501966-LOG-0080","501966","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","34.08","Good | Active","","51896","Good | Active","","27.128","Good | Active","","7.47","Good | Active","","113.7","Good | Active","","7.74","Good | Active","","5.19","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.44","Uncalibrated | Deactivated","","2.87","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6161878","RON","1:09:25 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501956-LOG-0191","501956","Insitu","Instrument log","Water surface level","4.2","4.2","","","Unrestricted","","31.9","Good | Active","","48859","Good | Active","","25.04","Good | Active","","5.56","Good | Active","","80.7","Good | Active","","7.7","Good | Active","","5.48","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.73","Uncalibrated | Deactivated","","6.87","Uncalibrated | Deactivated","","2.61","Good | Deactivated","","2.67","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","1:10:00 PM","26/02/2024","2","2024","SG-E-SCESTUARY","202480478","Standard sample (Bottom)","501956-LAB-0031","501956","Grab sample","Laboratory results","Water surface level","3.9","3.9","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100","Good | Active","<","10","Good | Active","","16","Good | Active","","580","Good | Active","","1100","Good | Active","","","","","","","","160","Good | Active","","48","Good | Active","","","","","","","","","","","3000","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6161878","RON","1:10:01 PM","26/02/2024","2","2024","SG-E-SCESTUARY","202480478","Standard sample (Bottom)","501956-LOG-0192","501956","Insitu","Instrument log","Water surface level","3.9","3.9","","","Unrestricted","","31.9","Good | Active","","48866","Good | Active","","25.073","Good | Active","","5.6","Good | Active","","81.3","Good | Active","","7.71","Good | Active","","4.59","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.84","Uncalibrated | Deactivated","","6.65","Uncalibrated | Deactivated","","2.61","Good | Deactivated","","2.67","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","1:10:47 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0193","501956","Insitu","Instrument log","Water surface level","3.5","3.5","","","Unrestricted","","31.89","Good | Active","","48844","Good | Active","","25.079","Good | Active","","5.62","Good | Active","","81.6","Good | Active","","7.71","Good | Active","","4.31","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.24","Uncalibrated | Deactivated","","7.99","Uncalibrated | Deactivated","","2.79","Good | Deactivated","","2.85","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","1:11:11 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0194","501956","Insitu","Instrument log","Water surface level","3","3","","","Unrestricted","","31.83","Good | Active","","48761","Good | Active","","25.023","Good | Active","","5.38","Good | Active","","78","Good | Active","","7.69","Good | Active","","4.4","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.16","Uncalibrated | Deactivated","","7.22","Uncalibrated | Deactivated","","2.84","Good | Deactivated","","2.9","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","1:11:33 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0195","501956","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","31.84","Good | Active","","48779","Good | Active","","25.194","Good | Active","","5.85","Good | Active","","85.2","Good | Active","","7.74","Good | Active","","4.1","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.91","Uncalibrated | Deactivated","","8.15","Uncalibrated | Deactivated","","2.8","Good | Deactivated","","2.86","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","1:11:54 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0196","501956","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","31.83","Good | Active","","48763","Good | Active","","25.227","Good | Active","","6.06","Good | Active","","88.2","Good | Active","","7.74","Good | Active","","4.04","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.98","Uncalibrated | Deactivated","","7.43","Uncalibrated | Deactivated","","2.8","Good | Deactivated","","2.86","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","1:12:24 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0197","501956","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","31.78","Good | Active","","48709","Good | Active","","25.297","Good | Active","","6.31","Good | Active","","91.9","Good | Active","","7.76","Good | Active","","3.91","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.89","Uncalibrated | Deactivated","","7.9","Uncalibrated | Deactivated","","2.88","Good | Deactivated","","2.94","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","1:12:57 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0198","501956","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","31.64","Good | Active","","48530","Good | Active","","25.721","Good | Active","","7.22","Good | Active","","105.8","Good | Active","","7.83","Good | Active","","3.71","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.46","Uncalibrated | Deactivated","","8.79","Uncalibrated | Deactivated","","2.8","Good | Deactivated","","2.86","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","1:13:01 PM","26/02/2024","2","2024","SG-E-SCESTUARY","202480468","Standard sample","501956-LAB-0035","501956","Integrated over depth","Laboratory results","Water surface level","0 - 3.9","0","3.9","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.023","Good | Active","<","0.0005","Good | Active","","0.0049","Good | Active","","1200","Good | Active","","0.0007","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6161878","RON","1:13:02 PM","26/02/2024","2","2024","SG-E-SCESTUARY","202480477","Standard sample (Surface)","501956-LAB-0036","501956","Grab sample","Laboratory results","Water surface level","0","0","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200","Good | Active","<","10","Good | Active","","17","Good | Active","","600","Good | Active","","1200","Good | Active","","","","","","","","180","Good | Active","","48","Good | Active","","140000","Good | Active","","11000","Good | Active","","","","","3000","Good | Active","","20","Good | Active","","0.036","Good | Active","<","0.0005","Good | Active","","0.0052","Good | Active","","500","Good | Active","","0.0009","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6161878","RON","1:13:29 PM","26/02/2024","2","2024","SG-E-SCESTUARY","202480477","Standard sample (Surface)","501956-LOG-0199","501956","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","31.5","Good | Active","","48336","Good | Active","","26.017","Good | Active","","7.59","Good | Active","","111.7","Good | Active","","7.86","Good | Active","","3.68","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.16","Uncalibrated | Deactivated","","8.46","Uncalibrated | Deactivated","","2.79","Good | Deactivated","","2.85","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","1:13:56 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501956-LOG-0200","501956","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","31.42","Good | Active","","48249","Good | Active","","26.35","Good | Active","","7.76","Good | Active","","114.9","Good | Active","","7.86","Good | Active","","3.63","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.44","Uncalibrated | Deactivated","","7.29","Uncalibrated | Deactivated","","2.61","Good | Deactivated","","2.67","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","12:41:23 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501966-LOG-0192","501966","Insitu","Instrument log","Water surface level","3.7","3.7","","","Unrestricted","","31.86","Good | Active","","48813","Good | Active","","25.318","Good | Active","","5.31","Good | Active","","77.5","Good | Active","","7.58","Good | Active","","4.42","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.67","Uncalibrated | Deactivated","","5.37","Uncalibrated | Deactivated","","1.71","Good | Deactivated","","1.77","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","12:41:54 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Bottom)","501966-LOG-0193","501966","Insitu","Instrument log","Water surface level","3.4","3.4","","","Unrestricted","","31.87","Good | Active","","48825","Good | Active","","25.316","Good | Active","","5.4","Good | Active","","78.7","Good | Active","","7.58","Good | Active","","4.6","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.39","Uncalibrated | Deactivated","","5.55","Uncalibrated | Deactivated","","1.68","Good | Deactivated","","1.74","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","12:42:27 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0194","501966","Insitu","Instrument log","Water surface level","3","3","","","Unrestricted","","31.85","Good | Active","","48799","Good | Active","","25.327","Good | Active","","5.49","Good | Active","","80.1","Good | Active","","7.6","Good | Active","","4.26","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.88","Uncalibrated | Deactivated","","5.91","Uncalibrated | Deactivated","","1.8","Good | Deactivated","","1.86","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","12:42:46 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0195","501966","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","31.83","Good | Active","","48778","Good | Active","","25.33","Good | Active","","5.56","Good | Active","","81","Good | Active","","7.6","Good | Active","","4.07","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.26","Uncalibrated | Deactivated","","5.51","Uncalibrated | Deactivated","","1.82","Good | Deactivated","","1.88","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","12:43:02 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0196","501966","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","31.65","Good | Active","","48533","Good | Active","","25.454","Good | Active","","6.31","Good | Active","","92.1","Good | Active","","7.69","Good | Active","","3.74","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.81","Uncalibrated | Deactivated","","10.11","Uncalibrated | Deactivated","","1.92","Good | Deactivated","","1.98","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","12:43:23 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0197","501966","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","31.63","Good | Active","","48501","Good | Active","","25.498","Good | Active","","6.63","Good | Active","","96.9","Good | Active","","7.7","Good | Active","","3.69","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.13","Uncalibrated | Deactivated","","7.96","Uncalibrated | Deactivated","","1.97","Good | Deactivated","","2.03","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","12:43:43 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0198","501966","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","31.41","Good | Active","","48212","Good | Active","","25.959","Good | Active","","7.42","Good | Active","","109.1","Good | Active","","7.76","Good | Active","","3.6","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.19","Uncalibrated | Deactivated","","7.73","Uncalibrated | Deactivated","","1.92","Good | Deactivated","","1.98","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","12:44:00 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-FLD-0021","501966","Insitu","Field obs / rdgs","Water surface level","","","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","0.4","Good | Active","","3.9","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Good | Active","Stationary or Static","Flowing","","","","","225","Good | Active","","3.4","Good | Active"
"6161878","RON","12:44:01 PM","5/03/2024","3","2024","SG-E-SCESTUARY","202480553","Standard sample","501966-LAB-0011","501966","Integrated over depth","Laboratory results","Water surface level","0 - 3.6","0","3.6","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.024","Good | Active","<","0.0005","Good | Active","","0.0041","Good | Active","","1000","Good | Active","","0.0014","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6161878","RON","12:44:05 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501966-LOG-0199","501966","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","31.4","Good | Active","","48200","Good | Active","","26.01","Good | Active","","7.66","Good | Active","","112.8","Good | Active","","7.76","Good | Active","","3.57","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2","Uncalibrated | Deactivated","","9.46","Uncalibrated | Deactivated","","1.95","Good | Deactivated","","2.01","Good | Deactivated","","","","","","","","","","","","","","",""
"6161878","RON","12:44:53 PM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501966-LOG-0200","501966","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","31.3","Good | Active","","48072","Good | Active","","26.242","Good | Active","","7.87","Good | Active","","116.3","Good | Active","","7.77","Good | Active","","3.63","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.59","Uncalibrated | Deactivated","","5.59","Uncalibrated | Deactivated","","1.75","Good | Deactivated","","1.81","Good | Deactivated","","","","","","","","","","","","","","",""
"6161879","SUC","12:00:51 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501956-LOG-0147","501956","Insitu","Instrument log","Water surface level","3.9","3.9","","","Unrestricted","","29.26","Good | Active","","45236","Good | Active","","25.426","Good | Active","","6.37","Good | Active","","91.8","Good | Active","","7.49","Good | Active","","4.97","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.36","Uncalibrated | Deactivated","","6.03","Uncalibrated | Deactivated","","2.23","Good | Deactivated","","2.29","Good | Deactivated","","","","","","","","","","","","","","",""
"6161879","SUC","12:01:00 PM","26/02/2024","2","2024","SG-E-SCESTUARY","202480474","Standard sample (Bottom)","501956-LAB-0021","501956","Grab sample","Laboratory results","Water surface level","3.6","3.6","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100","Good | Active","<","10","Good | Active","","14","Good | Active","","640","Good | Active","","1100","Good | Active","","","","","","","","150","Good | Active","","46","Good | Active","","","","","","","","","","","3500","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6161879","SUC","12:01:16 PM","26/02/2024","2","2024","SG-E-SCESTUARY","202480474","Standard sample (Bottom)","501956-LOG-0148","501956","Insitu","Instrument log","Water surface level","3.6","3.6","","","Unrestricted","","29.2","Good | Active","","45150","Good | Active","","25.428","Good | Active","","6.62","Good | Active","","95.2","Good | Active","","7.5","Good | Active","","4.85","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.54","Uncalibrated | Deactivated","","6.08","Uncalibrated | Deactivated","","2.21","Good | Deactivated","","2.27","Good | Deactivated","","","","","","","","","","","","","","",""
"6161879","SUC","12:01:37 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0149","501956","Insitu","Instrument log","Water surface level","3.5","3.5","","","Unrestricted","","29.21","Good | Active","","45166","Good | Active","","25.423","Good | Active","","6.69","Good | Active","","96.2","Good | Active","","7.5","Good | Active","","4.88","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.68","Uncalibrated | Deactivated","","6.86","Uncalibrated | Deactivated","","2.28","Good | Deactivated","","2.34","Good | Deactivated","","","","","","","","","","","","","","",""
"6161879","SUC","12:02:01 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0150","501956","Insitu","Instrument log","Water surface level","3","3","","","Unrestricted","","29.13","Good | Active","","45061","Good | Active","","25.442","Good | Active","","7.07","Good | Active","","101.7","Good | Active","","7.52","Good | Active","","4.42","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.34","Uncalibrated | Deactivated","","7.27","Uncalibrated | Deactivated","","2.41","Good | Deactivated","","2.47","Good | Deactivated","","","","","","","","","","","","","","",""
"6161879","SUC","12:02:15 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0151","501956","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","29.02","Good | Active","","44905","Good | Active","","25.499","Good | Active","","7.36","Good | Active","","106","Good | Active","","7.54","Good | Active","","4.26","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.6","Uncalibrated | Deactivated","","11.05","Uncalibrated | Deactivated","","2.63","Good | Deactivated","","2.69","Good | Deactivated","","","","","","","","","","","","","","",""
"6161879","SUC","12:02:40 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0152","501956","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","28.92","Good | Active","","44771","Good | Active","","25.586","Good | Active","","7.89","Good | Active","","113.7","Good | Active","","7.56","Good | Active","","4.27","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.45","Uncalibrated | Deactivated","","13.24","Uncalibrated | Deactivated","","2.83","Good | Deactivated","","2.89","Good | Deactivated","","","","","","","","","","","","","","",""
"6161879","SUC","12:03:09 PM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0153","501956","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","28.85","Good | Active","","44684","Good | Active","","25.665","Good | Active","","8.05","Good | Active","","116.1","Good | Active","","7.57","Good | Active","","4.51","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.89","Uncalibrated | Deactivated","","16.82","Uncalibrated | Deactivated","","3.1","Good | Deactivated","","3.16","Good | Deactivated","","","","","","","","","","","","","","",""
