Variable Name,Min Date,Max Date,Number of Samples
FLOW_var00142,20/06/2003 00:00:00,22/11/2021 00:00:00,4510.000
FLOW_var00143,21/06/2003 00:00:00,09/01/2022 00:00:00,10565.000
FLOW_var00144,20/06/2003 00:00:00,22/11/2021 00:00:00,4510.000
FLOW_var00145,21/06/2003 00:00:00,09/01/2022 00:00:00,10565.000
FLOW_var00146,20/06/2003 00:00:00,09/01/2022 00:00:00,10569.000
FLOW_var00147,21/06/2003 00:00:00,09/01/2022 00:00:00,10565.000
FLOW_var00148,20/06/2003 00:00:00,09/01/2022 00:00:00,10569.000
FLOW_var00149,20/06/2003 00:00:00,09/01/2022 00:00:00,10569.000
FLOW_var00150,21/06/2003 00:00:00,09/01/2022 00:00:00,10565.000
FLOW_var00151,20/06/2003 00:00:00,09/01/2022 00:00:00,10569.000
