 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Hillarys
01-Jan-2022 00:00, 0.448,  24.3,  20.1, 1011.5,-0.011,-0.028,   84,   5.7,   2.0
01-Jan-2022 01:00, 0.570,  24.2,  20.7, 1011.4, 0.032, 0.016,  159,   6.1,   2.6
01-Jan-2022 02:00, 0.637,  24.2,  22.0, 1011.3, 0.032, 0.013,  160,   5.6,   3.0
01-Jan-2022 03:00, 0.674,  24.2,  23.4, 1010.9, 0.019, 0.000,  189,   6.1,   2.2
01-Jan-2022 04:00, 0.709,  24.2,  22.5, 1010.6, 0.007,-0.017,  210,   7.5,   4.4
01-Jan-2022 05:00, 0.773,  24.3,  21.8, 1010.5, 0.020,-0.006,  209,   8.9,   5.2
01-Jan-2022 06:00, 0.817,  24.3,  21.6, 1010.2, 0.002,-0.026,  204,   9.4,   5.2
01-Jan-2022 07:00, 0.890,  24.4,  21.8, 1009.9,-0.001,-0.031,  205,   9.4,   5.0
01-Jan-2022 08:00, 1.000,  24.4,  21.6, 1009.5, 0.018,-0.016,  205,   9.6,   5.6
01-Jan-2022 09:00, 1.066,  24.5,  21.8, 1009.4,-0.012,-0.049,  205,   9.8,   4.8
01-Jan-2022 10:00, 1.165,  24.5,  21.7, 1009.7, 0.008,-0.030,  202,   9.2,   4.9
01-Jan-2022 11:00, 1.215,  24.4,  21.4, 1010.0,-0.001,-0.036,  203,   9.7,   5.4
01-Jan-2022 12:00, 1.227,  24.4,  21.6, 1010.5,-0.009,-0.041,  198,   8.8,   3.3
01-Jan-2022 13:00, 1.239,  24.4,  21.9, 1010.8, 0.026,-0.001,  196,   7.2,   2.8
01-Jan-2022 14:00, 1.113,  24.4,  22.1, 1010.6,-0.032,-0.056,  169,   6.9,   2.2
01-Jan-2022 15:00, 1.025,  24.3,  22.0, 1010.5,-0.002,-0.029,  174,   6.2,   2.6
01-Jan-2022 16:00, 0.883,  24.3,  21.0, 1010.2, 0.000,-0.028,  161,   5.2,   2.3
01-Jan-2022 17:00, 0.701,  24.3,  20.8, 1010.0,-0.031,-0.061,  147,   4.3,   1.5
01-Jan-2022 18:00, 0.581,  24.2,  21.4, 1009.7,-0.006,-0.039,   87,   8.0,   3.2
01-Jan-2022 19:00, 0.432,  24.1,  20.1, 1009.6,-0.026,-0.062,   82,  11.7,   5.0
01-Jan-2022 20:00, 0.307,  24.0,  18.9, 1009.6,-0.050,-0.087,   79,   9.9,   5.5
01-Jan-2022 21:00, 0.309,  23.9,  18.1, 1010.3, 0.011,-0.025,   82,  10.8,   6.1
01-Jan-2022 22:00, 0.255,  23.9,  17.9, 1011.0,-0.021,-0.050,   85,  11.0,   6.0
01-Jan-2022 23:00, 0.287,  23.8,  18.9, 1011.7,-0.014,-0.036,   80,  10.2,   5.0
02-Jan-2022 00:00, 0.370,  23.8,  21.2, 1012.4, 0.006,-0.008,  102,   8.2,   1.9
02-Jan-2022 01:00, 0.440,  23.8,  23.6, 1011.9,-0.008,-0.017,   95,   5.6,   2.0
02-Jan-2022 02:00, 0.573,  23.8,  25.2, 1011.7, 0.036, 0.023,   57,   5.2,   1.5
02-Jan-2022 03:00, 0.622,  23.8,  27.2, 1011.1, 0.019, 0.003,  170,   4.7,   2.1
02-Jan-2022 04:00, 0.683,  23.8,  23.8, 1010.7, 0.031, 0.010,  218,   7.2,   4.8
02-Jan-2022 05:00, 0.712,  23.8,  24.0, 1010.5, 0.013,-0.013,  201,   7.8,   3.6
02-Jan-2022 06:00, 0.799,  23.9,  23.6, 1010.2, 0.038, 0.011,  203,   8.5,   4.1
02-Jan-2022 07:00, 0.849,  24.0,  23.8, 1009.6, 0.011,-0.020,  201,   7.4,   3.4
02-Jan-2022 08:00, 0.946,  24.1,  24.2, 1009.3, 0.020,-0.016,  196,   7.3,   3.7
02-Jan-2022 09:00, 1.062,  24.1,  24.0, 1009.0, 0.036,-0.004,  195,   8.2,   3.3
02-Jan-2022 10:00, 1.120,  24.1,  23.6, 1009.0, 0.000,-0.042,  192,   7.5,   3.1
02-Jan-2022 11:00, 1.245,  24.1,  23.3, 1009.3, 0.052, 0.010,  193,   7.2,   2.6
02-Jan-2022 12:00, 1.289,  24.0,  22.5, 1009.7, 0.052, 0.013,  195,   7.0,   3.1
02-Jan-2022 13:00, 1.279,  24.0,  22.8, 1009.9, 0.037, 0.002,  193,   6.7,   2.5
02-Jan-2022 14:00, 1.260,  24.0,  23.1, 1010.2, 0.051, 0.018,  194,   6.1,   2.0
02-Jan-2022 15:00, 1.184,  24.0,  23.2, 1010.0, 0.056, 0.025,  174,   4.5,   1.7
02-Jan-2022 16:00, 1.053,  24.0,  22.9, 1009.9, 0.051, 0.019,  172,   4.5,   2.2
02-Jan-2022 17:00, 0.909,  24.0,  22.5, 1009.8, 0.058, 0.024,  161,   4.8,   2.7
02-Jan-2022 18:00, 0.747,  24.0,  21.6, 1009.7, 0.051, 0.017,  161,   4.1,   1.4
02-Jan-2022 19:00, 0.611,  24.0,  21.6, 1009.3, 0.058, 0.022,  148,   3.1,   1.2
02-Jan-2022 20:00, 0.444,  24.0,  21.5, 1009.6, 0.020,-0.019,  152,   3.6,   2.2
02-Jan-2022 21:00, 0.377,  23.9,  20.1, 1009.9, 0.049, 0.013,  105,   2.9,   0.5
02-Jan-2022 22:00, 0.313,  23.9,  20.3, 1010.6, 0.037, 0.005,   97,   2.4,   0.8
02-Jan-2022 23:00, 0.305,  23.8,  21.6, 1011.0, 0.038, 0.012,   96,   3.0,   0.9
03-Jan-2022 00:00, 0.342,  23.8,  22.8, 1011.2, 0.038, 0.016,  102,   4.2,   1.5
03-Jan-2022 01:00, 0.440,  23.8,  22.7, 1011.1, 0.066, 0.045,  209,   4.9,   2.9
03-Jan-2022 02:00, 0.538,  23.8,  22.5, 1010.9, 0.075, 0.054,  210,   6.0,   3.2
03-Jan-2022 03:00, 0.602,  23.9,  22.8, 1010.9, 0.056, 0.033,  202,   6.7,   3.3
03-Jan-2022 04:00, 0.677,  23.9,  23.6, 1011.1, 0.074, 0.051,  205,   5.9,   3.3
03-Jan-2022 05:00, 0.717,  23.9,  23.5, 1010.7, 0.069, 0.048,  208,   7.7,   4.0
03-Jan-2022 06:00, 0.748,  23.9,  24.0, 1010.3, 0.051, 0.025,  210,   7.8,   2.9
03-Jan-2022 07:00, 0.848,  24.0,  23.8, 1010.3, 0.077, 0.048,  204,   7.0,   3.6
03-Jan-2022 08:00, 0.915,  24.1,  23.7, 1009.8, 0.057, 0.027,  204,   8.2,   4.0
