Variable Name,Min Date,Max Date,Number of Samples
FLOW_var00142,01/01/2000 00:00:00,07/09/2022 00:00:00,12688.000
FLOW_var00143,01/01/2000 00:00:00,07/09/2022 00:00:00,12688.000
FLOW_var00144,01/01/2000 00:00:00,07/09/2022 00:00:00,12688.000
FLOW_var00145,01/01/2000 00:00:00,07/09/2022 00:00:00,12551.000
FLOW_var00146,01/01/2000 00:00:00,07/09/2022 00:00:00,12688.000
FLOW_var00147,01/01/2000 00:00:00,07/09/2022 00:00:00,12688.000
FLOW_var00148,01/01/2000 00:00:00,07/09/2022 00:00:00,12688.000
FLOW_var00149,01/01/2000 00:00:00,07/09/2022 00:00:00,12688.000
FLOW_var00150,01/01/2000 00:00:00,07/09/2022 00:00:00,12688.000
FLOW_var00151,01/01/2000 00:00:00,07/09/2022 00:00:00,12688.000
