fid,HydroID,HydroCode,StateBoreI,StatePipeI,StateTerri,Agency,WCode,BoreDepth,DrilledDep,Status,DrilledDat,HGUID,HGUNumber,HGUName,NafHGUNumb,AquiferTyp,FType,Latitude,Longitude,Easting,Northing,Projection,Projecti_1,CoordMetho,HeightDatu,RefElev,RefElevDes,RefElevMet,TsRefElev,TsRefElevD,TsRefElevM,LandElev,LandElevMe,IsMultiPip,BoreLineCo,WorksID,LicenceExt,LicenceE_1,LicenceUse,FTypeClass,Constructi,LithLog,Hydrostrat,WaterLevel,Salinity,WaterCount,WaterDateM,WaterDat_1,SalinityCo,SalinityDa,Salinity_1
175,50040347,"61421605","61421605",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.209507600000002,115.789182299999993,385888.999999999941792,6435699.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
177,50040391,"61421670","61421670",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.238883800000004,115.776587000000006,384739.000000000058208,6432429.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
178,50040394,"61421673","61421673",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.240244799999999,115.772747800000005,384379.000000000058208,6432274.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
179,50040407,"61421686","61421686",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.239154399999997,115.776583400000007,384739.000000000058208,6432399.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
182,50040422,"61421711","61421711",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.227439400000002,115.777801600000004,384839.000000000058208,6433699.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
183,50040423,"61421712","61421712",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.227895500000002,115.778326100000001,384888.999999999941792,6433649.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
213,50051434,"61601126","61601126",,5,6,7,0.000000000000000,7.010000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.021285800000001,115.783278800000005,385096.999999999941792,6456558.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
231,50037737,"61406503","61406503",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.201343199999997,115.790998599999995,386050.000000000000000,6436606.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
278,50068506,"61642526","61642526",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.089583099999999,115.785236200000000,385367.000000000058208,6448989.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
400,50040710,"61440069","61440069",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.069889500000002,115.762740800000003,383219.000000000058208,6451148.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
1075,50040732,"61440091","61440091",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.053196499999999,115.774351999999993,384294.000000000000000,6453011.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
1098,50040735,"61440094","61440094",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.299164699999999,115.774536100000006,384622.000000000000000,6425743.999999999068677,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
1121,50035142,"61403905","61403905",,5,6,7,0.000000000000000,0.000000000000000,UNK,1983/06/30,-59999999,-9999,Unknown,-9999,0,UNK,-32.245872700000000,115.762482199999994,383419.000000000058208,6431639.000000000000000,1,50,UNK,AHD,4.200000000000000,NGS,UNK,0.000000000000000,UNK,UNK,4.200000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
1123,50035144,"61403907","61403907",,5,6,7,6.500000000000000,6.500000000000000,UNK,1983/06/30,-59999999,-9999,Unknown,-9999,0,UNK,-32.247355800000001,115.764701799999997,383630.000000000000000,6431477.000000000931323,1,50,UNK,AHD,3.730000000000000,NGS,UNK,0.000000000000000,UNK,UNK,3.730000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
1328,50000013,"6030979","6030979",,5,6,7,0.000000000000000,6.100000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.272132399999997,115.692708999999994,376880.999999999941792,6428650.000000000000000,1,50,UNK,AHD,4.570000000000000,NGS,UNK,0.000000000000000,UNK,UNK,4.570000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
4726,50034259,"61403022","61403022",,5,6,7,0.000000000000000,6.100000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,IRAG,-32.145233800000000,115.786247500000002,385532.000000000000000,6442821.000000000000000,1,50,UNK,AHD,8.340000000000000,NGS,UNK,0.000000000000000,UNK,UNK,8.340000000000000,UNK,0,,0,0,0.000000000000000,0,Irrigation,"1","0","0","0","0",0,,,0,,
4727,50034266,"61403029","61403029",,5,6,7,0.000000000000000,73.150000000000006,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.148371800000000,115.773948700000005,384376.000000000000000,6442460.000000000000000,1,50,UNK,AHD,19.010000000000002,NGS,UNK,0.000000000000000,UNK,UNK,19.010000000000002,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","1","1","0","0",0,,,0,,
4731,50034433,"61403196","61403196",,5,6,7,0.000000000000000,45.719999999999999,UNK,1974/06/30,-59999999,-9999,Unknown,-9999,0,MON,-32.216050799999998,115.790464400000005,386018.000000000000000,6434975.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","1","1","0","0",0,,,0,,
4732,50034434,"61403197","61403197",,5,6,7,0.000000000000000,150.000000000000000,UNK,1974/06/30,-59999999,-9999,Unknown,-9999,0,MON,-32.216050799999998,115.790464400000005,386018.000000000000000,6434975.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","1","1","0","0",0,,,0,,
4733,50034435,"61403198","61403198",,5,6,7,0.000000000000000,150.000000000000000,UNK,1974/06/30,-59999999,-9999,Unknown,-9999,0,MON,-32.216050799999998,115.790464400000005,386018.000000000000000,6434975.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","1","1","0","0",0,,,0,,
4734,50034437,"61403200","61403200",,5,6,7,0.000000000000000,45.719999999999999,UNK,1975/06/30,-59999999,-9999,Unknown,-9999,0,MON,-32.216050799999998,115.790464400000005,386018.000000000000000,6434975.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","1","1","0","0",0,,,0,,
4735,50034438,"61403201","61403201",,5,6,7,0.000000000000000,24.379999999999999,UNK,1975/06/30,-59999999,-9999,Unknown,-9999,0,MON,-32.216050799999998,115.790464400000005,386018.000000000000000,6434975.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","1","1","0","0",0,,,0,,
4736,50034441,"61403204","61403204",,5,6,7,0.000000000000000,45.719999999999999,UNK,1975/06/30,-59999999,-9999,Unknown,-9999,0,MON,-32.216050799999998,115.790464400000005,386018.000000000000000,6434975.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","1","1","0","0",0,,,0,,
4737,50034442,"61403205","61403205",,5,6,7,0.000000000000000,156.000000000000000,UNK,1975/06/30,-59999999,-9999,Unknown,-9999,0,MON,-32.216050799999998,115.790464400000005,386018.000000000000000,6434975.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","1","1","0","0",0,,,0,,
4740,50034443,"61403206","61403206",,5,6,7,0.000000000000000,45.719999999999999,UNK,1975/06/30,-59999999,-9999,Unknown,-9999,0,MON,-32.216051000000000,115.790475000000001,386019.000000000058208,6434975.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","1","1","0","0",0,,,0,,
4741,50034444,"61403207","61403207",,5,6,7,0.000000000000000,45.719999999999999,UNK,1975/06/30,-59999999,-9999,Unknown,-9999,0,UNK,-32.216068900000003,115.790464099999994,386018.000000000000000,6434973.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","1","1","0","0",0,,,0,,
4743,50034451,"61403214","61403214",,5,6,7,26.820000000000000,27.430000000000000,UNK,1973/06/30,-59999999,-9999,Unknown,-9999,0,MON,-32.216068900000003,115.790464099999994,386018.000000000000000,6434973.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","1","1","0","0",0,,,0,,
7572,50037853,"61406619","61406619",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.250758900000001,115.779803400000006,385056.999999999941792,6431116.000000000000000,1,50,UNK,AHD,9.140000000000001,NGS,UNK,0.000000000000000,UNK,UNK,9.140000000000001,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7573,50037854,"61406620","61406620",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.254497899999997,115.782131300000003,385280.999999999941792,6430704.000000000931323,1,50,UNK,AHD,9.140000000000001,NGS,UNK,0.000000000000000,UNK,UNK,9.140000000000001,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7574,50037855,"61406621","61406621",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.255183400000000,115.782122200000003,385280.999999999941792,6430628.000000000000000,1,50,UNK,AHD,9.140000000000001,NGS,UNK,0.000000000000000,UNK,UNK,9.140000000000001,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7575,50037857,"61406623","61406623",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.259387699999998,115.782182800000001,385292.000000000000000,6430162.000000000000000,1,50,UNK,AHD,9.140000000000001,NGS,UNK,0.000000000000000,UNK,UNK,9.140000000000001,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7576,50037858,"61406624","61406624",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.259261000000002,115.779339399999998,385024.000000000000000,6430173.000000000000000,1,50,UNK,AHD,9.140000000000001,NGS,UNK,0.000000000000000,UNK,UNK,9.140000000000001,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7686,50040302,"61421560","61421560",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.213356200000000,115.790722900000006,386039.000000000058208,6435274.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7687,50040303,"61421561","61421561",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.214468400000001,115.789116500000006,385888.999999999941792,6435149.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7688,50040304,"61421562","61421562",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.216062000000001,115.790687100000000,386039.000000000058208,6434974.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7689,50040321,"61421579","61421579",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.209522800000002,115.790773599999994,386039.000000000058208,6435699.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7690,50040350,"61421608","61421608",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.216772900000002,115.794285400000007,386379.000000000058208,6434899.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7691,50040351,"61421609","61421609",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.216772900000002,115.794285400000007,386379.000000000058208,6434899.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7692,50040352,"61421610","61421610",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.216062000000001,115.790687100000000,386039.000000000058208,6434974.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7693,50040353,"61421611","61421611",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.216062000000001,115.790687100000000,386039.000000000058208,6434974.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7694,50040354,"61421612","61421612",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.217902400000000,115.794482799999997,386399.000000000058208,6434774.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7695,50040369,"61421627","61421627",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.217585700000001,115.794380799999999,386388.999999999941792,6434809.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7696,50040370,"61421628","61421628",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.218351400000003,115.794264600000005,386379.000000000058208,6434724.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7697,50040372,"61421630","61421630",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.219444299999999,115.790642300000002,386039.000000000058208,6434599.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7699,50040373,"61421631","61421631",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.219444299999999,115.790642300000002,386039.000000000058208,6434599.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7700,50040430,"61421719","61421719",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.227019100000000,115.780990900000006,385139.000000000058208,6433749.000000000931323,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7701,50040431,"61421720","61421720",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.227019100000000,115.780990900000006,385139.000000000058208,6433749.000000000931323,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
7702,50040432,"61421721","61421721",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,UNK,-32.227019100000000,115.780990900000006,385139.000000000058208,6433749.000000000931323,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Unknown,"1","0","0","0","0",0,,,0,,
8128,50040764,"61440123","61440123",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.303077799999997,115.739540300000002,381332.000000000000000,6425272.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
8142,50040778,"61440137","61440137",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.277636999999999,115.750117399999993,382295.000000000058208,6428104.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
8143,50040779,"61440138","61440138",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.277674099999999,115.750223099999999,382304.999999999941792,6428100.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
8158,50040794,"61440153","61440153",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.143393600000003,115.795793700000004,386430.000000000000000,6443035.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
8159,50040795,"61440154","61440154",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.143977599999999,115.795552799999996,386408.000000000000000,6442970.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
8174,50040810,"61440170","61440170",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.103034899999997,115.776060599999994,384518.000000000000000,6447488.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
8186,50040822,"61440182","61440182",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.282939300000002,115.722903500000001,379739.000000000058208,6427486.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
8188,50040824,"61440184","61440184",,5,6,7,0.000000000000000,0.000000000000000,UNK,,-59999999,-9999,Unknown,-9999,0,MON,-32.127144999999999,115.771159299999994,384086.000000000000000,6444810.000000000000000,1,50,UNK,AHD,0.000000000000000,NGS,UNK,0.000000000000000,UNK,UNK,0.000000000000000,UNK,0,,0,0,0.000000000000000,0,Monitoring,"1","0","0","0","0",0,,,0,,
